Player,Nation,Pos,Age,MP,Playing Time_Min,Playing Time_Mn/MP,Playing Time_Min%,Playing Time_90s,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,Team Success_PPM,Team Success_onG,Team Success_onGA,Team Success_+/-,Team Success_+/-90,Team Success_On-Off,Team Success (xG)_onxG,Team Success (xG)_onxGA,Team Success (xG)_xG+/-,Team Success (xG)_xG+/-90,Team Success (xG)_On-Off,Matches
Sebastián Prediger,ar ARG,MF,36.0,18,1114.0,62.0,45.8,12.4,14,74.0,1,4,19.0,6,1.39,13.0,16.0,-3.0,-0.24,-0.31,14.2,15.0,-0.7,-0.06,-0.4,Matches
Agustín Cardozo,ar ARG,MF,25.0,24,1347.0,56.0,55.4,15.0,13,86.0,11,11,20.0,3,1.17,14.0,16.0,-2.0,-0.13,-0.13,19.1,17.4,1.7,0.11,-0.09,Matches
Víctor Cabrera,ar ARG,DF,29.0,13,1055.0,81.0,43.4,11.7,13,81.0,10,0,,2,1.0,11.0,17.0,-6.0,-0.51,-0.77,14.3,14.2,0.1,0.01,-0.26,Matches
Cristian Zabala,ar ARG,MF,24.0,25,1053.0,42.0,43.3,11.7,10,71.0,0,15,23.0,2,1.24,11.0,13.0,-2.0,-0.17,-0.17,13.9,12.4,1.5,0.13,-0.04,Matches
Lautaro Montoya,ar ARG,DF,28.0,12,763.0,64.0,31.4,8.5,9,82.0,5,3,10.0,14,0.75,4.0,10.0,-6.0,-0.71,-0.92,9.8,10.6,-0.8,-0.1,-0.37,Matches
Martín Ortega,ar ARG,"DF,MF",23.0,12,750.0,63.0,30.9,8.3,9,79.0,6,3,13.0,13,1.25,6.0,8.0,-2.0,-0.24,-0.24,10.3,12.4,-2.1,-0.25,-0.59,Matches
Brian Alexis Leizza,ar ARG,DF,22.0,11,790.0,72.0,32.5,8.8,8,87.0,7,3,32.0,12,1.45,8.0,5.0,3.0,0.34,0.62,11.4,8.2,3.3,0.37,0.32,Matches
Tomás Badaloni,ar ARG,FW,22.0,16,675.0,42.0,27.8,7.5,7,81.0,4,9,12.0,11,1.5,9.0,6.0,3.0,0.4,0.66,9.7,7.8,1.9,0.25,0.13,Matches
Martin Garay,ar ARG,"DF,MF",23.0,15,683.0,46.0,28.1,7.6,6,84.0,4,9,20.0,8,1.67,8.0,4.0,4.0,0.53,0.84,9.0,7.5,1.5,0.19,0.05,Matches
Gonzalo Flores,ar ARG,"FW,MF",20.0,13,398.0,31.0,16.4,4.4,3,66.0,0,10,20.0,11,1.15,4.0,4.0,0.0,0.0,0.09,6.0,4.0,2.0,0.45,0.35,Matches
Santiago Rojas,py PAR,GK,26.0,2,180.0,90.0,7.4,2.0,2,90.0,2,0,,25,3.0,5.0,1.0,4.0,2.0,2.24,2.7,1.2,1.6,0.79,0.69,Matches
Ezequiel Forclaz,ar ARG,"MF,FW",19.0,7,179.0,26.0,7.4,2.0,2,57.0,0,5,13.0,6,1.29,2.0,2.0,0.0,0.0,0.08,2.4,1.5,0.9,0.45,0.32,Matches
Agustín Obando,ar ARG,"MF,FW",22.0,8,214.0,27.0,8.8,2.4,1,81.0,0,7,19.0,7,0.88,2.0,5.0,-3.0,-1.26,-1.3,2.7,2.6,0.1,0.03,-0.13,Matches
Sebastián Medina,ar ARG,MF,22.0,7,120.0,17.0,4.9,1.3,0,,0,7,17.0,16,1.0,0.0,2.0,-2.0,-1.5,-1.5,1.4,2.7,-1.2,-0.91,-1.12,Matches
Mateo Caceres,ar ARG,FW,20.0,1,6.0,6.0,0.2,0.1,0,,0,1,6.0,5,3.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,-0.16,Matches
Ijiel Protti,ar ARG,MF,28.0,1,4.0,4.0,0.2,0.0,0,,0,1,4.0,1,3.0,0.0,0.0,0.0,0.0,0.07,0.1,0.0,0.1,2.28,2.13,Matches
Agustín Baldi,ar ARG,MF,20.0,0,,,,,0,,0,0,,14,,,,,,,,,,,,Matches
Matias Espíndola,ar ARG,DF,19.0,0,,,,,0,,0,0,,11,,,,,,,,,,,,Matches
Tomás Fernández,ar ARG,DF,19.0,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches
Federico Gomes,ar ARG,GK,18.0,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
Valentín Moreno,ar ARG,DF,19.0,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
Santiago Vera,ar ARG,MF,24.0,0,,,,,0,,0,0,,8,,,,,,,,,,,,Matches
Camilo Viganoni,ar ARG,FW,19.0,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
Squad Total,,,27.4,27,2430.0,90.0,100.0,27.0,297,82.0,170,124,19.0,200,1.26,27.0,29.0,-2.0,-0.07,,34.3,30.2,4.2,0.16,,
Opponent Total,,,26.9,27,2430.0,90.0,100.0,27.0,297,82.0,175,118,20.0,203,1.48,29.0,27.0,2.0,0.07,,30.2,34.3,-4.2,-0.16,,
