Player,Nation,Pos,Age,MP,Playing Time_Min,Playing Time_Mn/MP,Playing Time_Min%,Playing Time_90s,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,Team Success_PPM,Team Success_onG,Team Success_onGA,Team Success_+/-,Team Success_+/-90,Team Success_On-Off,Team Success (xG)_onxG,Team Success (xG)_onxGA,Team Success (xG)_xG+/-,Team Success (xG)_xG+/-90,Team Success (xG)_On-Off,Matches
Diego Braghieri,ar ARG,DF,35.0,6,457.0,76.0,18.8,5.1,5,86.0,4,1,26.0,19,2.17,7.0,2.0,5.0,0.98,0.71,6.3,4.4,1.9,0.38,0.07,Matches
Facundo Pérez,ar ARG,"MF,FW",23.0,13,247.0,19.0,10.2,2.7,2,79.0,1,11,8.0,12,1.69,3.0,6.0,-3.0,-1.09,-1.67,3.4,5.9,-2.5,-0.89,-1.36,Matches
Julio Soler,ar ARG,DF,17.0,3,209.0,70.0,8.6,2.3,2,90.0,2,1,29.0,19,2.33,3.0,2.0,1.0,0.43,0.03,4.5,2.2,2.4,1.02,0.76,Matches
Leonel Di Plácido,ar ARG,DF,29.0,2,154.0,77.0,6.3,1.7,2,77.0,1,0,,0,3.0,4.0,1.0,3.0,1.75,1.44,2.7,1.7,1.0,0.59,0.28,Matches
José Sand,ar ARG,"FW,MF",42.0,11,242.0,22.0,10.0,2.7,1,80.0,0,10,16.0,8,1.82,7.0,1.0,6.0,2.23,2.03,4.4,3.5,0.9,0.35,0.02,Matches
Julián Aude,ar ARG,DF,19.0,2,146.0,73.0,6.0,1.6,1,90.0,1,1,56.0,3,1.5,4.0,2.0,2.0,1.23,0.88,2.6,1.1,1.4,0.89,0.6,Matches
Pablo Aranda,ar ARG,DF,21.0,1,86.0,86.0,3.5,1.0,1,86.0,0,0,,7,1.0,1.0,1.0,0.0,0.0,-0.42,0.6,0.6,0.0,-0.05,-0.39,Matches
Brian Blando,ar ARG,FW,27.0,4,64.0,16.0,2.6,0.7,0,,0,4,16.0,10,1.0,1.0,1.0,0.0,0.0,-0.42,1.7,1.3,0.4,0.62,0.31,Matches
Brian Aguilar,ar ARG,DF,19.0,4,50.0,13.0,2.1,0.6,0,,0,4,13.0,21,1.0,0.0,3.0,-3.0,-5.4,-5.93,0.8,1.5,-0.7,-1.29,-1.65,Matches
Mateo Sanabria,ar ARG,FW,18.0,2,18.0,9.0,0.7,0.2,0,,0,2,9.0,18,1.0,0.0,1.0,-1.0,-5.0,-5.45,0.4,0.9,-0.5,-2.19,-2.54,Matches
Dylan Aquino,ar ARG,"FW,MF",17.0,2,10.0,5.0,0.4,0.1,0,,0,2,5.0,6,0.5,0.0,0.0,0.0,0.0,-0.41,0.3,0.1,0.2,1.65,1.33,Matches
David González,ar ARG,MF,18.0,1,1.0,1.0,0.0,0.0,0,,0,1,1.0,8,3.0,0.0,0.0,0.0,0.0,-0.41,0.0,0.3,-0.3,-24.97,-25.31,Matches
Samuel Careaga,ar ARG,MF,20.0,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
Ignacio Cechi,ar ARG,MF,21.0,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
Leandro Moreira,ar ARG,FW,21.0,0,,,,,0,,0,0,,5,,,,,,,,,,,,Matches
Juan Pablo Rodríguez,ar ARG,DF,20.0,0,,,,,0,,0,0,,6,,,,,,,,,,,,Matches
Luciano Peraggini,ar ARG,GK,20.0,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
Agustín Rodríguez,ar ARG,MF,18.0,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
Alexis Segovia,ar ARG,,18.0,0,,,,,0,,0,0,,5,,,,,,,,,,,,Matches
Luciano Suárez,ar ARG,DF,18.0,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
Squad Total,,,26.9,27,2430.0,90.0,100.0,27.0,297,82.0,179,111,18.0,212,1.67,38.0,27.0,11.0,0.41,,36.7,27.9,8.8,0.33,,
Opponent Total,,,27.1,27,2430.0,90.0,100.0,27.0,297,82.0,183,113,19.0,208,1.0,27.0,38.0,-11.0,-0.41,,27.9,36.7,-8.8,-0.33,,
