Rk,Player,Nation,Pos,Squad,Age,Born,90s,Goals_GA,Goals_PKA,Goals_FK,Goals_CK,Goals_OG,Expected_PSxG,Expected_PSxG/SoT,Expected_PSxG+/-,Expected_/90,Launched_Cmp,Launched_Att,Launched_Cmp%,Passes_Att (GK),Passes_Thr,Passes_Launch%,Passes_AvgLen,Goal Kicks_Att,Goal Kicks_Launch%,Goal Kicks_AvgLen,Crosses_Opp,Crosses_Stp,Crosses_Stp%,Sweeper_#OPA,Sweeper_#OPA/90,Sweeper_AvgDist,Player Link_,Player ID_,Competition
14,Elhan Kastrati,ALB,GK,Cittadella,26-340,1997,18.0,1.00,0.17,0.00,0.06,0.06,1.13,0.26,0.18,+0.18,5.78,13.2,43.7,21.9,3.78,43.9,36.9,6.28,57.5,43.6,14.3,1.06,7.4,0.83,0.83,12.9,https://fbref.com/en/players/241b5471/Elhan-Kastrati,241b5471,Serie B
15,Luca Lezzerini,ITA,GK,Brescia,28-290,1995,17.0,0.94,0.00,0.00,0.24,0.00,0.91,0.23,-0.03,-0.03,5.41,11.5,47.2,23.1,3.29,32.7,31.5,7.94,49.6,37.9,16.1,0.71,4.4,0.65,0.65,11.8,https://fbref.com/en/players/c9c32262/Luca-Lezzerini,c9c32262,Serie B
16,Luca Maniero,ITA,GK,Cittadella,28-210,1995,1.0,2.00,0.00,0.00,1.00,0.00,1.70,0.29,-0.30,-0.29,4.00,7.00,57.1,11.0,2.00,45.5,35.4,6.00,33.3,40.7,11.0,0.00,0.0,0.00,0.00,,https://fbref.com/en/players/bb8da280/Luca-Maniero,bb8da280,Serie B
17,Riccardo Melgrati,ITA,GK,Calcio Lecco 1912,29-205,1994,9.5,1.47,0.32,0.00,0.21,0.00,1.40,0.20,-0.07,-0.08,7.16,17.3,41.5,24.4,3.47,49.1,39.0,9.26,56.8,43.9,16.7,0.42,2.5,0.32,0.32,10.2,https://fbref.com/en/players/dc5b1097/Riccardo-Melgrati,dc5b1097,Serie B
18,Alessandro Micai,ITA,GK,Cosenza,30-168,1993,19.0,1.11,0.05,0.05,0.16,0.00,1.12,0.27,0.02,+0.02,5.47,14.6,37.5,32.4,4.47,38.0,36.6,5.11,44.3,39.1,15.1,0.74,4.9,0.95,0.95,14.1,https://fbref.com/en/players/6ab58a9b/Alessandro-Micai,6ab58a9b,Serie B
19,Mirko Pigliacelli,ITA,GK,Palermo,30-192,1993,19.0,1.21,0.05,0.00,0.16,0.00,1.28,0.30,0.07,+0.08,4.89,11.7,41.9,32.6,3.37,29.5,31.4,5.74,35.8,33.5,16.4,1.21,7.4,1.16,1.16,14.3,https://fbref.com/en/players/6ab82588/Mirko-Pigliacelli,6ab82588,Serie B
20,Marco Pissardo,ITA,GK,Bari,26-000,1998,0.3,3.33,0.00,0.00,0.00,0.00,0.67,0.24,-2.67,-2.20,0.00,13.3,0.0,10.0,3.33,33.3,36.3,13.3,75.0,45.0,16.7,0.00,0.0,0.00,0.00,,https://fbref.com/en/players/73ba463e/Marco-Pissardo,73ba463e,Serie B
21,Semuel Pizzignacco,ITA,GK,FeralpiSalò,22-129,2001,19.0,1.84,0.26,0.00,0.21,0.05,1.68,0.29,-0.11,-0.11,6.42,15.1,42.7,24.0,3.95,40.6,34.9,7.95,66.9,46.7,15.9,0.63,4.0,0.63,0.63,13.7,https://fbref.com/en/players/4f537cf7/Semuel-Pizzignacco,4f537cf7,Serie B
22,Giacomo Poluzzi,ITA,GK,Südtirol,35-317,1988,19.0,1.47,0.16,0.00,0.37,0.00,1.21,0.27,-0.27,-0.27,8.37,19.6,42.6,24.8,3.32,54.2,40.4,9.16,67.2,46.9,16.5,0.68,4.2,0.68,0.68,13.7,https://fbref.com/en/players/07f55871/Giacomo-Poluzzi,07f55871,Serie B
23,Nicola Ravaglia,ITA,GK,Sampdoria,35-027,1988,1.0,1.00,0.00,0.00,0.00,0.00,2.10,0.55,1.10,+1.06,6.00,22.0,27.3,34.0,5.00,47.1,37.2,13.0,46.2,36.2,20.0,0.00,0.0,0.00,0.00,12.0,https://fbref.com/en/players/d7a35008/Nicola-Ravaglia,d7a35008,Serie B
24,Umberto Saracco,ITA,GK,Calcio Lecco 1912,29-273,1994,9.5,1.58,0.00,0.00,0.21,0.00,1.08,0.29,-0.49,-0.49,7.58,17.3,43.9,24.7,4.95,40.4,35.3,11.3,64.5,48.6,14.7,0.84,5.7,0.42,0.42,13.4,https://fbref.com/en/players/a5894925/Umberto-Saracco,a5894925,Serie B
25,Mouhamadou Sarr,SEN,GK,Cremonese,27-003,1997,12.0,1.00,0.08,0.00,0.08,0.08,0.94,0.22,0.02,+0.02,2.92,9.08,32.1,24.1,6.50,30.1,32.3,4.92,37.3,34.2,14.8,1.75,11.8,0.17,0.17,9.8,https://fbref.com/en/players/b959a0d1/Mouhamadou-Sarr,b959a0d1,Serie B
26,Andrea Seculin,ITA,GK,Modena,33-178,1990,4.5,1.56,0.00,0.00,0.22,0.00,1.62,0.29,0.07,+0.06,3.11,11.6,26.9,27.3,1.78,37.4,34.9,4.00,33.3,31.0,20.2,0.22,1.1,0.44,0.44,14.4,https://fbref.com/en/players/c4f573f4/Andrea-Seculin,c4f573f4,Serie B
27,Adrian Šemper,CRO,GK,Como,25-361,1998,19.0,1.11,0.11,0.00,0.16,0.00,1.07,0.26,-0.04,-0.04,4.32,11.5,37.6,25.5,3.37,35.7,33.3,4.89,48.4,37.3,16.2,1.47,9.1,0.37,0.37,11.3,https://fbref.com/en/players/f02dde20/Adrian-Semper,f02dde20,Serie B
28,Filip Stankovic,SRB,GK,Sampdoria,21-317,2002,18.0,1.33,0.06,0.06,0.11,0.00,1.14,0.26,-0.19,-0.19,3.06,10.1,30.4,29.9,3.22,27.6,30.5,6.06,29.4,31.3,14.9,1.00,6.7,0.78,0.78,13.4,https://fbref.com/en/players/d34d8ed2/Filip-Stankovic,d34d8ed2,Serie B
29,Emiliano Viviano,ITA,GK,Ascoli,38-038,1985,16.7,1.32,0.24,0.06,0.12,0.00,1.29,0.28,-0.03,-0.03,7.72,16.2,47.8,24.2,2.34,51.7,40.3,4.97,73.5,50.6,16.5,1.38,8.3,0.36,0.36,9.0,https://fbref.com/en/players/03760df0/Emiliano-Viviano,03760df0,Serie B
30,Jeroen Zoet,NED,GK,Spezia,33-002,1991,6.0,1.17,0.17,0.00,0.17,0.17,1.08,0.19,0.08,+0.08,5.33,12.8,41.6,22.8,5.17,37.2,35.0,6.83,63.4,47.0,14.7,1.00,6.8,1.00,1.00,14.0,https://fbref.com/en/players/cc1a0c57/Jeroen-Zoet,cc1a0c57,Serie B
