Player,Nation,Pos,Age,90s,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Matches
Paolo Guerrero,pe PER,FW,39.0,6.5,1,19,3,15.8,2.94,0.46,0.05,0.33,17.4,2.0,0,0,2.1,2.1,0.11,-1.1,-1.1,Matches
Baltasar Gallego,ar ARG,"FW,MF",19.0,5.2,0,6,1,16.7,1.16,0.19,0.0,0.0,20.4,0.0,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches
Emiliano Saliadarre,ar ARG,"FW,MF",20.0,3.8,0,3,1,33.3,0.79,0.26,0.0,0.0,13.2,0.0,0,0,0.2,0.2,0.07,-0.2,-0.2,Matches
Nicolás Reniero,ar ARG,"FW,MF",27.0,5.0,1,14,4,28.6,2.79,0.8,0.07,0.25,17.4,0.0,0,0,0.8,0.8,0.06,0.2,0.2,Matches
Óscar Opazo,cl CHI,DF,32.0,4.9,0,1,0,0.0,0.21,0.0,0.0,,10.7,0.0,0,0,0.0,0.0,0.04,0.0,0.0,Matches
Matías Tagliamonte,ar ARG,GK,24.0,3.3,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
Tobías Rubio,ar ARG,"MF,DF",18.0,3.0,0,3,0,0.0,1.0,0.0,0.0,,21.8,0.0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
Iván Pillud,ar ARG,"DF,MF",36.0,4.5,1,1,1,100.0,0.22,0.22,1.0,1.0,27.6,0.0,0,0,0.0,0.0,0.04,1.0,1.0,Matches
Agustin Ojeda,ar ARG,FW,18.0,1.9,1,3,2,66.7,1.55,1.03,0.33,0.5,12.6,0.0,0,0,0.5,0.5,0.16,0.5,0.5,Matches
Héctor Fértoli,ar ARG,"FW,MF",28.0,1.6,0,1,1,100.0,0.62,0.62,0.0,0.0,14.7,0.0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
Edwin Cardona,co COL,"FW,MF",30.0,1.0,0,2,1,50.0,2.0,1.0,0.0,0.0,26.3,0.0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
Juan Cáceres,py PAR,DF,22.0,0.4,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
Catriel Cabellos,pe PER,"MF,FW",18.0,1.3,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
Tomás Pérez,ar ARG,FW,16.0,0.6,0,2,0,0.0,3.4,0.0,0.0,,9.7,0.0,0,0,0.6,0.6,0.32,-0.6,-0.6,Matches
Santino Vera,ar ARG,"MF,FW",16.0,0.5,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
Román Fernández,ar ARG,FW,17.0,0.4,0,1,0,0.0,2.65,0.0,0.0,,10.6,0.0,0,0,0.2,0.2,0.23,-0.2,-0.2,Matches
Ignacio Galván,ar ARG,DF,20.0,0.1,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
Ramiro Degregorio,ar ARG,FW,19.0,0.1,0,1,0,0.0,15.0,0.0,0.0,,,,0,0,,,,,,Matches
Squad Total,,,28.3,27.0,36,320,110,34.4,11.85,4.07,0.1,0.29,21.1,37.0,4,5,30.4,26.4,0.09,5.6,5.6,
Opponent Total,,,27.0,27.0,35,329,101,30.7,12.19,3.74,0.1,0.33,17.6,14.0,2,2,35.0,33.4,0.1,0.0,-0.4,
