Player,Nation,Pos,Age,MP,Playing Time_Min,Playing Time_Mn/MP,Playing Time_Min%,Playing Time_90s,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,Team Success_PPM,Team Success_onG,Team Success_onGA,Team Success_+/-,Team Success_+/-90,Team Success_On-Off,Team Success (xG)_onxG,Team Success (xG)_onxGA,Team Success (xG)_xG+/-,Team Success (xG)_xG+/-90,Team Success (xG)_On-Off,Matches
Domingo Blanco,ar ARG,"MF,FW",28-252,11,700.0,64.0,45.8,7.8,7,85.0,3,4,26.0,0,1.36,7.0,14.0,-7.0,-0.9,-1.33,7.6,11.8,-4.1,-0.53,-0.33,Matches
Eduardo Armenta,mx MEX,"MF,FW",22-014,13,441.0,34.0,28.8,4.9,4,60.0,0,9,22.0,1,1.46,8.0,4.0,4.0,0.82,1.39,6.2,5.3,0.9,0.18,0.74,Matches
Rafael Fernández,mx MEX,DF,23-147,10,405.0,41.0,26.5,4.5,4,74.0,2,6,18.0,2,1.1,5.0,13.0,-8.0,-1.78,-2.18,8.3,7.7,0.6,0.14,0.67,Matches
Jesús Vega,mx MEX,DF,23-287,8,376.0,47.0,24.6,4.2,3,82.0,1,5,26.0,8,1.0,4.0,5.0,-1.0,-0.24,-0.08,4.4,6.1,-1.7,-0.4,-0.07,Matches
José Corona,mx MEX,GK,42-338,3,270.0,90.0,17.6,3.0,3,90.0,3,0,,14,1.33,5.0,5.0,0.0,0.0,0.21,3.2,4.8,-1.6,-0.52,-0.21,Matches
Alexis Canelo,ar ARG,FW,31-330,3,243.0,81.0,15.9,2.7,3,81.0,2,0,,0,1.33,4.0,5.0,-1.0,-0.37,-0.23,3.1,4.6,-1.6,-0.58,-0.27,Matches
Rodrigo Godínez,mx MEX,DF,31-100,7,216.0,31.0,14.1,2.4,3,64.0,1,4,6.0,9,1.43,1.0,6.0,-5.0,-2.08,-2.22,2.2,3.4,-1.2,-0.51,-0.19,Matches
Lucas Cavallini,ca CAN,"FW,MF",31-002,12,376.0,31.0,24.6,4.2,2,62.0,0,10,25.0,1,1.08,7.0,8.0,-1.0,-0.24,-0.08,3.8,6.0,-2.3,-0.55,-0.26,Matches
Aaron Mejía Montoya,mx MEX,DF,22-207,4,184.0,46.0,12.0,2.0,2,80.0,1,2,13.0,13,0.75,1.0,5.0,-4.0,-1.96,-2.02,3.1,4.7,-1.5,-0.75,-0.45,Matches
Iván Tona,mx MEX,MF,23-273,9,222.0,25.0,14.5,2.5,1,45.0,0,8,22.0,8,1.11,1.0,6.0,-5.0,-2.03,-2.16,2.5,5.4,-2.9,-1.19,-0.98,Matches
Daniel Vázquez,mx MEX,FW,20-209,2,69.0,35.0,4.5,0.8,1,68.0,0,1,1.0,4,0.0,1.0,1.0,0.0,0.0,0.18,1.5,1.4,0.0,0.04,0.41,Matches
Efrain Alvarez,mx MEX,MF,21-194,6,128.0,21.0,8.4,1.4,0,,0,6,21.0,5,2.0,2.0,2.0,0.0,0.0,0.19,0.5,2.6,-2.2,-1.52,-1.28,Matches
Braian Romero,ar ARG,"FW,MF",32-198,3,52.0,17.0,3.4,0.6,0,,0,3,17.0,0,1.33,2.0,2.0,0.0,0.0,0.18,0.3,1.1,-0.8,-1.45,-1.14,Matches
Rodrigo Parra,mx MEX,DF,20-122,1,28.0,28.0,1.8,0.3,0,,0,1,28.0,8,0.0,0.0,3.0,-3.0,-9.64,-9.64,0.1,1.7,-1.6,-5.16,-4.9,Matches
Abraham Flores,mx MEX,DF,21-169,1,23.0,23.0,1.5,0.3,0,,0,1,23.0,5,1.0,1.0,1.0,0.0,0.0,0.18,0.6,0.5,0.1,0.31,0.67,Matches
Carlos Galicia,mx MEX,MF,19-319,1,15.0,15.0,1.0,0.2,0,,0,1,15.0,4,0.0,0.0,2.0,-2.0,-12.0,-11.94,0.0,1.3,-1.3,-7.46,-7.19,Matches
Jaime Alvarez,mx MEX,FW,20-313,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches
Ricardo Díaz,mx MEX,GK,28-122,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
Arath Egaña,mx MEX,MF,20-258,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
Carlos Valenzuela,ar ARG,MF,26-252,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
Squad Total,,,27.7,17,1530.0,90.0,100.0,17.0,187,80.0,109,75,22.0,95,1.18,23.0,26.0,-3.0,-0.18,,18.5,24.4,-5.9,-0.35,,
Opponent Total,,,28.2,17,1530.0,90.0,100.0,17.0,187,80.0,107,78,22.0,88,1.71,26.0,23.0,3.0,0.18,,24.4,18.5,5.9,0.35,,
