Player,Nation,Pos,Age,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG,Matches
Pablo Bennevendo Peña,mx MEX,DF,23-361,14,8,808.0,9.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.5,0.6,8.0,35.0,34.0,0.0,0.22,0.22,0.0,0.22,0.0,0.06,0.06,0.0,0.06,Matches
Juan Ignacio Dinenno,ar ARG,"FW,MF",29-124,17,8,795.0,8.8,6.0,0.0,6.0,2.0,4.0,4.0,2.0,0.0,5.9,2.8,0.4,3.1,8.0,25.0,51.0,0.68,0.0,0.68,0.23,0.23,0.67,0.04,0.71,0.31,0.36,Matches
Pablo Monroy,mx MEX,DF,21-161,10,8,654.0,7.3,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.2,0.2,0.1,0.4,11.0,33.0,29.0,0.0,0.0,0.0,0.0,0.0,0.03,0.02,0.05,0.03,0.05,Matches
Arturo Ortiz,mx MEX,DF,31-127,9,4,489.0,5.4,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.1,0.1,0.0,0.1,3.0,24.0,2.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,Matches
Jesús Molina,mx MEX,MF,35-276,9,4,369.0,4.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,0.4,0.1,0.5,1.0,19.0,2.0,0.0,0.0,0.0,0.0,0.0,0.09,0.03,0.12,0.09,0.12,Matches
Jesús Rivas,mx MEX,DF,21-062,5,4,347.0,3.9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.7,0.8,6.0,8.0,9.0,0.0,0.0,0.0,0.0,0.0,0.03,0.17,0.2,0.03,0.2,Matches
Rodrigo López,mx MEX,MF,22-048,7,4,325.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,Matches
Santiago Trigos,mx MEX,MF,21-342,11,3,392.0,4.4,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.2,0.5,6.0,32.0,12.0,0.0,0.23,0.23,0.0,0.23,0.06,0.05,0.11,0.06,0.11,Matches
Christian Tabó,uy URU,"MF,FW",30-037,9,3,248.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.3,0.3,0.1,0.3,7.0,8.0,24.0,0.0,0.0,0.0,0.0,0.0,0.09,0.02,0.11,0.09,0.11,Matches
Robert Ergas,uy URU,"FW,DF",25-349,12,1,317.0,3.5,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.6,0.6,1.2,1.8,11.0,16.0,24.0,0.0,0.28,0.28,0.0,0.28,0.18,0.34,0.51,0.18,0.51,Matches
Carlos Gutiérrez,mx MEX,"MF,FW",24-328,6,1,115.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3,0.3,3.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.21,0.0,0.21,Matches
Jorge Ruvalcaba,mx MEX,"MF,FW",22-160,3,0,63.0,0.7,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,4.0,5.0,9.0,0.0,1.43,1.43,0.0,1.43,0.07,0.53,0.6,0.07,0.6,Matches
Emanuel Montejano Arroyo,mx MEX,FW,22-171,2,0,50.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Marco Hernández,mx MEX,MF,18-273,1,0,23.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
José Galindo,mx MEX,DF,25-351,1,0,10.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Gil Alcalá,mx MEX,GK,31-154,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Miguel Carreón,mx MEX,MF,19-220,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Héctor Ramírez,mx MEX,MF,19-342,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Gael Rodríguez,mx MEX,FW,21-230,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Mateo Vázquez,mx MEX,DF,20-208,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Squad Total,,,28.2,17,187,1530.0,17.0,26.0,13.0,39.0,19.0,7.0,7.0,54.0,1.0,28.0,22.5,16.7,39.2,308.0,641.0,637.0,1.53,0.76,2.29,1.12,1.88,1.65,0.98,2.63,1.32,2.31,
Opponent Total,,,28.2,17,187,1530.0,17.0,16.0,9.0,25.0,14.0,2.0,4.0,57.0,3.0,17.1,14.0,10.0,24.1,265.0,623.0,609.0,0.94,0.53,1.47,0.82,1.35,1.01,0.59,1.6,0.82,1.42,
