Player,Nation,Pos,Age,90s,SCA_SCA,SCA_SCA90,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA_GCA,GCA_GCA90,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Team,Championship,Player_Team
Eduardo Aguirre,MEX,"FW,MF",25,6.8,15.0,2.22,13.0,0.0,0.0,0.0,2.0,0.0,1.0,0.15,1.0,0.0,0.0,0.0,0.0,0.0,Atlas,Brasileiro,Eduardo Aguirre (Atlas)
Jorge Guzmán,MEX,FW,20,6.3,14.0,2.24,12.0,0.0,0.0,1.0,1.0,0.0,2.0,0.32,2.0,0.0,0.0,0.0,0.0,0.0,Atlas,Brasileiro,Jorge Guzmán (Atlas)
Jaziel Martínez,MEX,MF,23,6.1,26.0,4.29,22.0,0.0,1.0,2.0,1.0,0.0,5.0,0.83,3.0,0.0,0.0,1.0,1.0,0.0,Atlas,Brasileiro,Jaziel Martínez (Atlas)
José Lozano,MEX,"DF,FW",25,5.2,14.0,2.7,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Atlas,Brasileiro,José Lozano (Atlas)
Brian Lozano,URU,FW,29,4.6,20.0,4.32,13.0,1.0,1.0,1.0,4.0,0.0,3.0,0.65,3.0,0.0,0.0,0.0,0.0,0.0,Atlas,Brasileiro,Brian Lozano (Atlas)
Gaddi Aguirre,MEX,DF,27,5.2,4.0,0.76,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.19,0.0,0.0,0.0,0.0,0.0,1.0,Atlas,Brasileiro,Gaddi Aguirre (Atlas)
Carlos Robles,MEX,DF,23,4.3,8.0,1.86,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.23,1.0,0.0,0.0,0.0,0.0,0.0,Atlas,Brasileiro,Carlos Robles (Atlas)
Mateo García,ARG,"MF,FW",27,5.4,15.0,2.8,13.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Atlas,Brasileiro,Mateo García (Atlas)
Abraham Bass,MEX,MF,22,2.7,5.0,1.84,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Atlas,Brasileiro,Abraham Bass (Atlas)
Julio Furch,ARG,FW,34,2.0,8.0,4.07,5.0,1.0,0.0,1.0,1.0,0.0,1.0,0.51,1.0,0.0,0.0,0.0,0.0,0.0,Atlas,Brasileiro,Julio Furch (Atlas)
Mauro Manotas,COL,"FW,MF",28,2.3,4.0,1.71,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Atlas,Brasileiro,Mauro Manotas (Atlas)
Christopher Trejo,MEX,"FW,MF",24,2.5,12.0,4.86,7.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Atlas,Brasileiro,Christopher Trejo (Atlas)
Israel Larios,MEX,MF,20,0.3,3.0,10.38,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Atlas,Brasileiro,Israel Larios (Atlas)
Unai Bilbao,ESP,DF,29,16.3,15.0,0.92,13.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Atlético,Brasileiro,Unai Bilbao (Atlético)
Dieter Villalpando,MEX,"MF,FW",32,15.7,79.0,5.01,49.0,16.0,6.0,2.0,5.0,1.0,9.0,0.57,6.0,3.0,0.0,0.0,0.0,0.0,Atlético,Brasileiro,Dieter Villalpando (Atlético)
Jhon Murillo,VEN,"FW,MF",28,14.6,45.0,3.07,32.0,1.0,3.0,5.0,4.0,0.0,8.0,0.55,4.0,0.0,0.0,0.0,4.0,0.0,Atlético,Brasileiro,Jhon Murillo (Atlético)
Javier Güemez,MEX,MF,32,15.3,52.0,3.4,48.0,0.0,1.0,2.0,1.0,0.0,8.0,0.52,7.0,0.0,0.0,1.0,0.0,0.0,Atlético,Brasileiro,Javier Güemez (Atlético)
Rodrigo Dourado,BRA,MF,29,15.2,25.0,1.65,21.0,1.0,1.0,1.0,0.0,1.0,4.0,0.26,2.0,1.0,1.0,0.0,0.0,0.0,Atlético,Brasileiro,Rodrigo Dourado (Atlético)
Ricardo Chávez Soto,MEX,DF,29,14.8,38.0,2.57,31.0,2.0,3.0,0.0,1.0,1.0,2.0,0.14,2.0,0.0,0.0,0.0,0.0,0.0,Atlético,Brasileiro,Ricardo Chávez Soto (Atlético)
Julio Domínguez,MEX,DF,36,14.7,7.0,0.48,6.0,0.0,0.0,1.0,0.0,0.0,1.0,0.07,0.0,0.0,0.0,1.0,0.0,0.0,Atlético,Brasileiro,Julio Domínguez (Atlético)
Juan Sanabria,URU,DF,23,15.5,57.0,3.68,37.0,18.0,1.0,0.0,0.0,1.0,7.0,0.45,5.0,2.0,0.0,0.0,0.0,0.0,Atlético,Brasileiro,Juan Sanabria (Atlético)
Léo Bonatini,BRA,FW,29,12.4,21.0,1.69,9.0,1.0,3.0,5.0,2.0,1.0,3.0,0.24,0.0,0.0,0.0,2.0,0.0,1.0,Atlético,Brasileiro,Léo Bonatini (Atlético)
Mateo Klimowicz,GER,"FW,MF",23,8.1,25.0,3.07,13.0,0.0,5.0,6.0,1.0,0.0,1.0,0.12,0.0,0.0,0.0,1.0,0.0,0.0,Atlético,Brasileiro,Mateo Klimowicz (Atlético)
Andrés Sánchez,MEX,GK,26,9.0,2.0,0.22,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Atlético,Brasileiro,Andrés Sánchez (Atlético)
Diego Urtiaga,MEX,GK,25,8.0,3.0,0.37,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Atlético,Brasileiro,Diego Urtiaga (Atlético)
Vitinho,BRA,"FW,MF",22,9.5,37.0,3.91,26.0,1.0,2.0,4.0,4.0,0.0,2.0,0.21,2.0,0.0,0.0,0.0,0.0,0.0,Atlético,Brasileiro,Vitinho (Atlético)
Ángel Zaldívar,MEX,FW,29,2.6,5.0,1.92,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Atlético,Brasileiro,Ángel Zaldívar (Atlético)
Uziel García,MEX,"DF,FW",22,2.1,3.0,1.43,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.48,0.0,0.0,0.0,0.0,1.0,0.0,Atlético,Brasileiro,Uziel García (Atlético)
Sebastien Salles-Lamonge,FRA,"FW,MF",27,2.9,11.0,3.82,8.0,1.0,0.0,1.0,1.0,0.0,1.0,0.35,1.0,0.0,0.0,0.0,0.0,0.0,Atlético,Brasileiro,Sebastien Salles-Lamonge (Atlético)
Iker Moreno,MEX,DF,20,1.8,5.0,2.8,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.56,1.0,0.0,0.0,0.0,0.0,0.0,Atlético,Brasileiro,Iker Moreno (Atlético)
Jordan Silva,MEX,"DF,FW",29,1.7,8.0,4.77,6.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Atlético,Brasileiro,Jordan Silva (Atlético)
Eduardo Águila,MEX,"DF,FW",21,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Atlético,Brasileiro,Eduardo Águila (Atlético)
Jürgen Damm,MEX,FW,31,2.5,17.0,6.89,12.0,0.0,1.0,2.0,2.0,0.0,3.0,1.22,2.0,0.0,0.0,0.0,1.0,0.0,Atlético,Brasileiro,Jürgen Damm (Atlético)
Juan David Castro,MEX,"FW,MF",32,1.2,3.0,2.65,2.0,0.0,0.0,1.0,0.0,0.0,2.0,1.76,2.0,0.0,0.0,0.0,0.0,0.0,Atlético,Brasileiro,Juan David Castro (Atlético)
Andrés Iniestra,MEX,MF,27,0.3,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Atlético,Brasileiro,Andrés Iniestra (Atlético)
Benjamín Galdames,MEX,FW,22,0.3,2.0,7.2,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Atlético,Brasileiro,Benjamín Galdames (Atlético)
Diego Abitia,MEX,FW,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Atlético,Brasileiro,Diego Abitia (Atlético)
Willer Ditta,COL,DF,26,15.0,9.0,0.6,8.0,0.0,0.0,1.0,0.0,0.0,1.0,0.07,1.0,0.0,0.0,0.0,0.0,0.0,Cruz Azul,Brasileiro,Willer Ditta (Cruz Azul)
Carlos Salcedo,MEX,DF,30,13.3,10.0,0.75,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.08,1.0,0.0,0.0,0.0,0.0,0.0,Cruz Azul,Brasileiro,Carlos Salcedo (Cruz Azul)
Uriel Antuna,MEX,"MF,FW",26,13.6,42.0,3.1,34.0,2.0,1.0,0.0,4.0,1.0,8.0,0.59,6.0,0.0,1.0,0.0,1.0,0.0,Cruz Azul,Brasileiro,Uriel Antuna (Cruz Azul)
Juan Escobar,PAR,DF,28,13.6,14.0,1.03,10.0,0.0,0.0,2.0,0.0,2.0,3.0,0.22,3.0,0.0,0.0,0.0,0.0,0.0,Cruz Azul,Brasileiro,Juan Escobar (Cruz Azul)
Carlos Rotondi,ARG,"DF,MF",26,13.5,26.0,1.93,18.0,5.0,1.0,0.0,1.0,1.0,1.0,0.07,1.0,0.0,0.0,0.0,0.0,0.0,Cruz Azul,Brasileiro,Carlos Rotondi (Cruz Azul)
Ignacio Rivero,URU,"DF,MF",31,13.6,60.0,4.4,40.0,11.0,3.0,2.0,4.0,0.0,3.0,0.22,3.0,0.0,0.0,0.0,0.0,0.0,Cruz Azul,Brasileiro,Ignacio Rivero (Cruz Azul)
Andrés Gudiño,MEX,GK,26,13.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cruz Azul,Brasileiro,Andrés Gudiño (Cruz Azul)
Erik Lira,MEX,MF,23,12.5,26.0,2.08,19.0,2.0,3.0,0.0,1.0,1.0,3.0,0.24,3.0,0.0,0.0,0.0,0.0,0.0,Cruz Azul,Brasileiro,Erik Lira (Cruz Azul)
Rodrigo Huescas,MEX,DF,20,11.9,29.0,2.43,27.0,0.0,1.0,0.0,1.0,0.0,6.0,0.5,6.0,0.0,0.0,0.0,0.0,0.0,Cruz Azul,Brasileiro,Rodrigo Huescas (Cruz Azul)
Charly Rodríguez,MEX,MF,26,11.6,37.0,3.2,32.0,4.0,0.0,0.0,1.0,0.0,2.0,0.17,2.0,0.0,0.0,0.0,0.0,0.0,Cruz Azul,Brasileiro,Charly Rodríguez (Cruz Azul)
Moises,BRA,"MF,FW",27,9.5,32.0,3.36,20.0,2.0,8.0,2.0,0.0,0.0,1.0,0.11,0.0,0.0,0.0,1.0,0.0,0.0,Cruz Azul,Brasileiro,Moises (Cruz Azul)
Diber Cambindo,COL,"FW,MF",27,9.2,18.0,1.96,13.0,0.0,2.0,3.0,0.0,0.0,1.0,0.11,1.0,0.0,0.0,0.0,0.0,0.0,Cruz Azul,Brasileiro,Diber Cambindo (Cruz Azul)
Kevin Castaño,COL,MF,23,8.5,20.0,2.36,16.0,1.0,0.0,2.0,0.0,1.0,2.0,0.24,2.0,0.0,0.0,0.0,0.0,0.0,Cruz Azul,Brasileiro,Kevin Castaño (Cruz Azul)
Ángel Sepúlveda,MEX,FW,32,7.2,17.0,2.38,13.0,0.0,1.0,2.0,1.0,0.0,2.0,0.28,1.0,0.0,1.0,0.0,0.0,0.0,Cruz Azul,Brasileiro,Ángel Sepúlveda (Cruz Azul)
Sebastián Jurado,MEX,GK,26,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cruz Azul,Brasileiro,Sebastián Jurado (Cruz Azul)
Rafael Guerrero,MEX,DF,20,5.2,5.0,0.96,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cruz Azul,Brasileiro,Rafael Guerrero (Cruz Azul)
Christian Tabó,URU,"FW,MF",30,2.4,10.0,4.21,6.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cruz Azul,Brasileiro,Christian Tabó (Cruz Azul)
Alexis Gutiérrez,MEX,"MF,FW",23,2.0,5.0,2.5,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cruz Azul,Brasileiro,Alexis Gutiérrez (Cruz Azul)
Augusto Lotti,ITA,FW,27,1.5,5.0,3.41,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cruz Azul,Brasileiro,Augusto Lotti (Cruz Azul)
Cristian Jiménez,MEX,"DF,MF",21,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cruz Azul,Brasileiro,Cristian Jiménez (Cruz Azul)
Alan Zubiri,MEX,DF,22,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cruz Azul,Brasileiro,Alan Zubiri (Cruz Azul)
Luis Iturbide,MEX,DF,21,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cruz Azul,Brasileiro,Luis Iturbide (Cruz Azul)
Jesús Dueñas,MEX,"MF,FW",34,0.9,5.0,5.49,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cruz Azul,Brasileiro,Jesús Dueñas (Cruz Azul)
Alonso Escoboza,MEX,DF,30,0.9,1.0,1.15,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cruz Azul,Brasileiro,Alonso Escoboza (Cruz Azul)
Josué Díaz,MEX,"DF,MF",19,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cruz Azul,Brasileiro,Josué Díaz (Cruz Azul)
Raymundo Rubio,MEX,"DF,FW",22,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cruz Azul,Brasileiro,Raymundo Rubio (Cruz Azul)
Amaury Morales,MEX,"MF,DF",18,0.1,1.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cruz Azul,Brasileiro,Amaury Morales (Cruz Azul)
Alfredo Talavera,MEX,GK,41,16.3,3.0,0.18,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FC Juárez,Brasileiro,Alfredo Talavera (FC Juárez)
Luis Alfonso Rodríguez,MEX,DF,32,15.6,38.0,2.43,28.0,3.0,2.0,0.0,4.0,1.0,3.0,0.19,2.0,1.0,0.0,0.0,0.0,0.0,FC Juárez,Brasileiro,Luis Alfonso Rodríguez (FC Juárez)
Aitor García,ESP,"MF,FW",29,12.7,29.0,2.28,17.0,1.0,5.0,3.0,2.0,1.0,1.0,0.08,1.0,0.0,0.0,0.0,0.0,0.0,FC Juárez,Brasileiro,Aitor García (FC Juárez)
Javier Salas,MEX,MF,30,12.5,15.0,1.2,13.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FC Juárez,Brasileiro,Javier Salas (FC Juárez)
José García,MEX,DF,27,13.7,11.0,0.8,6.0,3.0,0.0,1.0,0.0,1.0,1.0,0.07,0.0,0.0,0.0,1.0,0.0,0.0,FC Juárez,Brasileiro,José García (FC Juárez)
Moises Castillo,COL,DF,22,13.0,6.0,0.46,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FC Juárez,Brasileiro,Moises Castillo (FC Juárez)
Avilés Hurtado,COL,"FW,MF",36,11.8,57.0,4.82,31.0,14.0,3.0,0.0,9.0,0.0,8.0,0.68,5.0,0.0,0.0,0.0,3.0,0.0,FC Juárez,Brasileiro,Avilés Hurtado (FC Juárez)
Diego Chávez Collins,MEX,"FW,MF",28,10.0,20.0,2.0,15.0,1.0,3.0,1.0,0.0,0.0,2.0,0.2,2.0,0.0,0.0,0.0,0.0,0.0,FC Juárez,Brasileiro,Diego Chávez Collins (FC Juárez)
Denzell García,MEX,MF,20,9.9,26.0,2.64,20.0,0.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FC Juárez,Brasileiro,Denzell García (FC Juárez)
Aldo Cruz,MEX,DF,26,8.5,14.0,1.65,12.0,2.0,0.0,0.0,0.0,0.0,4.0,0.47,3.0,1.0,0.0,0.0,0.0,0.0,FC Juárez,Brasileiro,Aldo Cruz (FC Juárez)
Sebastián Saucedo,USA,"FW,MF",26,7.3,24.0,3.19,8.0,7.0,3.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FC Juárez,Brasileiro,Sebastián Saucedo (FC Juárez)
Andrija Vukčević,MNE,DF,27,7.0,7.0,1.0,3.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FC Juárez,Brasileiro,Andrija Vukčević (FC Juárez)
Christian Oliva,URU,MF,27,5.6,27.0,4.83,10.0,13.0,1.0,2.0,1.0,0.0,5.0,0.89,1.0,3.0,0.0,0.0,1.0,0.0,FC Juárez,Brasileiro,Christian Oliva (FC Juárez)
