Player,Nation,Pos,Age,90s,Att,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks,Team,Championship,Player_Team
Sebastián Martínez,MEX,MF,20,0.1,8.0,8.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,América,Brasileiro,Sebastián Martínez (América)
José Abella,MEX,DF,29,17.0,928.0,734.0,189.0,18.0,0.0,7.0,50,171.0,0.0,0.0,0.0,0.0,708.0,5.0,21.0,Atlas,Brasileiro,José Abella (Atlas)
Hugo Nervo,ARG,DF,32,17.0,878.0,841.0,36.0,32.0,2.0,3.0,0,0.0,0.0,0.0,0.0,0.0,715.0,1.0,10.0,Atlas,Brasileiro,Hugo Nervo (Atlas)
Camilo Vargas,COL,GK,34,17.0,639.0,453.0,185.0,38.0,0.0,2.0,0,0.0,0.0,0.0,0.0,0.0,463.0,1.0,1.0,Atlas,Brasileiro,Camilo Vargas (Atlas)
Luis Ricardo Reyes,MEX,DF,32,15.8,899.0,668.0,230.0,35.0,2.0,8.0,112,140.0,55.0,21.0,25.0,0.0,666.0,1.0,14.0,Atlas,Brasileiro,Luis Ricardo Reyes (Atlas)
Jordy Caicedo,ECU,FW,26,12.8,209.0,176.0,33.0,0.0,0.0,3.0,4,0.0,0.0,0.0,0.0,0.0,146.0,0.0,8.0,Atlas,Brasileiro,Jordy Caicedo (Atlas)
Aldo Rocha,MEX,MF,31,12.2,760.0,736.0,23.0,22.0,0.0,12.0,5,1.0,0.0,0.0,0.0,0.0,661.0,1.0,8.0,Atlas,Brasileiro,Aldo Rocha (Atlas)
Juan Zapata,COL,MF,23,11.2,516.0,489.0,26.0,7.0,2.0,14.0,19,6.0,13.0,1.0,6.0,0.0,438.0,1.0,3.0,Atlas,Brasileiro,Juan Zapata (Atlas)
Augusto Solari,ARG,"FW,MF",31,7.9,237.0,233.0,3.0,1.0,1.0,1.0,19,2.0,0.0,0.0,0.0,0.0,150.0,1.0,10.0,Atlas,Brasileiro,Augusto Solari (Atlas)
Ángel Márquez,MEX,MF,23,8.4,388.0,376.0,12.0,4.0,0.0,4.0,14,5.0,3.0,0.0,2.0,0.0,319.0,0.0,8.0,Atlas,Brasileiro,Ángel Márquez (Atlas)
Anderson Santamaría,PER,DF,31,8.0,348.0,339.0,8.0,8.0,1.0,7.0,2,0.0,0.0,0.0,0.0,0.0,296.0,1.0,3.0,Atlas,Brasileiro,Anderson Santamaría (Atlas)
Edgar Zaldívar,MEX,MF,27,5.6,273.0,272.0,1.0,1.0,0.0,3.0,4,0.0,0.0,0.0,0.0,0.0,230.0,0.0,3.0,Atlas,Brasileiro,Edgar Zaldívar (Atlas)
Eduardo Aguirre,MEX,"FW,MF",25,6.8,159.0,153.0,6.0,2.0,1.0,2.0,19,2.0,1.0,0.0,1.0,0.0,108.0,0.0,7.0,Atlas,Brasileiro,Eduardo Aguirre (Atlas)
Jorge Guzmán,MEX,FW,20,6.3,208.0,201.0,7.0,0.0,0.0,3.0,19,6.0,1.0,0.0,1.0,0.0,153.0,0.0,10.0,Atlas,Brasileiro,Jorge Guzmán (Atlas)
Jaziel Martínez,MEX,MF,23,6.1,302.0,297.0,4.0,1.0,4.0,3.0,5,2.0,0.0,0.0,0.0,0.0,252.0,1.0,5.0,Atlas,Brasileiro,Jaziel Martínez (Atlas)
José Lozano,MEX,"DF,FW",25,5.2,217.0,193.0,23.0,1.0,0.0,2.0,18,22.0,0.0,0.0,0.0,0.0,159.0,1.0,10.0,Atlas,Brasileiro,José Lozano (Atlas)
Brian Lozano,URU,FW,29,4.6,236.0,218.0,18.0,3.0,2.0,11.0,20,5.0,10.0,2.0,6.0,0.0,172.0,0.0,7.0,Atlas,Brasileiro,Brian Lozano (Atlas)
Gaddi Aguirre,MEX,DF,27,5.2,294.0,285.0,8.0,7.0,0.0,1.0,1,0.0,1.0,1.0,0.0,0.0,268.0,1.0,1.0,Atlas,Brasileiro,Gaddi Aguirre (Atlas)
Carlos Robles,MEX,DF,23,4.3,229.0,220.0,9.0,5.0,0.0,0.0,0,4.0,0.0,0.0,0.0,0.0,196.0,0.0,0.0,Atlas,Brasileiro,Carlos Robles (Atlas)
Mateo García,ARG,"MF,FW",27,5.4,270.0,261.0,9.0,2.0,0.0,1.0,6,4.0,2.0,0.0,2.0,0.0,225.0,0.0,3.0,Atlas,Brasileiro,Mateo García (Atlas)
Abraham Bass,MEX,MF,22,2.7,157.0,151.0,5.0,4.0,0.0,7.0,1,1.0,0.0,0.0,0.0,0.0,127.0,1.0,4.0,Atlas,Brasileiro,Abraham Bass (Atlas)
Julio Furch,ARG,FW,34,2.0,58.0,53.0,5.0,1.0,1.0,1.0,2,1.0,0.0,0.0,0.0,0.0,40.0,0.0,2.0,Atlas,Brasileiro,Julio Furch (Atlas)
Mauro Manotas,COL,"FW,MF",28,2.3,48.0,46.0,2.0,0.0,0.0,1.0,0,1.0,0.0,0.0,0.0,0.0,39.0,0.0,1.0,Atlas,Brasileiro,Mauro Manotas (Atlas)
Christopher Trejo,MEX,"FW,MF",24,2.5,103.0,92.0,11.0,2.0,0.0,1.0,10,3.0,5.0,2.0,2.0,0.0,79.0,0.0,4.0,Atlas,Brasileiro,Christopher Trejo (Atlas)
Israel Larios,MEX,MF,20,0.3,16.0,15.0,1.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,Atlas,Brasileiro,Israel Larios (Atlas)
Unai Bilbao,ESP,DF,29,16.3,903.0,872.0,31.0,26.0,1.0,20.0,1,2.0,0.0,0.0,0.0,0.0,814.0,0.0,0.0,Atlético,Brasileiro,Unai Bilbao (Atlético)
Dieter Villalpando,MEX,"MF,FW",32,15.7,905.0,833.0,67.0,20.0,8.0,6.0,49,13.0,32.0,0.0,28.0,0.0,746.0,5.0,13.0,Atlético,Brasileiro,Dieter Villalpando (Atlético)
Jhon Murillo,VEN,"FW,MF",28,14.6,455.0,445.0,8.0,0.0,4.0,1.0,19,8.0,0.0,0.0,0.0,0.0,380.0,2.0,17.0,Atlético,Brasileiro,Jhon Murillo (Atlético)
Javier Güemez,MEX,MF,32,15.3,1030.0,997.0,33.0,31.0,5.0,14.0,4,2.0,0.0,0.0,0.0,0.0,849.0,0.0,12.0,Atlético,Brasileiro,Javier Güemez (Atlético)
Rodrigo Dourado,BRA,MF,29,15.2,951.0,884.0,64.0,50.0,1.0,5.0,0,11.0,0.0,0.0,0.0,0.0,857.0,3.0,6.0,Atlético,Brasileiro,Rodrigo Dourado (Atlético)
Ricardo Chávez Soto,MEX,DF,29,14.8,858.0,748.0,109.0,10.0,0.0,13.0,54,98.0,1.0,0.0,1.0,0.0,700.0,1.0,20.0,Atlético,Brasileiro,Ricardo Chávez Soto (Atlético)
Julio Domínguez,MEX,DF,36,14.7,713.0,689.0,24.0,22.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,660.0,0.0,1.0,Atlético,Brasileiro,Julio Domínguez (Atlético)
Juan Sanabria,URU,DF,23,15.5,872.0,704.0,163.0,25.0,1.0,7.0,83,106.0,32.0,2.0,29.0,0.0,656.0,5.0,18.0,Atlético,Brasileiro,Juan Sanabria (Atlético)
Léo Bonatini,BRA,FW,29,12.4,221.0,193.0,28.0,0.0,1.0,1.0,0,1.0,0.0,0.0,0.0,0.0,163.0,0.0,9.0,Atlético,Brasileiro,Léo Bonatini (Atlético)
Mateo Klimowicz,GER,"FW,MF",23,8.1,226.0,224.0,1.0,0.0,1.0,6.0,7,1.0,0.0,0.0,0.0,0.0,173.0,1.0,7.0,Atlético,Brasileiro,Mateo Klimowicz (Atlético)
Andrés Sánchez,MEX,GK,26,9.0,265.0,174.0,90.0,11.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,239.0,1.0,0.0,Atlético,Brasileiro,Andrés Sánchez (Atlético)
Diego Urtiaga,MEX,GK,25,8.0,228.0,144.0,84.0,10.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,187.0,0.0,0.0,Atlético,Brasileiro,Diego Urtiaga (Atlético)
Vitinho,BRA,"FW,MF",22,9.5,367.0,354.0,11.0,0.0,0.0,5.0,10,1.0,4.0,2.0,0.0,0.0,287.0,2.0,12.0,Atlético,Brasileiro,Vitinho (Atlético)
Ángel Zaldívar,MEX,FW,29,2.6,52.0,45.0,7.0,1.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,Atlético,Brasileiro,Ángel Zaldívar (Atlético)
Uziel García,MEX,"DF,FW",22,2.1,81.0,71.0,10.0,1.0,0.0,0.0,4,8.0,0.0,0.0,0.0,0.0,62.0,0.0,3.0,Atlético,Brasileiro,Uziel García (Atlético)
Sebastien Salles-Lamonge,FRA,"FW,MF",27,2.9,214.0,206.0,8.0,3.0,0.0,4.0,14,0.0,4.0,2.0,1.0,0.0,173.0,0.0,4.0,Atlético,Brasileiro,Sebastien Salles-Lamonge (Atlético)
Iker Moreno,MEX,DF,20,1.8,125.0,107.0,18.0,3.0,1.0,0.0,1,15.0,0.0,0.0,0.0,0.0,104.0,0.0,2.0,Atlético,Brasileiro,Iker Moreno (Atlético)
Jordan Silva,MEX,"DF,FW",29,1.7,105.0,102.0,3.0,3.0,0.0,1.0,1,0.0,0.0,0.0,0.0,0.0,95.0,0.0,2.0,Atlético,Brasileiro,Jordan Silva (Atlético)
Eduardo Águila,MEX,"DF,FW",21,1.1,70.0,62.0,8.0,2.0,0.0,0.0,1,6.0,0.0,0.0,0.0,0.0,61.0,0.0,3.0,Atlético,Brasileiro,Eduardo Águila (Atlético)
Jürgen Damm,MEX,FW,31,2.5,120.0,117.0,3.0,1.0,0.0,0.0,17,2.0,0.0,0.0,0.0,0.0,92.0,0.0,5.0,Atlético,Brasileiro,Jürgen Damm (Atlético)
Juan David Castro,MEX,"FW,MF",32,1.2,65.0,62.0,3.0,1.0,0.0,1.0,1,2.0,0.0,0.0,0.0,0.0,61.0,0.0,1.0,Atlético,Brasileiro,Juan David Castro (Atlético)
Andrés Iniestra,MEX,MF,27,0.3,15.0,15.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,Atlético,Brasileiro,Andrés Iniestra (Atlético)
Benjamín Galdames,MEX,FW,22,0.3,10.0,10.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,1.0,Atlético,Brasileiro,Benjamín Galdames (Atlético)
Diego Abitia,MEX,FW,20,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Atlético,Brasileiro,Diego Abitia (Atlético)
Willer Ditta,COL,DF,26,15.0,855.0,790.0,65.0,20.0,1.0,31.0,6,45.0,0.0,0.0,0.0,0.0,716.0,0.0,8.0,Cruz Azul,Brasileiro,Willer Ditta (Cruz Azul)
Carlos Salcedo,MEX,DF,30,13.3,808.0,755.0,53.0,32.0,0.0,13.0,5,20.0,0.0,0.0,0.0,0.0,663.0,0.0,6.0,Cruz Azul,Brasileiro,Carlos Salcedo (Cruz Azul)
Uriel Antuna,MEX,"MF,FW",26,13.6,496.0,476.0,18.0,1.0,2.0,2.0,46,9.0,2.0,0.0,1.0,0.0,388.0,2.0,9.0,Cruz Azul,Brasileiro,Uriel Antuna (Cruz Azul)
Juan Escobar,PAR,DF,28,13.6,693.0,648.0,42.0,26.0,0.0,6.0,4,16.0,0.0,0.0,0.0,0.0,570.0,3.0,6.0,Cruz Azul,Brasileiro,Juan Escobar (Cruz Azul)
Carlos Rotondi,ARG,"DF,MF",26,13.5,449.0,394.0,52.0,3.0,4.0,3.0,56,34.0,15.0,0.0,13.0,0.0,304.0,3.0,14.0,Cruz Azul,Brasileiro,Carlos Rotondi (Cruz Azul)
Ignacio Rivero,URU,"DF,MF",31,13.6,810.0,617.0,188.0,22.0,1.0,8.0,103,123.0,42.0,19.0,19.0,1.0,587.0,5.0,18.0,Cruz Azul,Brasileiro,Ignacio Rivero (Cruz Azul)
Andrés Gudiño,MEX,GK,26,13.5,375.0,230.0,144.0,27.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,228.0,1.0,0.0,Cruz Azul,Brasileiro,Andrés Gudiño (Cruz Azul)
Erik Lira,MEX,MF,23,12.5,685.0,665.0,20.0,15.0,1.0,7.0,1,4.0,0.0,0.0,0.0,0.0,603.0,0.0,9.0,Cruz Azul,Brasileiro,Erik Lira (Cruz Azul)
Rodrigo Huescas,MEX,DF,20,11.9,574.0,481.0,89.0,3.0,3.0,4.0,27,86.0,0.0,0.0,0.0,0.0,478.0,4.0,16.0,Cruz Azul,Brasileiro,Rodrigo Huescas (Cruz Azul)
Charly Rodríguez,MEX,MF,26,11.6,740.0,694.0,40.0,12.0,4.0,15.0,27,6.0,14.0,1.0,10.0,0.0,628.0,6.0,7.0,Cruz Azul,Brasileiro,Charly Rodríguez (Cruz Azul)
Moises,BRA,"MF,FW",27,9.5,236.0,209.0,24.0,3.0,0.0,4.0,15,9.0,12.0,2.0,10.0,0.0,180.0,3.0,4.0,Cruz Azul,Brasileiro,Moises (Cruz Azul)
Diber Cambindo,COL,"FW,MF",27,9.2,153.0,134.0,19.0,0.0,2.0,0.0,2,0.0,0.0,0.0,0.0,0.0,98.0,0.0,7.0,Cruz Azul,Brasileiro,Diber Cambindo (Cruz Azul)
Kevin Castaño,COL,MF,23,8.5,526.0,502.0,24.0,20.0,0.0,11.0,4,3.0,1.0,0.0,1.0,0.0,449.0,0.0,10.0,Cruz Azul,Brasileiro,Kevin Castaño (Cruz Azul)
Ángel Sepúlveda,MEX,FW,32,7.2,170.0,163.0,6.0,0.0,2.0,1.0,6,1.0,0.0,0.0,0.0,0.0,117.0,1.0,7.0,Cruz Azul,Brasileiro,Ángel Sepúlveda (Cruz Azul)
Sebastián Jurado,MEX,GK,26,3.4,115.0,77.0,37.0,8.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,79.0,1.0,0.0,Cruz Azul,Brasileiro,Sebastián Jurado (Cruz Azul)
Rafael Guerrero,MEX,DF,20,5.2,245.0,235.0,10.0,8.0,0.0,9.0,2,1.0,0.0,0.0,0.0,0.0,203.0,0.0,5.0,Cruz Azul,Brasileiro,Rafael Guerrero (Cruz Azul)
Christian Tabó,URU,"FW,MF",30,2.4,55.0,53.0,2.0,1.0,0.0,1.0,1,1.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,Cruz Azul,Brasileiro,Christian Tabó (Cruz Azul)
Alexis Gutiérrez,MEX,"MF,FW",23,2.0,120.0,115.0,4.0,1.0,1.0,0.0,5,1.0,2.0,0.0,1.0,0.0,104.0,1.0,2.0,Cruz Azul,Brasileiro,Alexis Gutiérrez (Cruz Azul)
Augusto Lotti,ITA,FW,27,1.5,25.0,21.0,4.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,Cruz Azul,Brasileiro,Augusto Lotti (Cruz Azul)
Cristian Jiménez,MEX,"DF,MF",21,1.0,47.0,47.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,Cruz Azul,Brasileiro,Cristian Jiménez (Cruz Azul)
Alan Zubiri,MEX,DF,22,1.0,45.0,44.0,1.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,Cruz Azul,Brasileiro,Alan Zubiri (Cruz Azul)
Luis Iturbide,MEX,DF,21,0.5,18.0,13.0,5.0,0.0,0.0,0.0,0,5.0,0.0,0.0,0.0,0.0,12.0,0.0,1.0,Cruz Azul,Brasileiro,Luis Iturbide (Cruz Azul)
Jesús Dueñas,MEX,"MF,FW",34,0.9,93.0,88.0,4.0,1.0,0.0,1.0,2,1.0,2.0,0.0,2.0,0.0,83.0,1.0,1.0,Cruz Azul,Brasileiro,Jesús Dueñas (Cruz Azul)
Alonso Escoboza,MEX,DF,30,0.9,45.0,34.0,11.0,0.0,0.0,0.0,7,10.0,1.0,0.0,1.0,0.0,28.0,0.0,2.0,Cruz Azul,Brasileiro,Alonso Escoboza (Cruz Azul)
Josué Díaz,MEX,"DF,MF",19,0.5,20.0,16.0,4.0,1.0,0.0,1.0,2,3.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,Cruz Azul,Brasileiro,Josué Díaz (Cruz Azul)
Raymundo Rubio,MEX,"DF,FW",22,0.1,9.0,8.0,1.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,Cruz Azul,Brasileiro,Raymundo Rubio (Cruz Azul)
Amaury Morales,MEX,"MF,DF",18,0.1,9.0,6.0,3.0,0.0,0.0,0.0,0,3.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,Cruz Azul,Brasileiro,Amaury Morales (Cruz Azul)
Alfredo Talavera,MEX,GK,41,16.3,549.0,369.0,179.0,36.0,0.0,3.0,0,0.0,0.0,0.0,0.0,0.0,383.0,1.0,0.0,FC Juárez,Brasileiro,Alfredo Talavera (FC Juárez)
Luis Alfonso Rodríguez,MEX,DF,32,15.6,829.0,663.0,163.0,16.0,0.0,7.0,34,147.0,0.0,0.0,0.0,0.0,648.0,3.0,22.0,FC Juárez,Brasileiro,Luis Alfonso Rodríguez (FC Juárez)
Aitor García,ESP,"MF,FW",29,12.7,354.0,338.0,14.0,3.0,1.0,2.0,29,6.0,3.0,0.0,3.0,0.0,256.0,2.0,15.0,FC Juárez,Brasileiro,Aitor García (FC Juárez)
Javier Salas,MEX,MF,30,12.5,536.0,523.0,13.0,13.0,1.0,2.0,1,0.0,0.0,0.0,0.0,0.0,474.0,0.0,3.0,FC Juárez,Brasileiro,Javier Salas (FC Juárez)
José García,MEX,DF,27,13.7,720.0,689.0,31.0,25.0,0.0,14.0,0,1.0,0.0,0.0,0.0,0.0,599.0,0.0,1.0,FC Juárez,Brasileiro,José García (FC Juárez)
Moises Castillo,COL,DF,22,13.0,626.0,609.0,17.0,16.0,0.0,6.0,0,1.0,0.0,0.0,0.0,0.0,538.0,0.0,5.0,FC Juárez,Brasileiro,Moises Castillo (FC Juárez)
Avilés Hurtado,COL,"FW,MF",36,11.8,466.0,400.0,63.0,19.0,1.0,9.0,40,5.0,20.0,4.0,9.0,0.0,354.0,3.0,12.0,FC Juárez,Brasileiro,Avilés Hurtado (FC Juárez)
Diego Chávez Collins,MEX,"FW,MF",28,10.0,262.0,241.0,20.0,1.0,1.0,2.0,11,12.0,0.0,0.0,0.0,0.0,168.0,1.0,12.0,FC Juárez,Brasileiro,Diego Chávez Collins (FC Juárez)
Denzell García,MEX,MF,20,9.9,483.0,469.0,12.0,4.0,3.0,5.0,4,7.0,0.0,0.0,0.0,0.0,415.0,2.0,7.0,FC Juárez,Brasileiro,Denzell García (FC Juárez)
Aldo Cruz,MEX,DF,26,8.5,394.0,306.0,86.0,4.0,0.0,2.0,14,82.0,0.0,0.0,0.0,0.0,290.0,2.0,19.0,FC Juárez,Brasileiro,Aldo Cruz (FC Juárez)
Sebastián Saucedo,USA,"FW,MF",26,7.3,249.0,212.0,36.0,16.0,0.0,8.0,21,7.0,12.0,5.0,3.0,0.0,201.0,1.0,5.0,FC Juárez,Brasileiro,Sebastián Saucedo (FC Juárez)
Andrija Vukčević,MNE,DF,27,7.0,230.0,189.0,37.0,0.0,0.0,2.0,21,37.0,0.0,0.0,0.0,0.0,177.0,4.0,2.0,FC Juárez,Brasileiro,Andrija Vukčević (FC Juárez)
Christian Oliva,URU,MF,27,5.6,283.0,241.0,41.0,15.0,1.0,3.0,30,2.0,24.0,7.0,12.0,0.0,226.0,1.0,2.0,FC Juárez,Brasileiro,Christian Oliva (FC Juárez)
Michael Santos,URU,FW,30,5.3,63.0,46.0,17.0,1.0,0.0,1.0,1,3.0,0.0,0.0,0.0,0.0,45.0,0.0,2.0,FC Juárez,Brasileiro,Michael Santos (FC Juárez)
Gonzalo Pelúa,URU,DF,20,4.5,241.0,223.0,18.0,9.0,0.0,3.0,1,1.0,0.0,0.0,0.0,0.0,195.0,0.0,4.0,FC Juárez,Brasileiro,Gonzalo Pelúa (FC Juárez)
Diego Campillo,MEX,DF,22,3.7,171.0,143.0,28.0,5.0,0.0,2.0,0,23.0,0.0,0.0,0.0,0.0,131.0,0.0,3.0,FC Juárez,Brasileiro,Diego Campillo (FC Juárez)
Amaury Escoto,MEX,"FW,MF",31,4.6,77.0,70.0,6.0,1.0,0.0,0.0,2,0.0,1.0,1.0,0.0,0.0,51.0,1.0,0.0,FC Juárez,Brasileiro,Amaury Escoto (FC Juárez)
Sebastián Pérez Bouquet,MEX,"MF,FW",20,4.6,175.0,167.0,8.0,1.0,0.0,1.0,5,2.0,3.0,2.0,0.0,0.0,144.0,0.0,6.0,FC Juárez,Brasileiro,Sebastián Pérez Bouquet (FC Juárez)
Agustín Urzi,ARG,"MF,FW",23,3.8,140.0,120.0,17.0,6.0,0.0,1.0,24,6.0,5.0,3.0,2.0,0.0,87.0,3.0,8.0,FC Juárez,Brasileiro,Agustín Urzi (FC Juárez)
