Player,Nation,Pos,Age,90s,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%,Team,Championship,Player_Team
Henry Martín,MEX,FW,31,7.0,1,0,0,8,9,2,0,3,5,0.0,0.0,0,19.0,14.0,19.0,42.4,América,Brasileiro,Henry Martín (América)
Jonathan Rodríguez,URU,"FW,MF",30,6.7,2,0,0,7,5,3,2,1,3,1.0,0.0,0,20.0,4.0,11.0,26.7,América,Brasileiro,Jonathan Rodríguez (América)
Miguel Layún,MEX,"DF,FW",35,5.8,0,0,0,1,4,0,22,5,5,0.0,0.0,0,35.0,1.0,0.0,100.0,América,Brasileiro,Miguel Layún (América)
Salvador Reyes Chávez,MEX,DF,25,5.9,1,0,0,7,4,2,13,8,10,0.0,0.0,0,22.0,8.0,9.0,47.1,América,Brasileiro,Salvador Reyes Chávez (América)
Israel Reyes,MEX,DF,23,5.0,0,0,0,2,4,0,0,11,2,0.0,0.0,0,22.0,4.0,9.0,30.8,América,Brasileiro,Israel Reyes (América)
Oscar Jiménez,MEX,GK,35,3.5,0,0,0,0,0,0,0,0,0,0.0,0.0,0,4.0,0.0,0.0,0.0,América,Brasileiro,Oscar Jiménez (América)
Emilio Lara,MEX,DF,21,2.5,1,0,0,2,1,0,2,7,3,0.0,0.0,0,17.0,6.0,3.0,66.7,América,Brasileiro,Emilio Lara (América)
Néstor Araujo,MEX,DF,32,2.0,0,0,0,3,0,0,0,4,1,0.0,0.0,0,17.0,1.0,3.0,25.0,América,Brasileiro,Néstor Araujo (América)
Santiago Naveda,MEX,MF,22,1.5,0,0,0,1,2,0,1,5,2,0.0,0.0,0,7.0,3.0,2.0,60.0,América,Brasileiro,Santiago Naveda (América)
Román Martínez,MEX,FW,21,0.7,0,0,0,2,0,2,1,0,0,0.0,0.0,0,1.0,1.0,1.0,50.0,América,Brasileiro,Román Martínez (América)
Patricio Salas,MEX,"FW,MF",19,0.3,0,0,0,2,0,1,0,0,0,0.0,0.0,0,0.0,1.0,0.0,100.0,América,Brasileiro,Patricio Salas (América)
Juan Cantú,MEX,FW,19,0.3,0,0,0,1,0,1,0,0,0,0.0,0.0,0,0.0,0.0,1.0,0.0,América,Brasileiro,Juan Cantú (América)
Mauro Laínez,MEX,FW,27,0.3,0,0,0,0,0,0,1,0,0,0.0,0.0,0,3.0,1.0,0.0,100.0,América,Brasileiro,Mauro Laínez (América)
Bruce El-Mesmari,MEX,"FW,DF",21,0.2,0,0,0,1,0,0,0,0,0,0.0,0.0,0,1.0,0.0,0.0,0.0,América,Brasileiro,Bruce El-Mesmari (América)
Sergio De los Ríos,MEX,FW,20,0.2,0,0,0,0,0,0,0,1,0,0.0,0.0,0,0.0,0.0,0.0,0.0,América,Brasileiro,Sergio De los Ríos (América)
Sebastián Martínez,MEX,MF,20,0.1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,América,Brasileiro,Sebastián Martínez (América)
José Abella,MEX,DF,29,17.0,3,0,0,15,14,0,50,21,20,0.0,0.0,0,71.0,12.0,20.0,37.5,Atlas,Brasileiro,José Abella (Atlas)
Hugo Nervo,ARG,DF,32,17.0,2,0,0,10,9,0,0,24,16,0.0,0.0,0,83.0,46.0,39.0,54.1,Atlas,Brasileiro,Hugo Nervo (Atlas)
Camilo Vargas,COL,GK,34,17.0,3,0,0,1,2,0,0,1,0,0.0,1.0,0,30.0,1.0,0.0,100.0,Atlas,Brasileiro,Camilo Vargas (Atlas)
Luis Ricardo Reyes,MEX,DF,32,15.8,0,0,0,12,14,0,112,22,26,0.0,2.0,0,76.0,15.0,14.0,51.7,Atlas,Brasileiro,Luis Ricardo Reyes (Atlas)
Jordy Caicedo,ECU,FW,26,12.8,3,0,0,23,10,11,4,3,3,0.0,0.0,0,24.0,37.0,36.0,50.7,Atlas,Brasileiro,Jordy Caicedo (Atlas)
Aldo Rocha,MEX,MF,31,12.2,6,1,1,9,14,0,5,6,10,0.0,0.0,0,92.0,13.0,11.0,54.2,Atlas,Brasileiro,Aldo Rocha (Atlas)
Juan Zapata,COL,MF,23,11.2,6,0,0,16,7,0,19,7,15,0.0,0.0,0,54.0,6.0,11.0,35.3,Atlas,Brasileiro,Juan Zapata (Atlas)
Augusto Solari,ARG,"FW,MF",31,7.9,1,0,0,9,13,0,19,5,10,0.0,0.0,0,41.0,3.0,8.0,27.3,Atlas,Brasileiro,Augusto Solari (Atlas)
Ángel Márquez,MEX,MF,23,8.4,0,0,0,7,14,1,14,11,11,0.0,0.0,0,46.0,15.0,8.0,65.2,Atlas,Brasileiro,Ángel Márquez (Atlas)
Anderson Santamaría,PER,DF,31,8.0,6,1,1,12,8,0,2,16,14,0.0,0.0,0,41.0,22.0,18.0,55.0,Atlas,Brasileiro,Anderson Santamaría (Atlas)
Edgar Zaldívar,MEX,MF,27,5.6,3,0,0,12,10,0,4,6,5,0.0,0.0,0,40.0,12.0,10.0,54.5,Atlas,Brasileiro,Edgar Zaldívar (Atlas)
Eduardo Aguirre,MEX,"FW,MF",25,6.8,2,0,0,11,12,0,19,4,2,0.0,0.0,0,16.0,12.0,27.0,30.8,Atlas,Brasileiro,Eduardo Aguirre (Atlas)
Jorge Guzmán,MEX,FW,20,6.3,2,0,0,12,7,0,19,4,6,0.0,1.0,0,25.0,4.0,11.0,26.7,Atlas,Brasileiro,Jorge Guzmán (Atlas)
Jaziel Martínez,MEX,MF,23,6.1,1,0,0,7,4,0,5,7,5,0.0,0.0,0,45.0,9.0,9.0,50.0,Atlas,Brasileiro,Jaziel Martínez (Atlas)
José Lozano,MEX,"DF,FW",25,5.2,2,0,0,7,3,0,18,4,6,0.0,0.0,0,29.0,12.0,15.0,44.4,Atlas,Brasileiro,José Lozano (Atlas)
Brian Lozano,URU,FW,29,4.6,3,1,1,8,10,1,20,3,8,0.0,0.0,0,36.0,3.0,6.0,33.3,Atlas,Brasileiro,Brian Lozano (Atlas)
Gaddi Aguirre,MEX,DF,27,5.2,1,0,0,10,2,0,1,13,3,0.0,0.0,0,33.0,12.0,8.0,60.0,Atlas,Brasileiro,Gaddi Aguirre (Atlas)
Carlos Robles,MEX,DF,23,4.3,2,0,0,3,2,0,0,10,6,0.0,0.0,0,22.0,18.0,6.0,75.0,Atlas,Brasileiro,Carlos Robles (Atlas)
Mateo García,ARG,"MF,FW",27,5.4,0,1,0,2,13,1,6,2,10,0.0,0.0,0,41.0,4.0,3.0,57.1,Atlas,Brasileiro,Mateo García (Atlas)
Abraham Bass,MEX,MF,22,2.7,3,0,0,4,5,0,1,7,5,0.0,0.0,0,19.0,9.0,8.0,52.9,Atlas,Brasileiro,Abraham Bass (Atlas)
Julio Furch,ARG,FW,34,2.0,0,0,0,0,2,1,2,0,0,0.0,0.0,0,6.0,10.0,8.0,55.6,Atlas,Brasileiro,Julio Furch (Atlas)
Mauro Manotas,COL,"FW,MF",28,2.3,0,0,0,2,2,0,0,0,1,0.0,0.0,0,11.0,2.0,7.0,22.2,Atlas,Brasileiro,Mauro Manotas (Atlas)
Christopher Trejo,MEX,"FW,MF",24,2.5,0,0,0,1,2,1,10,2,0,0.0,0.0,0,9.0,2.0,3.0,40.0,Atlas,Brasileiro,Christopher Trejo (Atlas)
Israel Larios,MEX,MF,20,0.3,0,0,0,0,1,0,0,0,0,0.0,0.0,0,2.0,2.0,1.0,66.7,Atlas,Brasileiro,Israel Larios (Atlas)
Unai Bilbao,ESP,DF,29,16.3,2,0,0,6,8,0,1,10,9,0.0,0.0,0,84.0,43.0,32.0,57.3,Atlético,Brasileiro,Unai Bilbao (Atlético)
Dieter Villalpando,MEX,"MF,FW",32,15.7,4,0,0,10,35,2,49,6,17,0.0,0.0,0,88.0,4.0,12.0,25.0,Atlético,Brasileiro,Dieter Villalpando (Atlético)
Jhon Murillo,VEN,"FW,MF",28,14.6,2,0,0,15,27,6,19,6,9,3.0,0.0,0,53.0,14.0,15.0,48.3,Atlético,Brasileiro,Jhon Murillo (Atlético)
Javier Güemez,MEX,MF,32,15.3,4,1,1,20,26,0,4,10,25,0.0,0.0,0,107.0,18.0,12.0,60.0,Atlético,Brasileiro,Javier Güemez (Atlético)
Rodrigo Dourado,BRA,MF,29,15.2,5,1,1,23,6,0,0,20,30,0.0,0.0,0,84.0,17.0,12.0,58.6,Atlético,Brasileiro,Rodrigo Dourado (Atlético)
Ricardo Chávez Soto,MEX,DF,29,14.8,6,0,0,23,16,0,54,20,21,0.0,1.0,0,79.0,36.0,18.0,66.7,Atlético,Brasileiro,Ricardo Chávez Soto (Atlético)
Julio Domínguez,MEX,DF,36,14.7,3,0,0,5,8,0,0,10,8,0.0,0.0,0,47.0,22.0,17.0,56.4,Atlético,Brasileiro,Julio Domínguez (Atlético)
Juan Sanabria,URU,DF,23,15.5,4,0,0,13,7,0,83,21,26,0.0,0.0,0,77.0,27.0,10.0,73.0,Atlético,Brasileiro,Juan Sanabria (Atlético)
Léo Bonatini,BRA,FW,29,12.4,0,0,0,3,10,4,0,2,1,0.0,0.0,0,23.0,7.0,14.0,33.3,Atlético,Brasileiro,Léo Bonatini (Atlético)
Mateo Klimowicz,GER,"FW,MF",23,8.1,5,0,0,16,4,1,7,7,18,0.0,0.0,0,41.0,1.0,5.0,16.7,Atlético,Brasileiro,Mateo Klimowicz (Atlético)
Andrés Sánchez,MEX,GK,26,9.0,0,0,0,0,1,0,0,1,0,0.0,0.0,0,19.0,5.0,1.0,83.3,Atlético,Brasileiro,Andrés Sánchez (Atlético)
Diego Urtiaga,MEX,GK,25,8.0,2,0,0,0,2,0,0,0,0,0.0,0.0,0,8.0,3.0,0.0,100.0,Atlético,Brasileiro,Diego Urtiaga (Atlético)
Vitinho,BRA,"FW,MF",22,9.5,1,0,0,5,14,2,10,3,8,1.0,0.0,0,39.0,1.0,1.0,50.0,Atlético,Brasileiro,Vitinho (Atlético)
Ángel Zaldívar,MEX,FW,29,2.6,0,1,0,9,2,0,0,1,4,0.0,0.0,0,3.0,7.0,11.0,38.9,Atlético,Brasileiro,Ángel Zaldívar (Atlético)
Uziel García,MEX,"DF,FW",22,2.1,1,0,0,1,2,2,4,3,1,0.0,0.0,0,6.0,3.0,5.0,37.5,Atlético,Brasileiro,Uziel García (Atlético)
Sebastien Salles-Lamonge,FRA,"FW,MF",27,2.9,0,0,0,4,5,1,14,3,6,0.0,0.0,0,15.0,1.0,2.0,33.3,Atlético,Brasileiro,Sebastien Salles-Lamonge (Atlético)
Iker Moreno,MEX,DF,20,1.8,0,0,0,2,4,0,1,4,6,0.0,0.0,0,14.0,0.0,2.0,0.0,Atlético,Brasileiro,Iker Moreno (Atlético)
Jordan Silva,MEX,"DF,FW",29,1.7,0,0,0,0,1,0,1,1,0,0.0,0.0,0,9.0,11.0,4.0,73.3,Atlético,Brasileiro,Jordan Silva (Atlético)
Eduardo Águila,MEX,"DF,FW",21,1.1,0,0,0,1,0,0,1,3,3,0.0,0.0,0,6.0,1.0,0.0,100.0,Atlético,Brasileiro,Eduardo Águila (Atlético)
Jürgen Damm,MEX,FW,31,2.5,0,0,0,7,4,2,17,1,6,1.0,0.0,0,9.0,5.0,6.0,45.5,Atlético,Brasileiro,Jürgen Damm (Atlético)
Juan David Castro,MEX,"FW,MF",32,1.2,1,0,0,4,4,0,1,2,1,0.0,0.0,0,5.0,1.0,2.0,33.3,Atlético,Brasileiro,Juan David Castro (Atlético)
Andrés Iniestra,MEX,MF,27,0.3,0,0,0,1,0,0,0,1,0,0.0,0.0,0,2.0,0.0,0.0,0.0,Atlético,Brasileiro,Andrés Iniestra (Atlético)
Benjamín Galdames,MEX,FW,22,0.3,1,0,0,2,1,0,0,0,0,0.0,0.0,0,1.0,0.0,0.0,0.0,Atlético,Brasileiro,Benjamín Galdames (Atlético)
Diego Abitia,MEX,FW,20,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,Atlético,Brasileiro,Diego Abitia (Atlético)
Willer Ditta,COL,DF,26,15.0,4,0,0,16,7,1,6,16,17,0.0,1.0,0,123.0,18.0,30.0,37.5,Cruz Azul,Brasileiro,Willer Ditta (Cruz Azul)
Carlos Salcedo,MEX,DF,30,13.3,3,0,0,6,6,1,5,13,7,0.0,0.0,0,65.0,43.0,15.0,74.1,Cruz Azul,Brasileiro,Carlos Salcedo (Cruz Azul)
Uriel Antuna,MEX,"MF,FW",26,13.6,2,0,0,5,23,5,46,8,4,1.0,0.0,0,54.0,6.0,15.0,28.6,Cruz Azul,Brasileiro,Uriel Antuna (Cruz Azul)
Juan Escobar,PAR,DF,28,13.6,6,0,0,18,17,2,4,22,17,0.0,1.0,0,84.0,39.0,19.0,67.2,Cruz Azul,Brasileiro,Juan Escobar (Cruz Azul)
Carlos Rotondi,ARG,"DF,MF",26,13.5,5,0,0,25,6,2,56,12,34,0.0,0.0,0,66.0,18.0,10.0,64.3,Cruz Azul,Brasileiro,Carlos Rotondi (Cruz Azul)
Ignacio Rivero,URU,"DF,MF",31,13.6,5,0,0,20,23,1,103,9,16,0.0,1.0,0,62.0,16.0,23.0,41.0,Cruz Azul,Brasileiro,Ignacio Rivero (Cruz Azul)
Andrés Gudiño,MEX,GK,26,13.5,3,0,0,1,2,0,0,0,0,0.0,1.0,0,11.0,2.0,0.0,100.0,Cruz Azul,Brasileiro,Andrés Gudiño (Cruz Azul)
Erik Lira,MEX,MF,23,12.5,0,0,0,5,20,0,1,11,12,0.0,0.0,0,99.0,11.0,17.0,39.3,Cruz Azul,Brasileiro,Erik Lira (Cruz Azul)
Rodrigo Huescas,MEX,DF,20,11.9,2,0,0,7,11,1,27,10,9,0.0,0.0,0,61.0,16.0,12.0,57.1,Cruz Azul,Brasileiro,Rodrigo Huescas (Cruz Azul)
Charly Rodríguez,MEX,MF,26,11.6,3,1,0,11,13,0,27,13,8,0.0,0.0,0,74.0,0.0,8.0,0.0,Cruz Azul,Brasileiro,Charly Rodríguez (Cruz Azul)
Moises,BRA,"MF,FW",27,9.5,0,0,0,5,5,1,15,1,2,0.0,0.0,0,30.0,8.0,16.0,33.3,Cruz Azul,Brasileiro,Moises (Cruz Azul)
Diber Cambindo,COL,"FW,MF",27,9.2,4,0,0,30,5,10,2,1,1,0.0,0.0,1,28.0,24.0,44.0,35.3,Cruz Azul,Brasileiro,Diber Cambindo (Cruz Azul)
Kevin Castaño,COL,MF,23,8.5,2,0,0,11,11,0,4,5,10,0.0,0.0,0,61.0,6.0,11.0,35.3,Cruz Azul,Brasileiro,Kevin Castaño (Cruz Azul)
Ángel Sepúlveda,MEX,FW,32,7.2,2,0,0,10,6,4,6,0,3,0.0,0.0,0,16.0,36.0,27.0,57.1,Cruz Azul,Brasileiro,Ángel Sepúlveda (Cruz Azul)
Sebastián Jurado,MEX,GK,26,3.4,1,1,0,1,1,0,0,0,0,0.0,0.0,0,6.0,1.0,0.0,100.0,Cruz Azul,Brasileiro,Sebastián Jurado (Cruz Azul)
Rafael Guerrero,MEX,DF,20,5.2,4,0,0,9,5,0,2,16,9,0.0,1.0,0,24.0,16.0,6.0,72.7,Cruz Azul,Brasileiro,Rafael Guerrero (Cruz Azul)
Christian Tabó,URU,"FW,MF",30,2.4,0,0,0,2,7,3,1,2,4,0.0,0.0,0,10.0,3.0,16.0,15.8,Cruz Azul,Brasileiro,Christian Tabó (Cruz Azul)
Alexis Gutiérrez,MEX,"MF,FW",23,2.0,0,0,0,3,3,0,5,1,3,0.0,0.0,0,12.0,1.0,3.0,25.0,Cruz Azul,Brasileiro,Alexis Gutiérrez (Cruz Azul)
Augusto Lotti,ITA,FW,27,1.5,0,0,0,0,1,0,0,0,1,0.0,0.0,0,4.0,3.0,6.0,33.3,Cruz Azul,Brasileiro,Augusto Lotti (Cruz Azul)
Cristian Jiménez,MEX,"DF,MF",21,1.0,1,0,0,4,0,0,0,3,2,0.0,0.0,0,9.0,0.0,0.0,0.0,Cruz Azul,Brasileiro,Cristian Jiménez (Cruz Azul)
Alan Zubiri,MEX,DF,22,1.0,0,0,0,1,0,0,0,3,1,0.0,0.0,0,2.0,3.0,3.0,50.0,Cruz Azul,Brasileiro,Alan Zubiri (Cruz Azul)
Luis Iturbide,MEX,DF,21,0.5,1,0,0,2,0,0,0,3,0,0.0,0.0,0,1.0,2.0,1.0,66.7,Cruz Azul,Brasileiro,Luis Iturbide (Cruz Azul)
Jesús Dueñas,MEX,"MF,FW",34,0.9,0,0,0,1,2,0,2,0,2,0.0,0.0,0,10.0,1.0,3.0,25.0,Cruz Azul,Brasileiro,Jesús Dueñas (Cruz Azul)
Alonso Escoboza,MEX,DF,30,0.9,0,0,0,1,1,0,7,1,0,0.0,0.0,0,7.0,0.0,0.0,0.0,Cruz Azul,Brasileiro,Alonso Escoboza (Cruz Azul)
Josué Díaz,MEX,"DF,MF",19,0.5,0,0,0,2,1,0,2,1,0,0.0,0.0,0,0.0,0.0,0.0,0.0,Cruz Azul,Brasileiro,Josué Díaz (Cruz Azul)
Raymundo Rubio,MEX,"DF,FW",22,0.1,0,0,0,0,1,0,0,0,0,0.0,0.0,0,1.0,1.0,1.0,50.0,Cruz Azul,Brasileiro,Raymundo Rubio (Cruz Azul)
Amaury Morales,MEX,"MF,DF",18,0.1,0,0,0,1,0,0,0,0,0,0.0,0.0,0,0.0,0.0,1.0,0.0,Cruz Azul,Brasileiro,Amaury Morales (Cruz Azul)
Alfredo Talavera,MEX,GK,41,16.3,4,1,1,0,5,1,0,0,0,0.0,0.0,0,31.0,2.0,1.0,66.7,FC Juárez,Brasileiro,Alfredo Talavera (FC Juárez)
Luis Alfonso Rodríguez,MEX,DF,32,15.6,5,0,0,16,16,0,34,23,18,0.0,1.0,0,104.0,13.0,6.0,68.4,FC Juárez,Brasileiro,Luis Alfonso Rodríguez (FC Juárez)
Aitor García,ESP,"MF,FW",29,12.7,2,1,0,11,10,3,29,5,8,0.0,0.0,0,41.0,8.0,8.0,50.0,FC Juárez,Brasileiro,Aitor García (FC Juárez)
Javier Salas,MEX,MF,30,12.5,3,0,0,19,7,0,1,9,7,0.0,0.0,0,73.0,9.0,17.0,34.6,FC Juárez,Brasileiro,Javier Salas (FC Juárez)
José García,MEX,DF,27,13.7,4,0,0,15,5,0,0,19,8,0.0,0.0,0,49.0,33.0,30.0,52.4,FC Juárez,Brasileiro,José García (FC Juárez)
Moises Castillo,COL,DF,22,13.0,5,0,0,12,5,0,0,23,19,0.0,0.0,0,90.0,19.0,21.0,47.5,FC Juárez,Brasileiro,Moises Castillo (FC Juárez)
Avilés Hurtado,COL,"FW,MF",36,11.8,3,1,0,15,34,3,40,6,9,3.0,0.0,0,44.0,10.0,16.0,38.5,FC Juárez,Brasileiro,Avilés Hurtado (FC Juárez)
Diego Chávez Collins,MEX,"FW,MF",28,10.0,2,0,0,14,6,4,11,9,16,0.0,0.0,0,46.0,20.0,26.0,43.5,FC Juárez,Brasileiro,Diego Chávez Collins (FC Juárez)
Denzell García,MEX,MF,20,9.9,0,0,0,12,12,0,4,4,8,0.0,0.0,0,66.0,11.0,10.0,52.4,FC Juárez,Brasileiro,Denzell García (FC Juárez)
Aldo Cruz,MEX,DF,26,8.5,0,0,0,2,2,1,14,6,7,0.0,0.0,0,33.0,5.0,6.0,45.5,FC Juárez,Brasileiro,Aldo Cruz (FC Juárez)
Sebastián Saucedo,USA,"FW,MF",26,7.3,3,1,0,5,26,2,21,3,8,0.0,0.0,0,31.0,0.0,8.0,0.0,FC Juárez,Brasileiro,Sebastián Saucedo (FC Juárez)
Andrija Vukčević,MNE,DF,27,7.0,1,0,0,5,4,1,21,7,5,0.0,0.0,0,33.0,4.0,3.0,57.1,FC Juárez,Brasileiro,Andrija Vukčević (FC Juárez)
Christian Oliva,URU,MF,27,5.6,1,0,0,1,5,0,30,2,6,0.0,0.0,0,35.0,3.0,5.0,37.5,FC Juárez,Brasileiro,Christian Oliva (FC Juárez)
Michael Santos,URU,FW,30,5.3,3,0,0,5,4,8,1,0,0,0.0,0.0,0,11.0,4.0,14.0,22.2,FC Juárez,Brasileiro,Michael Santos (FC Juárez)
Gonzalo Pelúa,URU,DF,20,4.5,2,0,0,9,7,0,1,8,4,0.0,0.0,0,46.0,4.0,10.0,28.6,FC Juárez,Brasileiro,Gonzalo Pelúa (FC Juárez)
Diego Campillo,MEX,DF,22,3.7,2,0,0,1,2,0,0,3,4,0.0,1.0,0,18.0,1.0,6.0,14.3,FC Juárez,Brasileiro,Diego Campillo (FC Juárez)
Amaury Escoto,MEX,"FW,MF",31,4.6,0,0,0,1,6,3,2,0,0,0.0,0.0,0,9.0,12.0,16.0,42.9,FC Juárez,Brasileiro,Amaury Escoto (FC Juárez)
Sebastián Pérez Bouquet,MEX,"MF,FW",20,4.6,1,0,0,4,3,0,5,3,9,0.0,0.0,0,18.0,4.0,5.0,44.4,FC Juárez,Brasileiro,Sebastián Pérez Bouquet (FC Juárez)
Agustín Urzi,ARG,"MF,FW",23,3.8,1,0,0,9,4,0,24,8,5,0.0,0.0,0,21.0,3.0,3.0,50.0,FC Juárez,Brasileiro,Agustín Urzi (FC Juárez)
Haret Ortega,MEX,DF,23,3.0,1,0,0,4,4,0,0,8,4,0.0,1.0,0,9.0,6.0,2.0,75.0,FC Juárez,Brasileiro,Haret Ortega (FC Juárez)
Diego Valoyes,COL,MF,27,2.4,1,0,0,9,11,2,2,1,2,1.0,0.0,0,9.0,4.0,1.0,80.0,FC Juárez,Brasileiro,Diego Valoyes (FC Juárez)
Santiago Ormeño,PER,"FW,MF",29,1.9,0,0,0,0,3,0,0,1,0,0.0,0.0,0,7.0,6.0,11.0,35.3,FC Juárez,Brasileiro,Santiago Ormeño (FC Juárez)
César Sosa,MEX,MF,19,1.2,1,0,0,3,1,0,0,0,1,0.0,0.0,0,11.0,2.0,0.0,100.0,FC Juárez,Brasileiro,César Sosa (FC Juárez)
Mario Osuna,MEX,"MF,FW",35,3.1,2,0,0,8,2,0,0,5,4,0.0,0.0,0,22.0,2.0,5.0,28.6,FC Juárez,Brasileiro,Mario Osuna (FC Juárez)
Ángel Zapata,MEX,MF,22,2.9,1,0,0,8,12,0,1,1,2,0.0,1.0,0,18.0,1.0,3.0,25.0,FC Juárez,Brasileiro,Ángel Zapata (FC Juárez)
Francisco Nevarez,MEX,"DF,MF",23,0.7,1,0,0,2,1,0,1,0,0,0.0,0.0,0,3.0,1.0,1.0,50.0,FC Juárez,Brasileiro,Francisco Nevarez (FC Juárez)
Ramón Pasquel,MEX,GK,27,0.7,1,0,0,0,0,0,0,0,0,0.0,0.0,0,2.0,0.0,0.0,0.0,FC Juárez,Brasileiro,Ramón Pasquel (FC Juárez)
Jan Carmona,MEX,"FW,DF",19,0.5,0,0,0,0,0,0,1,1,0,0.0,0.0,0,2.0,1.0,0.0,100.0,FC Juárez,Brasileiro,Jan Carmona (FC Juárez)
Fernando Beltrán,MEX,MF,25,15.9,2,0,0,9,15,1,18,15,21,0.0,0.0,0,100.0,8.0,4.0,66.7,Guadalajara,Brasileiro,Fernando Beltrán (Guadalajara)
Miguel Jiménez Ponce,MEX,GK,33,15.8,0,0,0,0,5,0,0,0,0,0.0,0.0,0,16.0,4.0,0.0,100.0,Guadalajara,Brasileiro,Miguel Jiménez Ponce (Guadalajara)
Ricardo Marín,MEX,FW,25,12.7,2,1,1,14,9,12,3,5,4,1.0,0.0,0,22.0,44.0,38.0,53.7,Guadalajara,Brasileiro,Ricardo Marín (Guadalajara)
Gilberto Sepúlveda,MEX,DF,24,14.4,4,0,0,10,17,0,1,26,12,0.0,0.0,0,78.0,47.0,38.0,55.3,Guadalajara,Brasileiro,Gilberto Sepúlveda (Guadalajara)
Alan Mozo,MEX,DF,26,14.3,4,0,0,15,17,1,69,14,28,0.0,0.0,0,96.0,13.0,14.0,48.1,Guadalajara,Brasileiro,Alan Mozo (Guadalajara)
Roberto Alvarado,MEX,"FW,MF",25,12.6,4,0,0,13,19,2,68,8,7,1.0,0.0,0,77.0,18.0,17.0,51.4,Guadalajara,Brasileiro,Roberto Alvarado (Guadalajara)
Fernando Rubén González,MEX,MF,29,12.1,1,0,0,13,14,0,1,20,23,0.0,0.0,0,100.0,17.0,15.0,53.1,Guadalajara,Brasileiro,Fernando Rubén González (Guadalajara)
Jesús Orozco,MEX,DF,21,11.1,2,0,0,12,1,0,3,11,11,0.0,2.0,0,63.0,23.0,10.0,69.7,Guadalajara,Brasileiro,Jesús Orozco (Guadalajara)
Cristian Calderón,MEX,DF,26,11.2,2,0,0,11,5,1,37,7,18,0.0,1.0,0,72.0,13.0,18.0,41.9,Guadalajara,Brasileiro,Cristian Calderón (Guadalajara)
