Player,Nation,Pos,Age,MP,Playing Time_Min,Playing Time_Mn/MP,Playing Time_Min%,Playing Time_90s,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,Team Success_PPM,Team Success_onG,Team Success_onGA,Team Success_+/-,Team Success_+/-90,Team Success_On-Off,Team Success (xG)_onxG,Team Success (xG)_onxGA,Team Success (xG)_xG+/-,Team Success (xG)_xG+/-90,Team Success (xG)_On-Off,Matches
Tomás Conechny,ar ARG,"FW,MF",24.0,24,1430.0,60.0,58.8,15.9,16,79.0,8,8,22.0,3,1.42,21.0,18.0,3.0,0.19,0.01,17.2,19.9,-2.7,-0.17,-0.08,Matches
Juan Meli,ar ARG,DF,22.0,20,1068.0,53.0,44.0,11.9,10,83.0,3,10,24.0,7,1.5,14.0,14.0,0.0,0.0,-0.33,,,,,,Matches
Juan Andrada,ar ARG,MF,28.0,12,608.0,51.0,25.0,6.8,7,72.0,3,5,21.0,9,1.92,7.0,7.0,0.0,0.0,-0.25,5.3,7.0,-1.7,-0.25,-0.15,Matches
Brian Salvareschi,ar ARG,DF,23.0,10,478.0,48.0,19.7,5.3,4,82.0,3,6,25.0,10,1.91,9.0,9.0,0.0,0.0,-0.23,6.5,7.2,-0.7,-0.13,0.0,Matches
Matías Ramírez,ar ARG,"MF,FW",23.0,16,514.0,32.0,21.2,5.7,3,66.0,0,13,24.0,6,1.5,8.0,4.0,4.0,0.7,0.65,8.0,6.0,2.0,0.34,0.61,Matches
Gianluca Ferrari,ar ARG,DF,25.0,3,223.0,74.0,9.2,2.5,3,74.0,2,0,,0,2.0,2.0,0.0,2.0,0.81,0.68,2.5,2.2,0.3,0.11,0.27,Matches
Cristian Núñez,py PAR,MF,25.0,20,468.0,23.0,19.3,5.2,2,75.0,0,18,18.0,6,1.65,4.0,8.0,-4.0,-0.77,-1.18,6.3,7.0,-0.7,-0.14,0.0,Matches
Enzo Larrosa,uy URU,"FW,MF",21.0,17,350.0,21.0,14.4,3.9,2,74.0,1,15,13.0,9,1.41,9.0,6.0,3.0,0.77,0.68,7.0,3.3,3.6,0.93,1.25,Matches
Luciano Cingolani,ar ARG,FW,21.0,10,183.0,18.0,7.5,2.0,1,47.0,0,9,15.0,17,1.2,3.0,4.0,-1.0,-0.49,-0.73,,,,,,Matches
Mateo Mendoza,ar ARG,DF,18.0,2,104.0,52.0,4.3,1.2,1,90.0,1,1,14.0,19,2.0,2.0,2.0,0.0,0.0,-0.19,1.2,1.9,-0.7,-0.6,-0.49,Matches
Silvio Ulariaga,ar ARG,FW,20.0,5,93.0,19.0,3.8,1.0,1,33.0,0,4,15.0,6,1.2,1.0,1.0,0.0,0.0,-0.19,,,,,,Matches
Claudio Valverde,ar ARG,MF,20.0,3,92.0,31.0,3.8,1.0,1,71.0,0,2,11.0,10,1.33,0.0,2.0,-2.0,-1.96,-2.23,0.4,1.5,-1.1,-1.03,-0.94,Matches
Rodrigo Saracho,ar ARG,GK,29.0,1,90.0,90.0,3.7,1.0,1,90.0,1,0,,26,3.0,4.0,2.0,2.0,2.0,1.88,1.5,1.2,0.3,0.31,0.46,Matches
Julián Eseiza,ar ARG,"DF,MF",20.0,10,175.0,18.0,7.2,1.9,0,,0,10,18.0,13,1.4,3.0,3.0,0.0,0.0,-0.2,3.8,3.3,0.6,0.3,0.47,Matches
Gastón Pedernera,ar ARG,MF,22.0,1,45.0,45.0,1.9,0.5,0,,0,1,45.0,9,0.0,0.0,1.0,-1.0,-2.0,-2.23,0.2,0.8,-0.7,-1.37,-1.26,Matches
Facundo Altamira,,GK,,1,20.0,20.0,0.8,0.2,0,,0,1,20.0,9,1.0,1.0,0.0,1.0,4.5,4.35,,,,,,Matches
Enzo Rivamar,ar ARG,MF,20.0,1,19.0,19.0,0.8,0.2,0,,0,1,19.0,2,0.0,0.0,1.0,-1.0,-4.74,-4.96,0.1,0.9,-0.9,-4.05,-3.95,Matches
Nicolás Canela,ar ARG,DF,18.0,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
Lucio Cruceño,ar ARG,DF,16.0,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
Edilson Salinas,,GK,,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
Agustín Villalobos,ar ARG,DF,19.0,0,,,,,0,,0,0,,14,,,,,,,,,,,,Matches
Squad Total,,,26.0,27,2430.0,90.0,100.0,27.0,297,81.0,171,123,21.0,199,1.52,37.0,32.0,5.0,0.19,,31.1,34.7,-3.6,-0.13,,
Opponent Total,,,27.1,27,2430.0,90.0,100.0,27.0,297,81.0,172,122,22.0,196,1.19,32.0,37.0,-5.0,-0.19,,34.7,31.1,3.6,0.13,,
