Player,Nation,Pos,Age,90s,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,xAG,Expected_xA,Expected_A-xAG,KP,1/3,PPA,CrsPA,PrgP,Team,Championship,Player_Team
Federico Redondo,ARG,MF,20.0,14.2,768.0,881.0,87.2,13651.0,3720.0,341.0,387.0,88.1,338.0,379.0,89.2,77.0,91.0,84.6,1,1.2,1.1,-0.2,14.0,81.0,12.0,1.0,106.0,Argentinos Jun,Brasileiro,Federico Redondo (Argentinos Jun)
Alexis Martin Arias,ARG,GK,30.0,13.0,333.0,394.0,84.5,7924.0,5582.0,72.0,72.0,100.0,188.0,191.0,98.4,65.0,123.0,52.8,0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,Argentinos Jun,Brasileiro,Alexis Martin Arias (Argentinos Jun)
Alan Rodríguez,URU,MF,23.0,12.9,399.0,530.0,75.3,5465.0,1355.0,232.0,276.0,84.1,132.0,170.0,77.6,13.0,30.0,43.3,0,0.8,1.1,-0.8,11.0,27.0,8.0,2.0,44.0,Argentinos Jun,Brasileiro,Alan Rodríguez (Argentinos Jun)
Marco Di Cesare,ARG,DF,22.0,12.1,687.0,854.0,80.4,13218.0,5662.0,245.0,272.0,90.1,363.0,419.0,86.6,69.0,140.0,49.3,1,0.5,0.1,0.5,3.0,26.0,2.0,0.0,36.0,Argentinos Jun,Brasileiro,Marco Di Cesare (Argentinos Jun)
Thiago Nuss,ARG,"FW,MF",21.0,10.1,114.0,198.0,57.6,1631.0,412.0,70.0,94.0,74.5,33.0,61.0,54.1,6.0,18.0,33.3,0,0.6,0.9,-0.6,5.0,13.0,3.0,1.0,25.0,Argentinos Jun,Brasileiro,Thiago Nuss (Argentinos Jun)
Luciano Sánchez,ARG,"DF,FW",29.0,9.5,399.0,513.0,77.8,7367.0,3479.0,161.0,180.0,89.4,186.0,225.0,82.7,43.0,77.0,55.8,0,1.0,0.7,-1.0,6.0,45.0,12.0,4.0,50.0,Argentinos Jun,Brasileiro,Luciano Sánchez (Argentinos Jun)
Rodrigo Cabral,ARG,"DF,MF",22.0,8.7,168.0,262.0,64.1,2511.0,758.0,97.0,123.0,78.9,51.0,75.0,68.0,12.0,28.0,42.9,1,1.6,1.6,-0.6,13.0,9.0,10.0,4.0,23.0,Argentinos Jun,Brasileiro,Rodrigo Cabral (Argentinos Jun)
Fabricio Domínguez,URU,"MF,DF",24.0,8.6,226.0,342.0,66.1,3810.0,1528.0,113.0,139.0,81.3,77.0,105.0,73.3,27.0,64.0,42.2,2,1.7,1.5,0.3,19.0,29.0,22.0,9.0,50.0,Argentinos Jun,Brasileiro,Fabricio Domínguez (Argentinos Jun)
Leonardo Heredia,ARG,"FW,MF",27.0,7.3,191.0,256.0,74.6,2809.0,558.0,110.0,135.0,81.5,58.0,73.0,79.5,14.0,20.0,70.0,1,0.8,0.8,0.2,12.0,14.0,5.0,1.0,23.0,Argentinos Jun,Brasileiro,Leonardo Heredia (Argentinos Jun)
Matías Vera,ARG,MF,27.0,5.8,292.0,333.0,87.7,5205.0,1446.0,141.0,153.0,92.2,113.0,126.0,89.7,33.0,41.0,80.5,0,0.0,0.2,0.0,0.0,23.0,4.0,0.0,36.0,Argentinos Jun,Brasileiro,Matías Vera (Argentinos Jun)
Leonel González,ARG,DF,28.0,4.3,253.0,318.0,79.6,5108.0,1841.0,90.0,102.0,88.2,127.0,142.0,89.4,35.0,65.0,53.8,0,0.1,0.4,-0.1,1.0,16.0,3.0,1.0,23.0,Argentinos Jun,Brasileiro,Leonel González (Argentinos Jun)
Mariano Bíttolo,ARG,"DF,MF",32.0,3.9,130.0,182.0,71.4,2495.0,1076.0,52.0,62.0,83.9,63.0,78.0,80.8,15.0,36.0,41.7,0,0.3,0.8,-0.3,4.0,11.0,5.0,3.0,12.0,Argentinos Jun,Brasileiro,Mariano Bíttolo (Argentinos Jun)
Pablo Minissale,ARG,DF,22.0,4.1,229.0,288.0,79.5,4331.0,1830.0,88.0,98.0,89.8,108.0,125.0,86.4,30.0,56.0,53.6,0,0.2,0.1,-0.2,3.0,25.0,1.0,1.0,30.0,Argentinos Jun,Brasileiro,Pablo Minissale (Argentinos Jun)
José Herrera,ARG,"DF,FW",17.0,3.5,91.0,127.0,71.7,1345.0,445.0,52.0,65.0,80.0,28.0,41.0,68.3,7.0,12.0,58.3,0,1.1,0.9,-1.1,7.0,4.0,5.0,2.0,13.0,Argentinos Jun,Brasileiro,José Herrera (Argentinos Jun)
Facundo Ferreyra,ARG,"FW,MF",31.0,2.1,38.0,66.0,57.6,518.0,69.0,25.0,35.0,71.4,10.0,19.0,52.6,2.0,4.0,50.0,1,0.3,0.2,0.7,1.0,1.0,0.0,0.0,2.0,Argentinos Jun,Brasileiro,Facundo Ferreyra (Argentinos Jun)
Román Riquelme,ARG,DF,20.0,0.5,31.0,34.0,91.2,667.0,226.0,8.0,8.0,100.0,18.0,18.0,100.0,5.0,7.0,71.4,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,Argentinos Jun,Brasileiro,Román Riquelme (Argentinos Jun)
Alejandro Medina,ARG,GK,35.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Arsenal,Brasileiro,Alejandro Medina (Arsenal)
Adrián Sporle,ARG,DF,27.0,22.8,738.0,1086.0,68.0,12721.0,6433.0,358.0,431.0,83.1,299.0,440.0,68.0,68.0,152.0,44.7,0,0.8,1.2,-0.8,15.0,57.0,10.0,4.0,95.0,Arsenal,Brasileiro,Adrián Sporle (Arsenal)
Felipe Peña,ARG,MF,21.0,21.2,659.0,871.0,75.7,12495.0,4506.0,267.0,333.0,80.2,271.0,333.0,81.4,105.0,152.0,69.1,1,0.4,0.4,0.6,8.0,86.0,6.0,1.0,99.0,Arsenal,Brasileiro,Felipe Peña (Arsenal)
Lautaro Guzmán,ARG,"FW,MF",23.0,20.8,445.0,692.0,64.3,7442.0,2320.0,241.0,294.0,82.0,135.0,200.0,67.5,51.0,133.0,38.3,3,2.8,3.1,0.2,26.0,45.0,27.0,18.0,50.0,Arsenal,Brasileiro,Lautaro Guzmán (Arsenal)
Lucas Souto,ARG,DF,24.0,20.7,571.0,873.0,65.4,9193.0,4698.0,276.0,345.0,80.0,249.0,380.0,65.5,32.0,95.0,33.7,1,1.6,1.6,-0.6,14.0,54.0,10.0,6.0,76.0,Arsenal,Brasileiro,Lucas Souto (Arsenal)
Joaquín Pombo,ARG,DF,21.0,18.9,446.0,618.0,72.2,8547.0,3241.0,149.0,186.0,80.1,256.0,311.0,82.3,35.0,101.0,34.7,0,0.2,0.5,-0.2,3.0,24.0,0.0,0.0,26.0,Arsenal,Brasileiro,Joaquín Pombo (Arsenal)
Maximiliano Centurión,ARG,DF,23.0,19.6,591.0,823.0,71.8,13134.0,6146.0,135.0,177.0,76.3,365.0,431.0,84.7,90.0,191.0,47.1,0,0.1,0.2,-0.1,3.0,31.0,2.0,0.0,51.0,Arsenal,Brasileiro,Maximiliano Centurión (Arsenal)
Santiago Toloza,ARG,"MF,FW",20.0,18.3,501.0,661.0,75.8,7761.0,2120.0,290.0,339.0,85.5,129.0,163.0,79.1,55.0,103.0,53.4,1,2.2,2.3,-1.2,28.0,53.0,18.0,7.0,69.0,Arsenal,Brasileiro,Santiago Toloza (Arsenal)
Néstor Breitenbruch,ARG,DF,27.0,16.9,492.0,731.0,67.3,9508.0,4618.0,189.0,232.0,81.5,237.0,307.0,77.2,63.0,160.0,39.4,1,1.0,0.3,0.0,6.0,55.0,6.0,3.0,60.0,Arsenal,Brasileiro,Néstor Breitenbruch (Arsenal)
Flabián Londoño,COL,"FW,MF",22.0,12.8,125.0,183.0,68.3,1611.0,299.0,81.0,110.0,73.6,34.0,50.0,68.0,4.0,7.0,57.1,0,0.5,0.3,-0.5,7.0,11.0,5.0,1.0,16.0,Arsenal,Brasileiro,Flabián Londoño (Arsenal)
Gonzalo Muscia,ARG,MF,23.0,12.7,309.0,438.0,70.5,5348.0,1834.0,149.0,179.0,83.2,124.0,165.0,75.2,33.0,60.0,55.0,0,0.7,0.4,-0.7,7.0,36.0,3.0,1.0,42.0,Arsenal,Brasileiro,Gonzalo Muscia (Arsenal)
Tiago Banega,ARG,MF,23.0,10.9,367.0,497.0,73.8,6618.0,2147.0,157.0,195.0,80.5,152.0,185.0,82.2,45.0,79.0,57.0,2,1.2,1.1,0.8,14.0,64.0,9.0,1.0,69.0,Arsenal,Brasileiro,Tiago Banega (Arsenal)
Lucas Brochero,ARG,"FW,MF",24.0,10.3,200.0,354.0,56.5,3336.0,1228.0,96.0,132.0,72.7,73.0,113.0,64.6,22.0,63.0,34.9,3,2.8,2.4,0.2,22.0,17.0,11.0,7.0,28.0,Arsenal,Brasileiro,Lucas Brochero (Arsenal)
Facundo Pons,ARG,FW,27.0,10.1,161.0,243.0,66.3,2338.0,413.0,91.0,122.0,74.6,47.0,69.0,68.1,13.0,18.0,72.2,1,0.6,0.3,0.4,8.0,13.0,2.0,1.0,13.0,Arsenal,Brasileiro,Facundo Pons (Arsenal)
Braian Rivero,ARG,MF,26.0,9.6,322.0,457.0,70.5,5643.0,1743.0,149.0,183.0,81.4,129.0,172.0,75.0,34.0,69.0,49.3,0,0.3,0.3,-0.3,7.0,42.0,5.0,1.0,49.0,Arsenal,Brasileiro,Braian Rivero (Arsenal)
Luís Leal,STP,FW,35.0,9.6,110.0,178.0,61.8,1266.0,186.0,77.0,103.0,74.8,18.0,37.0,48.6,5.0,12.0,41.7,0,0.1,0.4,-0.1,4.0,4.0,1.0,0.0,8.0,Arsenal,Brasileiro,Luís Leal (Arsenal)
Ignacio Gariglio,ARG,DF,24.0,8.2,229.0,325.0,70.5,4749.0,2181.0,71.0,95.0,74.7,126.0,146.0,86.3,29.0,74.0,39.2,0,0.1,0.2,-0.1,2.0,10.0,1.0,0.0,19.0,Arsenal,Brasileiro,Ignacio Gariglio (Arsenal)
Facundo Cardozo,ARG,DF,27.0,7.1,263.0,341.0,77.1,5066.0,2239.0,86.0,97.0,88.7,145.0,177.0,81.9,27.0,56.0,48.2,0,0.1,0.2,-0.1,3.0,25.0,2.0,0.0,30.0,Arsenal,Brasileiro,Facundo Cardozo (Arsenal)
Franco Vega,ARG,"MF,FW",21.0,4.2,165.0,209.0,78.9,3199.0,1044.0,57.0,67.0,85.1,77.0,88.0,87.5,25.0,40.0,62.5,0,0.8,0.2,-0.8,2.0,34.0,3.0,1.0,36.0,Arsenal,Brasileiro,Franco Vega (Arsenal)
Juan Cuesta,COL,"MF,FW",20.0,3.8,55.0,97.0,56.7,780.0,244.0,31.0,42.0,73.8,17.0,27.0,63.0,3.0,14.0,21.4,0,0.1,0.2,-0.1,1.0,6.0,2.0,1.0,7.0,Arsenal,Brasileiro,Juan Cuesta (Arsenal)
Santiago Paiva,URU,"FW,MF",24.0,2.7,23.0,33.0,69.7,241.0,25.0,15.0,18.0,83.3,5.0,11.0,45.5,1.0,1.0,100.0,0,0.1,0.2,-0.1,2.0,0.0,1.0,0.0,2.0,Arsenal,Brasileiro,Santiago Paiva (Arsenal)
Daniel Lucero,ARG,"FW,MF",20.0,2.5,50.0,77.0,64.9,721.0,205.0,31.0,36.0,86.1,11.0,21.0,52.4,5.0,10.0,50.0,1,0.1,0.3,0.9,3.0,3.0,4.0,3.0,6.0,Arsenal,Brasileiro,Daniel Lucero (Arsenal)
Leonardo Marchi,ARG,DF,26.0,1.6,51.0,76.0,67.1,1032.0,409.0,21.0,32.0,65.6,22.0,28.0,78.6,8.0,16.0,50.0,0,0.2,0.2,-0.2,2.0,5.0,1.0,1.0,10.0,Arsenal,Brasileiro,Leonardo Marchi (Arsenal)
Tomás Sives,ARG,FW,20.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Arsenal,Brasileiro,Tomás Sives (Arsenal)
Juan Peinipil,ARG,"FW,MF",21.0,1.1,20.0,37.0,54.1,333.0,120.0,10.0,18.0,55.6,7.0,10.0,70.0,2.0,5.0,40.0,0,0.3,0.0,-0.3,1.0,2.0,1.0,0.0,3.0,Arsenal,Brasileiro,Juan Peinipil (Arsenal)
Tobías Zarate,ARG,"MF,FW",22.0,0.6,19.0,21.0,90.5,257.0,30.0,12.0,13.0,92.3,6.0,6.0,100.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Arsenal,Brasileiro,Tobías Zarate (Arsenal)
Emiliano Viveros,ARG,MF,20.0,0.2,4.0,5.0,80.0,88.0,35.0,2.0,3.0,66.7,1.0,1.0,100.0,1.0,1.0,100.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Arsenal,Brasileiro,Emiliano Viveros (Arsenal)
Facundo Cambeses,ARG,GK,25.0,27.0,387.0,602.0,64.3,12757.0,10391.0,71.0,71.0,100.0,162.0,164.0,98.8,151.0,364.0,41.5,0,0.1,0.0,-0.1,2.0,16.0,0.0,0.0,0.0,Banfield,Brasileiro,Facundo Cambeses (Banfield)
Juan Bisanz,ARG,"MF,FW",21.0,22.5,197.0,320.0,61.6,2963.0,817.0,118.0,153.0,77.1,55.0,93.0,59.1,17.0,40.0,42.5,1,1.0,1.4,0.0,15.0,9.0,9.0,5.0,19.0,Banfield,Brasileiro,Juan Bisanz (Banfield)
Brahian Alemán,URU,MF,33.0,20.7,523.0,913.0,57.3,10318.0,4346.0,227.0,284.0,79.9,176.0,283.0,62.2,101.0,283.0,35.7,3,4.9,4.6,-1.9,47.0,78.0,25.0,11.0,93.0,Banfield,Brasileiro,Brahian Alemán (Banfield)
Alejandro Cabrera,ARG,MF,30.0,19.9,700.0,929.0,75.3,12392.0,3987.0,312.0,371.0,84.1,302.0,386.0,78.2,74.0,125.0,59.2,0,0.3,0.5,-0.3,9.0,76.0,6.0,0.0,86.0,Banfield,Brasileiro,Alejandro Cabrera (Banfield)
Alejandro Maciel,ARG,DF,25.0,20.6,474.0,731.0,64.8,11082.0,6454.0,124.0,155.0,80.0,229.0,294.0,77.9,116.0,258.0,45.0,0,0.3,0.4,-0.3,5.0,63.0,3.0,2.0,60.0,Banfield,Brasileiro,Alejandro Maciel (Banfield)
Emanuel Coronel,ARG,DF,25.0,19.7,555.0,912.0,60.9,10553.0,6050.0,243.0,308.0,78.9,217.0,345.0,62.9,87.0,200.0,43.5,0,1.6,1.5,-1.6,18.0,70.0,25.0,10.0,84.0,Banfield,Brasileiro,Emanuel Coronel (Banfield)
Eric Remedi,ARG,MF,27.0,19.5,535.0,689.0,77.6,9939.0,3110.0,216.0,250.0,86.4,245.0,297.0,82.5,62.0,99.0,62.6,0,0.4,0.4,-0.4,8.0,62.0,3.0,1.0,84.0,Banfield,Brasileiro,Eric Remedi (Banfield)
Emanuel Insúa,ARG,DF,31.0,18.8,536.0,810.0,66.2,9464.0,4869.0,245.0,302.0,81.1,226.0,327.0,69.1,51.0,132.0,38.6,0,0.5,0.5,-0.5,10.0,52.0,14.0,10.0,59.0,Banfield,Brasileiro,Emanuel Insúa (Banfield)
Milton Giménez,ARG,FW,26.0,17.2,181.0,304.0,59.5,2960.0,448.0,94.0,150.0,62.7,60.0,95.0,63.2,17.0,27.0,63.0,2,1.2,1.2,0.8,16.0,14.0,8.0,2.0,16.0,Banfield,Brasileiro,Milton Giménez (Banfield)
Aaron Quirós,ARG,DF,21.0,15.1,376.0,576.0,65.3,8135.0,4193.0,108.0,131.0,82.4,202.0,263.0,76.8,62.0,162.0,38.3,1,0.4,0.3,0.6,4.0,22.0,0.0,0.0,20.0,Banfield,Brasileiro,Aaron Quirós (Banfield)
Emanuel Olivera,ARG,DF,32.0,15.0,396.0,504.0,78.6,8384.0,4047.0,129.0,149.0,86.6,192.0,222.0,86.5,71.0,123.0,57.7,1,0.6,0.6,0.4,5.0,32.0,4.0,0.0,33.0,Banfield,Brasileiro,Emanuel Olivera (Banfield)
Nicolás Sosa,URU,"MF,FW",26.0,11.9,140.0,244.0,57.4,1863.0,431.0,85.0,138.0,61.6,42.0,61.0,68.9,4.0,11.0,36.4,1,1.0,0.6,0.0,11.0,9.0,3.0,0.0,15.0,Banfield,Brasileiro,Nicolás Sosa (Banfield)
Andrés Chávez,ARG,FW,31.0,11.1,106.0,196.0,54.1,1762.0,463.0,46.0,82.0,56.1,42.0,64.0,65.6,11.0,17.0,64.7,0,0.5,1.0,-0.5,4.0,10.0,9.0,5.0,20.0,Banfield,Brasileiro,Andrés Chávez (Banfield)
Sebastián Sosa,URU,FW,28.0,9.8,137.0,210.0,65.2,1662.0,534.0,96.0,128.0,75.0,28.0,48.0,58.3,4.0,6.0,66.7,0,1.9,0.6,-1.9,13.0,15.0,3.0,0.0,21.0,Banfield,Brasileiro,Sebastián Sosa (Banfield)
Matías Romero,ARG,"DF,MF",26.0,10.6,256.0,390.0,65.6,3970.0,2001.0,136.0,162.0,84.0,93.0,142.0,65.5,18.0,54.0,33.3,0,0.5,1.0,-0.5,7.0,15.0,8.0,6.0,27.0,Banfield,Brasileiro,Matías Romero (Banfield)
Ignacio Rodríguez,ARG,MF,20.0,8.0,167.0,270.0,61.9,2334.0,575.0,109.0,138.0,79.0,44.0,79.0,55.7,8.0,29.0,27.6,0,0.5,0.3,-0.5,6.0,7.0,4.0,2.0,14.0,Banfield,Brasileiro,Ignacio Rodríguez (Banfield)
Pedro Souto,ARG,DF,22.0,6.7,183.0,282.0,64.9,2933.0,1833.0,102.0,115.0,88.7,57.0,87.0,65.5,18.0,54.0,33.3,0,0.0,0.2,0.0,1.0,22.0,2.0,0.0,19.0,Banfield,Brasileiro,Pedro Souto (Banfield)
Luis Mago,VEN,DF,28.0,5.2,109.0,160.0,68.1,2212.0,1383.0,38.0,45.0,84.4,48.0,59.0,81.4,20.0,51.0,39.2,0,0.2,0.3,-0.2,2.0,10.0,3.0,3.0,12.0,Banfield,Brasileiro,Luis Mago (Banfield)
Mateo Pérez,ARG,DF,22.0,3.4,43.0,76.0,56.6,956.0,595.0,13.0,18.0,72.2,21.0,32.0,65.6,9.0,20.0,45.0,0,0.2,0.0,-0.2,2.0,6.0,1.0,0.0,7.0,Banfield,Brasileiro,Mateo Pérez (Banfield)
Nicolás Bertolo,ARG,MF,37.0,2.0,31.0,44.0,70.5,406.0,117.0,21.0,25.0,84.0,8.0,11.0,72.7,0.0,2.0,0.0,0,0.1,0.1,-0.1,1.0,2.0,2.0,1.0,4.0,Banfield,Brasileiro,Nicolás Bertolo (Banfield)
Alan Di Pippa,ARG,MF,22.0,2.6,82.0,116.0,70.7,1386.0,491.0,37.0,48.0,77.1,33.0,52.0,63.5,9.0,9.0,100.0,0,0.1,0.1,-0.1,3.0,10.0,2.0,0.0,14.0,Banfield,Brasileiro,Alan Di Pippa (Banfield)
Alejandro Piedrahita,COL,"MF,FW",20.0,1.8,48.0,64.0,75.0,804.0,203.0,22.0,23.0,95.7,22.0,28.0,78.6,4.0,12.0,33.3,0,0.4,0.2,-0.4,2.0,4.0,2.0,1.0,5.0,Banfield,Brasileiro,Alejandro Piedrahita (Banfield)
Horacio Tijanovich,ARG,MF,26.0,1.5,28.0,49.0,57.1,306.0,123.0,20.0,28.0,71.4,5.0,12.0,41.7,0.0,3.0,0.0,0,0.2,0.2,-0.2,3.0,4.0,1.0,1.0,4.0,Banfield,Brasileiro,Horacio Tijanovich (Banfield)
Agustín Urzi,ARG,MF,22.0,0.7,8.0,13.0,61.5,131.0,76.0,4.0,5.0,80.0,3.0,6.0,50.0,1.0,2.0,50.0,0,0.1,0.1,-0.1,3.0,1.0,2.0,2.0,0.0,Banfield,Brasileiro,Agustín Urzi (Banfield)
Lautaro Ríos,ARG,"MF,FW",22.0,1.7,51.0,80.0,63.8,835.0,354.0,26.0,33.0,78.8,21.0,28.0,75.0,4.0,16.0,25.0,0,0.1,0.1,-0.1,3.0,7.0,2.0,0.0,12.0,Banfield,Brasileiro,Lautaro Ríos (Banfield)
Geronimo Rivera,ARG,"MF,FW",19.0,1.5,10.0,27.0,37.0,208.0,63.0,6.0,12.0,50.0,1.0,9.0,11.1,3.0,5.0,60.0,1,1.0,0.8,0.0,2.0,0.0,1.0,0.0,2.0,Banfield,Brasileiro,Geronimo Rivera (Banfield)
Matías González,ARG,MF,20.0,0.6,16.0,27.0,59.3,276.0,75.0,10.0,12.0,83.3,3.0,4.0,75.0,3.0,8.0,37.5,0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,Banfield,Brasileiro,Matías González (Banfield)
Tomás Adoryán,ARG,MF,21.0,0.4,16.0,20.0,80.0,272.0,90.0,11.0,12.0,91.7,3.0,4.0,75.0,2.0,3.0,66.7,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Banfield,Brasileiro,Tomás Adoryán (Banfield)
Iván Tapia,ARG,MF,24.0,26.8,963.0,1346.0,71.5,16250.0,5966.0,475.0,550.0,86.4,339.0,438.0,77.4,106.0,250.0,42.4,4,2.3,3.4,1.7,36.0,89.0,17.0,8.0,124.0,Barracas Central,Brasileiro,Iván Tapia (Barracas Central)
Francisco Álvarez,ARG,DF,22.0,25.0,737.0,963.0,76.5,14180.0,5274.0,238.0,289.0,82.4,425.0,477.0,89.1,65.0,168.0,38.7,0,0.5,0.6,-0.5,5.0,41.0,1.0,0.0,58.0,Barracas Central,Brasileiro,Francisco Álvarez (Barracas Central)
Andrés Desábato,ARG,GK,32.0,24.0,480.0,766.0,62.7,15423.0,12135.0,63.0,65.0,96.9,222.0,227.0,97.8,193.0,471.0,41.0,0,0.0,0.1,0.0,0.0,24.0,1.0,0.0,0.0,Barracas Central,Brasileiro,Andrés Desábato (Barracas Central)
Bruno Sepúlveda,ARG,FW,30.0,21.9,337.0,498.0,67.7,5028.0,853.0,159.0,228.0,69.7,126.0,164.0,76.8,22.0,26.0,84.6,1,3.4,2.3,-2.4,21.0,21.0,17.0,2.0,47.0,Barracas Central,Brasileiro,Bruno Sepúlveda (Barracas Central)
Facundo Mater,ARG,"MF,DF",24.0,20.9,489.0,741.0,66.0,7013.0,3285.0,267.0,355.0,75.2,176.0,243.0,72.4,20.0,55.0,36.4,4,1.9,1.1,2.1,15.0,45.0,13.0,2.0,64.0,Barracas Central,Brasileiro,Facundo Mater (Barracas Central)
Mauro Peinipil,ARG,"DF,MF",23.0,19.9,544.0,869.0,62.6,9571.0,4531.0,255.0,316.0,80.7,217.0,334.0,65.0,61.0,163.0,37.4,0,0.9,1.2,-0.9,9.0,50.0,8.0,4.0,71.0,Barracas Central,Brasileiro,Mauro Peinipil (Barracas Central)
Juan Ignacio Díaz,ARG,DF,24.0,19.4,635.0,911.0,69.7,11894.0,5997.0,268.0,325.0,82.5,272.0,354.0,76.8,80.0,193.0,41.5,1,0.4,0.6,0.6,10.0,58.0,4.0,2.0,74.0,Barracas Central,Brasileiro,Juan Ignacio Díaz (Barracas Central)
Carlos Arce,ARG,MF,32.0,16.5,486.0,685.0,70.9,8654.0,3482.0,209.0,243.0,86.0,217.0,285.0,76.1,47.0,116.0,40.5,0,0.2,0.3,-0.2,7.0,73.0,5.0,0.0,69.0,Barracas Central,Brasileiro,Carlos Arce (Barracas Central)
Brian Calderara,ARG,"DF,MF",24.0,15.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Barracas Central,Brasileiro,Brian Calderara (Barracas Central)
Nicolás Capraro,ARG,DF,24.0,16.8,477.0,686.0,69.5,9262.0,4217.0,154.0,202.0,76.2,262.0,324.0,80.9,51.0,130.0,39.2,0,0.3,0.4,-0.3,7.0,26.0,2.0,1.0,41.0,Barracas Central,Brasileiro,Nicolás Capraro (Barracas Central)
