Player,Nation,Pos,Age,MP,Playing Time_Min,Playing Time_Mn/MP,Playing Time_Min%,Playing Time_90s,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,Team Success_PPM,Team Success_onG,Team Success_onGA,Team Success_+/-,Team Success_+/-90,Team Success_On-Off,Team Success (xG)_onxG,Team Success (xG)_onxGA,Team Success (xG)_xG+/-,Team Success (xG)_xG+/-90,Team Success (xG)_On-Off,Team,Championship,Player_Team
Pablo Minissale,ARG,DF,22.0,5,369.0,74.0,15.2,4.1,4,90.0,4,1,9.0,18,1.2,3.0,3.0,0.0,0.0,-0.39,5.0,3.3,1.7,0.4,-0.11,Argentinos Jun,Brasileiro,Pablo Minissale (Argentinos Jun)
José Herrera,ARG,"DF,FW",17.0,13,313.0,24.0,12.9,3.5,2,62.0,0,11,17.0,8,1.46,2.0,1.0,1.0,0.29,-0.05,7.1,3.2,3.9,1.13,0.72,Argentinos Jun,Brasileiro,José Herrera (Argentinos Jun)
Facundo Ferreyra,ARG,"FW,MF",31.0,7,193.0,28.0,7.9,2.1,1,90.0,1,6,17.0,4,1.57,4.0,5.0,-1.0,-0.47,-0.87,3.8,3.3,0.5,0.24,-0.28,Argentinos Jun,Brasileiro,Facundo Ferreyra (Argentinos Jun)
Román Riquelme,ARG,DF,20.0,1,45.0,45.0,1.9,0.5,0,0.0,0,1,45.0,2,0.0,2.0,2.0,0.0,0.0,-0.34,2.5,1.1,1.3,2.64,2.19,Argentinos Jun,Brasileiro,Román Riquelme (Argentinos Jun)
Juan Cardozo,PAR,MF,18.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Argentinos Jun,Brasileiro,Juan Cardozo (Argentinos Jun)
Lautaro Ovando,ARG,FW,19.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Argentinos Jun,Brasileiro,Lautaro Ovando (Argentinos Jun)
Jonathan Raccio,ARG,MF,17.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Argentinos Jun,Brasileiro,Jonathan Raccio (Argentinos Jun)
Alejandro Medina,ARG,GK,35.0,27,2430.0,90.0,100.0,27.0,27,90.0,27,0,0.0,0,0.81,18.0,34.0,-16.0,-0.59,0.0,0.0,0.0,0.0,0.0,0.0,Arsenal,Brasileiro,Alejandro Medina (Arsenal)
Adrián Sporle,ARG,DF,27.0,25,2056.0,82.0,84.6,22.8,24,84.0,19,1,33.0,0,0.88,17.0,26.0,-9.0,-0.39,1.29,20.3,29.5,-9.2,-0.4,0.18,Arsenal,Brasileiro,Adrián Sporle (Arsenal)
Felipe Peña,ARG,MF,21.0,25,1912.0,76.0,78.7,21.2,22,83.0,12,3,32.0,0,0.72,14.0,29.0,-15.0,-0.71,-0.53,17.2,28.2,-11.1,-0.52,-0.42,Arsenal,Brasileiro,Felipe Peña (Arsenal)
Lautaro Guzmán,ARG,"FW,MF",23.0,27,1874.0,69.0,77.1,20.8,22,81.0,10,5,20.0,0,0.81,15.0,26.0,-11.0,-0.53,0.28,17.4,27.4,-10.1,-0.48,-0.24,Arsenal,Brasileiro,Lautaro Guzmán (Arsenal)
Lucas Souto,ARG,DF,24.0,22,1862.0,85.0,76.6,20.7,21,88.0,18,1,13.0,0,0.73,12.0,25.0,-13.0,-0.63,-0.15,16.0,24.5,-8.5,-0.41,0.08,Arsenal,Brasileiro,Lucas Souto (Arsenal)
Joaquín Pombo,ARG,DF,21.0,20,1705.0,85.0,70.2,18.9,20,85.0,18,0,0.0,3,1.05,15.0,18.0,-3.0,-0.16,1.46,17.8,22.9,-5.1,-0.27,0.54,Arsenal,Brasileiro,Joaquín Pombo (Arsenal)
Maximiliano Centurión,ARG,DF,23.0,22,1763.0,80.0,72.6,19.6,18,88.0,17,4,47.0,2,0.82,15.0,26.0,-11.0,-0.56,0.11,18.5,24.9,-6.4,-0.33,0.39,Arsenal,Brasileiro,Maximiliano Centurión (Arsenal)
Santiago Toloza,ARG,"MF,FW",20.0,23,1649.0,72.0,67.9,18.3,18,82.0,6,5,34.0,0,0.83,11.0,19.0,-8.0,-0.44,0.49,15.0,19.7,-4.7,-0.26,0.54,Arsenal,Brasileiro,Santiago Toloza (Arsenal)
Néstor Breitenbruch,ARG,DF,27.0,19,1521.0,80.0,62.6,16.9,16,89.0,14,3,33.0,8,0.89,10.0,18.0,-8.0,-0.47,0.32,15.8,20.3,-4.4,-0.26,0.45,Arsenal,Brasileiro,Néstor Breitenbruch (Arsenal)
Flabián Londoño,COL,"FW,MF",22.0,22,1151.0,52.0,47.4,12.8,15,67.0,3,7,20.0,2,0.82,5.0,13.0,-8.0,-0.63,-0.06,10.5,13.2,-2.7,-0.21,0.42,Arsenal,Brasileiro,Flabián Londoño (Arsenal)
Gonzalo Muscia,ARG,MF,23.0,19,1146.0,60.0,47.2,12.7,13,78.0,7,6,22.0,8,1.0,8.0,17.0,-9.0,-0.71,-0.22,8.7,15.1,-6.5,-0.51,-0.14,Arsenal,Brasileiro,Gonzalo Muscia (Arsenal)
Tiago Banega,ARG,MF,23.0,15,978.0,65.0,40.2,10.9,12,79.0,5,3,10.0,7,0.93,12.0,16.0,-4.0,-0.37,0.38,10.5,15.4,-4.9,-0.45,-0.03,Arsenal,Brasileiro,Tiago Banega (Arsenal)
Lucas Brochero,ARG,"FW,MF",24.0,20,931.0,47.0,38.3,10.3,12,67.0,1,8,17.0,7,0.9,10.0,13.0,-3.0,-0.29,0.49,8.9,12.0,-3.0,-0.29,0.22,Arsenal,Brasileiro,Lucas Brochero (Arsenal)
Facundo Pons,ARG,FW,27.0,16,912.0,57.0,37.5,10.1,10,74.0,2,6,29.0,5,0.88,7.0,11.0,-4.0,-0.39,0.32,8.4,11.4,-3.0,-0.3,0.21,Arsenal,Brasileiro,Facundo Pons (Arsenal)
Braian Rivero,ARG,MF,26.0,16,861.0,54.0,35.4,9.6,10,75.0,4,6,18.0,7,1.13,4.0,9.0,-5.0,-0.52,0.11,8.2,12.7,-4.5,-0.47,-0.06,Arsenal,Brasileiro,Braian Rivero (Arsenal)
Luís Leal,STP,FW,35.0,17,862.0,51.0,35.5,9.6,9,69.0,1,8,30.0,1,0.65,9.0,16.0,-7.0,-0.73,-0.21,8.9,13.5,-4.6,-0.48,-0.08,Arsenal,Brasileiro,Luís Leal (Arsenal)
Ignacio Gariglio,ARG,DF,24.0,10,734.0,73.0,30.2,8.2,9,81.0,7,1,1.0,10,0.8,2.0,12.0,-10.0,-1.23,-0.91,4.0,11.1,-7.1,-0.87,-0.63,Arsenal,Brasileiro,Ignacio Gariglio (Arsenal)
Facundo Cardozo,ARG,DF,27.0,9,640.0,71.0,26.3,7.1,6,89.0,5,3,36.0,14,0.11,2.0,14.0,-12.0,-1.69,-1.49,4.7,10.0,-5.3,-0.74,-0.42,Arsenal,Brasileiro,Facundo Cardozo (Arsenal)
Franco Vega,ARG,"MF,FW",21.0,11,375.0,34.0,15.4,4.2,3,57.0,0,8,26.0,10,0.73,4.0,4.0,0.0,0.0,0.7,4.4,5.7,-1.3,-0.32,0.13,Arsenal,Brasileiro,Franco Vega (Arsenal)
Juan Cuesta,COL,"MF,FW",20.0,8,346.0,43.0,14.2,3.8,3,78.0,2,5,22.0,8,1.25,2.0,6.0,-4.0,-1.04,-0.52,5.0,8.0,-3.0,-0.78,-0.41,Arsenal,Brasileiro,Juan Cuesta (Arsenal)
Santiago Paiva,URU,"FW,MF",24.0,8,245.0,31.0,10.1,2.7,2,60.0,0,6,21.0,6,0.75,2.0,3.0,-1.0,-0.37,0.25,3.9,5.1,-1.2,-0.43,0.0,Arsenal,Brasileiro,Santiago Paiva (Arsenal)
Daniel Lucero,ARG,"FW,MF",20.0,7,222.0,32.0,9.1,2.5,2,72.0,0,5,16.0,10,1.0,2.0,2.0,0.0,0.0,0.65,3.3,2.5,0.8,0.32,0.83,Arsenal,Brasileiro,Daniel Lucero (Arsenal)
Leonardo Marchi,ARG,DF,26.0,3,147.0,49.0,6.0,1.6,2,51.0,0,1,45.0,24,1.0,1.0,4.0,-3.0,-1.84,-1.32,0.7,2.1,-1.4,-0.85,-0.44,Arsenal,Brasileiro,Leonardo Marchi (Arsenal)
Tomás Sives,ARG,FW,20.0,7,108.0,15.0,4.4,1.2,1,34.0,0,6,12.0,9,0.57,1.0,4.0,-3.0,-2.5,-2.0,0.0,0.0,0.0,0.0,0.0,Arsenal,Brasileiro,Tomás Sives (Arsenal)
Juan Peinipil,ARG,"FW,MF",21.0,9,102.0,11.0,4.2,1.1,0,0.0,0,9,11.0,6,0.44,0.0,4.0,-4.0,-3.53,-3.07,1.0,2.6,-1.6,-1.4,-1.01,Arsenal,Brasileiro,Juan Peinipil (Arsenal)
Tobías Zarate,ARG,"MF,FW",22.0,6,54.0,9.0,2.2,0.6,0,0.0,0,6,9.0,7,0.33,0.0,1.0,-1.0,-1.67,-1.1,0.5,1.8,-1.4,-2.27,-1.88,Arsenal,Brasileiro,Tobías Zarate (Arsenal)
Emiliano Viveros,ARG,MF,20.0,1,15.0,15.0,0.6,0.2,0,0.0,0,1,15.0,2,0.0,0.0,1.0,-1.0,-6.0,-5.44,0.0,1.0,-1.0,-5.8,-5.4,Arsenal,Brasileiro,Emiliano Viveros (Arsenal)
Tomás Sultani,ARG,GK,24.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,26,3.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Arsenal,Brasileiro,Tomás Sultani (Arsenal)
Mauro Antonio Burruchaga,ARG,MF,24.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Arsenal,Brasileiro,Mauro Antonio Burruchaga (Arsenal)
Iván Cabrera,ARG,MF,19.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Arsenal,Brasileiro,Iván Cabrera (Arsenal)
Axel Carrión,ARG,DF,18.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Arsenal,Brasileiro,Axel Carrión (Arsenal)
Franco Martínez,ARG,DF,20.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Arsenal,Brasileiro,Franco Martínez (Arsenal)
Brandon Sosa,ARG,FW,20.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Arsenal,Brasileiro,Brandon Sosa (Arsenal)
Facundo Cambeses,ARG,GK,25.0,27,2430.0,90.0,100.0,27.0,27,90.0,27,0,0.0,0,1.11,21.0,32.0,-11.0,-0.41,0.0,29.5,28.7,0.7,0.03,0.0,Banfield,Brasileiro,Facundo Cambeses (Banfield)
Juan Bisanz,ARG,"MF,FW",21.0,26,2026.0,78.0,83.4,22.5,24,82.0,9,2,35.0,0,1.12,17.0,23.0,-6.0,-0.27,0.85,17.4,14.2,3.2,0.21,0.42,Banfield,Brasileiro,Juan Bisanz (Banfield)
Brahian Alemán,URU,MF,33.0,26,1862.0,72.0,76.6,20.7,23,77.0,9,3,30.0,0,1.15,15.0,27.0,-12.0,-0.58,-0.74,20.0,20.7,-0.6,-0.03,-0.24,Banfield,Brasileiro,Brahian Alemán (Banfield)
Alejandro Cabrera,ARG,MF,30.0,22,1794.0,82.0,73.8,19.9,22,82.0,15,0,0.0,1,1.18,13.0,20.0,-7.0,-0.35,0.21,21.1,19.9,1.2,0.06,0.13,Banfield,Brasileiro,Alejandro Cabrera (Banfield)
Alejandro Maciel,ARG,DF,25.0,22,1851.0,84.0,76.2,20.6,21,88.0,20,1,6.0,5,1.18,17.0,23.0,-6.0,-0.29,0.49,21.9,23.9,-2.0,-0.1,-0.52,Banfield,Brasileiro,Alejandro Maciel (Banfield)
Emanuel Coronel,ARG,DF,25.0,21,1776.0,85.0,73.1,19.7,21,85.0,18,0,0.0,3,1.19,18.0,22.0,-4.0,-0.2,0.76,21.7,20.6,1.0,0.05,0.09,Banfield,Brasileiro,Emanuel Coronel (Banfield)
Eric Remedi,ARG,MF,27.0,24,1756.0,73.0,72.3,19.5,21,81.0,11,3,17.0,2,1.08,17.0,25.0,-8.0,-0.41,-0.01,21.4,21.4,0.0,0.0,-0.1,Banfield,Brasileiro,Eric Remedi (Banfield)
Emanuel Insúa,ARG,DF,31.0,21,1695.0,81.0,69.8,18.8,19,88.0,17,2,16.0,1,1.1,17.0,22.0,-5.0,-0.27,0.47,18.8,18.4,0.3,0.02,-0.04,Banfield,Brasileiro,Emanuel Insúa (Banfield)
Milton Giménez,ARG,FW,26.0,23,1545.0,67.0,63.6,17.2,17,80.0,6,6,30.0,1,1.09,16.0,24.0,-8.0,-0.47,-0.16,19.4,18.8,0.6,0.03,0.01,Banfield,Brasileiro,Milton Giménez (Banfield)
Aaron Quirós,ARG,DF,21.0,18,1358.0,75.0,55.9,15.1,15,88.0,14,3,12.0,8,1.44,15.0,18.0,-3.0,-0.2,0.47,17.8,16.6,1.2,0.08,0.12,Banfield,Brasileiro,Aaron Quirós (Banfield)
Emanuel Olivera,ARG,DF,32.0,16,1347.0,84.0,55.4,15.0,15,88.0,14,1,27.0,4,0.88,8.0,18.0,-10.0,-0.67,-0.59,16.4,15.1,1.4,0.09,0.15,Banfield,Brasileiro,Emanuel Olivera (Banfield)
Nicolás Sosa,URU,"MF,FW",26.0,23,1067.0,46.0,43.9,11.9,12,70.0,1,11,20.0,2,1.26,11.0,11.0,0.0,0.0,0.73,13.9,11.7,2.2,0.18,0.28,Banfield,Brasileiro,Nicolás Sosa (Banfield)
Andrés Chávez,ARG,FW,31.0,19,1003.0,53.0,41.3,11.1,12,71.0,3,7,21.0,0,0.95,6.0,12.0,-6.0,-0.54,-0.22,11.7,11.4,0.3,0.03,0.0,Banfield,Brasileiro,Andrés Chávez (Banfield)
Sebastián Sosa,URU,FW,28.0,23,881.0,38.0,36.3,9.8,10,65.0,1,13,18.0,3,1.09,7.0,12.0,-5.0,-0.51,-0.16,10.4,12.2,-1.8,-0.19,-0.33,Banfield,Brasileiro,Sebastián Sosa (Banfield)
Matías Romero,ARG,"DF,MF",26.0,16,958.0,60.0,39.4,10.6,9,82.0,5,7,31.0,10,1.13,7.0,14.0,-7.0,-0.66,-0.41,11.9,11.1,0.8,0.08,0.08,Banfield,Brasileiro,Matías Romero (Banfield)
Ignacio Rodríguez,ARG,MF,20.0,18,721.0,40.0,29.7,8.0,8,71.0,1,10,15.0,9,1.17,5.0,6.0,-1.0,-0.12,0.4,8.5,7.4,1.1,0.14,0.16,Banfield,Brasileiro,Ignacio Rodríguez (Banfield)
Pedro Souto,ARG,DF,22.0,8,604.0,76.0,24.9,6.7,7,81.0,3,1,35.0,17,1.38,4.0,6.0,-2.0,-0.3,0.15,8.7,6.7,1.9,0.29,0.35,Banfield,Brasileiro,Pedro Souto (Banfield)
Luis Mago,VEN,DF,28.0,6,467.0,78.0,19.2,5.2,5,89.0,3,1,22.0,12,0.67,2.0,9.0,-7.0,-1.35,-1.17,4.7,6.3,-1.7,-0.32,-0.43,Banfield,Brasileiro,Luis Mago (Banfield)
Mateo Pérez,ARG,DF,22.0,5,302.0,60.0,12.4,3.4,3,90.0,3,2,16.0,15,2.0,4.0,4.0,0.0,0.0,0.47,6.6,3.6,3.0,0.89,0.99,Banfield,Brasileiro,Mateo Pérez (Banfield)
Nicolás Bertolo,ARG,MF,37.0,7,183.0,26.0,7.5,2.0,2,61.0,0,5,12.0,5,0.43,1.0,7.0,-6.0,-2.95,-2.75,2.9,2.9,-0.1,-0.04,-0.07,Banfield,Brasileiro,Nicolás Bertolo (Banfield)
Alan Di Pippa,ARG,MF,22.0,7,235.0,34.0,9.7,2.6,1,45.0,0,6,32.0,17,1.14,3.0,2.0,1.0,0.38,0.88,2.1,2.8,-0.7,-0.26,-0.32,Banfield,Brasileiro,Alan Di Pippa (Banfield)
Alejandro Piedrahita,COL,"MF,FW",20.0,5,163.0,33.0,6.7,1.8,1,56.0,0,4,27.0,16,0.4,2.0,3.0,-1.0,-0.55,-0.16,1.8,3.5,-1.7,-0.93,-1.02,Banfield,Brasileiro,Alejandro Piedrahita (Banfield)
Horacio Tijanovich,ARG,MF,26.0,6,134.0,22.0,5.5,1.5,1,77.0,0,5,11.0,6,0.83,2.0,5.0,-3.0,-2.01,-1.7,3.0,1.6,1.5,0.98,1.01,Banfield,Brasileiro,Horacio Tijanovich (Banfield)
Agustín Urzi,ARG,MF,22.0,1,67.0,67.0,2.8,0.7,1,67.0,0,0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.42,0.5,0.9,-0.4,-0.59,-0.64,Banfield,Brasileiro,Agustín Urzi (Banfield)
Lautaro Ríos,ARG,"MF,FW",22.0,8,152.0,19.0,6.3,1.7,0,0.0,0,8,19.0,17,1.25,1.0,4.0,-3.0,-1.78,-1.46,2.5,2.9,-0.4,-0.26,-0.31,Banfield,Brasileiro,Lautaro Ríos (Banfield)
Geronimo Rivera,ARG,"MF,FW",19.0,7,137.0,20.0,5.6,1.5,0,0.0,0,7,20.0,2,1.14,2.0,2.0,0.0,0.0,0.43,2.1,2.1,0.0,0.01,-0.02,Banfield,Brasileiro,Geronimo Rivera (Banfield)
Matías González,ARG,MF,20.0,2,51.0,26.0,2.1,0.6,0,0.0,0,2,26.0,7,0.5,0.0,0.0,0.0,0.0,0.42,0.3,0.5,-0.1,-0.19,-0.23,Banfield,Brasileiro,Matías González (Banfield)
Tomás Adoryán,ARG,MF,21.0,2,39.0,20.0,1.6,0.4,0,0.0,0,2,20.0,4,0.0,0.0,0.0,0.0,0.0,0.41,0.4,0.2,0.2,0.51,0.49,Banfield,Brasileiro,Tomás Adoryán (Banfield)
Ramiro Di Luciano,ARG,DF,19.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Banfield,Brasileiro,Ramiro Di Luciano (Banfield)
Marcos Echeverría,ARG,FW,19.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Banfield,Brasileiro,Marcos Echeverría (Banfield)
Dylan Gamarra,,MF,,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Banfield,Brasileiro,Dylan Gamarra (Banfield)
Dylan Gissi,SUI,"DF,MF",31.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Banfield,Brasileiro,Dylan Gissi (Banfield)
Mauricio Roldán,ARG,FW,17.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Banfield,Brasileiro,Mauricio Roldán (Banfield)
Facundo Sanguinetti,ARG,GK,21.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Banfield,Brasileiro,Facundo Sanguinetti (Banfield)
Gino Santilli,ARG,GK,21.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Banfield,Brasileiro,Gino Santilli (Banfield)
Iván Tapia,ARG,MF,24.0,27,2411.0,89.0,99.2,26.8,27,89.0,22,0,0.0,0,1.3,25.0,30.0,-5.0,-0.19,-0.19,22.1,28.5,-6.4,-0.24,-1.99,Barracas Central,Brasileiro,Iván Tapia (Barracas Central)
Francisco Álvarez,ARG,DF,22.0,26,2252.0,87.0,92.7,25.0,25,89.0,23,1,31.0,0,1.35,22.0,27.0,-5.0,-0.2,-0.2,20.1,25.6,-5.6,-0.22,-0.02,Barracas Central,Brasileiro,Francisco Álvarez (Barracas Central)
Andrés Desábato,ARG,GK,32.0,24,2160.0,90.0,88.9,24.0,24,90.0,24,0,0.0,0,1.29,21.0,24.0,-3.0,-0.12,0.54,20.4,26.3,-6.0,-0.25,-0.24,Barracas Central,Brasileiro,Andrés Desábato (Barracas Central)
Bruno Sepúlveda,ARG,FW,30.0,24,1967.0,82.0,80.9,21.9,24,82.0,12,0,0.0,1,1.17,21.0,28.0,-7.0,-0.32,-0.71,19.2,24.7,-5.4,-0.25,-0.14,Barracas Central,Brasileiro,Bruno Sepúlveda (Barracas Central)
