Player,Nation,Pos,Age,MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG,Team,Championship,Player_Team
Thiago Nuss,ARG,"FW,MF",21.0,19,12,910.0,10.1,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,3.2,3.2,0.6,3.8,31.0,25.0,95.0,0.0,0.0,0.0,0.0,0.0,0.32,0.06,0.37,0.32,0.37,Argentinos Jun,Brasileiro,Thiago Nuss (Argentinos Jun)
Luciano Sánchez,ARG,"DF,FW",29.0,16,9,853.0,9.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,1.0,1.2,7.0,50.0,36.0,0.0,0.0,0.0,0.0,0.0,0.02,0.11,0.13,0.02,0.13,Argentinos Jun,Brasileiro,Luciano Sánchez (Argentinos Jun)
Rodrigo Cabral,ARG,"DF,MF",22.0,20,8,783.0,8.7,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.8,0.8,1.6,2.4,40.0,23.0,104.0,0.11,0.11,0.23,0.11,0.23,0.09,0.19,0.28,0.09,0.28,Argentinos Jun,Brasileiro,Rodrigo Cabral (Argentinos Jun)
Fabricio Domínguez,URU,"MF,DF",24.0,19,8,771.0,8.6,0.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0,0.3,0.3,1.7,2.0,22.0,50.0,63.0,0.0,0.23,0.23,0.0,0.23,0.04,0.2,0.23,0.04,0.23,Argentinos Jun,Brasileiro,Fabricio Domínguez (Argentinos Jun)
Leonardo Heredia,ARG,"FW,MF",27.0,18,7,658.0,7.3,4.0,1.0,5.0,4.0,0.0,0.0,2.0,1.0,3.5,3.5,0.8,4.3,13.0,23.0,55.0,0.55,0.14,0.68,0.55,0.68,0.48,0.11,0.59,0.48,0.59,Argentinos Jun,Brasileiro,Leonardo Heredia (Argentinos Jun)
Matías Vera,ARG,MF,27.0,9,7,519.0,5.8,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,36.0,2.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,Argentinos Jun,Brasileiro,Matías Vera (Argentinos Jun)
Leonel González,ARG,DF,28.0,7,5,384.0,4.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3,0.3,0.1,0.3,11.0,23.0,10.0,0.0,0.0,0.0,0.0,0.0,0.06,0.02,0.08,0.06,0.08,Argentinos Jun,Brasileiro,Leonel González (Argentinos Jun)
Mariano Bíttolo,ARG,"DF,MF",32.0,5,5,350.0,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.3,0.4,8.0,12.0,14.0,0.0,0.0,0.0,0.0,0.0,0.02,0.08,0.1,0.02,0.1,Argentinos Jun,Brasileiro,Mariano Bíttolo (Argentinos Jun)
Pablo Minissale,ARG,DF,22.0,5,4,369.0,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,5.0,30.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.05,Argentinos Jun,Brasileiro,Pablo Minissale (Argentinos Jun)
José Herrera,ARG,"DF,FW",17.0,13,2,313.0,3.5,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.2,1.1,1.3,7.0,13.0,34.0,0.0,0.0,0.0,0.0,0.0,0.29,0.31,0.6,0.06,0.37,Argentinos Jun,Brasileiro,José Herrera (Argentinos Jun)
Facundo Ferreyra,ARG,"FW,MF",31.0,7,1,193.0,2.1,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,1.1,1.1,0.3,1.4,1.0,2.0,21.0,0.0,0.47,0.47,0.0,0.47,0.51,0.14,0.64,0.51,0.64,Argentinos Jun,Brasileiro,Facundo Ferreyra (Argentinos Jun)
Román Riquelme,ARG,DF,20.0,1,0,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Argentinos Jun,Brasileiro,Román Riquelme (Argentinos Jun)
Juan Cardozo,PAR,MF,18.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Argentinos Jun,Brasileiro,Juan Cardozo (Argentinos Jun)
Lautaro Ovando,ARG,FW,19.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Argentinos Jun,Brasileiro,Lautaro Ovando (Argentinos Jun)
Jonathan Raccio,ARG,MF,17.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Argentinos Jun,Brasileiro,Jonathan Raccio (Argentinos Jun)
Alejandro Medina,ARG,GK,35.0,27,27,2430.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Arsenal,Brasileiro,Alejandro Medina (Arsenal)
Adrián Sporle,ARG,DF,27.0,25,24,2056.0,22.8,1.0,0.0,1.0,1.0,0.0,0.0,4.0,1.0,0.7,0.7,0.8,1.5,55.0,95.0,80.0,0.04,0.0,0.04,0.04,0.04,0.03,0.04,0.07,0.03,0.07,Arsenal,Brasileiro,Adrián Sporle (Arsenal)
Felipe Peña,ARG,MF,21.0,25,22,1912.0,21.2,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.3,0.3,0.4,0.7,14.0,99.0,13.0,0.0,0.05,0.05,0.0,0.05,0.01,0.02,0.03,0.01,0.03,Arsenal,Brasileiro,Felipe Peña (Arsenal)
Lautaro Guzmán,ARG,"FW,MF",23.0,27,22,1874.0,20.8,2.0,3.0,5.0,1.0,1.0,2.0,2.0,0.0,3.6,2.0,2.8,4.8,44.0,50.0,152.0,0.1,0.14,0.24,0.05,0.19,0.17,0.13,0.3,0.1,0.23,Arsenal,Brasileiro,Lautaro Guzmán (Arsenal)
Lucas Souto,ARG,DF,24.0,22,21,1862.0,20.7,0.0,1.0,1.0,0.0,0.0,0.0,7.0,0.0,1.4,1.4,1.6,3.0,36.0,76.0,72.0,0.0,0.05,0.05,0.0,0.05,0.07,0.08,0.14,0.07,0.14,Arsenal,Brasileiro,Lucas Souto (Arsenal)
Joaquín Pombo,ARG,DF,21.0,20,20,1705.0,18.9,1.0,0.0,1.0,1.0,0.0,0.0,7.0,1.0,0.9,0.9,0.2,1.1,6.0,26.0,4.0,0.05,0.0,0.05,0.05,0.05,0.05,0.01,0.06,0.05,0.06,Arsenal,Brasileiro,Joaquín Pombo (Arsenal)
Maximiliano Centurión,ARG,DF,23.0,22,18,1763.0,19.6,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.3,1.3,0.1,1.5,3.0,51.0,2.0,0.0,0.0,0.0,0.0,0.0,0.07,0.01,0.07,0.07,0.07,Arsenal,Brasileiro,Maximiliano Centurión (Arsenal)
Santiago Toloza,ARG,"MF,FW",20.0,23,18,1649.0,18.3,4.0,1.0,5.0,4.0,0.0,0.0,7.0,0.0,1.9,1.9,2.2,4.0,49.0,69.0,104.0,0.22,0.05,0.27,0.22,0.27,0.1,0.12,0.22,0.1,0.22,Arsenal,Brasileiro,Santiago Toloza (Arsenal)
Néstor Breitenbruch,ARG,DF,27.0,19,16,1521.0,16.9,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1.0,1.6,13.0,60.0,12.0,0.0,0.06,0.06,0.0,0.06,0.03,0.06,0.09,0.03,0.09,Arsenal,Brasileiro,Néstor Breitenbruch (Arsenal)
Flabián Londoño,COL,"FW,MF",22.0,22,15,1151.0,12.8,2.0,0.0,2.0,2.0,0.0,0.0,5.0,1.0,3.1,3.1,0.5,3.6,10.0,16.0,72.0,0.16,0.0,0.16,0.16,0.16,0.24,0.04,0.28,0.24,0.28,Arsenal,Brasileiro,Flabián Londoño (Arsenal)
Gonzalo Muscia,ARG,MF,23.0,19,13,1146.0,12.7,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.7,0.7,9.0,42.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.06,0.0,0.06,Arsenal,Brasileiro,Gonzalo Muscia (Arsenal)
Tiago Banega,ARG,MF,23.0,15,12,978.0,10.9,1.0,2.0,3.0,1.0,0.0,0.0,2.0,0.0,0.4,0.4,1.2,1.6,7.0,69.0,19.0,0.09,0.18,0.28,0.09,0.28,0.03,0.11,0.14,0.03,0.14,Arsenal,Brasileiro,Tiago Banega (Arsenal)
Lucas Brochero,ARG,"FW,MF",24.0,20,12,931.0,10.3,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,2.8,3.3,18.0,28.0,79.0,0.0,0.29,0.29,0.0,0.29,0.05,0.27,0.32,0.05,0.32,Arsenal,Brasileiro,Lucas Brochero (Arsenal)
Facundo Pons,ARG,FW,27.0,16,10,912.0,10.1,2.0,1.0,3.0,1.0,1.0,1.0,7.0,0.0,2.8,2.0,0.6,2.6,6.0,13.0,48.0,0.2,0.1,0.3,0.1,0.2,0.27,0.06,0.33,0.2,0.26,Arsenal,Brasileiro,Facundo Pons (Arsenal)
Braian Rivero,ARG,MF,26.0,16,10,861.0,9.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.3,1.3,5.0,49.0,35.0,0.0,0.0,0.0,0.0,0.0,0.11,0.03,0.14,0.11,0.14,Arsenal,Brasileiro,Braian Rivero (Arsenal)
Luís Leal,STP,FW,35.0,17,9,862.0,9.6,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.8,2.8,0.1,2.9,14.0,8.0,60.0,0.31,0.0,0.31,0.31,0.31,0.29,0.02,0.31,0.29,0.31,Arsenal,Brasileiro,Luís Leal (Arsenal)
Ignacio Gariglio,ARG,DF,24.0,10,9,734.0,8.2,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.1,0.1,0.1,0.2,4.0,19.0,2.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03,Arsenal,Brasileiro,Ignacio Gariglio (Arsenal)
Facundo Cardozo,ARG,DF,27.0,9,6,640.0,7.1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.6,0.6,0.1,0.8,10.0,30.0,7.0,0.0,0.0,0.0,0.0,0.0,0.09,0.02,0.11,0.09,0.11,Arsenal,Brasileiro,Facundo Cardozo (Arsenal)
Franco Vega,ARG,"MF,FW",21.0,11,3,375.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.8,1.0,11.0,36.0,14.0,0.0,0.0,0.0,0.0,0.0,0.06,0.19,0.25,0.06,0.25,Arsenal,Brasileiro,Franco Vega (Arsenal)
Juan Cuesta,COL,"MF,FW",20.0,8,3,346.0,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,14.0,7.0,24.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03,Arsenal,Brasileiro,Juan Cuesta (Arsenal)
Santiago Paiva,URU,"FW,MF",24.0,8,2,245.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,0.4,0.1,0.5,0.0,2.0,11.0,0.0,0.0,0.0,0.0,0.0,0.13,0.05,0.18,0.13,0.18,Arsenal,Brasileiro,Santiago Paiva (Arsenal)
Daniel Lucero,ARG,"FW,MF",20.0,7,2,222.0,2.5,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.7,0.7,0.1,0.9,7.0,6.0,16.0,0.0,0.41,0.41,0.0,0.41,0.3,0.06,0.35,0.3,0.35,Arsenal,Brasileiro,Daniel Lucero (Arsenal)
Leonardo Marchi,ARG,DF,26.0,3,2,147.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.3,5.0,10.0,9.0,0.0,0.0,0.0,0.0,0.0,0.03,0.15,0.18,0.03,0.18,Arsenal,Brasileiro,Leonardo Marchi (Arsenal)
Tomás Sives,ARG,FW,20.0,7,1,108.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Arsenal,Brasileiro,Tomás Sives (Arsenal)
Juan Peinipil,ARG,"FW,MF",21.0,9,0,102.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.4,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.02,0.3,0.32,0.02,0.32,Arsenal,Brasileiro,Juan Peinipil (Arsenal)
Tobías Zarate,ARG,"MF,FW",22.0,6,0,54.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Arsenal,Brasileiro,Tobías Zarate (Arsenal)
Emiliano Viveros,ARG,MF,20.0,1,0,15.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Arsenal,Brasileiro,Emiliano Viveros (Arsenal)
Tomás Sultani,ARG,GK,24.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Arsenal,Brasileiro,Tomás Sultani (Arsenal)
Mauro Antonio Burruchaga,ARG,MF,24.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Arsenal,Brasileiro,Mauro Antonio Burruchaga (Arsenal)
Iván Cabrera,ARG,MF,19.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Arsenal,Brasileiro,Iván Cabrera (Arsenal)
Axel Carrión,ARG,DF,18.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Arsenal,Brasileiro,Axel Carrión (Arsenal)
Franco Martínez,ARG,DF,20.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Arsenal,Brasileiro,Franco Martínez (Arsenal)
Brandon Sosa,ARG,FW,20.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Arsenal,Brasileiro,Brandon Sosa (Arsenal)
Facundo Cambeses,ARG,GK,25.0,27,27,2430.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Banfield,Brasileiro,Facundo Cambeses (Banfield)
Juan Bisanz,ARG,"MF,FW",21.0,26,24,2026.0,22.5,6.0,1.0,7.0,4.0,2.0,2.0,4.0,0.0,4.5,2.9,1.0,4.0,34.0,19.0,76.0,0.27,0.04,0.31,0.18,0.22,0.3,0.07,0.37,0.2,0.27,Banfield,Brasileiro,Juan Bisanz (Banfield)
Brahian Alemán,URU,MF,33.0,26,23,1862.0,20.7,1.0,3.0,4.0,0.0,1.0,1.0,7.0,0.0,2.5,1.7,4.9,6.6,15.0,93.0,77.0,0.05,0.15,0.19,0.0,0.15,0.12,0.24,0.36,0.08,0.32,Banfield,Brasileiro,Brahian Alemán (Banfield)
Alejandro Cabrera,ARG,MF,30.0,22,22,1794.0,19.9,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,0.9,0.9,0.3,1.3,6.0,86.0,7.0,0.0,0.0,0.0,0.0,0.0,0.05,0.02,0.06,0.05,0.06,Banfield,Brasileiro,Alejandro Cabrera (Banfield)
Alejandro Maciel,ARG,DF,25.0,22,21,1851.0,20.6,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.5,0.5,0.3,0.8,11.0,60.0,1.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.04,0.02,0.04,Banfield,Brasileiro,Alejandro Maciel (Banfield)
Emanuel Coronel,ARG,DF,25.0,21,21,1776.0,19.7,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.7,0.7,1.6,2.3,46.0,84.0,62.0,0.0,0.0,0.0,0.0,0.0,0.04,0.08,0.12,0.04,0.12,Banfield,Brasileiro,Emanuel Coronel (Banfield)
Eric Remedi,ARG,MF,27.0,24,21,1756.0,19.5,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.7,0.7,0.4,1.1,24.0,84.0,11.0,0.0,0.0,0.0,0.0,0.0,0.03,0.02,0.06,0.03,0.06,Banfield,Brasileiro,Eric Remedi (Banfield)
Emanuel Insúa,ARG,DF,31.0,21,19,1695.0,18.8,2.0,0.0,2.0,2.0,0.0,0.0,7.0,1.0,1.6,1.6,0.5,2.1,47.0,59.0,45.0,0.11,0.0,0.11,0.11,0.11,0.09,0.02,0.11,0.09,0.11,Banfield,Brasileiro,Emanuel Insúa (Banfield)
Milton Giménez,ARG,FW,26.0,23,17,1545.0,17.2,5.0,2.0,7.0,4.0,1.0,1.0,4.0,0.0,5.7,4.9,1.2,6.2,15.0,16.0,77.0,0.29,0.12,0.41,0.23,0.35,0.33,0.07,0.4,0.29,0.36,Banfield,Brasileiro,Milton Giménez (Banfield)
Aaron Quirós,ARG,DF,21.0,18,15,1358.0,15.1,1.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,0.7,0.7,0.4,1.1,4.0,20.0,0.0,0.07,0.07,0.13,0.07,0.13,0.04,0.03,0.07,0.04,0.07,Banfield,Brasileiro,Aaron Quirós (Banfield)
Emanuel Olivera,ARG,DF,32.0,16,15,1347.0,15.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,0.5,0.5,0.6,1.0,5.0,33.0,2.0,0.0,0.07,0.07,0.0,0.07,0.03,0.04,0.07,0.03,0.07,Banfield,Brasileiro,Emanuel Olivera (Banfield)
Nicolás Sosa,URU,"MF,FW",26.0,23,12,1067.0,11.9,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,1.4,1.4,1.0,2.4,15.0,15.0,48.0,0.08,0.08,0.17,0.08,0.17,0.12,0.08,0.21,0.12,0.21,Banfield,Brasileiro,Nicolás Sosa (Banfield)
Andrés Chávez,ARG,FW,31.0,19,12,1003.0,11.1,1.0,0.0,1.0,1.0,0.0,2.0,4.0,0.0,4.5,2.8,0.5,3.4,23.0,20.0,57.0,0.09,0.0,0.09,0.09,0.09,0.41,0.05,0.45,0.25,0.3,Banfield,Brasileiro,Andrés Chávez (Banfield)
Sebastián Sosa,URU,FW,28.0,23,10,881.0,9.8,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,1.9,3.9,4.0,21.0,44.0,0.1,0.0,0.1,0.1,0.1,0.2,0.19,0.4,0.2,0.4,Banfield,Brasileiro,Sebastián Sosa (Banfield)
Matías Romero,ARG,"DF,MF",26.0,16,9,958.0,10.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.5,0.9,13.0,27.0,38.0,0.0,0.0,0.0,0.0,0.0,0.04,0.05,0.08,0.04,0.08,Banfield,Brasileiro,Matías Romero (Banfield)
Ignacio Rodríguez,ARG,MF,20.0,18,8,721.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.5,1.0,17.0,14.0,49.0,0.0,0.0,0.0,0.0,0.0,0.07,0.06,0.13,0.07,0.13,Banfield,Brasileiro,Ignacio Rodríguez (Banfield)
Pedro Souto,ARG,DF,22.0,8,7,604.0,6.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,19.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Banfield,Brasileiro,Pedro Souto (Banfield)
Luis Mago,VEN,DF,28.0,6,5,467.0,5.2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.3,0.3,0.2,0.4,1.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.05,0.03,0.08,0.05,0.08,Banfield,Brasileiro,Luis Mago (Banfield)
