Player,Nation,Pos,Age,90s,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%,Team,Championship,Player_Team
Luciano Sánchez,ARG,"DF,FW",29.0,9.5,2,0,0,14,7,0,15,11,18,0.0,0.0,0,54.0,13.0,16.0,44.8,Argentinos Jun,Brasileiro,Luciano Sánchez (Argentinos Jun)
Rodrigo Cabral,ARG,"DF,MF",22.0,8.7,0,0,0,9,28,2,49,5,6,0.0,0.0,0,56.0,6.0,13.0,31.6,Argentinos Jun,Brasileiro,Rodrigo Cabral (Argentinos Jun)
Fabricio Domínguez,URU,"MF,DF",24.0,8.6,4,0,0,14,18,0,41,13,15,0.0,0.0,0,61.0,8.0,13.0,38.1,Argentinos Jun,Brasileiro,Fabricio Domínguez (Argentinos Jun)
Leonardo Heredia,ARG,"FW,MF",27.0,7.3,2,1,0,8,8,5,9,2,4,0.0,0.0,0,25.0,18.0,26.0,40.9,Argentinos Jun,Brasileiro,Leonardo Heredia (Argentinos Jun)
Matías Vera,ARG,MF,27.0,5.8,2,0,0,10,6,0,1,4,12,0.0,0.0,0,37.0,8.0,10.0,44.4,Argentinos Jun,Brasileiro,Matías Vera (Argentinos Jun)
Leonel González,ARG,DF,28.0,4.3,1,0,0,1,0,0,3,6,3,0.0,1.0,0,42.0,7.0,10.0,41.2,Argentinos Jun,Brasileiro,Leonel González (Argentinos Jun)
Mariano Bíttolo,ARG,"DF,MF",32.0,3.9,0,0,0,1,0,0,11,2,3,0.0,0.0,0,17.0,3.0,7.0,30.0,Argentinos Jun,Brasileiro,Mariano Bíttolo (Argentinos Jun)
Pablo Minissale,ARG,DF,22.0,4.1,0,0,0,5,2,1,3,3,2,0.0,0.0,0,27.0,11.0,8.0,57.9,Argentinos Jun,Brasileiro,Pablo Minissale (Argentinos Jun)
José Herrera,ARG,"DF,FW",17.0,3.5,1,0,0,5,6,1,16,0,4,1.0,0.0,0,13.0,6.0,16.0,27.3,Argentinos Jun,Brasileiro,José Herrera (Argentinos Jun)
Facundo Ferreyra,ARG,"FW,MF",31.0,2.1,2,0,0,6,5,2,1,0,1,1.0,0.0,0,8.0,9.0,12.0,42.9,Argentinos Jun,Brasileiro,Facundo Ferreyra (Argentinos Jun)
Román Riquelme,ARG,DF,20.0,0.5,1,0,0,1,0,0,0,0,2,0.0,0.0,0,5.0,2.0,4.0,33.3,Argentinos Jun,Brasileiro,Román Riquelme (Argentinos Jun)
Alejandro Medina,ARG,GK,35.0,27.0,4,0,0,2,6,0,0,0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,Arsenal,Brasileiro,Alejandro Medina (Arsenal)
Adrián Sporle,ARG,DF,27.0,22.8,4,1,0,28,4,0,78,34,35,0.0,0.0,0,170.0,30.0,28.0,51.7,Arsenal,Brasileiro,Adrián Sporle (Arsenal)
Felipe Peña,ARG,MF,21.0,21.2,4,0,0,12,11,0,2,25,29,0.0,0.0,1,185.0,24.0,17.0,58.5,Arsenal,Brasileiro,Felipe Peña (Arsenal)
Lautaro Guzmán,ARG,"FW,MF",23.0,20.8,2,0,0,14,54,6,133,12,12,0.0,0.0,0,125.0,6.0,27.0,18.2,Arsenal,Brasileiro,Lautaro Guzmán (Arsenal)
Lucas Souto,ARG,DF,24.0,20.7,7,0,0,30,9,7,33,19,38,0.0,0.0,0,120.0,52.0,29.0,64.2,Arsenal,Brasileiro,Lucas Souto (Arsenal)
Joaquín Pombo,ARG,DF,21.0,18.9,7,1,0,31,4,0,0,41,28,0.0,0.0,0,106.0,41.0,26.0,61.2,Arsenal,Brasileiro,Joaquín Pombo (Arsenal)
Maximiliano Centurión,ARG,DF,23.0,19.6,3,0,0,19,4,0,0,26,18,0.0,1.0,0,112.0,73.0,37.0,66.4,Arsenal,Brasileiro,Maximiliano Centurión (Arsenal)
Santiago Toloza,ARG,"MF,FW",20.0,18.3,7,0,0,17,44,1,61,6,9,0.0,0.0,0,125.0,1.0,8.0,11.1,Arsenal,Brasileiro,Santiago Toloza (Arsenal)
Néstor Breitenbruch,ARG,DF,27.0,16.9,0,0,0,13,5,1,21,12,22,0.0,0.0,0,121.0,29.0,29.0,50.0,Arsenal,Brasileiro,Néstor Breitenbruch (Arsenal)
Flabián Londoño,COL,"FW,MF",22.0,12.8,5,1,1,24,15,12,2,3,9,0.0,0.0,0,34.0,45.0,49.0,47.9,Arsenal,Brasileiro,Flabián Londoño (Arsenal)
Gonzalo Muscia,ARG,MF,23.0,12.7,3,0,0,20,8,0,6,17,22,0.0,0.0,0,84.0,8.0,12.0,40.0,Arsenal,Brasileiro,Gonzalo Muscia (Arsenal)
Tiago Banega,ARG,MF,23.0,10.9,2,0,0,18,9,0,5,11,24,0.0,1.0,0,73.0,10.0,20.0,33.3,Arsenal,Brasileiro,Tiago Banega (Arsenal)
Lucas Brochero,ARG,"FW,MF",24.0,10.3,0,0,0,12,14,2,68,7,8,1.0,0.0,0,69.0,7.0,20.0,25.9,Arsenal,Brasileiro,Lucas Brochero (Arsenal)
Facundo Pons,ARG,FW,27.0,10.1,7,0,0,35,11,4,10,1,5,0.0,1.0,0,39.0,36.0,48.0,42.9,Arsenal,Brasileiro,Facundo Pons (Arsenal)
Braian Rivero,ARG,MF,26.0,9.6,0,0,0,8,8,0,7,13,10,0.0,0.0,0,90.0,6.0,11.0,35.3,Arsenal,Brasileiro,Braian Rivero (Arsenal)
Luís Leal,STP,FW,35.0,9.6,0,0,0,6,7,8,13,0,1,0.0,0.0,0,18.0,17.0,44.0,27.9,Arsenal,Brasileiro,Luís Leal (Arsenal)
Ignacio Gariglio,ARG,DF,24.0,8.2,5,0,0,12,2,0,2,13,10,0.0,0.0,0,38.0,15.0,16.0,48.4,Arsenal,Brasileiro,Ignacio Gariglio (Arsenal)
Facundo Cardozo,ARG,DF,27.0,7.1,2,0,0,9,7,0,5,7,9,0.0,0.0,0,49.0,22.0,10.0,68.8,Arsenal,Brasileiro,Facundo Cardozo (Arsenal)
Franco Vega,ARG,"MF,FW",21.0,4.2,0,0,0,8,15,0,4,1,4,0.0,0.0,0,36.0,2.0,3.0,40.0,Arsenal,Brasileiro,Franco Vega (Arsenal)
Juan Cuesta,COL,"MF,FW",20.0,3.8,0,0,0,6,9,2,15,3,3,0.0,0.0,0,21.0,5.0,1.0,83.3,Arsenal,Brasileiro,Juan Cuesta (Arsenal)
Santiago Paiva,URU,"FW,MF",24.0,2.7,1,0,0,8,7,2,1,1,3,1.0,0.0,0,2.0,4.0,11.0,26.7,Arsenal,Brasileiro,Santiago Paiva (Arsenal)
Daniel Lucero,ARG,"FW,MF",20.0,2.5,3,0,0,5,5,0,7,0,3,0.0,0.0,0,21.0,0.0,5.0,0.0,Arsenal,Brasileiro,Daniel Lucero (Arsenal)
Leonardo Marchi,ARG,DF,26.0,1.6,0,0,0,2,0,0,10,1,1,0.0,0.0,0,7.0,0.0,2.0,0.0,Arsenal,Brasileiro,Leonardo Marchi (Arsenal)
Tomás Sives,ARG,FW,20.0,1.2,1,0,0,1,0,0,2,1,3,0.0,0.0,0,0.0,0.0,0.0,0.0,Arsenal,Brasileiro,Tomás Sives (Arsenal)
Juan Peinipil,ARG,"FW,MF",21.0,1.1,0,0,0,3,1,1,0,0,1,0.0,0.0,0,7.0,4.0,10.0,28.6,Arsenal,Brasileiro,Juan Peinipil (Arsenal)
Tobías Zarate,ARG,"MF,FW",22.0,0.6,0,0,0,1,1,0,1,0,0,0.0,0.0,0,5.0,1.0,1.0,50.0,Arsenal,Brasileiro,Tobías Zarate (Arsenal)
Emiliano Viveros,ARG,MF,20.0,0.2,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0.0,1.0,0.0,100.0,Arsenal,Brasileiro,Emiliano Viveros (Arsenal)
Facundo Cambeses,ARG,GK,25.0,27.0,1,0,0,1,2,0,0,0,0,0.0,1.0,1,15.0,9.0,1.0,90.0,Banfield,Brasileiro,Facundo Cambeses (Banfield)
Juan Bisanz,ARG,"MF,FW",21.0,22.5,4,0,0,34,26,10,77,13,25,2.0,0.0,0,93.0,16.0,37.0,30.2,Banfield,Brasileiro,Juan Bisanz (Banfield)
Brahian Alemán,URU,MF,33.0,20.7,7,0,0,11,56,0,205,18,22,0.0,1.0,0,124.0,28.0,22.0,56.0,Banfield,Brasileiro,Brahian Alemán (Banfield)
Alejandro Cabrera,ARG,MF,30.0,19.9,7,2,2,32,24,0,9,42,53,0.0,1.0,0,198.0,44.0,30.0,59.5,Banfield,Brasileiro,Alejandro Cabrera (Banfield)
Alejandro Maciel,ARG,DF,25.0,20.6,4,0,0,18,8,1,6,25,28,0.0,0.0,0,103.0,69.0,27.0,71.9,Banfield,Brasileiro,Alejandro Maciel (Banfield)
Emanuel Coronel,ARG,DF,25.0,19.7,4,1,0,22,18,1,61,29,37,0.0,0.0,0,143.0,34.0,22.0,60.7,Banfield,Brasileiro,Emanuel Coronel (Banfield)
Eric Remedi,ARG,MF,27.0,19.5,7,0,0,34,83,0,9,24,26,0.0,0.0,0,176.0,16.0,22.0,42.1,Banfield,Brasileiro,Eric Remedi (Banfield)
Emanuel Insúa,ARG,DF,31.0,18.8,7,1,0,31,25,3,48,27,42,0.0,0.0,0,162.0,31.0,19.0,62.0,Banfield,Brasileiro,Emanuel Insúa (Banfield)
Milton Giménez,ARG,FW,26.0,17.2,4,0,0,32,23,10,14,3,27,1.0,0.0,0,50.0,50.0,86.0,36.8,Banfield,Brasileiro,Milton Giménez (Banfield)
Aaron Quirós,ARG,DF,21.0,15.1,3,0,0,21,8,1,2,15,11,0.0,0.0,0,87.0,34.0,24.0,58.6,Banfield,Brasileiro,Aaron Quirós (Banfield)
Emanuel Olivera,ARG,DF,32.0,15.0,5,0,0,16,2,1,2,15,19,0.0,0.0,0,76.0,34.0,24.0,58.6,Banfield,Brasileiro,Emanuel Olivera (Banfield)
Nicolás Sosa,URU,"MF,FW",26.0,11.9,2,0,0,13,17,3,9,6,16,0.0,0.0,0,54.0,51.0,61.0,45.5,Banfield,Brasileiro,Nicolás Sosa (Banfield)
Andrés Chávez,ARG,FW,31.0,11.1,4,0,0,11,13,9,17,0,3,0.0,0.0,0,20.0,55.0,51.0,51.9,Banfield,Brasileiro,Andrés Chávez (Banfield)
Sebastián Sosa,URU,FW,28.0,9.8,1,1,0,8,6,2,3,6,5,0.0,0.0,0,35.0,55.0,52.0,51.4,Banfield,Brasileiro,Sebastián Sosa (Banfield)
Matías Romero,ARG,"DF,MF",26.0,10.6,0,0,0,6,10,2,27,13,11,0.0,0.0,0,74.0,15.0,15.0,50.0,Banfield,Brasileiro,Matías Romero (Banfield)
Ignacio Rodríguez,ARG,MF,20.0,8.0,0,0,0,7,12,2,41,5,4,1.0,0.0,0,49.0,18.0,25.0,41.9,Banfield,Brasileiro,Ignacio Rodríguez (Banfield)
Pedro Souto,ARG,DF,22.0,6.7,1,0,0,5,3,0,11,14,11,0.0,0.0,0,50.0,10.0,3.0,76.9,Banfield,Brasileiro,Pedro Souto (Banfield)
Luis Mago,VEN,DF,28.0,5.2,2,1,1,6,0,1,8,8,9,0.0,0.0,0,29.0,7.0,3.0,70.0,Banfield,Brasileiro,Luis Mago (Banfield)
Mateo Pérez,ARG,DF,22.0,3.4,2,0,0,3,0,1,0,3,3,0.0,0.0,0,14.0,4.0,5.0,44.4,Banfield,Brasileiro,Mateo Pérez (Banfield)
Nicolás Bertolo,ARG,MF,37.0,2.0,2,0,0,2,11,2,2,0,2,0.0,0.0,0,9.0,3.0,5.0,37.5,Banfield,Brasileiro,Nicolás Bertolo (Banfield)
Alan Di Pippa,ARG,MF,22.0,2.6,1,0,0,3,5,0,1,4,7,0.0,0.0,0,19.0,7.0,7.0,50.0,Banfield,Brasileiro,Alan Di Pippa (Banfield)
Alejandro Piedrahita,COL,"MF,FW",20.0,1.8,0,0,0,1,0,0,9,1,0,0.0,0.0,0,16.0,1.0,2.0,33.3,Banfield,Brasileiro,Alejandro Piedrahita (Banfield)
Horacio Tijanovich,ARG,MF,26.0,1.5,1,0,0,2,5,1,10,0,0,0.0,0.0,0,8.0,2.0,8.0,20.0,Banfield,Brasileiro,Horacio Tijanovich (Banfield)
Agustín Urzi,ARG,MF,22.0,0.7,0,0,0,0,3,0,2,2,1,0.0,0.0,0,6.0,0.0,1.0,0.0,Banfield,Brasileiro,Agustín Urzi (Banfield)
Lautaro Ríos,ARG,"MF,FW",22.0,1.7,1,0,0,5,2,0,7,4,4,0.0,0.0,0,16.0,2.0,4.0,33.3,Banfield,Brasileiro,Lautaro Ríos (Banfield)
Geronimo Rivera,ARG,"MF,FW",19.0,1.5,3,0,0,7,10,1,3,0,1,0.0,0.0,0,7.0,5.0,4.0,55.6,Banfield,Brasileiro,Geronimo Rivera (Banfield)
Matías González,ARG,MF,20.0,0.6,0,0,0,0,2,0,4,0,2,0.0,0.0,0,5.0,0.0,3.0,0.0,Banfield,Brasileiro,Matías González (Banfield)
Tomás Adoryán,ARG,MF,21.0,0.4,0,0,0,0,3,0,2,0,0,0.0,0.0,0,2.0,2.0,1.0,66.7,Banfield,Brasileiro,Tomás Adoryán (Banfield)
Iván Tapia,ARG,MF,24.0,26.8,4,0,0,24,29,3,159,12,22,0.0,0.0,0,159.0,12.0,28.0,30.0,Barracas Central,Brasileiro,Iván Tapia (Barracas Central)
Francisco Álvarez,ARG,DF,22.0,25.0,1,0,0,12,25,0,0,46,19,0.0,0.0,0,199.0,89.0,61.0,59.3,Barracas Central,Brasileiro,Francisco Álvarez (Barracas Central)
Andrés Desábato,ARG,GK,32.0,24.0,0,0,0,1,10,0,0,1,0,0.0,0.0,0,38.0,6.0,0.0,100.0,Barracas Central,Brasileiro,Andrés Desábato (Barracas Central)
Bruno Sepúlveda,ARG,FW,30.0,21.9,2,0,0,26,27,8,12,1,7,2.0,0.0,0,51.0,57.0,68.0,45.6,Barracas Central,Brasileiro,Bruno Sepúlveda (Barracas Central)
Facundo Mater,ARG,"MF,DF",24.0,20.9,3,0,0,21,32,0,19,19,36,0.0,0.0,0,150.0,7.0,19.0,26.9,Barracas Central,Brasileiro,Facundo Mater (Barracas Central)
Mauro Peinipil,ARG,"DF,MF",23.0,19.9,1,0,0,13,7,0,63,28,20,0.0,0.0,0,124.0,29.0,25.0,53.7,Barracas Central,Brasileiro,Mauro Peinipil (Barracas Central)
Juan Ignacio Díaz,ARG,DF,24.0,19.4,4,0,0,15,23,1,16,44,35,0.0,1.0,0,155.0,46.0,31.0,59.7,Barracas Central,Brasileiro,Juan Ignacio Díaz (Barracas Central)
Carlos Arce,ARG,MF,32.0,16.5,6,0,0,36,19,0,1,16,33,0.0,0.0,0,158.0,29.0,18.0,61.7,Barracas Central,Brasileiro,Carlos Arce (Barracas Central)
Brian Calderara,ARG,"DF,MF",24.0,15.9,2,0,0,15,34,1,45,13,27,0.0,0.0,0,0.0,0.0,0.0,0.0,Barracas Central,Brasileiro,Brian Calderara (Barracas Central)
Nicolás Capraro,ARG,DF,24.0,16.8,7,2,2,24,10,0,3,25,18,0.0,0.0,0,114.0,68.0,48.0,58.6,Barracas Central,Brasileiro,Nicolás Capraro (Barracas Central)
Rodrigo Insúa,ARG,DF,25.0,15.6,2,0,0,18,32,2,63,13,19,0.0,0.0,0,106.0,20.0,21.0,48.8,Barracas Central,Brasileiro,Rodrigo Insúa (Barracas Central)
Rodrigo Herrera,ARG,MF,22.0,12.8,4,0,0,29,17,2,3,18,28,0.0,0.0,0,100.0,21.0,21.0,50.0,Barracas Central,Brasileiro,Rodrigo Herrera (Barracas Central)
Lucas Colitto,ARG,MF,28.0,9.0,2,0,0,10,13,1,34,7,5,1.0,0.0,0,56.0,3.0,6.0,33.3,Barracas Central,Brasileiro,Lucas Colitto (Barracas Central)
Alexis Dominguez,ARG,FW,26.0,8.4,0,0,0,17,6,5,9,0,5,0.0,0.0,0,30.0,32.0,52.0,38.1,Barracas Central,Brasileiro,Alexis Dominguez (Barracas Central)
Ricardo Centurión,ARG,"FW,MF",30.0,6.2,0,0,0,4,26,0,12,3,5,0.0,0.0,0,32.0,6.0,9.0,40.0,Barracas Central,Brasileiro,Ricardo Centurión (Barracas Central)
Fernando Prado,URU,DF,21.0,4.6,0,0,0,3,1,0,2,8,4,0.0,1.0,0,32.0,1.0,15.0,6.3,Barracas Central,Brasileiro,Fernando Prado (Barracas Central)
Marcos Benítez,ARG,"MF,FW",21.0,6.6,2,0,0,12,10,1,5,4,6,0.0,0.0,0,38.0,1.0,12.0,7.7,Barracas Central,Brasileiro,Marcos Benítez (Barracas Central)
Agustín Dáttola,ARG,DF,23.0,3.8,2,0,0,3,5,0,0,5,2,0.0,0.0,1,0.0,0.0,0.0,0.0,Barracas Central,Brasileiro,Agustín Dáttola (Barracas Central)
Maximiliano Rodríguez,ARG,"DF,MF",34.0,5.4,0,0,0,5,6,3,5,8,7,0.0,0.0,0,24.0,10.0,11.0,47.6,Barracas Central,Brasileiro,Maximiliano Rodríguez (Barracas Central)
Maximiliano Puig,ARG,MF,22.0,3.5,1,0,0,8,10,0,5,1,6,0.0,0.0,0,27.0,8.0,9.0,47.1,Barracas Central,Brasileiro,Maximiliano Puig (Barracas Central)
Guido Villar,ARG,GK,27.0,3.0,0,0,0,0,1,0,0,0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,Barracas Central,Brasileiro,Guido Villar (Barracas Central)
Alan Cantero,ARG,"FW,MF",24.0,5.6,1,0,0,6,18,1,7,1,3,1.0,0.0,0,25.0,11.0,26.0,29.7,Barracas Central,Brasileiro,Alan Cantero (Barracas Central)
Nicolás Tolosa,ARG,"MF,DF",21.0,1.8,0,0,0,0,0,0,7,6,2,0.0,0.0,0,8.0,1.0,1.0,50.0,Barracas Central,Brasileiro,Nicolás Tolosa (Barracas Central)
Franco Farías,ARG,MF,20.0,1.3,0,0,0,2,4,0,7,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,Barracas Central,Brasileiro,Franco Farías (Barracas Central)
Lucas López,ARG,MF,25.0,0.9,0,0,0,1,3,0,0,0,1,0.0,0.0,0,4.0,1.0,0.0,100.0,Barracas Central,Brasileiro,Lucas López (Barracas Central)
Julián Viollaz,ARG,"FW,MF",20.0,0.5,0,0,0,2,1,0,2,0,0,0.0,0.0,0,1.0,1.0,1.0,50.0,Barracas Central,Brasileiro,Julián Viollaz (Barracas Central)
Kevin Quejada,COL,FW,20.0,0.4,0,0,0,0,0,0,1,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,Barracas Central,Brasileiro,Kevin Quejada (Barracas Central)
Manuel Brondo,,FW,,0.1,0,0,0,1,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,Barracas Central,Brasileiro,Manuel Brondo (Barracas Central)
Alex Juárez,ARG,MF,18.0,0.1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,Barracas Central,Brasileiro,Alex Juárez (Barracas Central)
Bruno Mastronicola,ARG,DF,22.0,0.0,0,1,0,1,0,0,2,0,0,0.0,0.0,0,0.0,3.0,0.0,100.0,Barracas Central,Brasileiro,Bruno Mastronicola (Barracas Central)
Sergio Romero,ARG,GK,35.0,23.0,1,0,0,1,2,0,0,2,1,0.0,1.0,0,18.0,4.0,1.0,80.0,Boca Juniors,Brasileiro,Sergio Romero (Boca Juniors)
Jorge Figal,ARG,DF,28.0,22.1,7,1,1,24,25,0,5,15,27,0.0,0.0,0,131.0,47.0,31.0,60.3,Boca Juniors,Brasileiro,Jorge Figal (Boca Juniors)
Guillermo Matías Fernández,ARG,MF,31.0,19.5,10,0,0,31,13,0,20,20,26,0.0,0.0,1,169.0,10.0,13.0,43.5,Boca Juniors,Brasileiro,Guillermo Matías Fernández (Boca Juniors)
Alan Varela,ARG,MF,21.0,19.0,10,0,0,26,14,0,4,28,21,0.0,0.0,0,136.0,11.0,15.0,42.3,Boca Juniors,Brasileiro,Alan Varela (Boca Juniors)
Luis Advíncula,PER,"DF,FW",32.0,16.0,3,0,0,20,18,2,38,6,20,0.0,0.0,0,78.0,7.0,8.0,46.7,Boca Juniors,Brasileiro,Luis Advíncula (Boca Juniors)
Bruno Valdez,PAR,DF,30.0,14.8,5,0,0,19,7,0,1,24,14,0.0,1.0,0,79.0,49.0,23.0,68.1,Boca Juniors,Brasileiro,Bruno Valdez (Boca Juniors)
Frank Fabra,COL,DF,31.0,15.5,4,0,0,10,15,1,44,21,21,0.0,0.0,0,104.0,20.0,16.0,55.6,Boca Juniors,Brasileiro,Frank Fabra (Boca Juniors)
Sebastián Villa,COL,"FW,MF",26.0,14.9,1,1,0,9,41,7,113,8,11,0.0,0.0,0,74.0,6.0,16.0,27.3,Boca Juniors,Brasileiro,Sebastián Villa (Boca Juniors)
Marcelo Weigandt,ARG,DF,23.0,13.5,2,1,0,23,11,1,32,11,17,0.0,1.0,0,74.0,26.0,16.0,61.9,Boca Juniors,Brasileiro,Marcelo Weigandt (Boca Juniors)
Cristian Medina,ARG,"MF,FW",20.0,14.7,4,0,0,13,28,3,14,5,19,0.0,0.0,0,95.0,5.0,7.0,41.7,Boca Juniors,Brasileiro,Cristian Medina (Boca Juniors)
Miguel Merentiel,URU,FW,26.0,13.7,3,1,0,8,16,2,5,1,6,0.0,0.0,0,33.0,10.0,35.0,22.2,Boca Juniors,Brasileiro,Miguel Merentiel (Boca Juniors)
Óscar Romero,PAR,"MF,FW",30.0,11.9,2,0,0,10,44,0,68,7,13,0.0,0.0,0,77.0,7.0,13.0,35.0,Boca Juniors,Brasileiro,Óscar Romero (Boca Juniors)
Darío Benedetto,ARG,FW,32.0,9.9,2,0,0,14,11,4,11,1,0,0.0,1.0,0,20.0,10.0,22.0,31.3,Boca Juniors,Brasileiro,Darío Benedetto (Boca Juniors)
Nicolás Valentini,ARG,DF,21.0,11.2,4,1,0,13,8,0,4,9,11,0.0,0.0,0,55.0,39.0,23.0,62.9,Boca Juniors,Brasileiro,Nicolás Valentini (Boca Juniors)
Valentín Barco,ARG,"DF,FW",18.0,9.2,3,0,0,10,27,1,48,8,15,0.0,0.0,0,50.0,1.0,11.0,8.3,Boca Juniors,Brasileiro,Valentín Barco (Boca Juniors)
Ignacio Fernández,ARG,MF,20.0,10.8,4,2,0,15,41,0,1,18,23,0.0,1.0,1,87.0,6.0,5.0,54.5,Boca Juniors,Brasileiro,Ignacio Fernández (Boca Juniors)
Facundo Roncaglia,ARG,DF,35.0,10.8,3,0,0,14,4,0,4,17,14,0.0,0.0,0,77.0,29.0,13.0,69.0,Boca Juniors,Brasileiro,Facundo Roncaglia (Boca Juniors)
Luca Langoni,ARG,"FW,MF",20.0,7.9,0,0,0,4,14,2,18,2,4,0.0,0.0,0,19.0,2.0,5.0,28.6,Boca Juniors,Brasileiro,Luca Langoni (Boca Juniors)
Juan Ramírez,ARG,"MF,FW",29.0,6.2,1,0,0,7,26,0,10,4,9,0.0,0.0,0,44.0,6.0,5.0,54.5,Boca Juniors,Brasileiro,Juan Ramírez (Boca Juniors)
Martín Payero,ARG,MF,24.0,5.6,2,1,0,12,11,2,13,1,11,0.0,0.0,0,28.0,7.0,4.0,63.6,Boca Juniors,Brasileiro,Martín Payero (Boca Juniors)
Felicia Karlsson,ARG,DF,29.0,5.1,2,0,0,11,4,0,23,4,8,0.0,1.0,0,27.0,4.0,6.0,40.0,Boca Juniors,Brasileiro,Felicia Karlsson (Boca Juniors)
Luis Vázquez,ARG,FW,22.0,4.8,0,0,0,7,4,2,4,0,4,0.0,0.0,0,14.0,14.0,8.0,63.6,Boca Juniors,Brasileiro,Luis Vázquez (Boca Juniors)
Javier Hernán García,ARG,GK,36.0,4.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0,3.0,3.0,0.0,100.0,Boca Juniors,Brasileiro,Javier Hernán García (Boca Juniors)
Nicolás Orsini,ARG,FW,28.0,2.3,0,0,0,1,3,0,2,1,1,0.0,0.0,0,6.0,8.0,7.0,53.3,Boca Juniors,Brasileiro,Nicolás Orsini (Boca Juniors)
