Player,Nation,Pos,Age,90s,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Team,Championship,Player_Team
Thiago Nuss,ARG,"FW,MF",21.0,10.1,374.0,6.0,25.0,114.0,243.0,58.0,374.0,37.0,11.0,29.7,19.0,51.4,224.0,1588.0,790.0,31.0,17.0,9.0,44.0,18.0,264.0,95.0,Argentinos Jun,Brasileiro,Thiago Nuss (Argentinos Jun)
Luciano Sánchez,ARG,"DF,FW",29.0,9.5,611.0,22.0,208.0,292.0,115.0,7.0,611.0,9.0,6.0,66.7,3.0,33.3,278.0,1132.0,550.0,7.0,12.0,4.0,7.0,9.0,329.0,36.0,Argentinos Jun,Brasileiro,Luciano Sánchez (Argentinos Jun)
Rodrigo Cabral,ARG,"DF,MF",22.0,8.7,372.0,3.0,44.0,132.0,200.0,34.0,372.0,38.0,20.0,52.6,9.0,23.7,261.0,1868.0,883.0,40.0,14.0,13.0,31.0,14.0,262.0,104.0,Argentinos Jun,Brasileiro,Rodrigo Cabral (Argentinos Jun)
Fabricio Domínguez,URU,"MF,DF",24.0,8.6,475.0,7.0,59.0,208.0,214.0,29.0,475.0,54.0,25.0,46.3,24.0,44.4,257.0,1510.0,653.0,22.0,15.0,9.0,23.0,11.0,266.0,63.0,Argentinos Jun,Brasileiro,Fabricio Domínguez (Argentinos Jun)
Leonardo Heredia,ARG,"FW,MF",27.0,7.3,326.0,2.0,17.0,176.0,137.0,36.0,326.0,15.0,10.0,66.7,5.0,33.3,170.0,739.0,334.0,13.0,9.0,3.0,21.0,10.0,242.0,55.0,Argentinos Jun,Brasileiro,Leonardo Heredia (Argentinos Jun)
Matías Vera,ARG,MF,27.0,5.8,392.0,16.0,95.0,251.0,46.0,0.0,392.0,5.0,2.0,40.0,2.0,40.0,225.0,783.0,344.0,3.0,1.0,0.0,9.0,4.0,250.0,2.0,Argentinos Jun,Brasileiro,Matías Vera (Argentinos Jun)
Leonel González,ARG,DF,28.0,4.3,368.0,29.0,169.0,167.0,37.0,7.0,368.0,10.0,7.0,70.0,3.0,30.0,192.0,979.0,664.0,11.0,5.0,1.0,4.0,2.0,226.0,10.0,Argentinos Jun,Brasileiro,Leonel González (Argentinos Jun)
Mariano Bíttolo,ARG,"DF,MF",32.0,3.9,216.0,12.0,53.0,110.0,56.0,2.0,216.0,6.0,1.0,16.7,4.0,66.7,97.0,481.0,256.0,8.0,7.0,1.0,4.0,0.0,124.0,14.0,Argentinos Jun,Brasileiro,Mariano Bíttolo (Argentinos Jun)
Pablo Minissale,ARG,DF,22.0,4.1,323.0,16.0,120.0,174.0,29.0,4.0,323.0,0.0,0.0,0.0,0.0,0.0,159.0,861.0,595.0,5.0,4.0,0.0,3.0,2.0,198.0,5.0,Argentinos Jun,Brasileiro,Pablo Minissale (Argentinos Jun)
José Herrera,ARG,"DF,FW",17.0,3.5,170.0,1.0,13.0,69.0,91.0,10.0,169.0,16.0,9.0,56.3,5.0,31.3,93.0,510.0,175.0,7.0,5.0,1.0,11.0,6.0,122.0,34.0,Argentinos Jun,Brasileiro,José Herrera (Argentinos Jun)
Facundo Ferreyra,ARG,"FW,MF",31.0,2.1,89.0,2.0,6.0,45.0,40.0,14.0,89.0,4.0,1.0,25.0,3.0,75.0,38.0,83.0,22.0,1.0,0.0,0.0,3.0,0.0,64.0,21.0,Argentinos Jun,Brasileiro,Facundo Ferreyra (Argentinos Jun)
Román Riquelme,ARG,DF,20.0,0.5,39.0,4.0,20.0,19.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,14.0,91.0,45.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,Argentinos Jun,Brasileiro,Román Riquelme (Argentinos Jun)
Alejandro Medina,ARG,GK,35.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Arsenal,Brasileiro,Alejandro Medina (Arsenal)
Adrián Sporle,ARG,DF,27.0,22.8,1386.0,79.0,450.0,583.0,372.0,26.0,1386.0,76.0,41.0,53.9,31.0,40.8,573.0,3781.0,2019.0,55.0,32.0,3.0,41.0,21.0,603.0,80.0,Arsenal,Brasileiro,Adrián Sporle (Arsenal)
Felipe Peña,ARG,MF,21.0,21.2,1071.0,79.0,312.0,680.0,104.0,1.0,1071.0,29.0,21.0,72.4,5.0,17.2,467.0,2611.0,1459.0,14.0,15.0,1.0,26.0,10.0,530.0,13.0,Arsenal,Brasileiro,Felipe Peña (Arsenal)
Lautaro Guzmán,ARG,"FW,MF",23.0,20.8,931.0,17.0,144.0,376.0,435.0,32.0,929.0,85.0,42.0,49.4,28.0,32.9,556.0,3624.0,1653.0,44.0,42.0,11.0,55.0,42.0,607.0,152.0,Arsenal,Brasileiro,Lautaro Guzmán (Arsenal)
Lucas Souto,ARG,DF,24.0,20.7,1122.0,73.0,368.0,492.0,283.0,32.0,1122.0,71.0,35.0,49.3,32.0,45.1,419.0,3015.0,1508.0,36.0,24.0,4.0,29.0,18.0,461.0,72.0,Arsenal,Brasileiro,Lucas Souto (Arsenal)
Joaquín Pombo,ARG,DF,21.0,18.9,827.0,117.0,515.0,297.0,24.0,15.0,827.0,2.0,1.0,50.0,1.0,50.0,355.0,2205.0,1414.0,6.0,2.0,0.0,7.0,0.0,371.0,4.0,Arsenal,Brasileiro,Joaquín Pombo (Arsenal)
Maximiliano Centurión,ARG,DF,23.0,19.6,1071.0,213.0,654.0,393.0,33.0,24.0,1071.0,9.0,4.0,44.4,5.0,55.6,461.0,2681.0,1497.0,3.0,2.0,1.0,10.0,2.0,522.0,2.0,Arsenal,Brasileiro,Maximiliano Centurión (Arsenal)
Santiago Toloza,ARG,"MF,FW",20.0,18.3,890.0,9.0,79.0,454.0,376.0,31.0,890.0,87.0,45.0,51.7,34.0,39.1,551.0,3730.0,1729.0,49.0,48.0,8.0,56.0,34.0,628.0,104.0,Arsenal,Brasileiro,Santiago Toloza (Arsenal)
Néstor Breitenbruch,ARG,DF,27.0,16.9,903.0,81.0,424.0,399.0,92.0,11.0,903.0,20.0,10.0,50.0,9.0,45.0,420.0,2404.0,1407.0,13.0,7.0,0.0,9.0,3.0,441.0,12.0,Arsenal,Brasileiro,Néstor Breitenbruch (Arsenal)
Flabián Londoño,COL,"FW,MF",22.0,12.8,370.0,17.0,30.0,131.0,212.0,60.0,370.0,29.0,12.0,41.4,15.0,51.7,213.0,876.0,223.0,10.0,10.0,8.0,70.0,23.0,268.0,72.0,Arsenal,Brasileiro,Flabián Londoño (Arsenal)
Gonzalo Muscia,ARG,MF,23.0,12.7,588.0,30.0,187.0,335.0,74.0,1.0,588.0,21.0,14.0,66.7,6.0,28.6,262.0,1089.0,437.0,9.0,9.0,0.0,15.0,18.0,295.0,14.0,Arsenal,Brasileiro,Gonzalo Muscia (Arsenal)
Tiago Banega,ARG,MF,23.0,10.9,623.0,21.0,104.0,421.0,98.0,6.0,623.0,17.0,4.0,23.5,13.0,76.5,252.0,947.0,453.0,7.0,8.0,0.0,16.0,10.0,382.0,19.0,Arsenal,Brasileiro,Tiago Banega (Arsenal)
Lucas Brochero,ARG,"FW,MF",24.0,10.3,458.0,10.0,81.0,180.0,202.0,19.0,458.0,20.0,6.0,30.0,14.0,70.0,209.0,1053.0,514.0,18.0,11.0,6.0,23.0,7.0,253.0,79.0,Arsenal,Brasileiro,Lucas Brochero (Arsenal)
Facundo Pons,ARG,FW,27.0,10.1,389.0,12.0,31.0,181.0,185.0,40.0,388.0,24.0,11.0,45.8,11.0,45.8,201.0,906.0,269.0,6.0,8.0,1.0,45.0,18.0,275.0,48.0,Arsenal,Brasileiro,Facundo Pons (Arsenal)
Braian Rivero,ARG,MF,26.0,9.6,561.0,10.0,119.0,341.0,112.0,9.0,561.0,15.0,9.0,60.0,5.0,33.3,273.0,1236.0,537.0,5.0,11.0,0.0,24.0,9.0,346.0,35.0,Arsenal,Brasileiro,Braian Rivero (Arsenal)
Luís Leal,STP,FW,35.0,9.6,269.0,17.0,25.0,119.0,128.0,30.0,269.0,22.0,8.0,36.4,9.0,40.9,151.0,777.0,296.0,14.0,9.0,8.0,28.0,10.0,198.0,60.0,Arsenal,Brasileiro,Luís Leal (Arsenal)
Ignacio Gariglio,ARG,DF,24.0,8.2,429.0,70.0,264.0,153.0,16.0,13.0,429.0,5.0,3.0,60.0,1.0,20.0,176.0,1058.0,724.0,4.0,2.0,1.0,6.0,2.0,222.0,2.0,Arsenal,Brasileiro,Ignacio Gariglio (Arsenal)
Facundo Cardozo,ARG,DF,27.0,7.1,420.0,42.0,178.0,206.0,40.0,9.0,420.0,7.0,5.0,71.4,1.0,14.3,197.0,1123.0,814.0,10.0,3.0,0.0,4.0,4.0,216.0,7.0,Arsenal,Brasileiro,Facundo Cardozo (Arsenal)
Franco Vega,ARG,"MF,FW",21.0,4.2,255.0,2.0,34.0,162.0,64.0,2.0,255.0,17.0,11.0,64.7,3.0,17.6,157.0,1059.0,549.0,11.0,5.0,0.0,10.0,5.0,188.0,14.0,Arsenal,Brasileiro,Franco Vega (Arsenal)
Juan Cuesta,COL,"MF,FW",20.0,3.8,148.0,6.0,24.0,64.0,60.0,6.0,148.0,14.0,7.0,50.0,5.0,35.7,89.0,640.0,336.0,14.0,6.0,3.0,9.0,7.0,86.0,24.0,Arsenal,Brasileiro,Juan Cuesta (Arsenal)
Santiago Paiva,URU,"FW,MF",24.0,2.7,62.0,2.0,4.0,26.0,32.0,11.0,62.0,2.0,0.0,0.0,1.0,50.0,33.0,65.0,11.0,0.0,0.0,0.0,11.0,1.0,45.0,11.0,Arsenal,Brasileiro,Santiago Paiva (Arsenal)
Daniel Lucero,ARG,"FW,MF",20.0,2.5,119.0,1.0,21.0,59.0,42.0,4.0,119.0,16.0,5.0,31.3,9.0,56.3,69.0,433.0,246.0,7.0,4.0,0.0,6.0,2.0,67.0,16.0,Arsenal,Brasileiro,Daniel Lucero (Arsenal)
Leonardo Marchi,ARG,DF,26.0,1.6,90.0,3.0,18.0,42.0,32.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,43.0,214.0,101.0,5.0,5.0,0.0,3.0,2.0,45.0,9.0,Arsenal,Brasileiro,Leonardo Marchi (Arsenal)
Tomás Sives,ARG,FW,20.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Arsenal,Brasileiro,Tomás Sives (Arsenal)
Juan Peinipil,ARG,"FW,MF",21.0,1.1,49.0,2.0,6.0,26.0,18.0,0.0,49.0,3.0,2.0,66.7,1.0,33.3,21.0,180.0,4.0,0.0,1.0,0.0,6.0,1.0,35.0,7.0,Arsenal,Brasileiro,Juan Peinipil (Arsenal)
Tobías Zarate,ARG,"MF,FW",22.0,0.6,30.0,0.0,4.0,17.0,10.0,2.0,30.0,3.0,2.0,66.7,1.0,33.3,17.0,161.0,27.0,0.0,0.0,0.0,4.0,3.0,21.0,4.0,Arsenal,Brasileiro,Tobías Zarate (Arsenal)
Emiliano Viveros,ARG,MF,20.0,0.2,6.0,0.0,0.0,3.0,3.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,13.0,6.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,Arsenal,Brasileiro,Emiliano Viveros (Arsenal)
Facundo Cambeses,ARG,GK,25.0,27.0,655.0,560.0,654.0,1.0,0.0,0.0,655.0,0.0,0.0,0.0,0.0,0.0,273.0,1624.0,802.0,0.0,0.0,0.0,0.0,0.0,161.0,0.0,Banfield,Brasileiro,Facundo Cambeses (Banfield)
Juan Bisanz,ARG,"MF,FW",21.0,22.5,532.0,3.0,49.0,223.0,272.0,41.0,530.0,69.0,31.0,44.9,31.0,44.9,317.0,2268.0,916.0,34.0,31.0,7.0,48.0,21.0,310.0,76.0,Banfield,Brasileiro,Juan Bisanz (Banfield)
Brahian Alemán,URU,MF,33.0,20.7,1172.0,34.0,175.0,586.0,423.0,21.0,1171.0,44.0,24.0,54.5,15.0,34.1,575.0,2499.0,991.0,15.0,24.0,1.0,55.0,54.0,665.0,77.0,Banfield,Brasileiro,Brahian Alemán (Banfield)
Alejandro Cabrera,ARG,MF,30.0,19.9,1159.0,52.0,284.0,746.0,142.0,13.0,1159.0,28.0,12.0,42.9,10.0,35.7,465.0,1957.0,633.0,6.0,7.0,1.0,23.0,5.0,529.0,7.0,Banfield,Brasileiro,Alejandro Cabrera (Banfield)
Alejandro Maciel,ARG,DF,25.0,20.6,953.0,154.0,564.0,368.0,29.0,12.0,953.0,3.0,2.0,66.7,1.0,33.3,392.0,1877.0,1193.0,11.0,6.0,0.0,8.0,2.0,429.0,1.0,Banfield,Brasileiro,Alejandro Maciel (Banfield)
Emanuel Coronel,ARG,DF,25.0,19.7,1171.0,63.0,329.0,542.0,315.0,16.0,1171.0,34.0,24.0,70.6,6.0,17.6,501.0,3003.0,1619.0,46.0,27.0,7.0,30.0,16.0,505.0,62.0,Banfield,Brasileiro,Emanuel Coronel (Banfield)
Eric Remedi,ARG,MF,27.0,19.5,908.0,24.0,204.0,601.0,122.0,5.0,908.0,34.0,14.0,41.2,8.0,23.5,487.0,2819.0,1246.0,24.0,13.0,2.0,18.0,27.0,463.0,11.0,Banfield,Brasileiro,Eric Remedi (Banfield)
Emanuel Insúa,ARG,DF,31.0,18.8,1054.0,62.0,340.0,505.0,236.0,12.0,1054.0,68.0,34.0,50.0,19.0,27.9,401.0,3021.0,1713.0,47.0,32.0,1.0,35.0,16.0,387.0,45.0,Banfield,Brasileiro,Emanuel Insúa (Banfield)
Milton Giménez,ARG,FW,26.0,17.2,557.0,15.0,28.0,255.0,283.0,68.0,556.0,38.0,19.0,50.0,16.0,42.1,267.0,1244.0,422.0,15.0,14.0,4.0,75.0,28.0,340.0,77.0,Banfield,Brasileiro,Milton Giménez (Banfield)
Aaron Quirós,ARG,DF,21.0,15.1,708.0,96.0,426.0,239.0,46.0,12.0,708.0,5.0,3.0,60.0,0.0,0.0,291.0,1323.0,685.0,4.0,2.0,0.0,7.0,3.0,313.0,0.0,Banfield,Brasileiro,Aaron Quirós (Banfield)
Emanuel Olivera,ARG,DF,32.0,15.0,671.0,103.0,400.0,254.0,20.0,7.0,671.0,5.0,3.0,60.0,2.0,40.0,275.0,1322.0,778.0,5.0,1.0,0.0,8.0,2.0,304.0,2.0,Banfield,Brasileiro,Emanuel Olivera (Banfield)
Nicolás Sosa,URU,"MF,FW",26.0,11.9,429.0,23.0,69.0,175.0,193.0,55.0,429.0,25.0,11.0,44.0,13.0,52.0,171.0,750.0,340.0,15.0,5.0,4.0,35.0,12.0,238.0,48.0,Banfield,Brasileiro,Nicolás Sosa (Banfield)
Andrés Chávez,ARG,FW,31.0,11.1,339.0,13.0,21.0,126.0,196.0,58.0,337.0,37.0,18.0,48.6,11.0,29.7,157.0,938.0,420.0,23.0,10.0,7.0,33.0,7.0,231.0,57.0,Banfield,Brasileiro,Andrés Chávez (Banfield)
Sebastián Sosa,URU,FW,28.0,9.8,317.0,8.0,24.0,161.0,132.0,41.0,317.0,8.0,6.0,75.0,2.0,25.0,131.0,514.0,136.0,4.0,3.0,4.0,22.0,15.0,215.0,44.0,Banfield,Brasileiro,Sebastián Sosa (Banfield)
Matías Romero,ARG,"DF,MF",26.0,10.6,491.0,25.0,135.0,228.0,136.0,11.0,491.0,16.0,8.0,50.0,7.0,43.8,190.0,903.0,400.0,13.0,6.0,1.0,13.0,11.0,201.0,38.0,Banfield,Brasileiro,Matías Romero (Banfield)
Ignacio Rodríguez,ARG,MF,20.0,8.0,369.0,6.0,61.0,158.0,155.0,13.0,369.0,33.0,13.0,39.4,18.0,54.5,194.0,1074.0,491.0,17.0,15.0,3.0,22.0,11.0,207.0,49.0,Banfield,Brasileiro,Ignacio Rodríguez (Banfield)
Pedro Souto,ARG,DF,22.0,6.7,369.0,15.0,132.0,177.0,63.0,6.0,369.0,9.0,4.0,44.4,5.0,55.6,149.0,604.0,311.0,5.0,6.0,2.0,8.0,2.0,156.0,10.0,Banfield,Brasileiro,Pedro Souto (Banfield)
Luis Mago,VEN,DF,28.0,5.2,214.0,29.0,100.0,100.0,18.0,4.0,214.0,1.0,0.0,0.0,1.0,100.0,108.0,498.0,290.0,1.0,2.0,0.0,3.0,1.0,92.0,2.0,Banfield,Brasileiro,Luis Mago (Banfield)
Mateo Pérez,ARG,DF,22.0,3.4,104.0,5.0,55.0,45.0,5.0,2.0,104.0,0.0,0.0,0.0,0.0,0.0,43.0,168.0,79.0,2.0,1.0,0.0,2.0,0.0,39.0,0.0,Banfield,Brasileiro,Mateo Pérez (Banfield)
Nicolás Bertolo,ARG,MF,37.0,2.0,76.0,1.0,6.0,39.0,32.0,4.0,76.0,10.0,0.0,0.0,6.0,60.0,46.0,346.0,146.0,3.0,3.0,0.0,9.0,7.0,53.0,10.0,Banfield,Brasileiro,Nicolás Bertolo (Banfield)
Alan Di Pippa,ARG,MF,22.0,2.6,152.0,4.0,33.0,95.0,30.0,1.0,152.0,3.0,1.0,33.3,2.0,66.7,65.0,374.0,209.0,5.0,3.0,0.0,6.0,3.0,68.0,2.0,Banfield,Brasileiro,Alan Di Pippa (Banfield)
Alejandro Piedrahita,COL,"MF,FW",20.0,1.8,94.0,2.0,13.0,41.0,41.0,4.0,94.0,8.0,4.0,50.0,4.0,50.0,54.0,386.0,139.0,7.0,3.0,0.0,12.0,2.0,57.0,15.0,Banfield,Brasileiro,Alejandro Piedrahita (Banfield)
Horacio Tijanovich,ARG,MF,26.0,1.5,60.0,0.0,3.0,22.0,36.0,4.0,60.0,3.0,3.0,100.0,0.0,0.0,38.0,199.0,112.0,1.0,1.0,0.0,3.0,2.0,46.0,20.0,Banfield,Brasileiro,Horacio Tijanovich (Banfield)
Agustín Urzi,ARG,MF,22.0,0.7,26.0,0.0,3.0,9.0,15.0,1.0,26.0,4.0,2.0,50.0,1.0,25.0,23.0,189.0,57.0,3.0,3.0,0.0,6.0,3.0,18.0,6.0,Banfield,Brasileiro,Agustín Urzi (Banfield)
Lautaro Ríos,ARG,"MF,FW",22.0,1.7,108.0,2.0,19.0,63.0,30.0,3.0,108.0,2.0,1.0,50.0,1.0,50.0,41.0,190.0,96.0,0.0,5.0,0.0,4.0,0.0,48.0,4.0,Banfield,Brasileiro,Lautaro Ríos (Banfield)
Geronimo Rivera,ARG,"MF,FW",19.0,1.5,66.0,1.0,13.0,23.0,32.0,7.0,66.0,18.0,10.0,55.6,6.0,33.3,41.0,354.0,207.0,4.0,6.0,2.0,8.0,2.0,39.0,14.0,Banfield,Brasileiro,Geronimo Rivera (Banfield)
Matías González,ARG,MF,20.0,0.6,33.0,0.0,3.0,20.0,11.0,0.0,33.0,3.0,2.0,66.7,0.0,0.0,22.0,125.0,71.0,2.0,1.0,0.0,0.0,4.0,20.0,3.0,Banfield,Brasileiro,Matías González (Banfield)
Tomás Adoryán,ARG,MF,21.0,0.4,27.0,0.0,3.0,16.0,8.0,3.0,27.0,0.0,0.0,0.0,0.0,0.0,12.0,54.0,21.0,1.0,0.0,1.0,2.0,0.0,18.0,2.0,Banfield,Brasileiro,Tomás Adoryán (Banfield)
Iván Tapia,ARG,MF,24.0,26.8,1540.0,19.0,236.0,862.0,459.0,22.0,1537.0,24.0,5.0,20.8,16.0,66.7,741.0,2411.0,1016.0,7.0,17.0,2.0,31.0,22.0,937.0,69.0,Barracas Central,Brasileiro,Iván Tapia (Barracas Central)
Francisco Álvarez,ARG,DF,22.0,25.0,1282.0,163.0,731.0,511.0,55.0,30.0,1282.0,13.0,6.0,46.2,3.0,23.1,584.0,3557.0,2248.0,18.0,12.0,2.0,15.0,4.0,543.0,3.0,Barracas Central,Brasileiro,Francisco Álvarez (Barracas Central)
Andrés Desábato,ARG,GK,32.0,24.0,830.0,681.0,827.0,3.0,0.0,0.0,830.0,2.0,1.0,50.0,0.0,0.0,411.0,2467.0,1560.0,0.0,0.0,0.0,2.0,0.0,226.0,0.0,Barracas Central,Brasileiro,Andrés Desábato (Barracas Central)
Bruno Sepúlveda,ARG,FW,30.0,21.9,768.0,37.0,59.0,313.0,402.0,73.0,767.0,45.0,15.0,33.3,27.0,60.0,437.0,1846.0,588.0,15.0,12.0,8.0,88.0,42.0,569.0,155.0,Barracas Central,Brasileiro,Bruno Sepúlveda (Barracas Central)
Facundo Mater,ARG,"MF,DF",24.0,20.9,1031.0,43.0,257.0,500.0,294.0,34.0,1031.0,87.0,45.0,51.7,35.0,40.2,500.0,2694.0,1347.0,37.0,36.0,7.0,46.0,39.0,554.0,72.0,Barracas Central,Brasileiro,Facundo Mater (Barracas Central)
Mauro Peinipil,ARG,"DF,MF",23.0,19.9,1044.0,57.0,270.0,531.0,257.0,20.0,1044.0,27.0,13.0,48.1,13.0,48.1,445.0,2451.0,1313.0,38.0,30.0,3.0,19.0,6.0,505.0,76.0,Barracas Central,Brasileiro,Mauro Peinipil (Barracas Central)
Juan Ignacio Díaz,ARG,DF,24.0,19.4,1164.0,88.0,499.0,548.0,131.0,11.0,1164.0,25.0,14.0,56.0,9.0,36.0,494.0,2340.0,1406.0,16.0,11.0,2.0,14.0,17.0,503.0,19.0,Barracas Central,Brasileiro,Juan Ignacio Díaz (Barracas Central)
Carlos Arce,ARG,MF,32.0,16.5,881.0,63.0,232.0,569.0,88.0,12.0,881.0,9.0,3.0,33.3,6.0,66.7,346.0,1145.0,562.0,2.0,5.0,0.0,10.0,10.0,396.0,8.0,Barracas Central,Brasileiro,Carlos Arce (Barracas Central)
Brian Calderara,ARG,"DF,MF",24.0,15.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Barracas Central,Brasileiro,Brian Calderara (Barracas Central)
Nicolás Capraro,ARG,DF,24.0,16.8,884.0,75.0,442.0,409.0,40.0,9.0,884.0,21.0,12.0,57.1,7.0,33.3,378.0,1742.0,1030.0,10.0,4.0,0.0,22.0,5.0,388.0,6.0,Barracas Central,Brasileiro,Nicolás Capraro (Barracas Central)
Rodrigo Insúa,ARG,DF,25.0,15.6,877.0,53.0,221.0,408.0,262.0,18.0,877.0,53.0,24.0,45.3,21.0,39.6,397.0,2288.0,1229.0,39.0,29.0,7.0,26.0,10.0,404.0,60.0,Barracas Central,Brasileiro,Rodrigo Insúa (Barracas Central)
