Player,Nation,Pos,Age,90s,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Matches
Lucas Silva,br BRA,MF,29.0,2.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Nathan Fernandes,br BRA,"FW,MF",17.0,4.2,1,12,5,41.7,2.86,1.19,0.08,0.2,18.0,0,0,0,1.0,1.0,0.08,0.0,0.0,Matches
Adriel,br BRA,GK,22.0,2.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Andre Martins,br BRA,"FW,MF",21.0,4.1,3,14,4,28.6,3.42,0.98,0.21,0.75,12.3,0,0,0,1.3,1.3,0.09,1.7,1.7,Matches
Zinho,br BRA,"FW,MF",19.0,2.7,0,5,1,20.0,1.84,0.37,0.0,0.0,21.9,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
Josué,br BRA,MF,17.0,1.3,0,1,0,0.0,0.77,0.0,0.0,,31.4,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches
Brenno,br BRA,GK,23.0,1.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Wesley,br BRA,DF,19.0,1.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Juan Iturbe,py PAR,"FW,MF",29.0,0.8,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Luan Vieira,br BRA,"FW,MF",29.0,0.6,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Darlan Mendes,br BRA,MF,24.0,0.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Gustavinho,br BRA,"FW,MF",21.0,0.4,0,1,0,0.0,2.73,0.0,0.0,,3.3,0,0,0,0.4,0.4,0.38,-0.4,-0.4,Matches
Freddy Noguera,py PAR,FW,19.0,0.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Nata,br BRA,"FW,DF",21.0,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Lian,br BRA,MF,17.0,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
João Vitor,br BRA,MF,17.0,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Squad Total,,,27.9,38.0,61,500,186,37.2,13.16,4.89,0.11,0.3,18.1,18,5,7,50.0,44.6,0.09,11.0,11.4,
Opponent Total,,,27.6,38.0,55,609,181,29.7,16.03,4.76,0.08,0.28,19.1,19,5,5,55.3,51.4,0.09,-0.3,-1.4,
