Player,Nation,Pos,Age,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG,Matches
Alan Rodríguez,uy URU,MF,23.0,19,12,1164.0,12.9,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.7,2.7,0.8,3.5,19.0,44.0,53.0,0.08,0.0,0.08,0.08,0.08,0.21,0.06,0.27,0.21,0.27,Matches
Marco Di Cesare,ar ARG,DF,22.0,13,12,1091.0,12.1,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.3,0.3,0.5,0.8,2.0,36.0,3.0,0.0,0.08,0.08,0.0,0.08,0.02,0.04,0.06,0.02,0.06,Matches
Thiago Nuss,ar ARG,"FW,MF",21.0,19,12,910.0,10.1,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,3.2,3.2,0.6,3.8,31.0,25.0,95.0,0.0,0.0,0.0,0.0,0.0,0.32,0.06,0.37,0.32,0.37,Matches
Luciano Sánchez,ar ARG,"DF,FW",29.0,16,9,853.0,9.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,1.0,1.2,7.0,50.0,36.0,0.0,0.0,0.0,0.0,0.0,0.02,0.11,0.13,0.02,0.13,Matches
Rodrigo Cabral,ar ARG,"DF,MF",22.0,20,8,783.0,8.7,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.8,0.8,1.6,2.4,40.0,23.0,104.0,0.11,0.11,0.23,0.11,0.23,0.09,0.19,0.28,0.09,0.28,Matches
Fabricio Domínguez,uy URU,"MF,DF",24.0,19,8,771.0,8.6,0.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0,0.3,0.3,1.7,2.0,22.0,50.0,63.0,0.0,0.23,0.23,0.0,0.23,0.04,0.2,0.23,0.04,0.23,Matches
Leonardo Heredia,ar ARG,"FW,MF",27.0,18,7,658.0,7.3,4.0,1.0,5.0,4.0,0.0,0.0,2.0,1.0,3.5,3.5,0.8,4.3,13.0,23.0,55.0,0.55,0.14,0.68,0.55,0.68,0.48,0.11,0.59,0.48,0.59,Matches
Matías Vera,ar ARG,MF,27.0,9,7,519.0,5.8,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,36.0,2.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,Matches
Leonel González,ar ARG,DF,28.0,7,5,384.0,4.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3,0.3,0.1,0.3,11.0,23.0,10.0,0.0,0.0,0.0,0.0,0.0,0.06,0.02,0.08,0.06,0.08,Matches
Mariano Bíttolo,ar ARG,"DF,MF",32.0,5,5,350.0,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.3,0.4,8.0,12.0,14.0,0.0,0.0,0.0,0.0,0.0,0.02,0.08,0.1,0.02,0.1,Matches
Pablo Minissale,ar ARG,DF,22.0,5,4,369.0,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,5.0,30.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.05,Matches
José Herrera,ar ARG,"DF,FW",17.0,13,2,313.0,3.5,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.2,1.1,1.3,7.0,13.0,34.0,0.0,0.0,0.0,0.0,0.0,0.29,0.31,0.6,0.06,0.37,Matches
Facundo Ferreyra,ar ARG,"FW,MF",31.0,7,1,193.0,2.1,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,1.1,1.1,0.3,1.4,1.0,2.0,21.0,0.0,0.47,0.47,0.0,0.47,0.51,0.14,0.64,0.51,0.64,Matches
Román Riquelme,ar ARG,DF,20.0,1,0,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Juan Cardozo,py PAR,MF,18.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Lautaro Ovando,ar ARG,FW,19.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Jonathan Raccio,ar ARG,MF,17.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Squad Total,,,26.5,27,297,2430.0,27.0,30.0,18.0,48.0,25.0,5.0,6.0,64.0,6.0,39.3,34.8,26.1,60.9,455.0,1338.0,1326.0,1.11,0.67,1.78,0.93,1.59,1.46,0.97,2.42,1.29,2.26,
Opponent Total,,,27.0,27,297,2430.0,27.0,22.0,11.0,33.0,17.0,5.0,6.0,70.0,4.0,25.9,21.4,17.8,39.1,228.0,666.0,658.0,0.81,0.41,1.22,0.63,1.04,0.96,0.66,1.62,0.79,1.45,
