Player,Nation,Pos,Age,90s,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err,Matches
Murillo,br BRA,DF,20.0,12.9,16.0,9,7.0,9.0,0.0,4.0,11.0,36.4,7.0,31.0,22.0,9.0,16,32.0,65.0,1.0,Matches
Ruan Oliveira Ferreira,br BRA,"MF,FW",22.0,9.8,23.0,13,12.0,10.0,1.0,13.0,36.0,36.1,23.0,13.0,1.0,12.0,8,31.0,13.0,1.0,Matches
Adson,br BRA,"FW,MF",22.0,9.5,33.0,26,22.0,8.0,3.0,12.0,21.0,57.1,9.0,16.0,2.0,14.0,8,41.0,1.0,0.0,Matches
Wesley Ribeiro,br BRA,"FW,MF",17.0,9.6,15.0,11,8.0,5.0,2.0,9.0,22.0,40.9,13.0,8.0,0.0,8.0,6,21.0,4.0,0.0,Matches
Budiga Roni,br BRA,MF,23.0,7.5,23.0,13,12.0,11.0,0.0,10.0,26.0,38.5,16.0,15.0,6.0,9.0,6,29.0,12.0,0.0,Matches
Matías Rojas,py PAR,"MF,FW",27.0,7.0,7.0,4,1.0,5.0,1.0,3.0,10.0,30.0,7.0,7.0,1.0,6.0,1,8.0,4.0,0.0,Matches
Pedrinho Santos,br BRA,"FW,MF",16.0,6.9,9.0,4,7.0,2.0,0.0,6.0,14.0,42.9,8.0,6.0,2.0,4.0,5,14.0,3.0,0.0,Matches
Guilherme Biro,br BRA,"FW,MF",18.0,6.4,8.0,4,5.0,2.0,1.0,3.0,14.0,21.4,11.0,12.0,0.0,12.0,3,11.0,2.0,0.0,Matches
Matheus Araújo,br BRA,"MF,FW",20.0,6.5,12.0,7,3.0,4.0,5.0,4.0,18.0,22.2,14.0,12.0,3.0,9.0,9,21.0,6.0,0.0,Matches
Felipe Augusto,br BRA,"FW,MF",18.0,3.6,5.0,2,3.0,2.0,0.0,2.0,10.0,20.0,8.0,10.0,2.0,8.0,1,6.0,2.0,0.0,Matches
Víctor Cantillo,co COL,MF,29.0,3.0,7.0,6,4.0,3.0,0.0,3.0,10.0,30.0,7.0,7.0,2.0,5.0,6,13.0,11.0,0.0,Matches
Du Queiroz,br BRA,"MF,DF",23.0,2.0,2.0,1,1.0,1.0,0.0,1.0,5.0,20.0,4.0,0.0,0.0,0.0,3,5.0,4.0,0.0,Matches
Léo Mana,br BRA,DF,18.0,1.5,2.0,2,1.0,0.0,1.0,1.0,2.0,50.0,1.0,4.0,1.0,3.0,2,4.0,2.0,0.0,Matches
Chrystian Barletta,br BRA,MF,21.0,1.4,,3,,,,,,,,,,,1,,,,Matches
Gustavo Mosquito,br BRA,"FW,MF",25.0,3.4,7.0,5,2.0,3.0,2.0,3.0,7.0,42.9,4.0,2.0,1.0,1.0,1,8.0,10.0,0.0,Matches
Paulinho,br BRA,"MF,FW",34.0,1.6,4.0,3,2.0,2.0,0.0,3.0,5.0,60.0,2.0,4.0,1.0,3.0,1,5.0,4.0,0.0,Matches
Giovane,br BRA,FW,19.0,1.5,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,3.0,0.0,3.0,0,0.0,2.0,0.0,Matches
Carlos Miguel,br BRA,GK,24.0,1.2,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Matches
Fabián Balbuena,py PAR,DF,31.0,1.0,1.0,0,1.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,3,4.0,5.0,1.0,Matches
Júnior Moraes,ua UKR,DF,35.0,0.0,1.0,1,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,Matches
Squad Total,,,27.4,38.0,597.0,362,315.0,218.0,64.0,294.0,675.0,43.6,381.0,500.0,177.0,323.0,324,921.0,844.0,5.0,
Opponent Total,,,27.7,38.0,552.0,352,254.0,219.0,79.0,313.0,632.0,49.5,319.0,371.0,108.0,263.0,349,901.0,691.0,17.0,
