Player,Nation,Pos,Age,90s,Att,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks,Team,Championship,Player_Team
Weverson,BRA,"DF,MF",23,6.9,342.0,273.0,68.0,4.0,0.0,1.0,32,63.0,1.0,1.0,0.0,0.0,257.0,1.0,14.0,Arouca,Brasileiro,Weverson (Arouca)
Rafael Fernandes,POR,DF,21,7.4,382.0,373.0,9.0,8.0,0.0,1.0,1,0.0,0.0,0.0,0.0,0.0,347.0,0.0,2.0,Arouca,Brasileiro,Rafael Fernandes (Arouca)
Alfonso Trezza,URU,"FW,MF",24,6.8,194.0,178.0,14.0,1.0,1.0,0.0,18,11.0,0.0,0.0,0.0,0.0,127.0,2.0,8.0,Arouca,Brasileiro,Alfonso Trezza (Arouca)
Bogdan Milovanov,UKR,"DF,MF",25,6.3,333.0,261.0,70.0,2.0,0.0,2.0,24,68.0,0.0,0.0,0.0,0.0,230.0,2.0,9.0,Arouca,Brasileiro,Bogdan Milovanov (Arouca)
Pedro Santos,POR,MF,23,2.6,229.0,215.0,14.0,9.0,0.0,4.0,14,1.0,4.0,2.0,2.0,0.0,202.0,0.0,1.0,Arouca,Brasileiro,Pedro Santos (Arouca)
Oriol Busquets,ESP,MF,24,2.5,127.0,123.0,3.0,3.0,0.0,1.0,1,0.0,0.0,0.0,0.0,0.0,114.0,1.0,0.0,Arouca,Brasileiro,Oriol Busquets (Arouca)
Quaresma,BRA,DF,27,2.1,97.0,75.0,22.0,3.0,0.0,2.0,9,19.0,0.0,0.0,0.0,0.0,71.0,0.0,3.0,Arouca,Brasileiro,Quaresma (Arouca)
Matí­as Rocha,URU,DF,22,0.6,35.0,35.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,Arouca,Brasileiro,Matí­as Rocha (Arouca)
Jerome Opoku,GHA,DF,25,1.5,48.0,41.0,7.0,5.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,3.0,Arouca,Brasileiro,Jerome Opoku (Arouca)
Vitinho,BRA,"FW,MF",23,0.9,42.0,41.0,1.0,1.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,1.0,Arouca,Brasileiro,Vitinho (Arouca)
Miguel Puche García,ESP,"FW,MF",22,2.1,65.0,60.0,5.0,0.0,1.0,1.0,5,3.0,0.0,0.0,0.0,0.0,50.0,0.0,3.0,Arouca,Brasileiro,Miguel Puche García (Arouca)
André Bukia,COD,"MF,FW",28,1.3,71.0,66.0,5.0,0.0,0.0,0.0,18,4.0,1.0,1.0,0.0,0.0,48.0,0.0,6.0,Arouca,Brasileiro,André Bukia (Arouca)
Moses Yaw,GHA,"DF,MF",24,0.7,39.0,24.0,14.0,1.0,0.0,0.0,1,13.0,0.0,0.0,0.0,0.0,32.0,1.0,0.0,Arouca,Brasileiro,Moses Yaw (Arouca)
Benji Michel,USA,"FW,MF",26,0.3,13.0,13.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,Arouca,Brasileiro,Benji Michel (Arouca)
Yusuf Lawal,NGA,"FW,MF",25,0.3,13.0,13.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,10.0,0.0,1.0,Arouca,Brasileiro,Yusuf Lawal (Arouca)
Fredrik Aursnes,NOR,"DF,MF",28,14.8,1023.0,906.0,115.0,6.0,2.0,6.0,30,108.0,1.0,0.0,0.0,0.0,827.0,2.0,27.0,Benfica,Brasileiro,Fredrik Aursnes (Benfica)
Rafa Silva,POR,MF,30,14.7,590.0,571.0,17.0,1.0,7.0,3.0,9,3.0,0.0,0.0,0.0,0.0,482.0,2.0,27.0,Benfica,Brasileiro,Rafa Silva (Benfica)
António Silva,POR,DF,20,14.0,832.0,798.0,32.0,27.0,1.0,6.0,0,4.0,0.0,0.0,0.0,0.0,771.0,2.0,1.0,Benfica,Brasileiro,António Silva (Benfica)
Nicolás Otamendi,ARG,DF,35,13.9,890.0,847.0,38.0,28.0,0.0,7.0,0,7.0,0.0,0.0,0.0,0.0,796.0,5.0,6.0,Benfica,Brasileiro,Nicolás Otamendi (Benfica)
João Mário,POR,"FW,MF",30,11.9,699.0,669.0,28.0,12.0,5.0,2.0,26,12.0,4.0,1.0,0.0,0.0,582.0,2.0,9.0,Benfica,Brasileiro,João Mário (Benfica)
João Neves,POR,MF,19,11.5,938.0,861.0,75.0,28.0,1.0,7.0,32,28.0,19.0,11.0,1.0,0.0,820.0,2.0,7.0,Benfica,Brasileiro,João Neves (Benfica)
Anatolii Trubin,UKR,GK,22,11.0,301.0,198.0,102.0,20.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,245.0,1.0,1.0,Benfica,Brasileiro,Anatolii Trubin (Benfica)
Ángel Di María,ARG,FW,35,10.4,606.0,526.0,73.0,24.0,10.0,11.0,96,8.0,41.0,29.0,0.0,0.0,431.0,7.0,23.0,Benfica,Brasileiro,Ángel Di María (Benfica)
Orkun Kökçü,TUR,MF,23,9.3,718.0,670.0,45.0,23.0,6.0,7.0,27,3.0,19.0,12.0,0.0,0.0,600.0,3.0,13.0,Benfica,Brasileiro,Orkun Kökçü (Benfica)
Morato,BRA,DF,22,7.5,390.0,350.0,39.0,10.0,1.0,2.0,10,28.0,0.0,0.0,0.0,0.0,316.0,1.0,10.0,Benfica,Brasileiro,Morato (Benfica)
Florentino Luís,POR,MF,24,6.6,545.0,529.0,16.0,16.0,0.0,2.0,0,0.0,0.0,0.0,0.0,0.0,481.0,0.0,13.0,Benfica,Brasileiro,Florentino Luís (Benfica)
Alexander Bah,DEN,DF,26,6.2,433.0,363.0,68.0,2.0,0.0,1.0,15,66.0,0.0,0.0,0.0,0.0,336.0,2.0,11.0,Benfica,Brasileiro,Alexander Bah (Benfica)
Petar Musa,CRO,FW,25,5.5,110.0,103.0,6.0,0.0,1.0,1.0,2,1.0,0.0,0.0,0.0,0.0,80.0,1.0,0.0,Benfica,Brasileiro,Petar Musa (Benfica)
Arthur,BRA,FW,25,5.1,85.0,80.0,3.0,0.0,0.0,0.0,1,1.0,0.0,0.0,0.0,0.0,66.0,2.0,1.0,Benfica,Brasileiro,Arthur (Benfica)
David Neres,BRA,FW,26,4.6,283.0,259.0,23.0,5.0,1.0,0.0,31,5.0,10.0,5.0,1.0,0.0,217.0,1.0,8.0,Benfica,Brasileiro,David Neres (Benfica)
Casper Tengstedt,DEN,FW,23,4.1,77.0,73.0,4.0,0.0,0.0,0.0,6,2.0,0.0,0.0,0.0,0.0,53.0,0.0,5.0,Benfica,Brasileiro,Casper Tengstedt (Benfica)
Samuel Soares,POR,GK,21,3.0,81.0,57.0,24.0,4.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,69.0,0.0,0.0,Benfica,Brasileiro,Samuel Soares (Benfica)
David Jurásek,CZE,DF,23,2.9,188.0,152.0,35.0,1.0,0.0,0.0,10,34.0,0.0,0.0,0.0,0.0,149.0,1.0,3.0,Benfica,Brasileiro,David Jurásek (Benfica)
Chiquinho,POR,MF,28,2.1,196.0,176.0,20.0,7.0,2.0,1.0,7,3.0,10.0,5.0,0.0,0.0,162.0,0.0,3.0,Benfica,Brasileiro,Chiquinho (Benfica)
Gonçalo Guedes,POR,"FW,MF",27,1.3,77.0,71.0,6.0,1.0,0.0,1.0,5,4.0,1.0,0.0,0.0,0.0,57.0,0.0,2.0,Benfica,Brasileiro,Gonçalo Guedes (Benfica)
Tomás Araújo,POR,"DF,MF",21,1.0,66.0,65.0,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,59.0,0.0,0.0,Benfica,Brasileiro,Tomás Araújo (Benfica)
Odisseas Vlachodimos,GRE,GK,29,1.0,20.0,13.0,7.0,2.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,Benfica,Brasileiro,Odisseas Vlachodimos (Benfica)
Juan Bernat,ESP,DF,30,0.9,44.0,40.0,4.0,1.0,0.0,0.0,0,3.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,Benfica,Brasileiro,Juan Bernat (Benfica)
Tiago Gouveia,POR,FW,22,0.8,27.0,26.0,0.0,0.0,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,24.0,1.0,0.0,Benfica,Brasileiro,Tiago Gouveia (Benfica)
João Victor,BRA,DF,25,0.3,28.0,22.0,6.0,0.0,0.0,0.0,0,6.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,Benfica,Brasileiro,João Victor (Benfica)
Gustavo Marques,BRA,DF,22,0.0,3.0,2.0,1.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,Benfica,Brasileiro,Gustavo Marques (Benfica)
Mihailo Ristić,SRB,DF,28,0.0,13.0,10.0,3.0,1.0,0.0,1.0,4,2.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,Benfica,Brasileiro,Mihailo Ristić (Benfica)
João Gonçalves,POR,GK,23,14.0,366.0,209.0,156.0,32.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,251.0,1.0,1.0,Boavista,Brasileiro,João Gonçalves (Boavista)
Róbert Boženík,SVK,FW,24,13.4,183.0,160.0,21.0,0.0,1.0,1.0,8,0.0,0.0,0.0,0.0,0.0,131.0,2.0,8.0,Boavista,Brasileiro,Róbert Boženík (Boavista)
Salvador Agra,POR,"DF,FW",32,12.5,610.0,482.0,128.0,22.0,1.0,2.0,93,72.0,34.0,16.0,12.0,3.0,470.0,0.0,10.0,Boavista,Brasileiro,Salvador Agra (Boavista)
Gaius Makouta,CGO,MF,26,12.4,527.0,507.0,19.0,7.0,1.0,2.0,14,10.0,2.0,0.0,0.0,0.0,424.0,1.0,9.0,Boavista,Brasileiro,Gaius Makouta (Boavista)
Chidozie Awaziem,NGA,DF,26,13.0,779.0,749.0,29.0,27.0,0.0,16.0,1,2.0,0.0,0.0,0.0,0.0,656.0,1.0,1.0,Boavista,Brasileiro,Chidozie Awaziem (Boavista)
Sebastián Pérez Cardona,COL,MF,30,11.3,769.0,714.0,50.0,36.0,5.0,6.0,5,4.0,0.0,0.0,0.0,0.0,657.0,5.0,4.0,Boavista,Brasileiro,Sebastián Pérez Cardona (Boavista)
Bruno Onyemaechi,NGA,DF,24,11.5,648.0,498.0,148.0,9.0,1.0,7.0,52,134.0,5.0,1.0,4.0,0.0,452.0,2.0,23.0,Boavista,Brasileiro,Bruno Onyemaechi (Boavista)
Tiago Fonseca Morais,POR,FW,20,10.5,293.0,272.0,17.0,5.0,2.0,6.0,22,6.0,6.0,5.0,0.0,0.0,196.0,4.0,11.0,Boavista,Brasileiro,Tiago Fonseca Morais (Boavista)
Rodrigo Abascal,URU,DF,29,10.7,666.0,624.0,40.0,33.0,0.0,9.0,8,7.0,0.0,0.0,0.0,0.0,555.0,2.0,1.0,Boavista,Brasileiro,Rodrigo Abascal (Boavista)
Miguel Reisinho,POR,MF,24,9.8,388.0,366.0,18.0,9.0,0.0,8.0,3,2.0,2.0,2.0,0.0,0.0,320.0,4.0,3.0,Boavista,Brasileiro,Miguel Reisinho (Boavista)
Pedro Malheiro,POR,DF,22,6.4,365.0,307.0,56.0,15.0,0.0,5.0,17,41.0,0.0,0.0,0.0,0.0,294.0,2.0,6.0,Boavista,Brasileiro,Pedro Malheiro (Boavista)
Filipe Ferreira,POR,DF,33,6.3,400.0,355.0,45.0,19.0,0.0,2.0,10,22.0,4.0,4.0,0.0,0.0,323.0,0.0,3.0,Boavista,Brasileiro,Filipe Ferreira (Boavista)
Bruno Lourenço,POR,"FW,MF",25,5.9,155.0,136.0,16.0,5.0,3.0,2.0,15,0.0,10.0,4.0,3.0,0.0,104.0,3.0,5.0,Boavista,Brasileiro,Bruno Lourenço (Boavista)
Masaki Watai,JPN,"FW,MF",24,2.7,88.0,88.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,0.0,75.0,0.0,3.0,Boavista,Brasileiro,Masaki Watai (Boavista)
Ilija Vukotić,MNE,MF,24,3.6,152.0,146.0,6.0,5.0,0.0,0.0,6,1.0,0.0,0.0,0.0,0.0,131.0,0.0,1.0,Boavista,Brasileiro,Ilija Vukotić (Boavista)
Martim Tavares,POR,"FW,MF",20,1.5,35.0,33.0,2.0,0.0,0.0,2.0,2,0.0,0.0,0.0,0.0,0.0,28.0,0.0,1.0,Boavista,Brasileiro,Martim Tavares (Boavista)
Ibrahima Camará,GUI,MF,24,1.3,62.0,60.0,2.0,0.0,1.0,2.0,4,2.0,0.0,0.0,0.0,0.0,47.0,0.0,1.0,Boavista,Brasileiro,Ibrahima Camará (Boavista)
Berna,POR,"FW,DF",20,2.4,130.0,117.0,12.0,2.0,0.0,0.0,9,10.0,0.0,0.0,0.0,0.0,97.0,1.0,4.0,Boavista,Brasileiro,Berna (Boavista)
Luís Santos,POR,"DF,FW",23,2.1,101.0,93.0,8.0,0.0,0.0,0.0,12,7.0,1.0,0.0,0.0,0.0,77.0,0.0,1.0,Boavista,Brasileiro,Luís Santos (Boavista)
Jeriel Córdova,VEN,"FW,MF",21,1.3,31.0,28.0,3.0,1.0,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,23.0,0.0,1.0,Boavista,Brasileiro,Jeriel Córdova (Boavista)
Joel silva,POR,"MF,FW",20,0.5,29.0,27.0,2.0,2.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,2.0,Boavista,Brasileiro,Joel silva (Boavista)
Vincent Sasso,FRA,MF,32,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,Boavista,Brasileiro,Vincent Sasso (Boavista)
Matheus,BRA,GK,31,14.0,507.0,370.0,137.0,35.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,381.0,0.0,0.0,Braga,Brasileiro,Matheus (Braga)
Ricardo Horta,POR,"FW,MF",29,11.6,538.0,509.0,25.0,4.0,2.0,3.0,30,13.0,4.0,0.0,2.0,0.0,433.0,4.0,12.0,Braga,Brasileiro,Ricardo Horta (Braga)
Simon Banza,COD,FW,27,10.9,172.0,160.0,12.0,0.0,0.0,1.0,3,4.0,0.0,0.0,0.0,0.0,121.0,0.0,4.0,Braga,Brasileiro,Simon Banza (Braga)
Cristian Borja,COL,DF,30,10.3,721.0,585.0,135.0,14.0,0.0,1.0,41,106.0,15.0,1.0,3.0,0.0,597.0,1.0,16.0,Braga,Brasileiro,Cristian Borja (Braga)
Álvaro djaló,ESP,"FW,MF",24,10.2,263.0,253.0,6.0,1.0,1.0,0.0,33,5.0,0.0,0.0,0.0,0.0,176.0,4.0,17.0,Braga,Brasileiro,Álvaro djaló (Braga)
Victor Gomez,ESP,DF,23,8.9,514.0,435.0,78.0,7.0,0.0,3.0,33,71.0,0.0,0.0,0.0,0.0,428.0,1.0,8.0,Braga,Brasileiro,Victor Gomez (Braga)
José Fonte,POR,DF,40,9.9,615.0,594.0,21.0,19.0,0.0,2.0,1,2.0,0.0,0.0,0.0,0.0,522.0,0.0,4.0,Braga,Brasileiro,José Fonte (Braga)
Bruma,POR,FW,29,8.6,398.0,379.0,17.0,1.0,2.0,1.0,8,16.0,0.0,0.0,0.0,0.0,312.0,2.0,15.0,Braga,Brasileiro,Bruma (Braga)
Almoatasem Al Musrati,LBY,MF,27,7.7,530.0,511.0,18.0,17.0,4.0,5.0,4,0.0,0.0,0.0,0.0,0.0,450.0,1.0,6.0,Braga,Brasileiro,Almoatasem Al Musrati (Braga)
Serdar Saatçı,TUR,DF,20,7.6,496.0,469.0,27.0,14.0,0.0,3.0,0,13.0,0.0,0.0,0.0,0.0,438.0,0.0,2.0,Braga,Brasileiro,Serdar Saatçı (Braga)
Rodrigo Zalazar,URU,MF,24,6.8,462.0,402.0,59.0,23.0,3.0,6.0,46,4.0,29.0,9.0,15.0,0.0,379.0,1.0,7.0,Braga,Brasileiro,Rodrigo Zalazar (Braga)
Sikou Niakaté,MLI,DF,24,6.0,341.0,329.0,11.0,10.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,273.0,1.0,3.0,Braga,Brasileiro,Sikou Niakaté (Braga)
Vitor Carvalho,BRA,MF,26,5.6,326.0,316.0,9.0,4.0,1.0,0.0,1,5.0,0.0,0.0,0.0,0.0,276.0,1.0,4.0,Braga,Brasileiro,Vitor Carvalho (Braga)
Pizzi,POR,"MF,FW",34,5.3,324.0,295.0,29.0,7.0,1.0,0.0,23,0.0,13.0,6.0,6.0,0.0,279.0,0.0,7.0,Braga,Brasileiro,Pizzi (Braga)
Paulo Oliveira,POR,DF,31,5.0,351.0,335.0,14.0,6.0,0.0,0.0,2,5.0,0.0,0.0,0.0,0.0,293.0,2.0,1.0,Braga,Brasileiro,Paulo Oliveira (Braga)
Abel Ruiz,ESP,"FW,MF",23,6.1,144.0,137.0,7.0,0.0,0.0,0.0,4,2.0,0.0,0.0,0.0,0.0,119.0,0.0,2.0,Braga,Brasileiro,Abel Ruiz (Braga)
André Horta,POR,MF,27,5.0,460.0,426.0,33.0,11.0,1.0,6.0,25,5.0,16.0,5.0,6.0,0.0,392.0,1.0,2.0,Braga,Brasileiro,André Horta (Braga)
João Moutinho,POR,MF,37,4.7,421.0,398.0,22.0,14.0,3.0,0.0,15,0.0,7.0,4.0,3.0,0.0,357.0,1.0,7.0,Braga,Brasileiro,João Moutinho (Braga)
Adrián Marín,ESP,DF,26,3.4,209.0,180.0,29.0,0.0,0.0,2.0,9,29.0,0.0,0.0,0.0,0.0,159.0,0.0,8.0,Braga,Brasileiro,Adrián Marín (Braga)
Joe Mendes,SWE,DF,20,3.1,155.0,130.0,25.0,1.0,0.0,1.0,6,24.0,0.0,0.0,0.0,0.0,114.0,0.0,2.0,Braga,Brasileiro,Joe Mendes (Braga)
Rony Lopes,POR,"FW,DF",28,1.8,93.0,83.0,9.0,0.0,0.0,0.0,8,2.0,4.0,3.0,0.0,0.0,65.0,1.0,2.0,Braga,Brasileiro,Rony Lopes (Braga)
Roger Fernandes,GNB,"DF,FW",18,0.6,53.0,47.0,6.0,0.0,0.0,0.0,8,6.0,0.0,0.0,0.0,0.0,42.0,0.0,1.0,Braga,Brasileiro,Roger Fernandes (Braga)
André Castro,POR,MF,35,0.4,34.0,32.0,2.0,2.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,1.0,Braga,Brasileiro,André Castro (Braga)
Ricardo Batista,POR,GK,37,14.0,466.0,302.0,164.0,47.0,0.0,2.0,0,0.0,0.0,0.0,0.0,0.0,318.0,0.0,0.0,Casa Pia,Brasileiro,Ricardo Batista (Casa Pia)
Nermin Zolotić,BIH,DF,30,13.8,725.0,689.0,33.0,31.0,1.0,5.0,3,2.0,0.0,0.0,0.0,0.0,628.0,3.0,4.0,Casa Pia,Brasileiro,Nermin Zolotić (Casa Pia)
Leonardo Lelo,POR,"MF,DF",23,13.7,657.0,468.0,187.0,15.0,3.0,4.0,60,138.0,34.0,21.0,12.0,0.0,475.0,2.0,21.0,Casa Pia,Brasileiro,Leonardo Lelo (Casa Pia)
Fernando Varela,CPV,DF,36,12.9,486.0,458.0,27.0,26.0,2.0,9.0,0,0.0,0.0,0.0,0.0,0.0,393.0,1.0,2.0,Casa Pia,Brasileiro,Fernando Varela (Casa Pia)
Yuki Soma,JPN,"FW,MF",26,10.2,222.0,189.0,32.0,9.0,4.0,3.0,35,7.0,16.0,11.0,2.0,0.0,136.0,1.0,12.0,Casa Pia,Brasileiro,Yuki Soma (Casa Pia)
Larra,ESP,"MF,DF",26,9.7,442.0,325.0,116.0,4.0,0.0,1.0,22,104.0,8.0,4.0,3.0,0.0,333.0,1.0,10.0,Casa Pia,Brasileiro,Larra (Casa Pia)
Clayton,BRA,FW,24,9.7,176.0,155.0,20.0,0.0,2.0,0.0,6,0.0,0.0,0.0,0.0,0.0,118.0,1.0,8.0,Casa Pia,Brasileiro,Clayton (Casa Pia)
Vasco Fernandes,POR,DF,37,10.0,441.0,413.0,25.0,25.0,1.0,1.0,2,0.0,0.0,0.0,0.0,0.0,359.0,3.0,3.0,Casa Pia,Brasileiro,Vasco Fernandes (Casa Pia)
Neto,BRA,MF,32,8.9,382.0,363.0,17.0,12.0,1.0,2.0,6,1.0,4.0,2.0,2.0,0.0,301.0,2.0,7.0,Casa Pia,Brasileiro,Neto (Casa Pia)
Pablo Roberto,BRA,MF,24,8.9,312.0,301.0,9.0,8.0,6.0,4.0,5,1.0,0.0,0.0,0.0,0.0,234.0,2.0,9.0,Casa Pia,Brasileiro,Pablo Roberto (Casa Pia)
Beni,ANG,MF,21,7.2,298.0,288.0,7.0,4.0,2.0,2.0,5,1.0,0.0,0.0,0.0,0.0,267.0,3.0,2.0,Casa Pia,Brasileiro,Beni (Casa Pia)
Felippe Cardoso,BRA,FW,25,5.7,78.0,67.0,9.0,0.0,0.0,1.0,3,0.0,0.0,0.0,0.0,0.0,56.0,2.0,4.0,Casa Pia,Brasileiro,Felippe Cardoso (Casa Pia)
João Nunes,POR,DF,28,4.1,194.0,180.0,14.0,10.0,0.0,1.0,1,4.0,0.0,0.0,0.0,0.0,159.0,0.0,1.0,Casa Pia,Brasileiro,João Nunes (Casa Pia)
Saviour Godwin,NGA,"FW,MF",27,3.8,80.0,80.0,0.0,0.0,0.0,0.0,15,0.0,0.0,0.0,0.0,0.0,44.0,0.0,7.0,Casa Pia,Brasileiro,Saviour Godwin (Casa Pia)
Samuel Justo,POR,MF,19,3.8,180.0,174.0,5.0,4.0,1.0,1.0,3,0.0,1.0,0.0,1.0,0.0,139.0,1.0,3.0,Casa Pia,Brasileiro,Samuel Justo (Casa Pia)
Tiago Dias,POR,"MF,FW",25,3.8,141.0,116.0,25.0,7.0,0.0,0.0,42,10.0,8.0,3.0,4.0,0.0,96.0,0.0,5.0,Casa Pia,Brasileiro,Tiago Dias (Casa Pia)
Fernando,BRA,FW,30,4.1,91.0,83.0,8.0,0.0,1.0,0.0,8,7.0,1.0,0.0,0.0,0.0,63.0,0.0,8.0,Casa Pia,Brasileiro,Fernando (Casa Pia)
Jajá,BRA,FW,22,3.9,84.0,79.0,4.0,2.0,0.0,1.0,5,2.0,0.0,0.0,0.0,0.0,48.0,1.0,6.0,Casa Pia,Brasileiro,Jajá (Casa Pia)
André Geraldes,POR,"MF,DF",32,4.0,186.0,136.0,50.0,4.0,0.0,0.0,5,46.0,0.0,0.0,0.0,0.0,133.0,0.0,3.0,Casa Pia,Brasileiro,André Geraldes (Casa Pia)
Artur Serobyan,ARM,MF,20,0.7,14.0,14.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,Casa Pia,Brasileiro,Artur Serobyan (Casa Pia)
Telasco Segovia,VEN,MF,20,0.3,13.0,13.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,Casa Pia,Brasileiro,Telasco Segovia (Casa Pia)
Rafael Martins,BRA,MF,34,0.3,12.0,12.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,1.0,Casa Pia,Brasileiro,Rafael Martins (Casa Pia)
Duplexe Tchamba,CMR,"DF,FW",25,0.1,2.0,2.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,Casa Pia,Brasileiro,Duplexe Tchamba (Casa Pia)
Diogo Pinto,POR,MF,24,0.1,5.0,4.0,1.0,1.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,Casa Pia,Brasileiro,Diogo Pinto (Casa Pia)
Héctor,ESP,FW,28,14.3,283.0,247.0,36.0,1.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,217.0,0.0,6.0,Chaves,Brasileiro,Héctor (Chaves)
Kelechi Nwakali,NGA,MF,25,11.9,640.0,550.0,89.0,49.0,1.0,16.0,39,10.0,28.0,15.0,9.0,0.0,527.0,1.0,4.0,Chaves,Brasileiro,Kelechi Nwakali (Chaves)
Bruno Langa,MOZ,"DF,MF",26,11.6,576.0,431.0,144.0,21.0,3.0,12.0,45,123.0,0.0,0.0,0.0,0.0,397.0,1.0,15.0,Chaves,Brasileiro,Bruno Langa (Chaves)
Bruno Rodrigues,POR,DF,22,11.2,492.0,471.0,18.0,17.0,0.0,5.0,0,1.0,0.0,0.0,0.0,0.0,403.0,3.0,7.0,Chaves,Brasileiro,Bruno Rodrigues (Chaves)
Hugo Souza,BRA,GK,24,11.0,357.0,227.0,130.0,24.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,231.0,0.0,0.0,Chaves,Brasileiro,Hugo Souza (Chaves)
João Pedro Araújo Correia,CPV,"DF,MF",27,10.1,451.0,342.0,108.0,14.0,1.0,3.0,53,94.0,0.0,0.0,0.0,0.0,291.0,1.0,24.0,Chaves,Brasileiro,João Pedro Araújo Correia (Chaves)
