Player,Nation,Pos,Age,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG,Matches
Franco Díaz,ar ARG,MF,22.0,23,14,1265.0,14.1,1.0,0.0,1.0,1.0,0.0,0.0,7.0,0.0,0.4,0.4,0.6,1.0,28.0,77.0,39.0,0.07,0.0,0.07,0.07,0.07,0.03,0.04,0.07,0.03,0.07,Matches
Juan Infante,ar ARG,DF,27.0,15,12,1076.0,12.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.2,0.3,26.0,48.0,39.0,0.0,0.08,0.08,0.0,0.08,0.01,0.02,0.03,0.01,0.03,Matches
Franco Baldassarra,ar ARG,"MF,FW",24.0,22,11,1035.0,11.5,2.0,1.0,3.0,2.0,0.0,0.0,3.0,0.0,1.7,1.7,0.6,2.3,7.0,32.0,50.0,0.17,0.09,0.26,0.17,0.26,0.14,0.05,0.2,0.14,0.2,Matches
Gastón Suso,ar ARG,DF,31.0,13,11,1010.0,11.2,1.0,0.0,1.0,1.0,0.0,0.0,7.0,0.0,0.2,0.2,0.0,0.2,8.0,39.0,1.0,0.09,0.0,0.09,0.09,0.09,0.01,0.0,0.01,0.01,0.01,Matches
Mauro Quiroga,ar ARG,FW,33.0,19,10,838.0,9.3,1.0,3.0,4.0,0.0,1.0,1.0,0.0,0.0,1.6,0.9,1.1,2.0,2.0,18.0,38.0,0.11,0.32,0.43,0.0,0.32,0.18,0.12,0.29,0.09,0.21,Matches
Jerónimo Cacciabue,ar ARG,MF,25.0,14,10,792.0,8.8,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,Matches
Miguel Jacquet Duarte,py PAR,DF,27.0,12,9,764.0,8.5,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.3,0.3,0.7,1.0,3.0,14.0,3.0,0.0,0.12,0.12,0.0,0.12,0.03,0.08,0.11,0.03,0.11,Matches
Ignacio Arce,ar ARG,GK,30.0,5,5,450.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,Matches
Raúl Lozano,ar ARG,DF,25.0,5,5,442.0,4.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.1,0.1,10.0,26.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,Matches
Gonzalo Asis,ar ARG,DF,26.0,6,5,433.0,4.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.4,0.4,6.0,10.0,18.0,0.0,0.0,0.0,0.0,0.0,0.01,0.07,0.09,0.01,0.09,Matches
Maximiliano Zalazar,ar ARG,"MF,FW",21.0,15,4,416.0,4.6,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.7,0.7,0.2,0.9,13.0,9.0,34.0,0.22,0.0,0.22,0.22,0.22,0.16,0.05,0.2,0.16,0.2,Matches
Ignacio Schor,ar ARG,"MF,FW",22.0,19,3,503.0,5.6,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.6,0.6,0.4,1.0,18.0,7.0,41.0,0.0,0.18,0.18,0.0,0.18,0.11,0.07,0.17,0.11,0.17,Matches
Gonzalo Valdivia,ar ARG,"MF,DF",21.0,7,2,229.0,2.5,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.3,0.3,0.0,0.3,5.0,2.0,11.0,0.39,0.0,0.39,0.39,0.39,0.13,0.0,0.13,0.13,0.13,Matches
Juan Pignani,ar ARG,"DF,FW",21.0,5,2,220.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Agustín Alonso,,MF,,7,1,233.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,Matches
Alexis Sabella,ar ARG,MF,22.0,7,1,169.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.0,0.2,3.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,0.12,0.01,0.12,0.12,0.12,Matches
Nadir Zeineddin,ar ARG,FW,22.0,9,0,137.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.4,0.4,0.1,0.4,1.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.24,0.04,0.28,0.24,0.28,Matches
Alejo Monje,ar ARG,FW,21.0,1,0,7.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Federico González,,FW,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Alejandro Miguel Sánchez,ar ARG,GK,36.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Pablo Ramírez,ar ARG,MF,19.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Lautaro Toledo,ar ARG,MF,20.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Squad Total,,,26.6,27,297,2430.0,27.0,26.0,16.0,42.0,23.0,3.0,3.0,68.0,2.0,21.9,19.6,13.5,33.2,308.0,671.0,788.0,0.96,0.59,1.56,0.85,1.44,0.81,0.5,1.31,0.73,1.23,
Opponent Total,,,26.9,27,297,2430.0,27.0,29.0,20.0,49.0,26.0,3.0,4.0,46.0,2.0,32.5,29.3,22.7,52.0,378.0,945.0,930.0,1.07,0.74,1.81,0.96,1.7,1.2,0.84,2.04,1.09,1.93,
