Player,Nation,Pos,Age,90s,Att,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks,Team,Championship,Player_Team
Mateus Henrique,BRA,DF,20.0,6.0,275.0,226.0,48.0,1.0,0.0,2.0,18,47.0,0.0,0.0,0.0,0.0,196.0,1.0,7.0,América (MG),Brasileiro,Mateus Henrique (América (MG))
Júlio César,BRA,DF,19.0,6.6,313.0,298.0,14.0,9.0,0.0,1.0,0,5.0,0.0,0.0,0.0,0.0,271.0,1.0,1.0,América (MG),Brasileiro,Júlio César (América (MG))
Wanderson,BRA,DF,31.0,5.6,166.0,157.0,8.0,8.0,0.0,3.0,0,0.0,0.0,0.0,0.0,0.0,121.0,1.0,1.0,América (MG),Brasileiro,Wanderson (América (MG))
Rodrigo Varanda,BRA,"FW,MF",20.0,5.7,173.0,158.0,14.0,1.0,2.0,0.0,10,10.0,0.0,0.0,0.0,0.0,136.0,1.0,7.0,América (MG),Brasileiro,Rodrigo Varanda (América (MG))
Renato Marques,BRA,"FW,MF",19.0,5.7,118.0,99.0,17.0,1.0,1.0,1.0,3,1.0,0.0,0.0,0.0,0.0,73.0,2.0,6.0,América (MG),Brasileiro,Renato Marques (América (MG))
Pedrinho,BRA,"FW,MF",23.0,4.6,127.0,119.0,7.0,0.0,1.0,3.0,16,5.0,2.0,1.0,0.0,0.0,88.0,1.0,6.0,América (MG),Brasileiro,Pedrinho (América (MG))
Esteban Burgos,ARG,DF,31.0,3.3,89.0,80.0,9.0,9.0,0.0,2.0,0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,0.0,América (MG),Brasileiro,Esteban Burgos (América (MG))
Óscar Méndez,URU,MF,28.0,2.9,74.0,72.0,2.0,1.0,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,57.0,0.0,1.0,América (MG),Brasileiro,Óscar Méndez (América (MG))
Matheusinho,BRA,"MF,FW",24.0,2.5,103.0,100.0,2.0,0.0,0.0,0.0,12,1.0,1.0,0.0,1.0,0.0,73.0,1.0,4.0,América (MG),Brasileiro,Matheusinho (América (MG))
Nino Paraíba,BRA,DF,37.0,2.2,109.0,91.0,17.0,2.0,0.0,3.0,17,15.0,0.0,0.0,0.0,0.0,81.0,1.0,2.0,América (MG),Brasileiro,Nino Paraíba (América (MG))
Washington Aguerre,URU,GK,29.0,2.0,41.0,17.0,24.0,8.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,América (MG),Brasileiro,Washington Aguerre (América (MG))
Henrique Almeida,BRA,FW,31.0,1.7,29.0,23.0,6.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,24.0,0.0,1.0,América (MG),Brasileiro,Henrique Almeida (América (MG))
Paulinho,BRA,FW,24.0,1.5,50.0,50.0,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,39.0,0.0,1.0,América (MG),Brasileiro,Paulinho (América (MG))
Juan Cazares,ECU,"MF,FW",30.0,3.1,140.0,115.0,24.0,9.0,1.0,2.0,18,4.0,9.0,5.0,4.0,0.0,98.0,1.0,5.0,América (MG),Brasileiro,Juan Cazares (América (MG))
Adyson,BRA,"FW,MF",17.0,2.7,140.0,123.0,16.0,5.0,1.0,0.0,31,4.0,7.0,4.0,3.0,0.0,97.0,1.0,5.0,América (MG),Brasileiro,Adyson (América (MG))
Mikael,BRA,FW,23.0,1.7,25.0,21.0,4.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,América (MG),Brasileiro,Mikael (América (MG))
Arthur,BRA,DF,19.0,1.0,55.0,42.0,13.0,2.0,0.0,0.0,3,11.0,0.0,0.0,0.0,0.0,38.0,0.0,2.0,América (MG),Brasileiro,Arthur (América (MG))
Wellington Paulista,BRA,FW,38.0,2.5,40.0,35.0,5.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,América (MG),Brasileiro,Wellington Paulista (América (MG))
Mateus Gonçalves Martins,BRA,"MF,FW",28.0,0.7,28.0,27.0,1.0,0.0,0.0,0.0,4,0.0,1.0,0.0,1.0,0.0,23.0,0.0,2.0,América (MG),Brasileiro,Mateus Gonçalves Martins (América (MG))
Renato Kayser,BRA,"FW,MF",26.0,0.4,15.0,15.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,América (MG),Brasileiro,Renato Kayser (América (MG))
Ighor Gabryel,BRA,FW,20.0,0.3,7.0,7.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,América (MG),Brasileiro,Ighor Gabryel (América (MG))
Paulinho,BRA,DF,18.0,0.3,16.0,14.0,2.0,0.0,0.0,0.0,2,2.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,América (MG),Brasileiro,Paulinho (América (MG))
Jhow,BRA,DF,19.0,0.2,18.0,17.0,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,América (MG),Brasileiro,Jhow (América (MG))
Yago Souza,BRA,MF,16.0,0.2,6.0,6.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,América (MG),Brasileiro,Yago Souza (América (MG))
Bento,BRA,GK,23.0,33.0,886.0,517.0,362.0,72.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,580.0,7.0,1.0,Ath Paranaense,Brasileiro,Bento (Ath Paranaense)
Thiago Heleno,BRA,DF,34.0,30.9,1526.0,1439.0,83.0,81.0,1.0,15.0,0,0.0,0.0,0.0,0.0,0.0,1276.0,4.0,7.0,Ath Paranaense,Brasileiro,Thiago Heleno (Ath Paranaense)
Erick,BRA,MF,25.0,27.8,1148.0,1118.0,26.0,20.0,4.0,15.0,4,6.0,0.0,0.0,0.0,0.0,982.0,4.0,12.0,Ath Paranaense,Brasileiro,Erick (Ath Paranaense)
Vitor Bueno,BRA,"MF,FW",28.0,23.1,1042.0,907.0,130.0,43.0,12.0,10.0,146,6.0,79.0,34.0,44.0,0.0,769.0,5.0,23.0,Ath Paranaense,Brasileiro,Vitor Bueno (Ath Paranaense)
Fernandinho,BRA,MF,37.0,21.5,1222.0,1154.0,66.0,53.0,8.0,22.0,13,13.0,0.0,0.0,0.0,0.0,1029.0,2.0,15.0,Ath Paranaense,Brasileiro,Fernandinho (Ath Paranaense)
Agustín Canobbio,URU,"FW,MF",24.0,23.5,840.0,768.0,70.0,7.0,7.0,5.0,70,40.0,23.0,4.0,9.0,0.0,639.0,2.0,29.0,Ath Paranaense,Brasileiro,Agustín Canobbio (Ath Paranaense)
Tomás Cuello,ARG,"MF,FW",22.0,22.8,994.0,831.0,159.0,12.0,1.0,6.0,123,123.0,24.0,10.0,10.0,0.0,670.0,4.0,37.0,Ath Paranaense,Brasileiro,Tomás Cuello (Ath Paranaense)
Vitor Roque,BRA,FW,17.0,19.0,267.0,221.0,45.0,2.0,1.0,0.0,6,5.0,0.0,0.0,0.0,0.0,195.0,1.0,18.0,Ath Paranaense,Brasileiro,Vitor Roque (Ath Paranaense)
Cacá,BRA,DF,23.0,18.8,752.0,727.0,23.0,22.0,0.0,9.0,4,1.0,0.0,0.0,0.0,0.0,612.0,2.0,8.0,Ath Paranaense,Brasileiro,Cacá (Ath Paranaense)
Lucas Esquivel,ARG,DF,21.0,18.3,1071.0,815.0,253.0,51.0,1.0,7.0,85,174.0,28.0,8.0,16.0,1.0,793.0,3.0,21.0,Ath Paranaense,Brasileiro,Lucas Esquivel (Ath Paranaense)
Hugo Moura,BRA,MF,25.0,14.7,625.0,601.0,22.0,16.0,0.0,18.0,7,6.0,0.0,0.0,0.0,0.0,525.0,2.0,10.0,Ath Paranaense,Brasileiro,Hugo Moura (Ath Paranaense)
Pablo,BRA,FW,30.0,15.5,442.0,410.0,29.0,8.0,2.0,4.0,10,4.0,0.0,0.0,0.0,0.0,338.0,3.0,15.0,Ath Paranaense,Brasileiro,Pablo (Ath Paranaense)
Christian,BRA,"MF,FW",22.0,15.1,611.0,581.0,27.0,4.0,2.0,5.0,21,22.0,1.0,0.0,1.0,0.0,488.0,3.0,25.0,Ath Paranaense,Brasileiro,Christian (Ath Paranaense)
Mádson,BRA,"DF,MF",31.0,14.8,519.0,390.0,126.0,9.0,0.0,2.0,19,117.0,0.0,0.0,0.0,0.0,356.0,3.0,6.0,Ath Paranaense,Brasileiro,Mádson (Ath Paranaense)
Bruno Zapelli,ARG,"MF,FW",20.0,12.7,583.0,523.0,54.0,9.0,9.0,7.0,39,7.0,33.0,9.0,13.0,0.0,438.0,6.0,15.0,Ath Paranaense,Brasileiro,Bruno Zapelli (Ath Paranaense)
Khellven,BRA,DF,21.0,11.1,468.0,350.0,113.0,10.0,2.0,3.0,40,91.0,12.0,3.0,7.0,0.0,318.0,5.0,14.0,Ath Paranaense,Brasileiro,Khellven (Ath Paranaense)
Zé Ivaldo,BRA,DF,25.0,11.3,567.0,527.0,38.0,28.0,0.0,19.0,3,10.0,0.0,0.0,0.0,0.0,457.0,2.0,5.0,Ath Paranaense,Brasileiro,Zé Ivaldo (Ath Paranaense)
Pedro Henrique,BRA,DF,27.0,9.5,472.0,455.0,17.0,17.0,0.0,14.0,4,0.0,0.0,0.0,0.0,0.0,399.0,0.0,3.0,Ath Paranaense,Brasileiro,Pedro Henrique (Ath Paranaense)
Alex Santana,BRA,MF,27.0,11.1,434.0,420.0,14.0,13.0,0.0,4.0,3,1.0,0.0,0.0,0.0,0.0,378.0,0.0,7.0,Ath Paranaense,Brasileiro,Alex Santana (Ath Paranaense)
Kaique Rocha,BRA,DF,21.0,7.2,304.0,291.0,12.0,7.0,0.0,1.0,0,2.0,0.0,0.0,0.0,0.0,266.0,1.0,5.0,Ath Paranaense,Brasileiro,Kaique Rocha (Ath Paranaense)
Matheus Felipe,BRA,DF,24.0,5.9,245.0,230.0,14.0,11.0,0.0,4.0,0,3.0,0.0,0.0,0.0,0.0,205.0,1.0,1.0,Ath Paranaense,Brasileiro,Matheus Felipe (Ath Paranaense)
Willian,BRA,"FW,MF",36.0,6.4,156.0,143.0,13.0,0.0,0.0,1.0,2,1.0,0.0,0.0,0.0,0.0,128.0,0.0,2.0,Ath Paranaense,Brasileiro,Willian (Ath Paranaense)
Fernando,BRA,DF,23.0,5.3,322.0,264.0,57.0,3.0,0.0,2.0,21,54.0,0.0,0.0,0.0,0.0,260.0,1.0,5.0,Ath Paranaense,Brasileiro,Fernando (Ath Paranaense)
Arturo Vidal,CHI,MF,35.0,4.2,179.0,162.0,16.0,8.0,0.0,2.0,7,5.0,2.0,1.0,0.0,0.0,143.0,1.0,4.0,Ath Paranaense,Brasileiro,Arturo Vidal (Ath Paranaense)
Rômulo,BRA,"FW,MF",20.0,5.7,192.0,175.0,16.0,2.0,0.0,1.0,10,12.0,0.0,0.0,0.0,0.0,131.0,1.0,10.0,Ath Paranaense,Brasileiro,Rômulo (Ath Paranaense)
Leonardo Linck,BRA,GK,21.0,5.0,132.0,78.0,54.0,24.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,77.0,0.0,1.0,Ath Paranaense,Brasileiro,Leonardo Linck (Ath Paranaense)
David Terans,URU,"MF,FW",28.0,4.4,139.0,114.0,23.0,5.0,2.0,4.0,20,4.0,13.0,4.0,8.0,0.0,102.0,2.0,3.0,Ath Paranaense,Brasileiro,David Terans (Ath Paranaense)
Vinicius Kaue,BRA,"DF,MF",19.0,3.8,222.0,182.0,40.0,4.0,0.0,0.0,9,36.0,0.0,0.0,0.0,0.0,175.0,0.0,9.0,Ath Paranaense,Brasileiro,Vinicius Kaue (Ath Paranaense)
Pedrinho,BRA,"DF,MF",20.0,4.0,200.0,167.0,31.0,4.0,0.0,0.0,6,27.0,0.0,0.0,0.0,0.0,155.0,2.0,3.0,Ath Paranaense,Brasileiro,Pedrinho (Ath Paranaense)
Léo Cittadini,BRA,"MF,FW",28.0,2.2,79.0,73.0,6.0,4.0,0.0,0.0,6,0.0,1.0,0.0,1.0,0.0,65.0,0.0,3.0,Ath Paranaense,Brasileiro,Léo Cittadini (Ath Paranaense)
Thiago,BRA,"FW,MF",22.0,2.5,82.0,81.0,1.0,0.0,0.0,0.0,2,1.0,0.0,0.0,0.0,0.0,69.0,0.0,3.0,Ath Paranaense,Brasileiro,Thiago (Ath Paranaense)
Luciano Arriagada,CHI,"FW,MF",20.0,2.1,51.0,49.0,2.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,39.0,0.0,2.0,Ath Paranaense,Brasileiro,Luciano Arriagada (Ath Paranaense)
Bruno Peres,BRA,"DF,MF",32.0,1.7,86.0,71.0,15.0,2.0,0.0,2.0,3,13.0,0.0,0.0,0.0,0.0,71.0,0.0,2.0,Ath Paranaense,Brasileiro,Bruno Peres (Ath Paranaense)
Marcelo Cirino,BRA,"FW,MF",31.0,1.1,18.0,18.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,Ath Paranaense,Brasileiro,Marcelo Cirino (Ath Paranaense)
Lucas Belezi,BRA,DF,19.0,0.5,20.0,19.0,1.0,1.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,Ath Paranaense,Brasileiro,Lucas Belezi (Ath Paranaense)
Reinaldo,BRA,FW,21.0,0.2,2.0,2.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,Ath Paranaense,Brasileiro,Reinaldo (Ath Paranaense)
Chiqueti,BRA,MF,17.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ath Paranaense,Brasileiro,Chiqueti (Ath Paranaense)
Danielzinho,BRA,FW,20.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Ath Paranaense,Brasileiro,Danielzinho (Ath Paranaense)
Dudu,BRA,MF,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ath Paranaense,Brasileiro,Dudu (Ath Paranaense)
Bryan García,ECU,MF,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ath Paranaense,Brasileiro,Bryan García (Ath Paranaense)
Éverson,BRA,GK,32.0,36.0,1064.0,814.0,248.0,71.0,0.0,3.0,0,0.0,0.0,0.0,0.0,0.0,752.0,2.0,0.0,Atlético Mineiro,Brasileiro,Éverson (Atlético Mineiro)
Paulinho,BRA,"FW,MF",22.0,33.2,1050.0,1035.0,11.0,3.0,2.0,4.0,18,5.0,0.0,0.0,0.0,0.0,854.0,4.0,33.0,Atlético Mineiro,Brasileiro,Paulinho (Atlético Mineiro)
Hulk,BRA,FW,36.0,32.7,1000.0,821.0,172.0,48.0,16.0,17.0,128,8.0,71.0,36.0,22.0,0.0,651.0,7.0,36.0,Atlético Mineiro,Brasileiro,Hulk (Atlético Mineiro)
Jemerson,BRA,DF,30.0,27.5,1534.0,1367.0,165.0,62.0,1.0,13.0,0,2.0,0.0,0.0,0.0,0.0,1361.0,2.0,7.0,Atlético Mineiro,Brasileiro,Jemerson (Atlético Mineiro)
Guilherme Arana,BRA,DF,25.0,26.5,1706.0,1435.0,260.0,25.0,2.0,5.0,100,228.0,7.0,1.0,5.0,0.0,1361.0,11.0,47.0,Atlético Mineiro,Brasileiro,Guilherme Arana (Atlético Mineiro)
Otávio,BRA,MF,28.0,25.6,1450.0,1404.0,45.0,41.0,1.0,8.0,3,4.0,0.0,0.0,0.0,0.0,1311.0,1.0,2.0,Atlético Mineiro,Brasileiro,Otávio (Atlético Mineiro)
Mauricio Lemos,URU,DF,27.0,24.6,1253.0,1177.0,73.0,42.0,1.0,17.0,2,4.0,0.0,0.0,0.0,0.0,1043.0,3.0,10.0,Atlético Mineiro,Brasileiro,Mauricio Lemos (Atlético Mineiro)
Federico Zaracho,ARG,"MF,FW",24.0,21.6,931.0,890.0,38.0,13.0,4.0,3.0,9,12.0,5.0,4.0,0.0,0.0,802.0,3.0,17.0,Atlético Mineiro,Brasileiro,Federico Zaracho (Atlético Mineiro)
Cristian Pavón,ARG,"FW,MF",27.0,21.5,968.0,917.0,47.0,11.0,3.0,13.0,84,13.0,23.0,13.0,4.0,0.0,740.0,4.0,24.0,Atlético Mineiro,Brasileiro,Cristian Pavón (Atlético Mineiro)
Renzo Saravia,ARG,DF,29.0,19.0,975.0,815.0,157.0,11.0,2.0,4.0,44,146.0,0.0,0.0,0.0,0.0,757.0,3.0,30.0,Atlético Mineiro,Brasileiro,Renzo Saravia (Atlético Mineiro)
Rodrigo Battaglia,ARG,MF,31.0,19.2,976.0,920.0,54.0,52.0,0.0,5.0,7,1.0,0.0,0.0,0.0,0.0,853.0,2.0,12.0,Atlético Mineiro,Brasileiro,Rodrigo Battaglia (Atlético Mineiro)
Mariano,BRA,DF,36.0,17.4,1100.0,947.0,146.0,14.0,0.0,10.0,39,132.0,0.0,0.0,0.0,0.0,853.0,7.0,23.0,Atlético Mineiro,Brasileiro,Mariano (Atlético Mineiro)
Igor Gomes,BRA,"MF,FW",23.0,15.3,706.0,653.0,53.0,11.0,6.0,2.0,63,5.0,36.0,25.0,5.0,0.0,523.0,0.0,16.0,Atlético Mineiro,Brasileiro,Igor Gomes (Atlético Mineiro)
Edenílson,BRA,"MF,FW",33.0,15.2,674.0,644.0,29.0,11.0,5.0,3.0,12,8.0,5.0,0.0,4.0,0.0,575.0,1.0,11.0,Atlético Mineiro,Brasileiro,Edenílson (Atlético Mineiro)
Rubens,BRA,"DF,MF",21.0,15.0,772.0,678.0,92.0,6.0,1.0,1.0,36,86.0,0.0,0.0,0.0,0.0,596.0,2.0,33.0,Atlético Mineiro,Brasileiro,Rubens (Atlético Mineiro)
Bruno Fuchs,BRA,DF,23.0,12.1,662.0,633.0,27.0,22.0,1.0,9.0,3,5.0,0.0,0.0,0.0,0.0,555.0,2.0,3.0,Atlético Mineiro,Brasileiro,Bruno Fuchs (Atlético Mineiro)
Hyoran,BRA,"MF,FW",29.0,7.7,298.0,255.0,42.0,6.0,4.0,4.0,50,4.0,32.0,20.0,11.0,0.0,202.0,1.0,12.0,Atlético Mineiro,Brasileiro,Hyoran (Atlético Mineiro)
Alan Franco,ECU,"MF,FW",24.0,9.3,357.0,348.0,9.0,9.0,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,304.0,0.0,4.0,Atlético Mineiro,Brasileiro,Alan Franco (Atlético Mineiro)
Igor Rabello,BRA,DF,27.0,7.7,365.0,350.0,15.0,13.0,0.0,0.0,1,1.0,0.0,0.0,0.0,0.0,293.0,0.0,0.0,Atlético Mineiro,Brasileiro,Igor Rabello (Atlético Mineiro)
Pedrinho,BRA,"MF,FW",24.0,7.0,411.0,394.0,13.0,3.0,4.0,2.0,23,1.0,8.0,4.0,4.0,0.0,339.0,4.0,12.0,Atlético Mineiro,Brasileiro,Pedrinho (Atlético Mineiro)
Eduardo Vargas,CHI,FW,33.0,5.2,159.0,156.0,3.0,0.0,1.0,6.0,4,2.0,0.0,0.0,0.0,0.0,127.0,0.0,1.0,Atlético Mineiro,Brasileiro,Eduardo Vargas (Atlético Mineiro)
Nathan Silva,BRA,DF,25.0,4.0,238.0,229.0,9.0,8.0,0.0,1.0,1,0.0,0.0,0.0,0.0,0.0,213.0,0.0,1.0,Atlético Mineiro,Brasileiro,Nathan Silva (Atlético Mineiro)
Patrick,BRA,"MF,FW",30.0,6.2,322.0,292.0,29.0,5.0,1.0,0.0,16,24.0,0.0,0.0,0.0,0.0,260.0,1.0,4.0,Atlético Mineiro,Brasileiro,Patrick (Atlético Mineiro)
Alan Kardec,BRA,"FW,MF",34.0,2.9,52.0,47.0,5.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,36.0,0.0,3.0,Atlético Mineiro,Brasileiro,Alan Kardec (Atlético Mineiro)
Matheus Mendes,BRA,GK,23.0,2.0,66.0,30.0,36.0,13.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,Atlético Mineiro,Brasileiro,Matheus Mendes (Atlético Mineiro)
Réver,BRA,"DF,FW",38.0,1.3,53.0,48.0,5.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,Atlético Mineiro,Brasileiro,Réver (Atlético Mineiro)
Dodô,BRA,DF,30.0,0.7,56.0,47.0,9.0,1.0,0.0,0.0,4,8.0,0.0,0.0,0.0,0.0,46.0,0.0,3.0,Atlético Mineiro,Brasileiro,Dodô (Atlético Mineiro)
Alisson,BRA,"MF,DF",17.0,0.5,31.0,29.0,1.0,0.0,0.0,0.0,3,0.0,1.0,1.0,0.0,0.0,21.0,1.0,0.0,Atlético Mineiro,Brasileiro,Alisson (Atlético Mineiro)
Isaac,BRA,FW,18.0,0.2,3.0,3.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,Atlético Mineiro,Brasileiro,Isaac (Atlético Mineiro)
Paulo Vitor,BRA,MF,18.0,0.2,17.0,17.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,Atlético Mineiro,Brasileiro,Paulo Vitor (Atlético Mineiro)
Carlos Eduardo,BRA,"MF,FW",18.0,0.1,1.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Atlético Mineiro,Brasileiro,Carlos Eduardo (Atlético Mineiro)
Marcos Felipe,BRA,GK,26.0,37.0,1138.0,762.0,373.0,122.0,0.0,6.0,0,0.0,0.0,0.0,0.0,0.0,793.0,3.0,1.0,Bahia,Brasileiro,Marcos Felipe (Bahia)
Thaciano,BRA,"MF,FW",27.0,32.1,1083.0,1046.0,32.0,25.0,2.0,7.0,21,3.0,0.0,0.0,0.0,0.0,880.0,5.0,11.0,Bahia,Brasileiro,Thaciano (Bahia)
Kanu,BRA,DF,25.0,32.3,1576.0,1461.0,111.0,101.0,2.0,25.0,1,4.0,0.0,0.0,0.0,0.0,1411.0,4.0,8.0,Bahia,Brasileiro,Kanu (Bahia)
