Player,Nation,Pos,Age,90s,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Team,Championship,Player_Team
Matheus Cavichioli,BRA,GK,36.0,15.0,412.0,363.0,410.0,4.0,0.0,0.0,412.0,0.0,0.0,0.0,0.0,0.0,205.0,1658.0,1312.0,0.0,0.0,0.0,0.0,0.0,79.0,0.0,América (MG),Brasileiro,Matheus Cavichioli (América (MG))
Rodriguinho,BRA,"DF,MF",19.0,13.9,802.0,26.0,172.0,363.0,275.0,26.0,802.0,38.0,14.0,36.8,19.0,50.0,458.0,2892.0,1405.0,50.0,42.0,11.0,23.0,13.0,488.0,96.0,América (MG),Brasileiro,Rodriguinho (América (MG))
Everaldo,BRA,"FW,MF",28.0,13.7,572.0,8.0,73.0,212.0,300.0,33.0,572.0,55.0,16.0,29.1,25.0,45.5,385.0,3151.0,1612.0,54.0,35.0,10.0,31.0,13.0,406.0,101.0,América (MG),Brasileiro,Everaldo (América (MG))
Ale,BRA,MF,32.0,15.8,1075.0,43.0,256.0,653.0,182.0,30.0,1075.0,25.0,16.0,64.0,8.0,32.0,682.0,3840.0,1829.0,29.0,21.0,2.0,25.0,19.0,691.0,37.0,América (MG),Brasileiro,Ale (América (MG))
Martín Benítez,ARG,"MF,FW",28.0,12.4,696.0,2.0,64.0,378.0,268.0,23.0,696.0,70.0,35.0,50.0,28.0,40.0,427.0,2283.0,1175.0,26.0,17.0,5.0,14.0,26.0,492.0,56.0,América (MG),Brasileiro,Martín Benítez (América (MG))
Breno Cascardo,BRA,MF,19.0,12.9,743.0,18.0,112.0,467.0,172.0,18.0,743.0,41.0,23.0,56.1,15.0,36.6,489.0,2810.0,1447.0,28.0,27.0,3.0,29.0,22.0,507.0,39.0,América (MG),Brasileiro,Breno Cascardo (América (MG))
Jori,BRA,GK,26.0,11.0,313.0,287.0,312.0,1.0,0.0,0.0,313.0,0.0,0.0,0.0,0.0,0.0,120.0,724.0,453.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,América (MG),Brasileiro,Jori (América (MG))
Mateus Pasinato,BRA,GK,30.0,10.0,278.0,248.0,278.0,0.0,0.0,0.0,278.0,1.0,1.0,100.0,0.0,0.0,143.0,980.0,637.0,0.0,1.0,0.0,0.0,0.0,63.0,0.0,América (MG),Brasileiro,Mateus Pasinato (América (MG))
Marcinho,BRA,DF,26.0,8.9,565.0,42.0,164.0,251.0,156.0,4.0,565.0,10.0,8.0,80.0,1.0,10.0,296.0,1471.0,792.0,12.0,8.0,1.0,5.0,3.0,306.0,23.0,América (MG),Brasileiro,Marcinho (América (MG))
Aloísio dos Santos Gonçalves,CHN,"FW,MF",34.0,8.0,276.0,4.0,27.0,96.0,158.0,42.0,274.0,23.0,9.0,39.1,13.0,56.5,154.0,682.0,273.0,6.0,5.0,6.0,22.0,8.0,181.0,49.0,América (MG),Brasileiro,Aloísio dos Santos Gonçalves (América (MG))
Daniel Borges,BRA,DF,29.0,8.9,584.0,33.0,169.0,258.0,161.0,5.0,584.0,14.0,7.0,50.0,7.0,50.0,323.0,1597.0,803.0,19.0,5.0,2.0,10.0,9.0,349.0,37.0,América (MG),Brasileiro,Daniel Borges (América (MG))
Nicolas,BRA,DF,25.0,8.0,398.0,38.0,149.0,145.0,109.0,8.0,398.0,13.0,6.0,46.2,7.0,53.8,187.0,1083.0,508.0,15.0,13.0,2.0,11.0,3.0,177.0,24.0,América (MG),Brasileiro,Nicolas (América (MG))
Mateus Henrique,BRA,DF,20.0,6.0,356.0,29.0,110.0,162.0,86.0,4.0,356.0,8.0,5.0,62.5,2.0,25.0,158.0,937.0,469.0,7.0,10.0,1.0,14.0,2.0,186.0,23.0,América (MG),Brasileiro,Mateus Henrique (América (MG))
Júlio César,BRA,DF,19.0,6.6,398.0,68.0,217.0,164.0,18.0,8.0,398.0,4.0,3.0,75.0,1.0,25.0,223.0,1189.0,698.0,3.0,2.0,2.0,7.0,3.0,237.0,1.0,América (MG),Brasileiro,Júlio César (América (MG))
Wanderson,BRA,DF,31.0,5.6,217.0,42.0,127.0,84.0,7.0,2.0,217.0,0.0,0.0,0.0,0.0,0.0,95.0,513.0,294.0,2.0,0.0,0.0,0.0,0.0,105.0,0.0,América (MG),Brasileiro,Wanderson (América (MG))
Rodrigo Varanda,BRA,"FW,MF",20.0,5.7,277.0,5.0,41.0,132.0,114.0,25.0,277.0,29.0,14.0,48.3,11.0,37.9,170.0,1352.0,607.0,18.0,15.0,6.0,23.0,13.0,186.0,40.0,América (MG),Brasileiro,Rodrigo Varanda (América (MG))
Renato Marques,BRA,"FW,MF",19.0,5.7,173.0,7.0,21.0,73.0,83.0,14.0,173.0,10.0,4.0,40.0,6.0,60.0,109.0,609.0,295.0,11.0,9.0,6.0,11.0,7.0,122.0,21.0,América (MG),Brasileiro,Renato Marques (América (MG))
Pedrinho,BRA,"FW,MF",23.0,4.6,192.0,2.0,23.0,77.0,100.0,23.0,192.0,31.0,14.0,45.2,14.0,45.2,141.0,1696.0,921.0,29.0,15.0,15.0,13.0,9.0,143.0,29.0,América (MG),Brasileiro,Pedrinho (América (MG))
Esteban Burgos,ARG,DF,31.0,3.3,127.0,28.0,75.0,48.0,4.0,2.0,127.0,1.0,1.0,100.0,0.0,0.0,51.0,297.0,193.0,1.0,1.0,1.0,2.0,0.0,54.0,2.0,América (MG),Brasileiro,Esteban Burgos (América (MG))
Óscar Méndez,URU,MF,28.0,2.9,108.0,13.0,37.0,65.0,8.0,0.0,108.0,2.0,2.0,100.0,0.0,0.0,43.0,205.0,110.0,2.0,1.0,0.0,3.0,4.0,52.0,0.0,América (MG),Brasileiro,Óscar Méndez (América (MG))
Matheusinho,BRA,"MF,FW",24.0,2.5,139.0,3.0,23.0,53.0,64.0,9.0,139.0,8.0,4.0,50.0,3.0,37.5,96.0,449.0,148.0,2.0,4.0,1.0,6.0,4.0,99.0,23.0,América (MG),Brasileiro,Matheusinho (América (MG))
Nino Paraíba,BRA,DF,37.0,2.2,134.0,2.0,18.0,61.0,57.0,0.0,134.0,5.0,4.0,80.0,1.0,20.0,72.0,471.0,239.0,4.0,7.0,0.0,5.0,3.0,77.0,19.0,América (MG),Brasileiro,Nino Paraíba (América (MG))
Washington Aguerre,URU,GK,29.0,2.0,45.0,40.0,45.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,17.0,110.0,85.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,América (MG),Brasileiro,Washington Aguerre (América (MG))
Henrique Almeida,BRA,FW,31.0,1.7,49.0,1.0,1.0,23.0,25.0,9.0,49.0,5.0,4.0,80.0,1.0,20.0,21.0,95.0,40.0,1.0,0.0,0.0,5.0,1.0,26.0,5.0,América (MG),Brasileiro,Henrique Almeida (América (MG))
Paulinho,BRA,FW,24.0,1.5,69.0,2.0,7.0,33.0,33.0,4.0,69.0,8.0,5.0,62.5,2.0,25.0,44.0,347.0,133.0,4.0,5.0,3.0,4.0,4.0,45.0,12.0,América (MG),Brasileiro,Paulinho (América (MG))
Juan Cazares,ECU,"MF,FW",30.0,3.1,174.0,0.0,19.0,83.0,74.0,2.0,174.0,14.0,7.0,50.0,7.0,50.0,89.0,483.0,223.0,5.0,4.0,1.0,11.0,3.0,109.0,23.0,América (MG),Brasileiro,Juan Cazares (América (MG))
Adyson,BRA,"FW,MF",17.0,2.7,176.0,0.0,12.0,61.0,107.0,10.0,176.0,13.0,7.0,53.8,4.0,30.8,123.0,898.0,560.0,17.0,14.0,5.0,6.0,9.0,127.0,42.0,América (MG),Brasileiro,Adyson (América (MG))
Mikael,BRA,FW,23.0,1.7,47.0,0.0,1.0,18.0,31.0,11.0,47.0,10.0,8.0,80.0,1.0,10.0,32.0,274.0,145.0,7.0,5.0,4.0,7.0,2.0,32.0,9.0,América (MG),Brasileiro,Mikael (América (MG))
Arthur,BRA,DF,19.0,1.0,67.0,3.0,16.0,33.0,20.0,0.0,67.0,3.0,2.0,66.7,1.0,33.3,36.0,227.0,116.0,5.0,4.0,0.0,4.0,1.0,36.0,4.0,América (MG),Brasileiro,Arthur (América (MG))
Wellington Paulista,BRA,FW,38.0,2.5,70.0,2.0,4.0,30.0,36.0,20.0,69.0,1.0,1.0,100.0,0.0,0.0,29.0,109.0,37.0,2.0,0.0,1.0,7.0,1.0,47.0,5.0,América (MG),Brasileiro,Wellington Paulista (América (MG))
Mateus Gonçalves Martins,BRA,"MF,FW",28.0,0.7,40.0,0.0,3.0,16.0,23.0,4.0,40.0,7.0,2.0,28.6,2.0,28.6,29.0,294.0,150.0,6.0,4.0,3.0,2.0,4.0,26.0,11.0,América (MG),Brasileiro,Mateus Gonçalves Martins (América (MG))
Renato Kayser,BRA,"FW,MF",26.0,0.4,21.0,0.0,2.0,4.0,15.0,5.0,21.0,0.0,0.0,0.0,0.0,0.0,8.0,14.0,7.0,0.0,0.0,0.0,1.0,0.0,16.0,2.0,América (MG),Brasileiro,Renato Kayser (América (MG))
Ighor Gabryel,BRA,FW,20.0,0.3,14.0,1.0,2.0,5.0,7.0,2.0,14.0,1.0,0.0,0.0,1.0,100.0,8.0,20.0,0.0,0.0,0.0,0.0,4.0,1.0,9.0,2.0,América (MG),Brasileiro,Ighor Gabryel (América (MG))
Paulinho,BRA,DF,18.0,0.3,19.0,0.0,7.0,3.0,9.0,1.0,19.0,0.0,0.0,0.0,0.0,0.0,12.0,55.0,12.0,1.0,0.0,0.0,1.0,2.0,12.0,6.0,América (MG),Brasileiro,Paulinho (América (MG))
Jhow,BRA,DF,19.0,0.2,20.0,2.0,7.0,13.0,0.0,0.0,20.0,1.0,0.0,0.0,1.0,100.0,14.0,87.0,16.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,América (MG),Brasileiro,Jhow (América (MG))
Yago Souza,BRA,MF,16.0,0.2,7.0,0.0,0.0,2.0,5.0,0.0,7.0,2.0,1.0,50.0,1.0,50.0,7.0,61.0,12.0,0.0,1.0,0.0,0.0,0.0,7.0,2.0,América (MG),Brasileiro,Yago Souza (América (MG))
Bento,BRA,GK,23.0,33.0,952.0,861.0,951.0,1.0,0.0,0.0,952.0,0.0,0.0,0.0,0.0,0.0,443.0,2440.0,1530.0,0.0,0.0,0.0,0.0,0.0,316.0,0.0,Ath Paranaense,Brasileiro,Bento (Ath Paranaense)
Thiago Heleno,BRA,DF,34.0,30.9,1835.0,303.0,1011.0,787.0,52.0,40.0,1835.0,3.0,0.0,0.0,1.0,33.3,986.0,3717.0,1620.0,2.0,1.0,0.0,9.0,0.0,1156.0,2.0,Ath Paranaense,Brasileiro,Thiago Heleno (Ath Paranaense)
Erick,BRA,MF,25.0,27.8,1444.0,55.0,303.0,943.0,219.0,78.0,1444.0,46.0,30.0,65.2,15.0,32.6,807.0,3609.0,1830.0,27.0,23.0,4.0,46.0,14.0,972.0,37.0,Ath Paranaense,Brasileiro,Erick (Ath Paranaense)
Vitor Bueno,BRA,"MF,FW",28.0,23.1,1260.0,5.0,86.0,597.0,591.0,53.0,1257.0,55.0,34.0,61.8,19.0,34.5,776.0,5006.0,2220.0,74.0,57.0,12.0,46.0,38.0,903.0,114.0,Ath Paranaense,Brasileiro,Vitor Bueno (Ath Paranaense)
Fernandinho,BRA,MF,37.0,21.5,1387.0,52.0,273.0,936.0,196.0,16.0,1386.0,35.0,19.0,54.3,12.0,34.3,854.0,4210.0,2130.0,35.0,39.0,4.0,19.0,19.0,988.0,52.0,Ath Paranaense,Brasileiro,Fernandinho (Ath Paranaense)
Agustín Canobbio,URU,"FW,MF",24.0,23.5,1211.0,25.0,155.0,479.0,594.0,98.0,1211.0,91.0,46.0,50.5,37.0,40.7,736.0,4917.0,2377.0,81.0,47.0,31.0,60.0,40.0,781.0,223.0,Ath Paranaense,Brasileiro,Agustín Canobbio (Ath Paranaense)
Tomás Cuello,ARG,"MF,FW",22.0,22.8,1270.0,38.0,215.0,572.0,501.0,50.0,1270.0,60.0,35.0,58.3,21.0,35.0,649.0,4349.0,2220.0,81.0,49.0,20.0,46.0,18.0,732.0,173.0,Ath Paranaense,Brasileiro,Tomás Cuello (Ath Paranaense)
Vitor Roque,BRA,FW,17.0,19.0,494.0,3.0,25.0,201.0,278.0,95.0,494.0,83.0,33.0,39.8,39.0,47.0,324.0,2074.0,912.0,40.0,27.0,24.0,41.0,33.0,340.0,111.0,Ath Paranaense,Brasileiro,Vitor Roque (Ath Paranaense)
Cacá,BRA,DF,23.0,18.8,950.0,137.0,479.0,435.0,46.0,18.0,950.0,7.0,3.0,42.9,3.0,42.9,528.0,2827.0,1434.0,12.0,11.0,0.0,14.0,7.0,555.0,8.0,Ath Paranaense,Brasileiro,Cacá (Ath Paranaense)
Lucas Esquivel,ARG,DF,21.0,18.3,1271.0,55.0,434.0,569.0,278.0,8.0,1271.0,30.0,9.0,30.0,17.0,56.7,589.0,2913.0,1545.0,28.0,21.0,1.0,15.0,15.0,663.0,47.0,Ath Paranaense,Brasileiro,Lucas Esquivel (Ath Paranaense)
Hugo Moura,BRA,MF,25.0,14.7,785.0,28.0,191.0,529.0,70.0,5.0,785.0,14.0,4.0,28.6,9.0,64.3,386.0,1707.0,768.0,11.0,7.0,0.0,6.0,4.0,471.0,10.0,Ath Paranaense,Brasileiro,Hugo Moura (Ath Paranaense)
Pablo,BRA,FW,30.0,15.5,626.0,22.0,74.0,323.0,237.0,50.0,626.0,22.0,7.0,31.8,14.0,63.6,362.0,1486.0,596.0,15.0,12.0,5.0,34.0,15.0,433.0,60.0,Ath Paranaense,Brasileiro,Pablo (Ath Paranaense)
Christian,BRA,"MF,FW",22.0,15.1,760.0,11.0,111.0,405.0,248.0,30.0,760.0,41.0,24.0,58.5,12.0,29.3,446.0,2105.0,983.0,23.0,19.0,3.0,25.0,8.0,550.0,71.0,Ath Paranaense,Brasileiro,Christian (Ath Paranaense)
Mádson,BRA,"DF,MF",31.0,14.8,631.0,38.0,175.0,278.0,184.0,46.0,631.0,9.0,4.0,44.4,3.0,33.3,211.0,819.0,365.0,8.0,4.0,4.0,5.0,1.0,297.0,69.0,Ath Paranaense,Brasileiro,Mádson (Ath Paranaense)
Bruno Zapelli,ARG,"MF,FW",20.0,12.7,754.0,4.0,72.0,386.0,301.0,34.0,754.0,52.0,24.0,46.2,25.0,48.1,427.0,2350.0,1183.0,35.0,27.0,5.0,26.0,29.0,527.0,71.0,Ath Paranaense,Brasileiro,Bruno Zapelli (Ath Paranaense)
Khellven,BRA,DF,21.0,11.1,591.0,38.0,183.0,223.0,188.0,13.0,591.0,13.0,8.0,61.5,5.0,38.5,280.0,1464.0,826.0,18.0,17.0,3.0,16.0,4.0,310.0,51.0,Ath Paranaense,Brasileiro,Khellven (Ath Paranaense)
Zé Ivaldo,BRA,DF,25.0,11.3,669.0,79.0,322.0,340.0,14.0,2.0,669.0,12.0,8.0,66.7,1.0,8.3,344.0,1652.0,1001.0,9.0,2.0,0.0,9.0,3.0,400.0,2.0,Ath Paranaense,Brasileiro,Zé Ivaldo (Ath Paranaense)
Pedro Henrique,BRA,DF,27.0,9.5,567.0,90.0,284.0,257.0,29.0,9.0,567.0,4.0,3.0,75.0,1.0,25.0,307.0,1463.0,928.0,8.0,4.0,0.0,1.0,0.0,360.0,2.0,Ath Paranaense,Brasileiro,Pedro Henrique (Ath Paranaense)
Alex Santana,BRA,MF,27.0,11.1,540.0,14.0,95.0,352.0,103.0,14.0,540.0,15.0,8.0,53.3,5.0,33.3,322.0,1953.0,1108.0,20.0,24.0,0.0,15.0,9.0,383.0,17.0,Ath Paranaense,Brasileiro,Alex Santana (Ath Paranaense)
Kaique Rocha,BRA,DF,21.0,7.2,393.0,80.0,221.0,161.0,14.0,10.0,393.0,5.0,5.0,100.0,0.0,0.0,190.0,868.0,499.0,2.0,0.0,0.0,4.0,0.0,240.0,0.0,Ath Paranaense,Brasileiro,Kaique Rocha (Ath Paranaense)
Matheus Felipe,BRA,DF,24.0,5.9,295.0,45.0,160.0,129.0,8.0,1.0,295.0,1.0,0.0,0.0,1.0,100.0,152.0,667.0,314.0,4.0,3.0,0.0,2.0,1.0,184.0,0.0,Ath Paranaense,Brasileiro,Matheus Felipe (Ath Paranaense)
Willian,BRA,"FW,MF",36.0,6.4,223.0,1.0,12.0,106.0,108.0,28.0,223.0,13.0,5.0,38.5,8.0,61.5,121.0,674.0,163.0,5.0,6.0,2.0,15.0,7.0,162.0,41.0,Ath Paranaense,Brasileiro,Willian (Ath Paranaense)
Fernando,BRA,DF,23.0,5.3,373.0,12.0,99.0,188.0,87.0,1.0,373.0,3.0,1.0,33.3,2.0,66.7,199.0,1129.0,668.0,17.0,12.0,1.0,11.0,2.0,220.0,31.0,Ath Paranaense,Brasileiro,Fernando (Ath Paranaense)
Arturo Vidal,CHI,MF,35.0,4.2,218.0,3.0,40.0,118.0,61.0,7.0,218.0,4.0,1.0,25.0,3.0,75.0,115.0,394.0,110.0,1.0,4.0,0.0,5.0,8.0,147.0,18.0,Ath Paranaense,Brasileiro,Arturo Vidal (Ath Paranaense)
Rômulo,BRA,"FW,MF",20.0,5.7,273.0,6.0,52.0,110.0,115.0,27.0,273.0,18.0,11.0,61.1,6.0,33.3,127.0,765.0,371.0,13.0,6.0,1.0,12.0,8.0,157.0,39.0,Ath Paranaense,Brasileiro,Rômulo (Ath Paranaense)
Leonardo Linck,BRA,GK,21.0,5.0,151.0,134.0,151.0,1.0,0.0,0.0,151.0,0.0,0.0,0.0,0.0,0.0,67.0,405.0,235.0,0.0,0.0,0.0,1.0,0.0,43.0,0.0,Ath Paranaense,Brasileiro,Leonardo Linck (Ath Paranaense)
David Terans,URU,"MF,FW",28.0,4.4,181.0,1.0,18.0,81.0,86.0,12.0,181.0,9.0,7.0,77.8,1.0,11.1,126.0,585.0,252.0,5.0,7.0,1.0,12.0,13.0,139.0,32.0,Ath Paranaense,Brasileiro,David Terans (Ath Paranaense)
Vinicius Kaue,BRA,"DF,MF",19.0,3.8,261.0,14.0,102.0,131.0,30.0,0.0,261.0,3.0,2.0,66.7,1.0,33.3,143.0,664.0,346.0,3.0,4.0,0.0,3.0,1.0,152.0,8.0,Ath Paranaense,Brasileiro,Vinicius Kaue (Ath Paranaense)
Pedrinho,BRA,"DF,MF",20.0,4.0,251.0,13.0,94.0,106.0,55.0,1.0,251.0,4.0,1.0,25.0,1.0,25.0,106.0,417.0,209.0,2.0,5.0,0.0,9.0,3.0,135.0,16.0,Ath Paranaense,Brasileiro,Pedrinho (Ath Paranaense)
Léo Cittadini,BRA,"MF,FW",28.0,2.2,100.0,1.0,19.0,55.0,27.0,3.0,100.0,5.0,3.0,60.0,1.0,20.0,48.0,376.0,180.0,3.0,3.0,0.0,3.0,3.0,68.0,7.0,Ath Paranaense,Brasileiro,Léo Cittadini (Ath Paranaense)
Thiago,BRA,"FW,MF",22.0,2.5,113.0,1.0,17.0,50.0,50.0,3.0,113.0,12.0,7.0,58.3,4.0,33.3,66.0,427.0,166.0,4.0,5.0,2.0,10.0,1.0,80.0,17.0,Ath Paranaense,Brasileiro,Thiago (Ath Paranaense)
Luciano Arriagada,CHI,"FW,MF",20.0,2.1,79.0,2.0,8.0,36.0,36.0,6.0,79.0,3.0,2.0,66.7,0.0,0.0,49.0,235.0,99.0,5.0,0.0,1.0,10.0,8.0,59.0,12.0,Ath Paranaense,Brasileiro,Luciano Arriagada (Ath Paranaense)
Bruno Peres,BRA,"DF,MF",32.0,1.7,96.0,3.0,31.0,46.0,20.0,2.0,96.0,0.0,0.0,0.0,0.0,0.0,53.0,196.0,103.0,0.0,0.0,0.0,1.0,0.0,62.0,3.0,Ath Paranaense,Brasileiro,Bruno Peres (Ath Paranaense)
Marcelo Cirino,BRA,"FW,MF",31.0,1.1,29.0,1.0,1.0,13.0,15.0,3.0,29.0,1.0,0.0,0.0,1.0,100.0,13.0,69.0,31.0,1.0,1.0,0.0,3.0,1.0,26.0,6.0,Ath Paranaense,Brasileiro,Marcelo Cirino (Ath Paranaense)
Lucas Belezi,BRA,DF,19.0,0.5,25.0,3.0,9.0,14.0,2.0,1.0,25.0,0.0,0.0,0.0,0.0,0.0,14.0,41.0,26.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,Ath Paranaense,Brasileiro,Lucas Belezi (Ath Paranaense)
Reinaldo,BRA,FW,21.0,0.2,4.0,0.0,0.0,3.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,Ath Paranaense,Brasileiro,Reinaldo (Ath Paranaense)
Chiqueti,BRA,MF,17.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ath Paranaense,Brasileiro,Chiqueti (Ath Paranaense)
Danielzinho,BRA,FW,20.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,Ath Paranaense,Brasileiro,Danielzinho (Ath Paranaense)
Dudu,BRA,MF,17.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Ath Paranaense,Brasileiro,Dudu (Ath Paranaense)
Bryan García,ECU,MF,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ath Paranaense,Brasileiro,Bryan García (Ath Paranaense)
Éverson,BRA,GK,32.0,36.0,1141.0,1023.0,1139.0,3.0,0.0,0.0,1141.0,0.0,0.0,0.0,0.0,0.0,657.0,3233.0,2034.0,0.0,1.0,1.0,1.0,0.0,550.0,0.0,Atlético Mineiro,Brasileiro,Éverson (Atlético Mineiro)
Paulinho,BRA,"FW,MF",22.0,33.2,1431.0,24.0,155.0,673.0,646.0,153.0,1431.0,102.0,52.0,51.0,46.0,45.1,908.0,5968.0,2896.0,95.0,85.0,34.0,83.0,38.0,1066.0,234.0,Atlético Mineiro,Brasileiro,Paulinho (Atlético Mineiro)
Hulk,BRA,FW,36.0,32.7,1484.0,40.0,86.0,583.0,848.0,105.0,1479.0,176.0,83.0,47.2,71.0,40.3,940.0,5590.0,2688.0,87.0,75.0,32.0,126.0,109.0,1140.0,204.0,Atlético Mineiro,Brasileiro,Hulk (Atlético Mineiro)
Jemerson,BRA,DF,30.0,27.5,1770.0,294.0,919.0,817.0,39.0,15.0,1770.0,7.0,4.0,57.1,3.0,42.9,1019.0,6322.0,4030.0,21.0,7.0,0.0,6.0,5.0,1115.0,5.0,Atlético Mineiro,Brasileiro,Jemerson (Atlético Mineiro)
Guilherme Arana,BRA,DF,25.0,26.5,1962.0,82.0,521.0,893.0,562.0,27.0,1962.0,31.0,12.0,38.7,16.0,51.6,1077.0,5445.0,3104.0,56.0,43.0,5.0,25.0,13.0,1289.0,122.0,Atlético Mineiro,Brasileiro,Guilherme Arana (Atlético Mineiro)
Otávio,BRA,MF,28.0,25.6,1660.0,59.0,371.0,1197.0,100.0,2.0,1660.0,10.0,5.0,50.0,3.0,30.0,962.0,4234.0,1974.0,12.0,14.0,0.0,10.0,4.0,1149.0,12.0,Atlético Mineiro,Brasileiro,Otávio (Atlético Mineiro)
Mauricio Lemos,URU,DF,27.0,24.6,1537.0,214.0,757.0,754.0,37.0,15.0,1537.0,5.0,4.0,80.0,1.0,20.0,894.0,4992.0,2902.0,17.0,6.0,0.0,11.0,6.0,934.0,2.0,Atlético Mineiro,Brasileiro,Mauricio Lemos (Atlético Mineiro)
Federico Zaracho,ARG,"MF,FW",24.0,21.6,1201.0,29.0,177.0,723.0,315.0,40.0,1201.0,38.0,27.0,71.1,7.0,18.4,654.0,2698.0,1167.0,16.0,22.0,4.0,43.0,32.0,766.0,74.0,Atlético Mineiro,Brasileiro,Federico Zaracho (Atlético Mineiro)
