Player,Nation,Pos,Age,90s,SCA_SCA,SCA_SCA90,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA_GCA,GCA_GCA90,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Team,Championship,Player_Team
Paulinho,BRA,DF,18.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,América (MG),Brasileiro,Paulinho (América (MG))
Jhow,BRA,DF,19.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,América (MG),Brasileiro,Jhow (América (MG))
Yago Souza,BRA,MF,16.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,América (MG),Brasileiro,Yago Souza (América (MG))
Bento,BRA,GK,23.0,33.0,6.0,0.18,4.0,2.0,0.0,0.0,0.0,0.0,2.0,0.06,2.0,0.0,0.0,0.0,0.0,0.0,Ath Paranaense,Brasileiro,Bento (Ath Paranaense)
Thiago Heleno,BRA,DF,34.0,30.9,20.0,0.65,19.0,1.0,0.0,0.0,0.0,0.0,2.0,0.06,2.0,0.0,0.0,0.0,0.0,0.0,Ath Paranaense,Brasileiro,Thiago Heleno (Ath Paranaense)
Erick,BRA,MF,25.0,27.8,61.0,2.2,51.0,0.0,2.0,5.0,1.0,2.0,7.0,0.25,6.0,0.0,1.0,0.0,0.0,0.0,Ath Paranaense,Brasileiro,Erick (Ath Paranaense)
Vitor Bueno,BRA,"MF,FW",28.0,23.1,137.0,5.95,88.0,34.0,6.0,5.0,3.0,1.0,14.0,0.61,10.0,1.0,0.0,1.0,1.0,1.0,Ath Paranaense,Brasileiro,Vitor Bueno (Ath Paranaense)
Fernandinho,BRA,MF,37.0,21.5,71.0,3.31,61.0,3.0,1.0,0.0,5.0,1.0,12.0,0.56,11.0,0.0,0.0,0.0,1.0,0.0,Ath Paranaense,Brasileiro,Fernandinho (Ath Paranaense)
Agustín Canobbio,URU,"FW,MF",24.0,23.5,107.0,4.56,75.0,4.0,8.0,7.0,12.0,1.0,9.0,0.38,8.0,0.0,0.0,0.0,1.0,0.0,Ath Paranaense,Brasileiro,Agustín Canobbio (Ath Paranaense)
Tomás Cuello,ARG,"MF,FW",22.0,22.8,77.0,3.37,46.0,7.0,10.0,2.0,7.0,5.0,8.0,0.35,7.0,0.0,0.0,0.0,1.0,0.0,Ath Paranaense,Brasileiro,Tomás Cuello (Ath Paranaense)
Vitor Roque,BRA,FW,17.0,19.0,62.0,3.26,32.0,0.0,10.0,7.0,12.0,1.0,8.0,0.42,5.0,0.0,0.0,2.0,1.0,0.0,Ath Paranaense,Brasileiro,Vitor Roque (Ath Paranaense)
Cacá,BRA,DF,23.0,18.8,12.0,0.64,11.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ath Paranaense,Brasileiro,Cacá (Ath Paranaense)
Lucas Esquivel,ARG,DF,21.0,18.3,41.0,2.24,21.0,13.0,1.0,1.0,3.0,2.0,3.0,0.16,2.0,1.0,0.0,0.0,0.0,0.0,Ath Paranaense,Brasileiro,Lucas Esquivel (Ath Paranaense)
Hugo Moura,BRA,MF,25.0,14.7,11.0,0.74,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ath Paranaense,Brasileiro,Hugo Moura (Ath Paranaense)
Pablo,BRA,FW,30.0,15.5,43.0,2.77,31.0,1.0,3.0,8.0,0.0,0.0,3.0,0.19,2.0,0.0,0.0,1.0,0.0,0.0,Ath Paranaense,Brasileiro,Pablo (Ath Paranaense)
Christian,BRA,"MF,FW",22.0,15.1,49.0,3.24,28.0,5.0,5.0,5.0,2.0,4.0,1.0,0.07,1.0,0.0,0.0,0.0,0.0,0.0,Ath Paranaense,Brasileiro,Christian (Ath Paranaense)
Mádson,BRA,"DF,MF",31.0,14.8,40.0,2.71,29.0,5.0,1.0,4.0,1.0,0.0,5.0,0.34,5.0,0.0,0.0,0.0,0.0,0.0,Ath Paranaense,Brasileiro,Mádson (Ath Paranaense)
Bruno Zapelli,ARG,"MF,FW",20.0,12.7,60.0,4.73,38.0,13.0,5.0,3.0,1.0,0.0,7.0,0.55,4.0,2.0,0.0,1.0,0.0,0.0,Ath Paranaense,Brasileiro,Bruno Zapelli (Ath Paranaense)
Khellven,BRA,DF,21.0,11.1,26.0,2.35,16.0,8.0,1.0,1.0,0.0,0.0,4.0,0.36,4.0,0.0,0.0,0.0,0.0,0.0,Ath Paranaense,Brasileiro,Khellven (Ath Paranaense)
Zé Ivaldo,BRA,DF,25.0,11.3,8.0,0.71,7.0,0.0,1.0,0.0,0.0,0.0,2.0,0.18,2.0,0.0,0.0,0.0,0.0,0.0,Ath Paranaense,Brasileiro,Zé Ivaldo (Ath Paranaense)
Pedro Henrique,BRA,DF,27.0,9.5,5.0,0.53,4.0,0.0,0.0,0.0,0.0,1.0,1.0,0.11,1.0,0.0,0.0,0.0,0.0,0.0,Ath Paranaense,Brasileiro,Pedro Henrique (Ath Paranaense)
Alex Santana,BRA,MF,27.0,11.1,25.0,2.25,21.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ath Paranaense,Brasileiro,Alex Santana (Ath Paranaense)
Kaique Rocha,BRA,DF,21.0,7.2,3.0,0.42,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ath Paranaense,Brasileiro,Kaique Rocha (Ath Paranaense)
Matheus Felipe,BRA,DF,24.0,5.9,3.0,0.51,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ath Paranaense,Brasileiro,Matheus Felipe (Ath Paranaense)
Willian,BRA,"FW,MF",36.0,6.4,17.0,2.67,11.0,0.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ath Paranaense,Brasileiro,Willian (Ath Paranaense)
Fernando,BRA,DF,23.0,5.3,14.0,2.64,13.0,1.0,0.0,0.0,0.0,0.0,4.0,0.75,4.0,0.0,0.0,0.0,0.0,0.0,Ath Paranaense,Brasileiro,Fernando (Ath Paranaense)
Arturo Vidal,CHI,MF,35.0,4.2,12.0,2.84,9.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ath Paranaense,Brasileiro,Arturo Vidal (Ath Paranaense)
Rômulo,BRA,"FW,MF",20.0,5.7,11.0,1.95,6.0,0.0,3.0,0.0,2.0,0.0,1.0,0.18,0.0,0.0,0.0,0.0,1.0,0.0,Ath Paranaense,Brasileiro,Rômulo (Ath Paranaense)
Leonardo Linck,BRA,GK,21.0,5.0,1.0,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ath Paranaense,Brasileiro,Leonardo Linck (Ath Paranaense)
David Terans,URU,"MF,FW",28.0,4.4,15.0,3.44,9.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ath Paranaense,Brasileiro,David Terans (Ath Paranaense)
Vinicius Kaue,BRA,"DF,MF",19.0,3.8,3.0,0.79,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ath Paranaense,Brasileiro,Vinicius Kaue (Ath Paranaense)
Pedrinho,BRA,"DF,MF",20.0,4.0,3.0,0.75,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ath Paranaense,Brasileiro,Pedrinho (Ath Paranaense)
Léo Cittadini,BRA,"MF,FW",28.0,2.2,6.0,2.69,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ath Paranaense,Brasileiro,Léo Cittadini (Ath Paranaense)
Thiago,BRA,"FW,MF",22.0,2.5,9.0,3.6,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4,1.0,0.0,0.0,0.0,0.0,0.0,Ath Paranaense,Brasileiro,Thiago (Ath Paranaense)
Luciano Arriagada,CHI,"FW,MF",20.0,2.1,7.0,3.32,4.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ath Paranaense,Brasileiro,Luciano Arriagada (Ath Paranaense)
Bruno Peres,BRA,"DF,MF",32.0,1.7,1.0,0.57,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ath Paranaense,Brasileiro,Bruno Peres (Ath Paranaense)
Marcelo Cirino,BRA,"FW,MF",31.0,1.1,1.0,0.88,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ath Paranaense,Brasileiro,Marcelo Cirino (Ath Paranaense)
Lucas Belezi,BRA,DF,19.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ath Paranaense,Brasileiro,Lucas Belezi (Ath Paranaense)
Reinaldo,BRA,FW,21.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ath Paranaense,Brasileiro,Reinaldo (Ath Paranaense)
Chiqueti,BRA,MF,17.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ath Paranaense,Brasileiro,Chiqueti (Ath Paranaense)
Danielzinho,BRA,FW,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ath Paranaense,Brasileiro,Danielzinho (Ath Paranaense)
Dudu,BRA,MF,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ath Paranaense,Brasileiro,Dudu (Ath Paranaense)
Bryan García,ECU,MF,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ath Paranaense,Brasileiro,Bryan García (Ath Paranaense)
Éverson,BRA,GK,32.0,36.0,8.0,0.22,6.0,2.0,0.0,0.0,0.0,0.0,1.0,0.03,0.0,1.0,0.0,0.0,0.0,0.0,Atlético Mineiro,Brasileiro,Éverson (Atlético Mineiro)
Paulinho,BRA,"FW,MF",22.0,33.2,81.0,2.44,73.0,0.0,2.0,4.0,2.0,0.0,8.0,0.24,8.0,0.0,0.0,0.0,0.0,0.0,Atlético Mineiro,Brasileiro,Paulinho (Atlético Mineiro)
Hulk,BRA,FW,36.0,32.7,158.0,4.84,72.0,14.0,21.0,15.0,34.0,2.0,22.0,0.67,13.0,1.0,3.0,1.0,4.0,0.0,Atlético Mineiro,Brasileiro,Hulk (Atlético Mineiro)
Jemerson,BRA,DF,30.0,27.5,15.0,0.55,11.0,0.0,0.0,4.0,0.0,0.0,2.0,0.07,1.0,0.0,0.0,1.0,0.0,0.0,Atlético Mineiro,Brasileiro,Jemerson (Atlético Mineiro)
Guilherme Arana,BRA,DF,25.0,26.5,54.0,2.04,45.0,2.0,2.0,3.0,1.0,1.0,4.0,0.15,4.0,0.0,0.0,0.0,0.0,0.0,Atlético Mineiro,Brasileiro,Guilherme Arana (Atlético Mineiro)
Otávio,BRA,MF,28.0,25.6,37.0,1.44,34.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Atlético Mineiro,Brasileiro,Otávio (Atlético Mineiro)
Mauricio Lemos,URU,DF,27.0,24.6,12.0,0.49,11.0,0.0,0.0,1.0,0.0,0.0,3.0,0.12,3.0,0.0,0.0,0.0,0.0,0.0,Atlético Mineiro,Brasileiro,Mauricio Lemos (Atlético Mineiro)
Federico Zaracho,ARG,"MF,FW",24.0,21.6,46.0,2.13,34.0,1.0,3.0,2.0,4.0,2.0,4.0,0.18,4.0,0.0,0.0,0.0,0.0,0.0,Atlético Mineiro,Brasileiro,Federico Zaracho (Atlético Mineiro)
Cristian Pavón,ARG,"FW,MF",27.0,21.5,84.0,3.89,58.0,5.0,9.0,6.0,5.0,1.0,11.0,0.51,10.0,0.0,1.0,0.0,0.0,0.0,Atlético Mineiro,Brasileiro,Cristian Pavón (Atlético Mineiro)
Renzo Saravia,ARG,DF,29.0,19.0,37.0,1.95,23.0,5.0,2.0,2.0,3.0,2.0,6.0,0.32,4.0,0.0,0.0,0.0,1.0,1.0,Atlético Mineiro,Brasileiro,Renzo Saravia (Atlético Mineiro)
Rodrigo Battaglia,ARG,MF,31.0,19.2,18.0,0.94,17.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Atlético Mineiro,Brasileiro,Rodrigo Battaglia (Atlético Mineiro)
Mariano,BRA,DF,36.0,17.4,22.0,1.27,19.0,3.0,0.0,0.0,0.0,0.0,1.0,0.06,1.0,0.0,0.0,0.0,0.0,0.0,Atlético Mineiro,Brasileiro,Mariano (Atlético Mineiro)
Igor Gomes,BRA,"MF,FW",23.0,15.3,52.0,3.41,38.0,9.0,4.0,0.0,1.0,0.0,6.0,0.39,5.0,0.0,1.0,0.0,0.0,0.0,Atlético Mineiro,Brasileiro,Igor Gomes (Atlético Mineiro)
Edenílson,BRA,"MF,FW",33.0,15.2,39.0,2.57,34.0,1.0,0.0,1.0,2.0,1.0,4.0,0.26,3.0,0.0,0.0,1.0,0.0,0.0,Atlético Mineiro,Brasileiro,Edenílson (Atlético Mineiro)
Rubens,BRA,"DF,MF",21.0,15.0,24.0,1.6,17.0,1.0,3.0,1.0,1.0,1.0,2.0,0.13,2.0,0.0,0.0,0.0,0.0,0.0,Atlético Mineiro,Brasileiro,Rubens (Atlético Mineiro)
Bruno Fuchs,BRA,DF,23.0,12.1,10.0,0.83,10.0,0.0,0.0,0.0,0.0,0.0,2.0,0.17,2.0,0.0,0.0,0.0,0.0,0.0,Atlético Mineiro,Brasileiro,Bruno Fuchs (Atlético Mineiro)
Hyoran,BRA,"MF,FW",29.0,7.7,31.0,4.04,20.0,6.0,1.0,3.0,1.0,0.0,1.0,0.13,1.0,0.0,0.0,0.0,0.0,0.0,Atlético Mineiro,Brasileiro,Hyoran (Atlético Mineiro)
Alan Franco,ECU,"MF,FW",24.0,9.3,13.0,1.39,11.0,0.0,0.0,1.0,0.0,1.0,1.0,0.11,0.0,0.0,0.0,1.0,0.0,0.0,Atlético Mineiro,Brasileiro,Alan Franco (Atlético Mineiro)
Igor Rabello,BRA,DF,27.0,7.7,5.0,0.65,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Atlético Mineiro,Brasileiro,Igor Rabello (Atlético Mineiro)
Pedrinho,BRA,"MF,FW",24.0,7.0,37.0,5.29,32.0,0.0,2.0,0.0,3.0,0.0,4.0,0.57,3.0,0.0,0.0,0.0,1.0,0.0,Atlético Mineiro,Brasileiro,Pedrinho (Atlético Mineiro)
Eduardo Vargas,CHI,FW,33.0,5.2,17.0,3.25,15.0,0.0,1.0,0.0,1.0,0.0,2.0,0.38,1.0,0.0,0.0,0.0,1.0,0.0,Atlético Mineiro,Brasileiro,Eduardo Vargas (Atlético Mineiro)
Nathan Silva,BRA,DF,25.0,4.0,3.0,0.75,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.25,1.0,0.0,0.0,0.0,0.0,0.0,Atlético Mineiro,Brasileiro,Nathan Silva (Atlético Mineiro)
Patrick,BRA,"MF,FW",30.0,6.2,14.0,2.26,6.0,1.0,3.0,0.0,3.0,1.0,1.0,0.16,0.0,0.0,0.0,0.0,1.0,0.0,Atlético Mineiro,Brasileiro,Patrick (Atlético Mineiro)
Alan Kardec,BRA,"FW,MF",34.0,2.9,8.0,2.7,7.0,0.0,0.0,0.0,1.0,0.0,1.0,0.34,1.0,0.0,0.0,0.0,0.0,0.0,Atlético Mineiro,Brasileiro,Alan Kardec (Atlético Mineiro)
Matheus Mendes,BRA,GK,23.0,2.0,1.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Atlético Mineiro,Brasileiro,Matheus Mendes (Atlético Mineiro)
Réver,BRA,"DF,FW",38.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Atlético Mineiro,Brasileiro,Réver (Atlético Mineiro)
Dodô,BRA,DF,30.0,0.7,3.0,4.58,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.53,0.0,0.0,0.0,0.0,1.0,0.0,Atlético Mineiro,Brasileiro,Dodô (Atlético Mineiro)
Alisson,BRA,"MF,DF",17.0,0.5,4.0,7.35,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Atlético Mineiro,Brasileiro,Alisson (Atlético Mineiro)
