Player,Nation,Pos,Age,90s,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,xAG,Expected_xA,Expected_A-xAG,KP,1/3,PPA,CrsPA,PrgP,Team,Championship,Player_Team
Matheus Cavichioli,BRA,GK,36.0,15.0,261.0,377.0,69.2,8777.0,6932.0,38.0,38.0,100.0,91.0,94.0,96.8,131.0,241.0,54.4,0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,América (MG),Brasileiro,Matheus Cavichioli (América (MG))
Rodriguinho,BRA,"DF,MF",19.0,13.9,471.0,642.0,73.4,7602.0,2700.0,262.0,296.0,88.5,150.0,197.0,76.1,41.0,96.0,42.7,3,2.8,3.2,0.2,21.0,27.0,20.0,9.0,36.0,América (MG),Brasileiro,Rodriguinho (América (MG))
Everaldo,BRA,"FW,MF",28.0,13.7,328.0,430.0,76.3,5115.0,1489.0,186.0,208.0,89.4,107.0,146.0,73.3,25.0,43.0,58.1,3,2.2,2.0,0.8,21.0,28.0,16.0,5.0,52.0,América (MG),Brasileiro,Everaldo (América (MG))
Ale,BRA,MF,32.0,15.8,770.0,878.0,87.7,12931.0,4158.0,361.0,405.0,89.1,326.0,356.0,91.6,61.0,70.0,87.1,0,1.4,0.8,-1.4,16.0,88.0,8.0,3.0,110.0,América (MG),Brasileiro,Ale (América (MG))
Martín Benítez,ARG,"MF,FW",28.0,12.4,386.0,561.0,68.8,7015.0,2676.0,178.0,222.0,80.2,129.0,181.0,71.3,62.0,117.0,53.0,4,4.0,3.5,0.0,29.0,59.0,16.0,5.0,77.0,América (MG),Brasileiro,Martín Benítez (América (MG))
Breno Cascardo,BRA,MF,19.0,12.9,491.0,589.0,83.4,8060.0,2228.0,244.0,279.0,87.5,183.0,213.0,85.9,45.0,58.0,77.6,0,0.5,0.6,-0.5,8.0,59.0,8.0,2.0,80.0,América (MG),Brasileiro,Breno Cascardo (América (MG))
Jori,BRA,GK,26.0,11.0,198.0,272.0,72.8,5331.0,4038.0,43.0,43.0,100.0,83.0,83.0,100.0,69.0,143.0,48.3,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,América (MG),Brasileiro,Jori (América (MG))
Mateus Pasinato,BRA,GK,30.0,10.0,184.0,246.0,74.8,5679.0,4441.0,27.0,27.0,100.0,84.0,86.0,97.7,73.0,131.0,55.7,0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,América (MG),Brasileiro,Mateus Pasinato (América (MG))
Marcinho,BRA,DF,26.0,8.9,317.0,474.0,66.9,5899.0,2388.0,135.0,158.0,85.4,133.0,179.0,74.3,39.0,110.0,35.5,0,0.9,1.3,-0.9,8.0,32.0,16.0,8.0,40.0,América (MG),Brasileiro,Marcinho (América (MG))
Aloísio dos Santos Gonçalves,CHN,"FW,MF",34.0,8.0,99.0,161.0,61.5,1312.0,322.0,55.0,82.0,67.1,28.0,39.0,71.8,4.0,8.0,50.0,1,0.7,0.7,0.3,5.0,7.0,4.0,1.0,9.0,América (MG),Brasileiro,Aloísio dos Santos Gonçalves (América (MG))
Daniel Borges,BRA,DF,29.0,8.9,381.0,494.0,77.1,6686.0,2767.0,177.0,196.0,90.3,159.0,197.0,80.7,39.0,86.0,45.3,1,1.5,1.8,-0.5,9.0,35.0,15.0,10.0,45.0,América (MG),Brasileiro,Daniel Borges (América (MG))
Nicolas,BRA,DF,25.0,8.0,188.0,287.0,65.5,3159.0,1769.0,102.0,123.0,82.9,63.0,92.0,68.5,17.0,45.0,37.8,1,0.2,0.2,0.8,7.0,13.0,3.0,1.0,18.0,América (MG),Brasileiro,Nicolas (América (MG))
Mateus Henrique,BRA,DF,20.0,6.0,196.0,275.0,71.3,3326.0,1305.0,89.0,109.0,81.7,80.0,110.0,72.7,18.0,39.0,46.2,1,0.6,0.6,0.4,6.0,17.0,6.0,3.0,18.0,América (MG),Brasileiro,Mateus Henrique (América (MG))
Júlio César,BRA,DF,19.0,6.6,271.0,313.0,86.6,4814.0,2084.0,107.0,120.0,89.2,144.0,157.0,91.7,18.0,28.0,64.3,1,0.0,0.1,1.0,1.0,15.0,0.0,0.0,21.0,América (MG),Brasileiro,Júlio César (América (MG))
Wanderson,BRA,DF,31.0,5.6,121.0,166.0,72.9,2660.0,1137.0,38.0,43.0,88.4,61.0,76.0,80.3,22.0,45.0,48.9,0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,10.0,América (MG),Brasileiro,Wanderson (América (MG))
Rodrigo Varanda,BRA,"FW,MF",20.0,5.7,136.0,173.0,78.6,1767.0,505.0,81.0,90.0,90.0,38.0,52.0,73.1,4.0,8.0,50.0,1,1.2,0.9,-0.2,9.0,16.0,6.0,2.0,20.0,América (MG),Brasileiro,Rodrigo Varanda (América (MG))
Renato Marques,BRA,"FW,MF",19.0,5.7,73.0,118.0,61.9,1060.0,257.0,42.0,57.0,73.7,26.0,39.0,66.7,2.0,8.0,25.0,1,0.6,0.5,0.4,5.0,5.0,3.0,0.0,9.0,América (MG),Brasileiro,Renato Marques (América (MG))
Pedrinho,BRA,"FW,MF",23.0,4.6,88.0,127.0,69.3,1461.0,451.0,43.0,52.0,82.7,33.0,44.0,75.0,8.0,16.0,50.0,0,0.4,0.5,-0.4,4.0,8.0,7.0,4.0,20.0,América (MG),Brasileiro,Pedrinho (América (MG))
Esteban Burgos,ARG,DF,31.0,3.3,67.0,89.0,75.3,1505.0,685.0,12.0,16.0,75.0,40.0,48.0,83.3,13.0,23.0,56.5,0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,7.0,América (MG),Brasileiro,Esteban Burgos (América (MG))
Óscar Méndez,URU,MF,28.0,2.9,57.0,74.0,77.0,869.0,314.0,28.0,33.0,84.8,20.0,26.0,76.9,5.0,9.0,55.6,0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,6.0,América (MG),Brasileiro,Óscar Méndez (América (MG))
Matheusinho,BRA,"MF,FW",24.0,2.5,73.0,103.0,70.9,1179.0,431.0,33.0,39.0,84.6,34.0,46.0,73.9,5.0,9.0,55.6,0,0.4,0.3,-0.4,7.0,10.0,3.0,1.0,14.0,América (MG),Brasileiro,Matheusinho (América (MG))
Nino Paraíba,BRA,DF,37.0,2.2,81.0,109.0,74.3,1535.0,675.0,38.0,45.0,84.4,27.0,37.0,73.0,12.0,20.0,60.0,0,0.5,0.5,-0.5,5.0,9.0,8.0,7.0,19.0,América (MG),Brasileiro,Nino Paraíba (América (MG))
Washington Aguerre,URU,GK,29.0,2.0,31.0,41.0,75.6,816.0,564.0,7.0,7.0,100.0,12.0,12.0,100.0,11.0,21.0,52.4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,América (MG),Brasileiro,Washington Aguerre (América (MG))
Henrique Almeida,BRA,FW,31.0,1.7,24.0,29.0,82.8,305.0,49.0,15.0,17.0,88.2,4.0,5.0,80.0,2.0,2.0,100.0,0,0.3,0.3,-0.3,3.0,1.0,0.0,0.0,3.0,América (MG),Brasileiro,Henrique Almeida (América (MG))
Paulinho,BRA,FW,24.0,1.5,39.0,50.0,78.0,595.0,152.0,22.0,26.0,84.6,15.0,20.0,75.0,2.0,3.0,66.7,0,0.3,0.2,-0.3,5.0,1.0,2.0,2.0,1.0,América (MG),Brasileiro,Paulinho (América (MG))
Juan Cazares,ECU,"MF,FW",30.0,3.1,98.0,140.0,70.0,1754.0,512.0,44.0,48.0,91.7,37.0,49.0,75.5,14.0,30.0,46.7,1,1.1,0.6,-0.1,9.0,12.0,6.0,2.0,18.0,América (MG),Brasileiro,Juan Cazares (América (MG))
Adyson,BRA,"FW,MF",17.0,2.7,97.0,140.0,69.3,1609.0,650.0,48.0,56.0,85.7,37.0,51.0,72.5,8.0,20.0,40.0,0,0.4,0.7,-0.4,10.0,8.0,13.0,4.0,17.0,América (MG),Brasileiro,Adyson (América (MG))
Mikael,BRA,FW,23.0,1.7,19.0,25.0,76.0,222.0,18.0,9.0,12.0,75.0,7.0,8.0,87.5,0.0,0.0,0.0,0,0.2,0.1,-0.2,2.0,0.0,0.0,0.0,1.0,América (MG),Brasileiro,Mikael (América (MG))
Arthur,BRA,DF,19.0,1.0,38.0,55.0,69.1,615.0,284.0,20.0,22.0,90.9,17.0,22.0,77.3,1.0,9.0,11.1,0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,7.0,América (MG),Brasileiro,Arthur (América (MG))
Wellington Paulista,BRA,FW,38.0,2.5,30.0,40.0,75.0,371.0,88.0,15.0,18.0,83.3,10.0,16.0,62.5,1.0,1.0,100.0,0,0.1,0.6,-0.1,1.0,3.0,1.0,0.0,5.0,América (MG),Brasileiro,Wellington Paulista (América (MG))
Mateus Gonçalves Martins,BRA,"MF,FW",28.0,0.7,23.0,28.0,82.1,345.0,54.0,12.0,13.0,92.3,9.0,10.0,90.0,1.0,2.0,50.0,0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,América (MG),Brasileiro,Mateus Gonçalves Martins (América (MG))
Renato Kayser,BRA,"FW,MF",26.0,0.4,10.0,15.0,66.7,100.0,6.0,7.0,7.0,100.0,2.0,3.0,66.7,0.0,2.0,0.0,0,0.1,0.0,-0.1,1.0,0.0,0.0,0.0,1.0,América (MG),Brasileiro,Renato Kayser (América (MG))
Ighor Gabryel,BRA,FW,20.0,0.3,6.0,7.0,85.7,83.0,19.0,5.0,5.0,100.0,1.0,1.0,100.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,América (MG),Brasileiro,Ighor Gabryel (América (MG))
Paulinho,BRA,DF,18.0,0.3,15.0,16.0,93.8,275.0,74.0,9.0,9.0,100.0,4.0,4.0,100.0,2.0,3.0,66.7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,América (MG),Brasileiro,Paulinho (América (MG))
Jhow,BRA,DF,19.0,0.2,18.0,18.0,100.0,357.0,148.0,5.0,5.0,100.0,11.0,11.0,100.0,2.0,2.0,100.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,América (MG),Brasileiro,Jhow (América (MG))
Yago Souza,BRA,MF,16.0,0.2,6.0,6.0,100.0,69.0,16.0,5.0,5.0,100.0,1.0,1.0,100.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,América (MG),Brasileiro,Yago Souza (América (MG))
Bento,BRA,GK,23.0,33.0,580.0,886.0,65.5,16226.0,11267.0,114.0,114.0,100.0,283.0,292.0,96.9,180.0,469.0,38.4,1,0.3,0.3,0.7,2.0,10.0,0.0,0.0,0.0,Ath Paranaense,Brasileiro,Bento (Ath Paranaense)
Thiago Heleno,BRA,DF,34.0,30.9,1276.0,1526.0,83.6,28855.0,11946.0,279.0,319.0,87.5,748.0,810.0,92.3,236.0,363.0,65.0,0,0.4,0.7,-0.4,5.0,83.0,7.0,0.0,87.0,Ath Paranaense,Brasileiro,Thiago Heleno (Ath Paranaense)
Erick,BRA,MF,25.0,27.8,982.0,1148.0,85.5,17025.0,5792.0,442.0,490.0,90.2,430.0,484.0,88.8,89.0,124.0,71.8,4,3.0,1.8,1.0,17.0,92.0,10.0,2.0,124.0,Ath Paranaense,Brasileiro,Erick (Ath Paranaense)
Vitor Bueno,BRA,"MF,FW",28.0,23.1,769.0,1042.0,73.8,13538.0,4587.0,375.0,440.0,85.2,273.0,345.0,79.1,102.0,196.0,52.0,5,6.9,7.0,-1.9,81.0,95.0,62.0,12.0,149.0,Ath Paranaense,Brasileiro,Vitor Bueno (Ath Paranaense)
Fernandinho,BRA,MF,37.0,21.5,1029.0,1222.0,84.2,19680.0,7369.0,449.0,504.0,89.1,405.0,456.0,88.8,152.0,213.0,71.4,3,2.0,3.1,1.0,36.0,156.0,38.0,3.0,192.0,Ath Paranaense,Brasileiro,Fernandinho (Ath Paranaense)
Agustín Canobbio,URU,"FW,MF",24.0,23.5,639.0,840.0,76.1,9639.0,3338.0,362.0,416.0,87.0,227.0,286.0,79.4,32.0,75.0,42.7,5,3.5,2.7,1.5,40.0,63.0,27.0,10.0,76.0,Ath Paranaense,Brasileiro,Agustín Canobbio (Ath Paranaense)
Tomás Cuello,ARG,"MF,FW",22.0,22.8,670.0,994.0,67.4,10923.0,3545.0,348.0,423.0,82.3,253.0,368.0,68.8,54.0,128.0,42.2,4,4.7,3.4,-0.7,31.0,39.0,30.0,16.0,71.0,Ath Paranaense,Brasileiro,Tomás Cuello (Ath Paranaense)
Vitor Roque,BRA,FW,17.0,19.0,195.0,267.0,73.0,2515.0,390.0,128.0,158.0,81.0,49.0,59.0,83.1,4.0,9.0,44.4,3,1.2,0.9,1.8,18.0,12.0,6.0,0.0,22.0,Ath Paranaense,Brasileiro,Vitor Roque (Ath Paranaense)
Cacá,BRA,DF,23.0,18.8,612.0,752.0,81.4,12435.0,4277.0,180.0,200.0,90.0,343.0,383.0,89.6,81.0,144.0,56.3,0,0.3,0.6,-0.3,5.0,35.0,3.0,1.0,39.0,Ath Paranaense,Brasileiro,Cacá (Ath Paranaense)
Lucas Esquivel,ARG,DF,21.0,18.3,793.0,1071.0,74.0,13225.0,5356.0,400.0,445.0,89.9,322.0,420.0,76.7,61.0,160.0,38.1,1,1.4,1.6,-0.4,19.0,63.0,8.0,7.0,69.0,Ath Paranaense,Brasileiro,Lucas Esquivel (Ath Paranaense)
Hugo Moura,BRA,MF,25.0,14.7,525.0,625.0,84.0,9828.0,2823.0,230.0,261.0,88.1,230.0,255.0,90.2,60.0,86.0,69.8,0,0.2,0.7,-0.2,4.0,55.0,6.0,1.0,55.0,Ath Paranaense,Brasileiro,Hugo Moura (Ath Paranaense)
Pablo,BRA,FW,30.0,15.5,338.0,442.0,76.5,5487.0,1090.0,175.0,216.0,81.0,123.0,147.0,83.7,30.0,45.0,66.7,2,1.6,1.0,0.4,26.0,21.0,11.0,4.0,36.0,Ath Paranaense,Brasileiro,Pablo (Ath Paranaense)
Christian,BRA,"MF,FW",22.0,15.1,488.0,611.0,79.9,7984.0,2186.0,243.0,273.0,89.0,201.0,225.0,89.3,34.0,61.0,55.7,0,1.4,1.2,-1.4,17.0,53.0,16.0,2.0,69.0,Ath Paranaense,Brasileiro,Christian (Ath Paranaense)
Mádson,BRA,"DF,MF",31.0,14.8,356.0,519.0,68.6,6141.0,2162.0,167.0,203.0,82.3,155.0,222.0,69.8,30.0,72.0,41.7,2,3.8,3.2,-1.8,19.0,24.0,13.0,4.0,45.0,Ath Paranaense,Brasileiro,Mádson (Ath Paranaense)
Bruno Zapelli,ARG,"MF,FW",20.0,12.7,438.0,583.0,75.1,7325.0,1930.0,234.0,279.0,83.9,148.0,182.0,81.3,48.0,85.0,56.5,2,1.8,1.7,0.2,20.0,53.0,7.0,0.0,72.0,Ath Paranaense,Brasileiro,Bruno Zapelli (Ath Paranaense)
Khellven,BRA,DF,21.0,11.1,318.0,468.0,67.9,5639.0,2031.0,153.0,182.0,84.1,122.0,180.0,67.8,38.0,77.0,49.4,4,2.4,1.8,1.6,18.0,18.0,14.0,9.0,18.0,Ath Paranaense,Brasileiro,Khellven (Ath Paranaense)
Zé Ivaldo,BRA,DF,25.0,11.3,457.0,567.0,80.6,9554.0,3765.0,147.0,161.0,91.3,239.0,268.0,89.2,67.0,124.0,54.0,0,0.1,0.2,-0.1,3.0,30.0,2.0,2.0,27.0,Ath Paranaense,Brasileiro,Zé Ivaldo (Ath Paranaense)
Pedro Henrique,BRA,DF,27.0,9.5,399.0,472.0,84.5,8587.0,3591.0,120.0,132.0,90.9,210.0,229.0,91.7,65.0,103.0,63.1,0,0.1,0.5,-0.1,1.0,26.0,4.0,1.0,35.0,Ath Paranaense,Brasileiro,Pedro Henrique (Ath Paranaense)
Alex Santana,BRA,MF,27.0,11.1,378.0,434.0,87.1,6235.0,1530.0,194.0,212.0,91.5,144.0,160.0,90.0,30.0,42.0,71.4,0,0.2,0.3,-0.2,7.0,48.0,2.0,0.0,46.0,Ath Paranaense,Brasileiro,Alex Santana (Ath Paranaense)
Kaique Rocha,BRA,DF,21.0,7.2,266.0,304.0,87.5,4887.0,1900.0,92.0,98.0,93.9,152.0,165.0,92.1,18.0,30.0,60.0,0,0.1,0.0,-0.1,2.0,6.0,0.0,0.0,9.0,Ath Paranaense,Brasileiro,Kaique Rocha (Ath Paranaense)
Matheus Felipe,BRA,DF,24.0,5.9,205.0,245.0,83.7,3835.0,1358.0,81.0,90.0,90.0,103.0,114.0,90.4,20.0,36.0,55.6,0,0.1,0.2,-0.1,2.0,9.0,0.0,0.0,17.0,Ath Paranaense,Brasileiro,Matheus Felipe (Ath Paranaense)
Willian,BRA,"FW,MF",36.0,6.4,128.0,156.0,82.1,1739.0,296.0,74.0,82.0,90.2,39.0,46.0,84.8,6.0,8.0,75.0,0,0.4,0.3,-0.4,7.0,5.0,3.0,1.0,10.0,Ath Paranaense,Brasileiro,Willian (Ath Paranaense)
Fernando,BRA,DF,23.0,5.3,260.0,322.0,80.7,4280.0,1311.0,137.0,148.0,92.6,106.0,127.0,83.5,14.0,35.0,40.0,2,0.9,0.6,1.1,8.0,18.0,7.0,6.0,15.0,Ath Paranaense,Brasileiro,Fernando (Ath Paranaense)
Arturo Vidal,CHI,MF,35.0,4.2,143.0,179.0,79.9,2290.0,481.0,73.0,83.0,88.0,55.0,64.0,85.9,10.0,18.0,55.6,0,0.3,0.2,-0.3,5.0,14.0,1.0,1.0,14.0,Ath Paranaense,Brasileiro,Arturo Vidal (Ath Paranaense)
Rômulo,BRA,"FW,MF",20.0,5.7,131.0,192.0,68.2,1821.0,449.0,85.0,105.0,81.0,35.0,50.0,70.0,5.0,12.0,41.7,0,0.1,0.2,-0.1,4.0,7.0,4.0,1.0,11.0,Ath Paranaense,Brasileiro,Rômulo (Ath Paranaense)
Leonardo Linck,BRA,GK,21.0,5.0,77.0,132.0,58.3,2539.0,1977.0,13.0,13.0,100.0,33.0,33.0,100.0,31.0,85.0,36.5,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,Ath Paranaense,Brasileiro,Leonardo Linck (Ath Paranaense)
David Terans,URU,"MF,FW",28.0,4.4,102.0,139.0,73.4,1928.0,595.0,51.0,56.0,91.1,29.0,37.0,78.4,20.0,37.0,54.1,0,0.3,0.3,-0.3,8.0,14.0,2.0,1.0,12.0,Ath Paranaense,Brasileiro,David Terans (Ath Paranaense)
Vinicius Kaue,BRA,"DF,MF",19.0,3.8,175.0,222.0,78.8,2965.0,1218.0,85.0,97.0,87.6,72.0,92.0,78.3,17.0,24.0,70.8,0,0.0,0.2,0.0,1.0,16.0,1.0,1.0,12.0,Ath Paranaense,Brasileiro,Vinicius Kaue (Ath Paranaense)
Pedrinho,BRA,"DF,MF",20.0,4.0,155.0,200.0,77.5,2466.0,917.0,79.0,92.0,85.9,65.0,82.0,79.3,8.0,18.0,44.4,0,0.1,0.2,-0.1,3.0,11.0,4.0,1.0,10.0,Ath Paranaense,Brasileiro,Pedrinho (Ath Paranaense)
Léo Cittadini,BRA,"MF,FW",28.0,2.2,65.0,79.0,82.3,955.0,238.0,43.0,47.0,91.5,20.0,26.0,76.9,2.0,2.0,100.0,0,0.7,0.4,-0.7,5.0,6.0,2.0,1.0,8.0,Ath Paranaense,Brasileiro,Léo Cittadini (Ath Paranaense)
Thiago,BRA,"FW,MF",22.0,2.5,69.0,82.0,84.1,1047.0,170.0,32.0,38.0,84.2,31.0,33.0,93.9,4.0,5.0,80.0,0,0.1,0.1,-0.1,1.0,5.0,2.0,0.0,6.0,Ath Paranaense,Brasileiro,Thiago (Ath Paranaense)
Luciano Arriagada,CHI,"FW,MF",20.0,2.1,39.0,51.0,76.5,479.0,89.0,24.0,29.0,82.8,9.0,12.0,75.0,1.0,1.0,100.0,0,0.6,0.1,-0.6,2.0,0.0,1.0,1.0,2.0,Ath Paranaense,Brasileiro,Luciano Arriagada (Ath Paranaense)
Bruno Peres,BRA,"DF,MF",32.0,1.7,71.0,86.0,82.6,1298.0,312.0,32.0,35.0,91.4,29.0,33.0,87.9,9.0,13.0,69.2,0,0.2,0.2,-0.2,1.0,4.0,0.0,0.0,3.0,Ath Paranaense,Brasileiro,Bruno Peres (Ath Paranaense)
Marcelo Cirino,BRA,"FW,MF",31.0,1.1,10.0,18.0,55.6,130.0,15.0,8.0,12.0,66.7,2.0,3.0,66.7,0.0,0.0,0.0,0,0.1,0.1,-0.1,1.0,0.0,0.0,0.0,1.0,Ath Paranaense,Brasileiro,Marcelo Cirino (Ath Paranaense)
Lucas Belezi,BRA,DF,19.0,0.5,15.0,20.0,75.0,234.0,93.0,10.0,11.0,90.9,4.0,4.0,100.0,1.0,5.0,20.0,0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,Ath Paranaense,Brasileiro,Lucas Belezi (Ath Paranaense)
Reinaldo,BRA,FW,21.0,0.2,2.0,2.0,100.0,28.0,0.0,2.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ath Paranaense,Brasileiro,Reinaldo (Ath Paranaense)
Chiqueti,BRA,MF,17.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ath Paranaense,Brasileiro,Chiqueti (Ath Paranaense)
Danielzinho,BRA,FW,20.0,0.0,1.0,2.0,50.0,31.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ath Paranaense,Brasileiro,Danielzinho (Ath Paranaense)
Dudu,BRA,MF,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ath Paranaense,Brasileiro,Dudu (Ath Paranaense)
Bryan García,ECU,MF,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ath Paranaense,Brasileiro,Bryan García (Ath Paranaense)
Éverson,BRA,GK,32.0,36.0,752.0,1064.0,70.7,22858.0,17894.0,111.0,111.0,100.0,311.0,314.0,99.0,325.0,632.0,51.4,0,0.0,0.1,0.0,1.0,12.0,0.0,0.0,1.0,Atlético Mineiro,Brasileiro,Éverson (Atlético Mineiro)
Paulinho,BRA,"FW,MF",22.0,33.2,854.0,1050.0,81.3,11117.0,2423.0,544.0,631.0,86.2,225.0,262.0,85.9,29.0,39.0,74.4,2,2.5,2.8,-0.5,36.0,61.0,30.0,3.0,77.0,Atlético Mineiro,Brasileiro,Paulinho (Atlético Mineiro)
Hulk,BRA,FW,36.0,32.7,651.0,1000.0,65.1,10284.0,3063.0,353.0,450.0,78.4,194.0,293.0,66.2,68.0,152.0,44.7,11,6.9,6.3,4.1,60.0,50.0,45.0,7.0,109.0,Atlético Mineiro,Brasileiro,Hulk (Atlético Mineiro)
Jemerson,BRA,DF,30.0,27.5,1361.0,1534.0,88.7,23892.0,8149.0,521.0,555.0,93.9,697.0,747.0,93.3,97.0,171.0,56.7,1,0.1,0.6,0.9,4.0,63.0,2.0,0.0,66.0,Atlético Mineiro,Brasileiro,Jemerson (Atlético Mineiro)
Guilherme Arana,BRA,DF,25.0,26.5,1361.0,1706.0,79.8,21177.0,8117.0,782.0,853.0,91.7,473.0,576.0,82.1,82.0,173.0,47.4,0,1.1,1.8,-1.1,24.0,101.0,31.0,11.0,133.0,Atlético Mineiro,Brasileiro,Guilherme Arana (Atlético Mineiro)
Otávio,BRA,MF,28.0,25.6,1311.0,1450.0,90.4,23396.0,7322.0,563.0,592.0,95.1,616.0,666.0,92.5,111.0,153.0,72.5,0,0.4,0.7,-0.4,11.0,155.0,5.0,1.0,135.0,Atlético Mineiro,Brasileiro,Otávio (Atlético Mineiro)
Mauricio Lemos,URU,DF,27.0,24.6,1043.0,1253.0,83.2,23092.0,8490.0,263.0,289.0,91.0,579.0,631.0,91.8,193.0,305.0,63.3,0,0.0,0.2,0.0,2.0,78.0,2.0,0.0,71.0,Atlético Mineiro,Brasileiro,Mauricio Lemos (Atlético Mineiro)
