Rk,Player,Nation,Pos,Squad,Age,Born,90s,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Player Link_,Player ID_,Competition
11,Pelle van Amersfoort,NED,FW,Heerenveen,27-282,1996,9.1,0.33,3.41,1.43,41.9,3.39,1.42,0.10,0.23,11.1,0.00,0.00,0.00,0.54,0.54,0.16,-0.21,-0.21,https://fbref.com/en/players/8cef2308/Pelle-van-Amersfoort,8cef2308,Eredivisie
12,Jamal Amofa,NED,DF,Go Ahead Eag,25-044,1998,12.5,0.08,0.24,0.16,66.7,0.24,0.16,0.33,0.50,8.4,0.00,0.00,0.00,0.02,0.02,0.11,0.06,0.06,https://fbref.com/en/players/ec3e9827/Jamal-Amofa,ec3e9827,Eredivisie
13,Augustin Anello,BEL,"FW,MF",Sparta R'dam,21-261,2002,2.5,0.00,2.40,0.80,33.3,2.40,0.80,0.00,0.00,19.1,0.00,0.00,0.00,0.12,0.12,0.05,-0.12,-0.12,https://fbref.com/en/players/c16ab6bc/Augustin-Anello,c16ab6bc,Eredivisie
14,Joey Antonioli,NED,MF,Volendam,20-024,2003,1.1,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,https://fbref.com/en/players/cc423d7c/Joey-Antonioli,cc423d7c,Eredivisie
15,Carlens Arcus,HAI,DF,Vitesse,27-194,1996,11.2,0.00,0.36,0.18,50.0,0.36,0.18,0.00,0.00,31.1,0.00,0.00,0.00,0.01,0.01,0.02,-0.01,-0.01,https://fbref.com/en/players/5e837126/Carlens-Arcus,5e837126,Eredivisie
16,D'Leanu Arts,NED,DF,NEC Nijmegen,20-226,2003,0.2,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,https://fbref.com/en/players/9014a9c8/DLeanu-Arts,9014a9c8,Eredivisie
17,Gastón Ávila,ARG,DF,Ajax,22-100,2001,3.9,0.00,0.77,0.26,33.3,0.76,0.25,0.00,0.00,14.0,0.00,0.00,0.00,0.05,0.05,0.05,-0.05,-0.05,https://fbref.com/en/players/f648b2e1/Gaston-Avila,f648b2e1,Eredivisie
18,Marouan Azarkan,NED,FW,Utrecht,22-031,2001,6.7,0.00,0.45,0.00,0.0,0.45,0.00,0.00,,14.9,0.00,0.00,0.00,0.04,0.04,0.11,-0.04,-0.04,https://fbref.com/en/players/9469388f/Marouan-Azarkan,9469388f,Eredivisie
19,Anouar El Azzouzi,NED,DF,Zwolle,22-224,2001,1.1,0.00,0.91,0.00,0.0,0.90,0.00,0.00,,23.8,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.00,https://fbref.com/en/players/22a6a4d7/Anouar-El-Azzouzi,22a6a4d7,Eredivisie
20,Julian Baas,NED,MF,Excelsior,21-267,2002,15.5,0.06,0.45,0.13,28.6,0.45,0.13,0.14,0.50,25.4,0.19,0.00,0.00,0.02,0.02,0.04,0.05,0.05,https://fbref.com/en/players/7156acb5/Julian-Baas,7156acb5,Eredivisie
21,Youri Baas,NED,"DF,FW",NEC Nijmegen,20-297,2003,8.5,0.35,1.06,0.71,66.7,1.06,0.70,0.33,0.50,16.7,0.00,0.00,0.00,0.16,0.16,0.15,0.19,0.19,https://fbref.com/en/players/ca002b1a/Youri-Baas,ca002b1a,Eredivisie
22,Isaac Babadi,NED,"MF,FW",PSV Eindhoven,18-277,2005,1.3,0.00,1.54,1.54,100.0,1.53,1.53,0.00,0.00,18.0,0.00,0.00,0.00,0.23,0.23,0.14,-0.23,-0.23,https://fbref.com/en/players/52f7e3a7/Isaac-Babadi,52f7e3a7,Eredivisie
23,Mio Backhaus,GER,GK,Volendam,19-267,2004,16.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,https://fbref.com/en/players/0d41f821/Mio-Backhaus,0d41f821,Eredivisie
24,Thibo Baeten,BEL,FW,Go Ahead Eag,21-218,2002,1.7,0.00,4.71,2.94,62.5,4.59,2.87,0.00,0.00,18.6,0.00,0.00,0.00,0.29,0.29,0.06,-0.29,-0.29,https://fbref.com/en/players/f976899a/Thibo-Baeten,f976899a,Eredivisie
25,Saïd Bakari,COM,DF,Sparta R'dam,29-108,1994,15.4,0.00,0.39,0.13,33.3,0.39,0.13,0.00,0.00,17.5,0.00,0.00,0.00,0.04,0.04,0.10,-0.04,-0.04,https://fbref.com/en/players/3a0fbf82/Said-Bakari,3a0fbf82,Eredivisie
26,Johan Bakayoko,BEL,"FW,MF",PSV Eindhoven,20-263,2003,13.1,0.23,3.51,0.92,26.1,3.52,0.92,0.07,0.25,21.0,0.00,0.00,0.00,0.22,0.22,0.06,0.01,0.01,https://fbref.com/en/players/0caa2fd4/Johan-Bakayoko,0caa2fd4,Eredivisie
27,Navajo Bakboord,NED,DF,Heracles Almelo,24-344,1999,9.2,0.00,0.33,0.00,0.0,0.33,0.00,0.00,,20.3,0.00,0.00,0.00,0.05,0.05,0.17,-0.05,-0.05,https://fbref.com/en/players/216d25a3/Navajo-Bakboord,216d25a3,Eredivisie
28,Zakaria Bakkali,BEL,"MF,FW",RKC Waalwijk,27-347,1996,7.5,0.00,2.27,0.53,23.5,2.27,0.53,0.00,0.00,16.9,0.00,0.00,0.00,0.19,0.19,0.08,-0.19,-0.19,https://fbref.com/en/players/ec3efd7f/Zakaria-Bakkali,ec3efd7f,Eredivisie
29,Nordin Bakker,NED,GK,Almere City,26-069,1997,16.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,https://fbref.com/en/players/12f664ca/Nordin-Bakker,12f664ca,Eredivisie
30,Jesse Bal,NED,MF,Sparta R'dam,17-099,2006,0.1,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,https://fbref.com/en/players/f60ea55c/Jesse-Bal,f60ea55c,Eredivisie
31,Théo Barbet,FRA,DF,Almere City,22-308,2001,9.3,0.00,0.32,0.00,0.0,0.32,0.00,0.00,,14.7,0.00,0.00,0.00,0.05,0.05,0.16,-0.05,-0.05,https://fbref.com/en/players/06d51feb/Theo-Barbet,06d51feb,Eredivisie
32,Vasilios Barkas,GRE,GK,Utrecht,29-223,1994,15.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,https://fbref.com/en/players/c2e41cfb/Vasilios-Barkas,c2e41cfb,Eredivisie
33,Riechedly Bazoer,NED,DF,AZ Alkmaar,27-088,1996,12.0,0.00,0.33,0.00,0.0,0.33,0.00,0.00,,22.5,0.00,0.00,0.00,0.01,0.01,0.03,-0.01,-0.01,https://fbref.com/en/players/da59a197/Riechedly-Bazoer,da59a197,Eredivisie
34,Sven van Beek,NED,DF,Heerenveen,29-164,1994,11.1,0.09,0.63,0.36,57.1,0.63,0.36,0.14,0.25,15.0,0.00,0.00,0.00,0.05,0.05,0.09,0.04,0.04,https://fbref.com/en/players/49312f11/Sven-van-Beek,49312f11,Eredivisie
35,Thomas Beelen,NED,DF,Feyenoord,22-211,2001,2.3,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,https://fbref.com/en/players/530e7d85/Thomas-Beelen,530e7d85,Eredivisie
36,Mouhamed Belkheir,FRA,"FW,MF",Fortuna Sittard,25-006,1999,3.9,0.26,3.08,0.51,16.7,3.10,0.52,0.08,0.50,19.2,0.00,0.00,0.00,0.28,0.28,0.10,-0.03,-0.03,https://fbref.com/en/players/14340768/Mouhamed-Belkheir,14340768,Eredivisie
37,Armel Bella Kotchap,GER,DF,PSV Eindhoven,22-028,2001,1.8,0.00,0.56,0.00,0.0,0.56,0.00,0.00,,3.8,0.00,0.00,0.00,0.39,0.39,0.67,-0.39,-0.39,https://fbref.com/en/players/a39d11bc/Armel-Bella-Kotchap,a39d11bc,Eredivisie
38,Benaissa Benamar,MAR,DF,Volendam,26-275,1997,10.8,0.28,0.83,0.37,44.4,0.83,0.37,0.33,0.75,11.9,0.00,0.00,0.00,0.14,0.14,0.17,0.14,0.14,https://fbref.com/en/players/01ca961e/Benaissa-Benamar,01ca961e,Eredivisie
39,Mimeirhel Benita,NED,"DF,FW",Excelsior,20-052,2003,1.5,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,https://fbref.com/en/players/35ccba69/Mimeirhel-Benita,35ccba69,Eredivisie
40,Walter Benítez,ARG,GK,PSV Eindhoven,30-354,1993,16.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,https://fbref.com/en/players/8a2248b4/Walter-Benitez,8a2248b4,Eredivisie
41,Mitchell van Bergen,NED,"FW,MF",Twente,24-134,1999,3.2,0.00,3.44,0.63,18.2,3.46,0.63,0.00,0.00,21.3,0.00,0.00,0.00,0.16,0.16,0.04,-0.16,-0.16,https://fbref.com/en/players/0b2c9aec/Mitchell-van-Bergen,0b2c9aec,Eredivisie
42,Steven Berghuis,NED,"FW,MF",Ajax,32-020,1991,10.2,0.10,3.82,1.18,30.8,3.82,1.18,0.03,0.08,21.0,0.20,0.00,0.00,0.20,0.20,0.05,-0.10,-0.10,https://fbref.com/en/players/713c144a/Steven-Berghuis,713c144a,Eredivisie
43,Steven Bergwijn,NED,"FW,MF",Ajax,26-092,1997,12.4,0.56,2.90,1.05,36.1,2.90,1.05,0.08,0.23,18.5,0.00,0.32,0.32,0.48,0.23,0.08,0.09,0.02,https://fbref.com/en/players/a29b1131/Steven-Bergwijn,a29b1131,Eredivisie
44,Gijs Besselink,NED,"FW,MF",Twente,19-206,2004,0.3,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,https://fbref.com/en/players/689b9ef0/Gijs-Besselink,689b9ef0,Eredivisie
45,Justin Bijlow,NED,GK,Feyenoord,25-351,1998,9.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,https://fbref.com/en/players/53d93280/Justin-Bijlow,53d93280,Eredivisie
46,Xander Blomme,BEL,MF,Go Ahead Eag,21-201,2002,0.5,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,https://fbref.com/en/players/a712e3f5/Xander-Blomme,a712e3f5,Eredivisie
47,Paweł Bochniewicz,POL,DF,Heerenveen,27-343,1996,10.2,0.20,0.59,0.29,50.0,0.59,0.30,0.33,0.67,8.8,0.00,0.00,0.00,0.10,0.10,0.17,0.10,0.10,https://fbref.com/en/players/9bf068be/Pawel-Bochniewicz,9bf068be,Eredivisie
48,Ruben van Bommel,NED,FW,AZ Alkmaar,19-158,2004,6.0,0.33,1.00,0.67,66.7,0.99,0.66,0.33,0.50,14.7,0.00,0.00,0.00,0.22,0.22,0.22,0.12,0.12,https://fbref.com/en/players/c9314f57/Ruben-van-Bommel,c9314f57,Eredivisie
49,Taylor Booth,USA,FW,Utrecht,22-222,2001,3.9,0.00,2.56,0.26,10.0,2.59,0.26,0.00,0.00,20.4,0.00,0.00,0.00,0.13,0.13,0.05,-0.13,-0.13,https://fbref.com/en/players/1eb05a70/Taylor-Booth,1eb05a70,Eredivisie
50,Zach Booth,USA,"MF,FW",Volendam,19-325,2004,3.7,0.00,1.08,0.54,50.0,1.08,0.54,0.00,0.00,17.5,0.00,0.00,0.00,0.14,0.14,0.13,-0.14,-0.14,https://fbref.com/en/players/7e47a132/Zach-Booth,7e47a132,Eredivisie
51,Olivier Boscagli,FRA,DF,PSV Eindhoven,26-051,1997,14.1,0.07,0.78,0.28,36.4,0.78,0.28,0.09,0.25,22.2,0.00,0.00,0.00,0.04,0.04,0.05,0.04,0.04,https://fbref.com/en/players/403f5d20/Olivier-Boscagli,403f5d20,Eredivisie
52,Othman Boussaid,BEL,FW,Utrecht,23-307,2000,8.0,0.00,1.38,0.25,18.2,1.37,0.25,0.00,0.00,23.6,0.00,0.00,0.00,0.04,0.04,0.03,-0.04,-0.04,https://fbref.com/en/players/c8b55104/Othman-Boussaid,c8b55104,Eredivisie
53,Amine Boutrah,FRA,FW,Vitesse,23-074,2000,7.6,0.13,2.37,0.79,33.3,2.37,0.79,0.06,0.17,19.5,0.00,0.00,0.00,0.16,0.16,0.07,-0.03,-0.03,https://fbref.com/en/players/07a13958/Amine-Boutrah,07a13958,Eredivisie
54,Can Bozdogan,GER,MF,Utrecht,22-278,2001,13.9,0.07,1.08,0.29,26.7,1.08,0.29,0.07,0.25,26.2,0.22,0.00,0.00,0.05,0.05,0.04,0.02,0.02,https://fbref.com/en/players/b797f558/Can-Bozdogan,b797f558,Eredivisie
55,Mattijs Branderhorst,NED,GK,Utrecht,30-008,1993,1.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,https://fbref.com/en/players/b74a2c78/Mattijs-Branderhorst,b74a2c78,Eredivisie
56,Oliver Braude,NOR,DF,Heerenveen,19-321,2004,6.9,0.00,0.43,0.00,0.0,0.43,0.00,0.00,,26.8,0.00,0.00,0.00,0.01,0.01,0.03,-0.01,-0.01,https://fbref.com/en/players/409ccdb7/Oliver-Braude,409ccdb7,Eredivisie
57,Myron van Brederode,NED,FW,AZ Alkmaar,20-186,2003,8.6,0.12,1.51,0.81,53.8,1.52,0.82,0.08,0.14,19.3,0.00,0.00,0.00,0.16,0.16,0.11,-0.05,-0.05,https://fbref.com/en/players/485fbd1a/Myron-van-Brederode,485fbd1a,Eredivisie
58,Joshua Brenet,NED,DF,Twente,29-294,1994,2.8,0.00,0.71,0.00,0.0,0.72,0.00,0.00,,9.7,0.00,0.00,0.00,0.11,0.11,0.13,-0.11,-0.11,https://fbref.com/en/players/2b5527c4/Joshua-Brenet,2b5527c4,Eredivisie
59,Jakob Breum,DEN,FW,Go Ahead Eag,20-052,2003,7.6,0.00,3.03,0.92,30.4,3.04,0.93,0.00,0.00,18.0,0.00,0.00,0.00,0.25,0.25,0.08,-0.25,-0.25,https://fbref.com/en/players/31c61ac7/Jakob-Breum,31c61ac7,Eredivisie
60,Brian Brobbey,NED,FW,Ajax,21-341,2002,13.7,0.58,3.43,1.61,46.8,3.44,1.61,0.17,0.36,11.6,0.00,0.00,0.00,0.74,0.74,0.22,-0.16,-0.16,https://fbref.com/en/players/4c184730/Brian-Brobbey,4c184730,Eredivisie
61,Michael Brouwer,NED,GK,Heracles Almelo,30-352,1993,16.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,https://fbref.com/en/players/4f521fcf/Michael-Brouwer,4f521fcf,Eredivisie
62,Luuk Brouwers,NED,MF,Heerenveen,25-250,1998,12.1,0.25,1.16,0.41,35.7,1.15,0.41,0.21,0.60,15.0,0.00,0.00,0.00,0.11,0.11,0.09,0.14,0.14,https://fbref.com/en/players/82306565/Luuk-Brouwers,82306565,Eredivisie
63,Damian van Bruggen,NED,DF,Almere City,27-296,1996,12.0,0.00,0.42,0.00,0.0,0.42,0.00,0.00,,10.7,0.00,0.00,0.00,0.02,0.02,0.06,-0.02,-0.02,https://fbref.com/en/players/988ddfcf/Damian-van-Bruggen,988ddfcf,Eredivisie
64,Jeffrey Bruma,NED,DF,RKC Waalwijk,32-056,1991,3.0,0.00,0.67,0.00,0.0,0.67,0.00,0.00,,21.3,0.33,0.00,0.00,0.03,0.03,0.04,-0.03,-0.03,https://fbref.com/en/players/fbffc4b1/Jeffrey-Bruma,fbffc4b1,Eredivisie
65,Max Bruns,NED,DF,Twente,21-063,2002,1.3,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,https://fbref.com/en/players/ff9eae4d/Max-Bruns,ff9eae4d,Eredivisie
66,Thomas Bruns,NED,"MF,FW",Heracles Almelo,32-001,1992,7.8,0.00,1.79,0.13,7.1,1.80,0.13,0.00,0.00,18.5,0.00,0.00,0.00,0.09,0.09,0.05,-0.09,-0.09,https://fbref.com/en/players/16952f65/Thomas-Bruns,16952f65,Eredivisie
67,Charles-Andréas Brym,CAN,"FW,MF",Sparta R'dam,25-153,1998,7.3,0.27,2.33,1.10,47.1,2.32,1.09,0.12,0.25,21.1,0.00,0.00,0.00,0.12,0.12,0.05,0.15,0.15,https://fbref.com/en/players/be76f15c/Charles-Andreas-Brym,be76f15c,Eredivisie
68,Stijn Bultman,NED,DF,Heracles Almelo,18-344,2005,8.6,0.00,0.12,0.00,0.0,0.12,0.00,0.00,,8.8,0.00,0.00,0.00,0.01,0.01,0.09,-0.01,-0.01,https://fbref.com/en/players/faa8d9c2/Stijn-Bultman,faa8d9c2,Eredivisie
69,Oskar Buur,DEN,DF,Volendam,25-283,1998,6.1,0.00,0.49,0.00,0.0,0.49,0.00,0.00,,17.9,0.00,0.00,0.00,0.03,0.03,0.06,-0.03,-0.03,https://fbref.com/en/players/aa6f2f2c/Oskar-Buur,aa6f2f2c,Eredivisie
70,Zico Buurmeester,NED,MF,Zwolle,21-215,2002,15.1,0.00,0.73,0.20,27.3,0.73,0.20,0.00,0.00,20.8,0.00,0.00,0.00,0.05,0.05,0.07,-0.05,-0.05,https://fbref.com/en/players/62766c3f/Zico-Buurmeester,62766c3f,Eredivisie
71,Yoann Cathline,FRA,"DF,FW",Almere City,21-170,2002,3.3,0.30,1.21,0.91,75.0,1.20,0.90,0.25,0.33,20.9,0.00,0.00,0.00,0.06,0.06,0.05,0.24,0.24,https://fbref.com/en/players/4db5915d/Yoann-Cathline,4db5915d,Eredivisie
72,Sava Cestic,SRB,DF,Heracles Almelo,22-323,2001,1.3,0.00,2.31,0.77,33.3,2.23,0.74,0.00,0.00,9.0,0.00,0.00,0.00,0.08,0.08,0.05,-0.08,-0.08,https://fbref.com/en/players/0b7dae21/Sava-Cestic,0b7dae21,Eredivisie
73,Jasper Cillessen,NED,GK,NEC Nijmegen,34-261,1989,12.3,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,https://fbref.com/en/players/04ac8285/Jasper-Cillessen,04ac8285,Eredivisie
74,Jordy Clasie,NED,MF,AZ Alkmaar,32-195,1991,14.6,0.14,0.82,0.27,33.3,0.82,0.27,0.17,0.50,26.0,0.00,0.00,0.00,0.04,0.04,0.05,0.10,0.10,https://fbref.com/en/players/31c01b85/Jordy-Clasie,31c01b85,Eredivisie
75,Pelle Clement,NED,FW,Sparta R'dam,27-234,1996,7.6,0.00,1.18,0.26,22.2,1.19,0.26,0.00,0.00,21.6,0.00,0.00,0.00,0.13,0.13,0.11,-0.13,-0.13,https://fbref.com/en/players/f7226e46/Pelle-Clement,f7226e46,Eredivisie
76,Denilho Cleonise,NED,"FW,MF",RKC Waalwijk,22-031,2001,11.4,0.09,1.93,0.53,27.3,1.93,0.53,0.05,0.17,19.0,0.00,0.00,0.00,0.24,0.24,0.12,-0.15,-0.15,https://fbref.com/en/players/91c9de34/Denilho-Cleonise,91c9de34,Eredivisie
77,Iñigo Córdoba,ESP,FW,Fortuna Sittard,26-301,1997,12.8,0.00,1.72,0.55,31.8,1.72,0.55,0.00,0.00,18.1,0.00,0.00,0.00,0.12,0.12,0.07,-0.12,-0.12,https://fbref.com/en/players/49ea92be/Inigo-Cordoba,49ea92be,Eredivisie
78,Enzo Cornelisse,NED,"DF,MF",Vitesse,21-007,2003,9.7,0.00,0.31,0.00,0.0,0.31,0.00,0.00,,26.1,0.00,0.00,0.00,0.01,0.01,0.02,-0.01,-0.01,https://fbref.com/en/players/441f7f4c/Enzo-Cornelisse,441f7f4c,Eredivisie
79,Milan Corryn,BEL,FW,Almere City,24-279,1999,0.1,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,https://fbref.com/en/players/88b73396/Milan-Corryn,88b73396,Eredivisie
80,George Cox,ENG,DF,Volendam,25-359,1998,7.8,0.00,0.13,0.00,0.0,0.13,0.00,0.00,,31.0,0.13,0.00,0.00,0.00,0.00,0.04,0.00,0.00,https://fbref.com/en/players/8c25d35a/George-Cox,8c25d35a,Eredivisie
81,Vito van Crooy,NED,FW,Sparta R'dam,27-344,1996,2.9,0.00,2.07,0.00,0.0,2.06,0.00,0.00,,23.8,0.00,0.00,0.00,0.10,0.10,0.05,-0.10,-0.10,https://fbref.com/en/players/4b8b9e6c/Vito-van-Crooy,4b8b9e6c,Eredivisie
82,Lennart-Marten Czyborra,GER,DF,Zwolle,24-250,1999,1.6,0.00,0.63,0.63,100.0,0.62,0.62,0.00,0.00,26.8,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,https://fbref.com/en/players/7ba1f1ef/Lennart-Marten-Czyborra,7ba1f1ef,Eredivisie
83,Tiago Dantas,POR,MF,AZ Alkmaar,23-015,2000,3.8,0.26,1.58,0.53,33.3,1.57,0.52,0.17,0.50,16.3,0.00,0.00,0.00,0.21,0.21,0.14,0.05,0.05,https://fbref.com/en/players/234204f4/Tiago-Dantas,234204f4,Eredivisie
84,Brian De Keersmaecker,BEL,MF,Heracles Almelo,23-247,2000,15.9,0.06,0.75,0.19,25.0,0.75,0.19,0.08,0.33,28.2,0.00,0.00,0.00,0.03,0.03,0.03,0.04,0.04,https://fbref.com/en/players/40d2f0cb/Brian-De-Keersmaecker,40d2f0cb,Eredivisie
85,Jeffrey De Lange,NED,GK,Go Ahead Eag,25-282,1998,16.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,https://fbref.com/en/players/c31cf14b/Jeffrey-De-Lange,c31cf14b,Eredivisie
86,Mats Deijl,NED,DF,Go Ahead Eag,26-177,1997,16.0,0.00,0.38,0.19,50.0,0.37,0.19,0.00,0.00,15.4,0.00,0.00,0.00,0.01,0.01,0.03,-0.01,-0.01,https://fbref.com/en/players/709e48d4/Mats-Deijl,709e48d4,Eredivisie
87,Thomas van den Belt,NED,MF,Feyenoord,22-204,2001,0.4,0.00,5.00,0.00,0.0,5.45,0.00,0.00,,20.3,0.00,0.00,0.00,0.25,0.25,0.06,-0.25,-0.25,https://fbref.com/en/players/a686ef30/Thomas-van-den-Belt,a686ef30,Eredivisie
88,Branco van den Boomen,NED,MF,Ajax,28-171,1995,6.9,0.29,1.88,0.72,38.5,1.88,0.72,0.15,0.40,25.6,0.29,0.00,0.00,0.07,0.07,0.04,0.22,0.22,https://fbref.com/en/players/99d660b2/Branco-van-den-Boomen,99d660b2,Eredivisie
89,Damian van der Haar,,DF,Zwolle,,,0.3,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,https://fbref.com/en/players/fb0346ad/Damian-van-der-Haar,fb0346ad,Eredivisie
90,Mike van der Hoorn,NED,DF,Utrecht,31-085,1992,7.3,0.14,0.96,0.27,28.6,0.96,0.27,0.14,0.50,10.6,0.00,0.00,0.00,0.04,0.04,0.04,0.10,0.10,https://fbref.com/en/players/25f50295/Mike-van-der-Hoorn,25f50295,Eredivisie
91,Djevencio van der Kust,SUR,DF,Sparta R'dam,22-253,2001,11.5,0.00,0.35,0.17,50.0,0.35,0.17,0.00,0.00,24.4,0.00,0.00,0.00,0.01,0.01,0.03,-0.01,-0.01,https://fbref.com/en/players/e276e3e6/Djevencio-van-der-Kust,e276e3e6,Eredivisie
92,Mark van der Maarel,NED,DF,Utrecht,34-149,1989,3.3,0.00,0.30,0.30,100.0,0.31,0.31,0.00,0.00,9.6,0.00,0.00,0.00,0.15,0.15,0.52,-0.15,-0.15,https://fbref.com/en/players/a31f9e95/Mark-van-der-Maarel,a31f9e95,Eredivisie
93,Anthony Descotte,BEL,FW,Utrecht,20-158,2003,2.1,0.00,1.43,0.48,33.3,1.42,0.47,0.00,0.00,17.8,0.00,0.00,0.00,0.24,0.24,0.17,-0.24,-0.24,https://fbref.com/en/players/0e67374f/Anthony-Descotte,0e67374f,Eredivisie
