Player,Nation,Pos,Age,MP,Playing Time_Min,Playing Time_Mn/MP,Playing Time_Min%,Playing Time_90s,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,Team Success_PPM,Team Success_onG,Team Success_onGA,Team Success_+/-,Team Success_+/-90,Team Success_On-Off,Team Success (xG)_onxG,Team Success (xG)_onxGA,Team Success (xG)_xG+/-,Team Success (xG)_xG+/-90,Team Success (xG)_On-Off,Matches
Sebastián Saucedo,us USA,"FW,MF",26-342,13,653.0,50.0,42.7,7.3,9,58.0,0,4,32.0,3,0.92,7.0,16.0,-9.0,-1.24,-1.14,5.9,11.3,-5.4,-0.71,-0.37,Matches
Andrija Vukčević,me MNE,DF,27-080,8,630.0,79.0,41.2,7.0,7,84.0,5,1,45.0,0,0.38,6.0,20.0,-14.0,-2.0,-2.4,5.8,11.0,-5.2,-0.74,-0.39,Matches
Christian Oliva,uy URU,MF,27-212,10,503.0,50.0,32.9,5.6,5,67.0,0,5,34.0,2,0.7,9.0,14.0,-5.0,-0.89,-0.46,6.9,10.3,-3.4,-0.61,-0.16,Matches
Michael Santos,uy URU,FW,30-292,8,473.0,59.0,30.9,5.3,5,76.0,1,3,31.0,0,0.75,5.0,14.0,-9.0,-1.71,-1.63,4.6,8.2,-3.5,-0.68,-0.24,Matches
Gonzalo Pelúa,uy URU,DF,20-208,6,407.0,68.0,26.6,4.5,5,77.0,4,1,20.0,4,1.0,6.0,11.0,-5.0,-1.11,-0.7,4.9,6.3,-1.4,-0.3,0.28,Matches
Diego Campillo,mx MEX,DF,22-072,5,330.0,66.0,21.6,3.7,4,79.0,3,1,15.0,9,0.8,4.0,6.0,-2.0,-0.55,0.05,3.3,5.7,-2.4,-0.67,-0.2,Matches
Amaury Escoto,mx MEX,"FW,MF",31-030,10,410.0,41.0,26.8,4.6,3,63.0,0,7,32.0,1,1.5,13.0,5.0,8.0,1.76,3.2,6.8,5.5,1.3,0.28,1.08,Matches
Sebastián Pérez Bouquet,mx MEX,"MF,FW",20-191,8,410.0,51.0,26.8,4.6,3,74.0,1,5,37.0,4,1.13,7.0,7.0,0.0,0.0,0.8,3.7,6.4,-2.7,-0.6,-0.12,Matches
Agustín Urzi,ar ARG,"MF,FW",23-240,11,343.0,31.0,22.4,3.8,3,58.0,0,8,21.0,2,1.27,6.0,7.0,-1.0,-0.26,0.42,5.0,6.5,-1.5,-0.4,0.14,Matches
Haret Ortega,mx MEX,DF,23-225,3,270.0,90.0,17.6,3.0,3,90.0,3,0,,0,2.33,7.0,4.0,3.0,1.0,1.93,3.7,4.7,-1.0,-0.32,0.22,Matches
Diego Valoyes,co COL,MF,27-099,4,219.0,55.0,14.3,2.4,3,62.0,1,1,32.0,0,0.75,5.0,7.0,-2.0,-0.82,-0.27,2.7,4.4,-1.7,-0.69,-0.21,Matches
Santiago Ormeño,pe PER,"FW,MF",29-329,7,174.0,25.0,11.4,1.9,2,49.0,0,5,15.0,3,1.0,3.0,3.0,0.0,0.0,0.66,2.0,2.9,-0.9,-0.46,0.06,Matches
César Sosa,mx MEX,MF,19-251,2,104.0,52.0,6.8,1.2,2,52.0,0,0,,3,1.5,0.0,1.0,-1.0,-0.87,-0.3,1.0,1.1,-0.1,-0.11,0.43,Matches
Mario Osuna,mx MEX,"MF,FW",35-132,12,275.0,23.0,18.0,3.1,1,45.0,0,11,21.0,5,1.08,6.0,2.0,4.0,1.31,2.31,4.0,3.3,0.7,0.24,0.91,Matches
Ángel Zapata,mx MEX,MF,22-330,12,262.0,22.0,17.1,2.9,1,56.0,0,11,19.0,5,1.5,8.0,3.0,5.0,1.72,2.78,4.7,3.9,0.9,0.29,0.96,Matches
Francisco Nevarez,mx MEX,"DF,MF",23-027,2,67.0,34.0,4.4,0.7,0,,0,2,34.0,7,1.5,1.0,2.0,-1.0,-1.34,-0.79,1.2,1.1,0.1,0.15,0.69,Matches
Ramón Pasquel,mx MEX,GK,27-191,1,60.0,60.0,3.9,0.7,0,,0,1,60.0,15,3.0,3.0,1.0,2.0,3.0,3.73,1.7,1.2,0.5,0.79,1.35,Matches
Jan Carmona,mx MEX,"FW,DF",19-253,2,45.0,23.0,2.9,0.5,0,,0,2,23.0,3,0.0,0.0,1.0,-1.0,-2.0,-1.45,0.1,0.2,-0.1,-0.18,0.34,Matches
Carlos Higuera,mx MEX,GK,23-042,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
Francisco Reyes,mx MEX,DF,25-087,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches
Bryan Romero,mx MEX,DF,20-340,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
Squad Total,,,28.9,17,1530.0,90.0,100.0,17.0,187,78.0,101,84,27.0,85,1.06,24.0,34.0,-10.0,-0.59,,18.1,26.7,-8.6,-0.51,,
Opponent Total,,,28.2,17,1530.0,90.0,100.0,17.0,187,78.0,106,78,22.0,90,1.76,34.0,24.0,10.0,0.59,,26.7,18.1,8.6,0.51,,
