Rk,Player,Nation,Pos,Squad,Age,Born,90s,Att,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks,Player Link_,Player ID_,Competition
18,Dennis Appiah,FRA,DF,Saint-Étienne,31-213,1992,18.8,58.0,48.9,9.04,0.64,0.21,0.11,2.34,8.40,0.00,0.00,0.00,0.00,46.6,0.05,1.17,https://fbref.com/en/players/feb5d3ab/Dennis-Appiah,feb5d3ab,Ligue 2
19,Taïryk Arconte,FRA,FW,Rodez Aveyron,20-057,2003,6.8,9.26,8.53,0.44,0.00,0.00,0.00,0.44,0.15,0.00,0.00,0.00,0.00,5.15,0.29,0.59,https://fbref.com/en/players/c5e6c017/Tairyk-Arconte,c5e6c017,Ligue 2
20,Youssouf Assogba,BEN,DF,Amiens,22-140,2001,2.4,51.7,43.3,7.92,0.83,0.00,0.00,4.58,7.08,0.00,0.00,0.00,0.00,38.8,0.42,1.67,https://fbref.com/en/players/1ac639e8/Youssouf-Assogba,1ac639e8,Ligue 2
21,Kouadou Assoumou,FRA,FW,Troyes,21-083,2002,9.6,20.5,18.3,2.19,0.10,0.00,0.21,0.10,0.00,0.00,0.00,0.00,0.00,15.7,0.00,0.21,https://fbref.com/en/players/4de89eb7/Kouadou-Assoumou,4de89eb7,Ligue 2
22,Mathias Autret,FRA,"MF,FW",Caen,32-313,1991,13.6,52.2,43.8,8.09,2.21,0.44,1.32,6.47,1.47,3.68,1.69,1.62,0.00,35.0,0.29,1.25,https://fbref.com/en/players/7dfbba27/Mathias-Autret,7dfbba27,Ligue 2
23,Cédric Avinel,GLP,DF,Ajaccio,37-119,1986,12.0,48.8,48.3,0.50,0.33,0.00,0.17,0.00,0.00,0.00,0.00,0.00,0.00,43.2,0.00,0.00,https://fbref.com/en/players/a94d93be/Cedric-Avinel,a94d93be,Ligue 2
24,Florian Ayé,FRA,FW,Auxerre,26-354,1997,12.7,17.4,15.5,1.89,0.00,0.00,0.00,0.39,0.08,0.00,0.00,0.00,0.00,12.3,0.00,0.31,https://fbref.com/en/players/718b8afd/Florian-Aye,718b8afd,Ligue 2
25,Amadou Ba-Sy,FRA,FW,Dunkerque,22-214,2001,2.7,20.7,17.4,2.96,0.00,0.74,0.00,0.74,0.37,0.00,0.00,0.00,0.00,9.26,0.37,2.96,https://fbref.com/en/players/729c3100/Amadou-Ba-Sy,729c3100,Ligue 2
26,Vénuste Baboula,CTA,MF,Quevilly-Rouen,25-138,1998,1.0,47.0,47.0,0.00,0.00,0.00,0.00,6.00,0.00,0.00,0.00,0.00,0.00,31.0,0.00,2.00,https://fbref.com/en/players/2fadf83d/Venuste-Baboula,2fadf83d,Ligue 2
27,Aliou Badji,SEN,FW,Bordeaux,26-090,1997,6.1,21.3,19.5,1.64,0.00,0.16,0.00,0.33,0.16,0.00,0.00,0.00,0.00,15.2,0.16,0.98,https://fbref.com/en/players/6ddb0c15/Aliou-Badji,6ddb0c15,Ligue 2
28,Samy Baghdadi,FRA,FW,Dunkerque,26-181,1997,4.4,23.0,20.2,2.50,0.00,0.00,0.23,1.59,0.45,0.45,0.00,0.00,0.00,16.4,0.23,0.91,https://fbref.com/en/players/ab4dc365/Samy-Baghdadi,ab4dc365,Ligue 2
29,Yohan Bai,FRA,MF,Bastia,27-102,1996,0.2,10.0,10.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/e040f3c8/Yohan-Bai,e040f3c8,Ligue 2
30,Thierno Balde,FRA,DF,Troyes,21-212,2002,6.7,58.1,49.9,8.06,1.34,0.00,0.15,1.49,6.72,0.00,0.00,0.00,0.00,50.6,0.15,0.45,https://fbref.com/en/players/3975195f/Thierno-Balde,3975195f,Ligue 2
31,Yasser Baldé,GUI,DF,Stade Laval,30-361,1993,8.4,59.0,56.8,2.02,1.55,0.00,0.83,0.12,0.48,0.00,0.00,0.00,0.00,45.8,0.24,0.60,https://fbref.com/en/players/35f60fe8/Yasser-Balde,35f60fe8,Ligue 2
32,Arnaud Balijon,FRA,GK,Dunkerque,40-205,1983,19.0,40.1,29.5,10.4,3.21,0.00,0.11,0.00,0.00,0.00,0.00,0.00,0.00,30.7,0.21,0.05,https://fbref.com/en/players/ccb5b75d/Arnaud-Balijon,ccb5b75d,Ligue 2
33,Abdoulaye Bamba,CIV,DF,Angers,33-258,1990,18.0,62.8,61.2,1.50,1.22,0.06,0.22,0.06,0.28,0.00,0.00,0.00,0.00,55.2,0.11,0.50,https://fbref.com/en/players/7fecbcdb/Abdoulaye-Bamba,7fecbcdb,Ligue 2
34,Yacine Bammou,MAR,"FW,MF",Ajaccio,32-119,1991,15.3,33.0,32.5,0.46,0.20,0.07,0.07,1.76,0.00,0.00,0.00,0.00,0.00,23.3,0.07,1.37,https://fbref.com/en/players/a1d04509/Yacine-Bammou,a1d04509,Ligue 2
35,Sacha Banse,BFA,MF,Valenciennes,22-298,2001,7.7,36.1,35.7,0.39,0.39,0.00,0.00,0.26,0.00,0.00,0.00,0.00,0.00,30.9,0.00,0.91,https://fbref.com/en/players/f9eb9174/Sacha-Banse,f9eb9174,Ligue 2
36,Yoann Barbet,FRA,DF,Bordeaux,30-243,1993,19.0,79.8,75.5,4.16,2.95,0.05,0.68,0.32,0.53,0.00,0.00,0.00,0.00,70.1,0.11,0.47,https://fbref.com/en/players/c52bbd2c/Yoann-Barbet,c52bbd2c,Ligue 2
37,Enzo Bardeli,FRA,"MF,FW",Dunkerque,22-272,2001,15.1,44.8,43.4,0.93,0.33,0.40,0.33,1.19,0.53,0.07,0.07,0.00,0.00,36.9,0.53,0.93,https://fbref.com/en/players/c7ac721f/Enzo-Bardeli,c7ac721f,Ligue 2
38,Gabriel Bares,SUI,MF,US Concarneau,23-132,2000,9.3,55.7,48.0,7.74,3.87,0.32,0.32,5.81,0.00,3.33,2.15,0.86,0.11,45.2,0.00,0.65,https://fbref.com/en/players/5475a510/Gabriel-Bares,5475a510,Ligue 2
39,Mickaël Barreto,FRA,MF,Ajaccio,32-355,1991,6.9,53.2,48.4,4.49,1.16,0.14,0.43,5.94,0.87,2.03,0.43,1.45,0.00,40.4,0.29,0.58,https://fbref.com/en/players/e3844ecb/Mickael-Barreto,e3844ecb,Ligue 2
40,Yacouba Barry,FRA,"MF,DF",Annecy,21-044,2002,12.1,32.3,29.5,2.56,0.25,0.08,0.33,0.99,2.31,0.00,0.00,0.00,0.00,22.2,0.25,0.66,https://fbref.com/en/players/9e03d22e/Yacouba-Barry,9e03d22e,Ligue 2
41,Maxime Barthelmé,FRA,MF,Guingamp,35-122,1988,0.2,60.0,45.0,10.0,5.00,0.00,0.00,15.0,0.00,5.00,0.00,5.00,0.00,45.0,5.00,0.00,https://fbref.com/en/players/9b8b52d3/Maxime-Barthelme,9b8b52d3,Ligue 2
42,Enzo Basilio,FRA,GK,Guingamp,29-097,1994,19.0,28.9,17.8,10.8,4.95,0.00,0.11,0.00,0.00,0.00,0.00,0.00,0.00,14.8,0.21,0.05,https://fbref.com/en/players/8627d27e/Enzo-Basilio,8627d27e,Ligue 2
43,Souleymane Basse,SEN,DF,Valenciennes,20-063,2003,2.9,72.4,55.2,16.9,2.07,0.00,0.34,0.34,14.8,0.00,0.00,0.00,0.00,52.1,0.34,1.03,https://fbref.com/en/players/3d722a83/Souleymane-Basse,3d722a83,Ligue 2
44,Norman Bassette,BEL,FW,Caen,19-060,2004,0.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,https://fbref.com/en/players/9cd23b05/Norman-Bassette,9cd23b05,Ligue 2
45,Mons Bassouamina,CGO,"FW,MF",Pau FC,25-225,1998,10.6,18.4,17.3,1.04,0.09,0.09,0.09,0.19,0.00,0.00,0.00,0.00,0.00,13.3,0.09,0.38,https://fbref.com/en/players/c894b42e/Mons-Bassouamina,c894b42e,Ligue 2
46,Antoine Batisse,FRA,DF,Pau FC,28-360,1995,5.8,63.8,59.5,4.31,2.59,0.00,0.86,0.17,1.38,0.00,0.00,0.00,0.00,53.8,0.00,0.69,https://fbref.com/en/players/7a4c23b9/Antoine-Batisse,7a4c23b9,Ligue 2
47,Dylan Batubinsika,COD,DF,Saint-Étienne,27-327,1996,15.0,54.1,51.9,2.07,1.40,0.00,0.20,0.00,0.67,0.00,0.00,0.00,0.00,49.7,0.13,0.40,https://fbref.com/en/players/37d39918/Dylan-Batubinsika,37d39918,Ligue 2
48,Marvin Baudry,CGO,DF,Stade Laval,33-347,1990,13.7,43.9,43.3,0.58,0.51,0.00,0.44,0.00,0.07,0.00,0.00,0.00,0.00,34.8,0.07,0.22,https://fbref.com/en/players/404a2746/Marvin-Baudry,404a2746,Ligue 2
49,Cyrille Bayala,BFA,"MF,FW",Ajaccio,27-229,1996,4.4,29.3,27.5,1.82,0.00,0.00,0.00,2.95,1.82,0.00,0.00,0.00,0.00,19.5,0.00,0.23,https://fbref.com/en/players/20e0dd86/Cyrille-Bayala,20e0dd86,Ligue 2
50,Ayman Ben Mohamed,TUN,DF,Guingamp,29-031,1994,10.6,53.1,41.2,11.8,0.19,0.00,0.00,2.74,11.6,0.00,0.00,0.00,0.00,41.1,0.09,1.79,https://fbref.com/en/players/c0494ed8/Ayman-Ben-Mohamed,c0494ed8,Ligue 2
51,Syam Ben Youssef,TUN,DF,Caen,34-283,1989,1.8,65.0,61.1,3.89,3.89,0.00,2.22,0.00,0.00,0.00,0.00,0.00,0.00,50.6,0.00,1.11,https://fbref.com/en/players/2293f5df/Syam-Ben-Youssef,2293f5df,Ligue 2
52,William Benard,FRA,MF,Stade Laval,20-256,2003,1.8,45.6,45.0,0.56,0.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,34.4,0.00,0.00,https://fbref.com/en/players/8ecee7d2/William-Benard,8ecee7d2,Ligue 2
53,Jessy Bénet,FRA,MF,Grenoble,28-198,1995,17.3,51.0,45.6,4.97,1.62,0.17,0.35,4.39,0.17,3.12,1.62,1.45,0.06,40.3,0.46,0.64,https://fbref.com/en/players/6278e149/Jessy-Benet,6278e149,Ligue 2
54,Zakaria Bengueddoudj,FRA,"MF,FW",Annecy,23-321,2000,3.4,28.8,28.2,0.59,0.00,0.00,0.00,1.18,0.00,0.00,0.00,0.00,0.00,21.2,0.00,0.29,https://fbref.com/en/players/55ae925e/Zakaria-Bengueddoudj,55ae925e,Ligue 2
55,Julien Benhaim,FRA,MF,Ajaccio,27-075,1996,5.8,,,,,,,2.07,,,,,,,,,https://fbref.com/en/players/f5e28e85/Julien-Benhaim,f5e28e85,Ligue 2
56,Mahmoud Bentayg,MAR,"DF,FW",Saint-Étienne,24-070,1999,3.4,50.9,47.4,3.53,0.59,0.00,0.29,3.24,2.94,0.00,0.00,0.00,0.00,39.4,0.00,0.59,https://fbref.com/en/players/d445a4e0/Mahmoud-Bentayg,d445a4e0,Ligue 2
57,Jason Berthomier,FRA,"MF,FW",Valenciennes,34-002,1990,1.4,83.6,73.6,10.0,4.29,0.00,0.00,7.14,2.14,2.14,2.14,0.00,0.00,64.3,0.00,2.14,https://fbref.com/en/players/03e91055/Jason-Berthomier,03e91055,Ligue 2
58,Steeve Beusnard,FRA,MF,Pau FC,31-195,1992,10.8,48.8,46.9,1.85,1.20,0.09,0.28,1.11,0.09,0.56,0.28,0.19,0.00,42.0,0.09,0.83,https://fbref.com/en/players/58b0d2de/Steeve-Beusnard,58b0d2de,Ligue 2
59,Florian Bianchini,FRA,"MF,FW",Bastia,22-197,2001,2.6,34.6,30.8,3.85,1.15,0.00,0.00,5.77,0.38,2.31,0.77,1.54,0.00,26.5,0.00,0.00,https://fbref.com/en/players/adc58361/Florian-Bianchini,adc58361,Ligue 2
60,Yohan Bilingi,FRA,DF,Dunkerque,24-341,1999,17.6,51.2,42.0,9.09,0.23,0.06,0.28,1.31,8.86,0.00,0.00,0.00,0.00,40.6,0.11,0.91,https://fbref.com/en/players/29df114a/Yohan-Bilingi,29df114a,Ligue 2
61,Clément Billemaz,FRA,"MF,FW",Annecy,25-108,1998,4.6,32.2,32.0,0.22,0.00,0.00,0.22,1.30,0.22,0.00,0.00,0.00,0.00,17.6,0.00,1.09,https://fbref.com/en/players/56ec5c1b/Clement-Billemaz,56ec5c1b,Ligue 2
62,Bayiha Biumla,FRA,DF,Bordeaux,18-245,2005,0.9,78.9,76.7,2.22,1.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,70.0,0.00,1.11,https://fbref.com/en/players/e5a94f46/Bayiha-Biumla,e5a94f46,Ligue 2
63,Darling Bladi,FRA,MF,Saint-Étienne,19-211,2004,0.1,40.0,40.0,0.00,0.00,0.00,0.00,10.0,0.00,0.00,0.00,0.00,0.00,20.0,0.00,0.00,https://fbref.com/en/players/4a153f17/Darling-Bladi,4a153f17,Ligue 2
64,Gabin Blancquart,FRA,DF,Valenciennes,19-314,2004,1.5,63.3,62.0,1.33,1.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,57.3,0.00,0.00,https://fbref.com/en/players/a7cc9be4/Gabin-Blancquart,a7cc9be4,Ligue 2
65,Antonin Bobichon,FRA,"MF,FW",Stade Laval,28-116,1995,7.2,38.1,34.3,3.47,3.06,0.00,0.69,3.47,0.14,0.00,0.00,0.00,0.00,28.8,0.28,0.83,https://fbref.com/en/players/7d937aa1/Antonin-Bobichon,7d937aa1,Ligue 2
66,Florian Bohnert,LUX,DF,Bastia,26-060,1997,14.9,56.6,48.7,7.72,0.60,0.00,0.34,1.34,7.11,0.00,0.00,0.00,0.00,44.2,0.20,1.88,https://fbref.com/en/players/e0dad30c/Florian-Bohnert,e0dad30c,Ligue 2
67,Rémy Boissier,FRA,MF,Dunkerque,29-320,1994,14.4,44.3,41.0,3.13,2.78,0.00,0.69,0.56,0.21,0.14,0.00,0.14,0.00,36.9,0.14,0.83,https://fbref.com/en/players/9d38f20c/Remy-Boissier,9d38f20c,Ligue 2
68,Malcom Bokélé,CMR,DF,Bordeaux,23-330,2000,8.7,65.7,56.3,9.20,2.99,0.00,0.46,2.07,6.21,0.00,0.00,0.00,0.00,54.9,0.23,1.03,https://fbref.com/en/players/51af19f7/Malcom-Bokele,51af19f7,Ligue 2
69,Charles Boli,FRA,"MF,DF",Pau FC,25-131,1998,3.0,41.7,36.0,5.67,0.67,0.67,0.33,1.00,5.00,0.00,0.00,0.00,0.00,32.3,0.00,1.67,https://fbref.com/en/players/bbdd999a/Charles-Boli,bbdd999a,Ligue 2
70,Diabé Bolumbu,FRA,DF,Caen,19-180,2004,1.8,52.8,44.4,8.33,2.22,0.00,0.00,1.67,6.11,0.00,0.00,0.00,0.00,43.3,0.00,0.56,https://fbref.com/en/players/d77644a7/Diabe-Bolumbu,d77644a7,Ligue 2
71,Kévin Boma,TOG,DF,Rodez Aveyron,21-049,2002,1.2,53.3,47.5,5.83,2.50,0.00,1.67,0.00,3.33,0.00,0.00,0.00,0.00,46.7,0.00,0.00,https://fbref.com/en/players/49cfaf2e/Kevin-Boma,49cfaf2e,Ligue 2
72,Alexandre Bonnet,FRA,MF,Quevilly-Rouen,37-083,1986,3.1,38.7,37.1,0.97,0.97,0.00,0.00,4.52,0.00,0.00,0.00,0.00,0.00,27.4,0.65,1.29,https://fbref.com/en/players/350188c1/Alexandre-Bonnet,350188c1,Ligue 2
73,Ugo Bonnet,FRA,FW,Valenciennes,30-113,1993,7.5,19.6,18.7,0.93,0.00,0.00,0.00,0.67,0.13,0.00,0.00,0.00,0.00,13.7,0.00,1.07,https://fbref.com/en/players/edfe36a7/Ugo-Bonnet,edfe36a7,Ligue 2
74,Kayne Bonnevie,FRA,GK,Quevilly-Rouen,22-170,2001,2.0,29.0,9.50,18.0,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.5,1.50,0.00,https://fbref.com/en/players/0df854bb/Kayne-Bonnevie,0df854bb,Ligue 2
75,Alexy Bosetti,FRA,MF,Annecy,30-260,1993,1.7,32.9,25.9,7.06,4.12,0.00,0.00,4.71,0.00,2.35,2.35,0.00,0.00,17.6,0.00,0.59,https://fbref.com/en/players/48d960c3/Alexy-Bosetti,48d960c3,Ligue 2
76,Kenji-Van Boto,MAD,DF,Pau FC,27-307,1996,12.1,48.1,39.6,8.43,0.25,0.00,0.08,3.31,8.18,0.00,0.00,0.00,0.00,37.0,0.08,1.24,https://fbref.com/en/players/c03b7266/Kenji-Van-Boto,c03b7266,Ligue 2
77,Zacharie Boucher,FRA,GK,Bastia,31-307,1992,2.0,30.5,19.0,11.5,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23.0,0.00,0.00,https://fbref.com/en/players/249cdcff/Zacharie-Boucher,249cdcff,Ligue 2
78,Benjamin Bouchouari,MAR,MF,Saint-Étienne,22-056,2001,14.2,59.7,58.8,0.77,0.56,0.35,0.49,0.28,0.21,0.00,0.00,0.00,0.00,53.1,0.14,0.63,https://fbref.com/en/players/599f9013/Benjamin-Bouchouari,599f9013,Ligue 2
79,Sofiane Boudraa,FRA,"FW,MF",Valenciennes,20-192,2003,3.0,31.3,29.3,2.00,0.67,0.00,0.33,1.67,0.33,1.00,0.00,0.00,0.00,19.7,0.00,1.33,https://fbref.com/en/players/fa67443c/Sofiane-Boudraa,fa67443c,Ligue 2
80,Ismael Bouneb,FRA,MF,Valenciennes,17-215,2006,0.3,,,,,,,16.7,,,,,,,,,https://fbref.com/en/players/9921f617/Ismael-Bouneb,9921f617,Ligue 2
81,Ismaëlben Boura,FRA,DF,Troyes,23-147,2000,13.2,55.1,48.0,6.74,0.91,0.15,0.00,1.36,5.83,0.00,0.00,0.00,0.00,47.1,0.30,0.83,https://fbref.com/en/players/62e02107/Ismaelben-Boura,62e02107,Ligue 2
82,Khalid Boutaïb,MAR,FW,Pau FC,36-259,1987,12.5,35.0,32.9,1.92,0.08,0.32,0.40,0.08,0.00,0.00,0.00,0.00,0.00,23.7,0.24,0.64,https://fbref.com/en/players/6074b849/Khalid-Boutaib,6074b849,Ligue 2
83,Aymen Boutoutaou,FRA,"MF,FW",Valenciennes,22-324,2001,13.9,34.5,30.3,4.10,1.51,0.22,0.65,3.60,0.07,2.01,1.08,0.65,0.00,23.6,0.07,1.58,https://fbref.com/en/players/b5339db2/Aymen-Boutoutaou,b5339db2,Ligue 2
84,Frank Boya,CMR,"MF,DF",Amiens,27-191,1996,7.4,50.5,49.1,1.22,1.08,0.00,0.00,1.08,0.14,0.00,0.00,0.00,0.00,36.8,0.27,0.81,https://fbref.com/en/players/957e00ad/Frank-Boya,957e00ad,Ligue 2
85,Bilal Brahimi,FRA,"FW,MF",Caen,23-286,2000,9.2,48.9,46.1,2.61,0.87,0.11,0.54,2.61,0.22,0.43,0.33,0.00,0.00,39.3,0.22,0.98,https://fbref.com/en/players/ff2ae8b5/Bilal-Brahimi,ff2ae8b5,Ligue 2
86,Anthony Briançon,FRA,DF,Saint-Étienne,29-041,1994,16.4,67.3,62.4,4.82,4.09,0.00,0.37,0.12,0.49,0.00,0.00,0.00,0.00,61.3,0.06,0.00,https://fbref.com/en/players/16324e1d/Anthony-Briancon,16324e1d,Ligue 2
87,Andreas Bruus,DEN,FW,Troyes,24-357,1999,1.8,27.2,26.7,0.56,0.00,0.00,0.00,0.00,0.56,0.00,0.00,0.00,0.00,16.7,0.00,2.22,https://fbref.com/en/players/b088d5d3/Andreas-Bruus,b088d5d3,Ligue 2
88,Lucas Buadés,FRA,"DF,MF",Rodez Aveyron,26-011,1997,13.0,36.0,31.8,4.08,0.08,0.08,0.31,4.54,4.00,0.00,0.00,0.00,0.00,24.8,0.15,2.00,https://fbref.com/en/players/f9921b7f/Lucas-Buades,f9921b7f,Ligue 2
89,Jonathan Buatu Mananga,ANG,DF,Valenciennes,30-103,1993,15.6,51.1,48.5,2.63,1.92,0.00,0.19,0.13,0.06,0.00,0.00,0.00,0.00,44.3,0.00,0.26,https://fbref.com/en/players/39d8474f/Jonathan-Buatu-Mananga,39d8474f,Ligue 2
90,Nathan Buayi Kiala,FRA,"MF,DF",Auxerre,19-313,2004,0.4,80.0,80.0,0.00,0.00,0.00,2.50,0.00,0.00,0.00,0.00,0.00,0.00,70.0,0.00,2.50,https://fbref.com/en/players/b603f46f/Nathan-Buayi-Kiala,b603f46f,Ligue 2
91,Warren Caddy,MAD,MF,Paris FC,26-274,1997,0.2,75.0,70.0,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,70.0,0.00,0.00,https://fbref.com/en/players/7e28a811/Warren-Caddy,7e28a811,Ligue 2
92,Warren Caddy,MAD,FW,Annecy,26-274,1997,6.8,23.8,22.5,1.32,0.00,0.00,0.00,0.29,0.00,0.00,0.00,0.00,0.00,14.6,0.00,0.74,https://fbref.com/en/players/7e28a811/Warren-Caddy,7e28a811,Ligue 2
93,Noah Cadiou,FRA,MF,Quevilly-Rouen,25-074,1998,12.9,50.9,49.9,0.70,0.62,0.23,0.54,0.62,0.08,0.00,0.00,0.00,0.00,38.8,0.31,1.71,https://fbref.com/en/players/696644d0/Noah-Cadiou,696644d0,Ligue 2
94,Mathieu Cafaro,FRA,"FW,MF",Saint-Étienne,26-289,1997,14.1,37.7,31.4,6.24,1.35,0.14,0.35,8.87,1.21,3.69,0.99,2.48,0.00,23.3,0.00,1.35,https://fbref.com/en/players/2a657da0/Mathieu-Cafaro,2a657da0,Ligue 2
95,Thomas Callens,FRA,GK,Annecy,25-124,1998,1.2,18.3,13.3,5.00,0.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.5,0.00,0.00,https://fbref.com/en/players/be90e307/Thomas-Callens,be90e307,Ligue 2
96,Adama Camara,FRA,MF,Paris FC,27-082,1996,11.0,45.8,45.4,0.36,0.36,0.09,0.73,0.18,0.00,0.00,0.00,0.00,0.00,39.8,0.09,0.82,https://fbref.com/en/players/1fce7c69/Adama-Camara,1fce7c69,Ligue 2
97,Mamadou Camara,FRA,"MF,FW",Quevilly-Rouen,22-335,2001,8.1,43.5,36.4,6.67,1.73,0.00,0.62,8.77,0.74,4.07,1.60,1.73,0.00,28.3,0.37,1.36,https://fbref.com/en/players/316e70c7/Mamadou-Camara,316e70c7,Ligue 2
98,Ousmane Camara,GUI,FW,Auxerre,22-066,2001,2.6,21.5,18.8,2.69,0.00,0.77,0.00,0.77,0.00,0.00,0.00,0.00,0.00,14.6,0.00,0.77,https://fbref.com/en/players/5a6b06cd/Ousmane-Camara,5a6b06cd,Ligue 2
