Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err,Player Link_,Player ID_,Competition
11,Sofiane Alakouch,MAR,DF,Paris FC,25-163,1998,10.3,2.82,1.94,1.55,1.07,0.19,1.75,3.40,51.4,1.65,0.68,0.00,0.68,1.46,4.27,2.23,0.00,https://fbref.com/en/players/5314e067/Sofiane-Alakouch,5314e067,Ligue 2
12,Doğan Alemdar,TUR,GK,Troyes,21-071,2002,15.5,0.00,0.00,0.00,0.00,0.00,0.00,0.13,0.0,0.13,0.00,0.00,0.00,0.00,0.00,0.58,0.19,https://fbref.com/en/players/9e17ccff/Dogan-Alemdar,9e17ccff,Ligue 2
13,Migouel Alfarela,FRA,"FW,MF",Bastia,26-054,1997,12.8,0.78,0.47,0.08,0.31,0.39,0.23,1.33,17.6,1.09,1.02,0.00,1.02,0.47,1.25,0.23,0.00,https://fbref.com/en/players/681b4836/Migouel-Alfarela,681b4836,Ligue 2
14,Bobby Allain,FRA,GK,Grenoble,32-041,1991,2.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,https://fbref.com/en/players/8870154f/Bobby-Allain,8870154f,Ligue 2
15,Mickaël Alphonse,GLP,"DF,FW",Ajaccio,34-180,1989,1.6,1.25,0.00,0.00,0.00,1.25,0.63,1.25,50.0,0.63,1.25,0.00,1.25,1.25,2.50,2.50,0.00,https://fbref.com/en/players/0a63446f/Mickael-Alphonse,0a63446f,Ligue 2
16,Yacine El Amri,FRA,"MF,FW",Valenciennes,19-170,2004,0.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,3.33,0.00,3.33,0.00,0.00,0.00,0.00,https://fbref.com/en/players/cd118aaf/Yacine-El-Amri,cd118aaf,Ligue 2
17,Julien Anziani,FRA,"MF,FW",Dunkerque,24-199,1999,11.4,1.58,0.79,0.70,0.61,0.26,0.79,2.72,29.0,1.93,1.23,0.26,0.96,0.53,2.11,1.49,0.00,https://fbref.com/en/players/8d158016/Julien-Anziani,8d158016,Ligue 2
18,Dennis Appiah,FRA,DF,Saint-Étienne,31-213,1992,18.8,3.09,2.18,1.60,1.28,0.21,1.60,2.50,63.8,0.90,1.17,0.32,0.85,1.44,4.52,2.71,0.00,https://fbref.com/en/players/feb5d3ab/Dennis-Appiah,feb5d3ab,Ligue 2
19,Taïryk Arconte,FRA,FW,Rodez Aveyron,20-057,2003,6.8,0.59,0.29,0.00,0.15,0.44,0.15,0.88,16.7,0.74,0.29,0.00,0.29,0.44,1.03,0.00,0.00,https://fbref.com/en/players/c5e6c017/Tairyk-Arconte,c5e6c017,Ligue 2
20,Youssouf Assogba,BEN,DF,Amiens,22-140,2001,2.4,2.50,1.67,2.08,0.42,0.00,0.83,2.50,33.3,1.67,0.83,0.00,0.83,0.42,2.92,3.75,0.00,https://fbref.com/en/players/1ac639e8/Youssouf-Assogba,1ac639e8,Ligue 2
21,Kouadou Assoumou,FRA,FW,Troyes,21-083,2002,9.6,1.04,0.94,0.21,0.52,0.31,0.10,0.52,20.0,0.42,1.15,0.42,0.73,0.52,1.56,0.42,0.00,https://fbref.com/en/players/4de89eb7/Kouadou-Assoumou,4de89eb7,Ligue 2
22,Mathias Autret,FRA,"MF,FW",Caen,32-313,1991,13.6,1.10,0.66,0.37,0.44,0.29,0.59,1.54,38.1,0.96,0.66,0.07,0.59,0.96,2.06,0.59,0.00,https://fbref.com/en/players/7dfbba27/Mathias-Autret,7dfbba27,Ligue 2
23,Cédric Avinel,GLP,DF,Ajaccio,37-119,1986,12.0,1.00,0.58,0.75,0.25,0.00,0.58,0.67,87.5,0.08,1.08,0.67,0.42,1.42,2.42,3.00,0.00,https://fbref.com/en/players/a94d93be/Cedric-Avinel,a94d93be,Ligue 2
24,Florian Ayé,FRA,FW,Auxerre,26-354,1997,12.7,0.47,0.24,0.00,0.08,0.39,0.00,0.24,0.0,0.24,0.47,0.08,0.39,0.39,0.87,0.87,0.00,https://fbref.com/en/players/718b8afd/Florian-Aye,718b8afd,Ligue 2
25,Amadou Ba-Sy,FRA,FW,Dunkerque,22-214,2001,2.7,0.74,0.37,0.00,0.00,0.74,0.37,0.74,50.0,0.37,0.37,0.37,0.00,0.00,0.74,0.00,0.00,https://fbref.com/en/players/729c3100/Amadou-Ba-Sy,729c3100,Ligue 2
26,Vénuste Baboula,CTA,MF,Quevilly-Rouen,25-138,1998,1.0,4.00,2.00,0.00,3.00,1.00,2.00,4.00,50.0,2.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,https://fbref.com/en/players/2fadf83d/Venuste-Baboula,2fadf83d,Ligue 2
27,Aliou Badji,SEN,FW,Bordeaux,26-090,1997,6.1,0.49,0.00,0.00,0.33,0.16,0.00,0.33,0.0,0.33,0.82,0.16,0.66,0.00,0.49,1.15,0.00,https://fbref.com/en/players/6ddb0c15/Aliou-Badji,6ddb0c15,Ligue 2
28,Samy Baghdadi,FRA,FW,Dunkerque,26-181,1997,4.4,0.45,0.23,0.23,0.23,0.00,0.00,0.23,0.0,0.23,0.45,0.00,0.45,0.23,0.68,0.91,0.00,https://fbref.com/en/players/ab4dc365/Samy-Baghdadi,ab4dc365,Ligue 2
29,Yohan Bai,FRA,MF,Bastia,27-102,1996,0.2,5.00,5.00,0.00,5.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,5.00,5.00,0.00,https://fbref.com/en/players/e040f3c8/Yohan-Bai,e040f3c8,Ligue 2
30,Thierno Balde,FRA,DF,Troyes,21-212,2002,6.7,1.49,1.19,1.04,0.30,0.15,0.90,1.79,50.0,0.90,0.90,0.30,0.60,0.75,2.24,1.94,0.00,https://fbref.com/en/players/3975195f/Thierno-Balde,3975195f,Ligue 2
31,Yasser Baldé,GUI,DF,Stade Laval,30-361,1993,8.4,1.43,1.07,0.48,0.48,0.48,0.95,1.43,66.7,0.48,0.83,0.48,0.36,1.67,3.10,3.81,0.00,https://fbref.com/en/players/35f60fe8/Yasser-Balde,35f60fe8,Ligue 2
32,Arnaud Balijon,FRA,GK,Dunkerque,40-205,1983,19.0,0.05,0.00,0.00,0.05,0.00,0.05,0.05,100.0,0.00,0.00,0.00,0.00,0.00,0.05,0.16,0.05,https://fbref.com/en/players/ccb5b75d/Arnaud-Balijon,ccb5b75d,Ligue 2
33,Abdoulaye Bamba,CIV,DF,Angers,33-258,1990,18.0,0.56,0.39,0.33,0.22,0.00,0.22,0.56,40.0,0.33,0.83,0.56,0.28,1.11,1.67,2.78,0.06,https://fbref.com/en/players/7fecbcdb/Abdoulaye-Bamba,7fecbcdb,Ligue 2
34,Yacine Bammou,MAR,"FW,MF",Ajaccio,32-119,1991,15.3,1.44,1.05,0.59,0.72,0.13,0.59,1.18,50.0,0.59,1.50,0.13,1.37,0.72,2.16,1.11,0.00,https://fbref.com/en/players/a1d04509/Yacine-Bammou,a1d04509,Ligue 2
35,Sacha Banse,BFA,MF,Valenciennes,22-298,2001,7.7,2.47,1.95,0.65,1.69,0.13,1.17,2.21,52.9,1.04,1.30,0.52,0.78,0.91,3.38,1.69,0.13,https://fbref.com/en/players/f9eb9174/Sacha-Banse,f9eb9174,Ligue 2
36,Yoann Barbet,FRA,DF,Bordeaux,30-243,1993,19.0,1.37,0.84,1.11,0.21,0.05,1.21,1.63,74.2,0.42,1.74,1.11,0.63,0.95,2.32,3.42,0.00,https://fbref.com/en/players/c52bbd2c/Yoann-Barbet,c52bbd2c,Ligue 2
37,Enzo Bardeli,FRA,"MF,FW",Dunkerque,22-272,2001,15.1,1.66,0.99,0.53,0.73,0.40,0.73,1.66,44.0,0.93,1.06,0.26,0.79,1.46,3.11,0.20,0.00,https://fbref.com/en/players/c7ac721f/Enzo-Bardeli,c7ac721f,Ligue 2
38,Gabriel Bares,SUI,MF,US Concarneau,23-132,2000,9.3,1.08,0.97,0.43,0.54,0.11,0.75,1.29,58.3,0.54,0.75,0.32,0.43,0.97,2.04,0.97,0.00,https://fbref.com/en/players/5475a510/Gabriel-Bares,5475a510,Ligue 2
39,Mickaël Barreto,FRA,MF,Ajaccio,32-355,1991,6.9,1.30,0.72,0.29,0.72,0.29,0.58,1.45,40.0,0.87,1.16,0.00,1.16,0.58,1.88,0.58,0.00,https://fbref.com/en/players/e3844ecb/Mickael-Barreto,e3844ecb,Ligue 2
40,Yacouba Barry,FRA,"MF,DF",Annecy,21-044,2002,12.1,2.31,1.40,0.66,1.24,0.41,1.07,2.56,41.9,1.49,0.99,0.25,0.74,0.99,3.31,1.57,0.00,https://fbref.com/en/players/9e03d22e/Yacouba-Barry,9e03d22e,Ligue 2
41,Maxime Barthelmé,FRA,MF,Guingamp,35-122,1988,0.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,5.00,0.00,5.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/9b8b52d3/Maxime-Barthelme,9b8b52d3,Ligue 2
42,Enzo Basilio,FRA,GK,Guingamp,29-097,1994,19.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.47,0.05,https://fbref.com/en/players/8627d27e/Enzo-Basilio,8627d27e,Ligue 2
43,Souleymane Basse,SEN,DF,Valenciennes,20-063,2003,2.9,4.83,3.79,4.14,0.69,0.00,2.41,2.76,87.5,0.34,1.03,0.00,1.03,2.41,7.24,1.72,0.00,https://fbref.com/en/players/3d722a83/Souleymane-Basse,3d722a83,Ligue 2
44,Norman Bassette,BEL,FW,Caen,19-060,2004,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,https://fbref.com/en/players/9cd23b05/Norman-Bassette,9cd23b05,Ligue 2
45,Mons Bassouamina,CGO,"FW,MF",Pau FC,25-225,1998,10.6,0.66,0.47,0.47,0.19,0.00,0.19,0.28,66.7,0.09,0.19,0.00,0.19,0.00,0.66,0.28,0.00,https://fbref.com/en/players/c894b42e/Mons-Bassouamina,c894b42e,Ligue 2
46,Antoine Batisse,FRA,DF,Pau FC,28-360,1995,5.8,2.07,1.21,1.55,0.52,0.00,1.21,1.90,63.6,0.69,2.24,1.21,1.03,2.07,4.14,3.62,0.17,https://fbref.com/en/players/7a4c23b9/Antoine-Batisse,7a4c23b9,Ligue 2
47,Dylan Batubinsika,COD,DF,Saint-Étienne,27-327,1996,15.0,1.47,1.00,1.13,0.33,0.00,0.80,1.27,63.2,0.47,1.27,0.93,0.33,1.80,3.27,3.40,0.07,https://fbref.com/en/players/37d39918/Dylan-Batubinsika,37d39918,Ligue 2
48,Marvin Baudry,CGO,DF,Stade Laval,33-347,1990,13.7,1.75,0.80,1.09,0.58,0.07,0.80,0.95,84.6,0.15,1.39,0.73,0.66,0.58,2.34,3.87,0.00,https://fbref.com/en/players/404a2746/Marvin-Baudry,404a2746,Ligue 2
49,Cyrille Bayala,BFA,"MF,FW",Ajaccio,27-229,1996,4.4,1.36,1.14,0.23,0.68,0.45,0.68,1.59,42.9,0.91,0.45,0.00,0.45,0.91,2.27,0.68,0.00,https://fbref.com/en/players/20e0dd86/Cyrille-Bayala,20e0dd86,Ligue 2
50,Ayman Ben Mohamed,TUN,DF,Guingamp,29-031,1994,10.6,2.83,1.98,1.51,1.23,0.09,1.70,2.74,62.1,1.04,1.32,0.28,1.04,1.51,4.34,2.83,0.00,https://fbref.com/en/players/c0494ed8/Ayman-Ben-Mohamed,c0494ed8,Ligue 2
51,Syam Ben Youssef,TUN,DF,Caen,34-283,1989,1.8,2.22,1.11,1.67,0.56,0.00,1.67,2.78,60.0,1.11,0.56,0.00,0.56,2.22,4.44,3.89,0.00,https://fbref.com/en/players/2293f5df/Syam-Ben-Youssef,2293f5df,Ligue 2
52,William Benard,FRA,MF,Stade Laval,20-256,2003,1.8,2.22,1.67,1.11,0.56,0.56,1.11,3.89,28.6,2.78,1.67,0.56,1.11,3.33,5.56,1.11,0.00,https://fbref.com/en/players/8ecee7d2/William-Benard,8ecee7d2,Ligue 2
53,Jessy Bénet,FRA,MF,Grenoble,28-198,1995,17.3,2.72,1.50,1.16,1.27,0.29,1.10,2.43,45.2,1.33,0.92,0.17,0.75,0.92,3.64,0.81,0.00,https://fbref.com/en/players/6278e149/Jessy-Benet,6278e149,Ligue 2
54,Zakaria Bengueddoudj,FRA,"MF,FW",Annecy,23-321,2000,3.4,2.35,2.06,0.00,1.76,0.59,0.59,1.18,50.0,0.59,1.47,0.00,1.47,1.18,3.53,1.76,0.00,https://fbref.com/en/players/55ae925e/Zakaria-Bengueddoudj,55ae925e,Ligue 2
55,Julien Benhaim,FRA,MF,Ajaccio,27-075,1996,5.8,,1.72,,,,,,,,,,,2.59,,,,https://fbref.com/en/players/f5e28e85/Julien-Benhaim,f5e28e85,Ligue 2
56,Mahmoud Bentayg,MAR,"DF,FW",Saint-Étienne,24-070,1999,3.4,1.47,0.88,0.00,0.88,0.59,0.29,1.47,20.0,1.18,0.59,0.00,0.59,1.18,2.65,1.18,0.00,https://fbref.com/en/players/d445a4e0/Mahmoud-Bentayg,d445a4e0,Ligue 2
57,Jason Berthomier,FRA,"MF,FW",Valenciennes,34-002,1990,1.4,1.43,0.71,0.00,1.43,0.00,0.71,1.43,50.0,0.71,0.71,0.00,0.71,0.00,1.43,0.00,0.00,https://fbref.com/en/players/03e91055/Jason-Berthomier,03e91055,Ligue 2
58,Steeve Beusnard,FRA,MF,Pau FC,31-195,1992,10.8,1.85,1.30,0.56,1.20,0.09,0.83,1.57,52.9,0.74,1.20,0.37,0.83,0.83,2.69,0.56,0.09,https://fbref.com/en/players/58b0d2de/Steeve-Beusnard,58b0d2de,Ligue 2
59,Florian Bianchini,FRA,"MF,FW",Bastia,22-197,2001,2.6,2.69,1.92,0.77,0.77,1.15,1.92,3.08,62.5,1.15,1.54,0.00,1.54,1.15,3.85,2.31,0.00,https://fbref.com/en/players/adc58361/Florian-Bianchini,adc58361,Ligue 2
60,Yohan Bilingi,FRA,DF,Dunkerque,24-341,1999,17.6,1.53,0.74,1.08,0.28,0.17,0.74,1.02,72.2,0.28,0.91,0.51,0.40,0.80,2.33,2.61,0.06,https://fbref.com/en/players/29df114a/Yohan-Bilingi,29df114a,Ligue 2
61,Clément Billemaz,FRA,"MF,FW",Annecy,25-108,1998,4.6,1.09,0.22,0.22,0.65,0.22,0.22,1.96,11.1,1.74,1.74,0.00,1.74,0.65,1.74,0.87,0.00,https://fbref.com/en/players/56ec5c1b/Clement-Billemaz,56ec5c1b,Ligue 2
62,Bayiha Biumla,FRA,DF,Bordeaux,18-245,2005,0.9,2.22,1.11,2.22,0.00,0.00,1.11,2.22,50.0,1.11,1.11,1.11,0.00,2.22,4.44,3.33,0.00,https://fbref.com/en/players/e5a94f46/Bayiha-Biumla,e5a94f46,Ligue 2
63,Darling Bladi,FRA,MF,Saint-Étienne,19-211,2004,0.1,0.00,0.00,0.00,0.00,0.00,0.00,10.0,0.0,10.0,0.00,0.00,0.00,0.00,0.00,10.0,0.00,https://fbref.com/en/players/4a153f17/Darling-Bladi,4a153f17,Ligue 2
64,Gabin Blancquart,FRA,DF,Valenciennes,19-314,2004,1.5,1.33,0.00,1.33,0.00,0.00,1.33,2.00,66.7,0.67,2.00,1.33,0.67,2.00,3.33,3.33,0.00,https://fbref.com/en/players/a7cc9be4/Gabin-Blancquart,a7cc9be4,Ligue 2
65,Antonin Bobichon,FRA,"MF,FW",Stade Laval,28-116,1995,7.2,1.53,0.83,0.56,0.83,0.14,0.69,2.08,33.3,1.39,1.25,0.14,1.11,0.14,1.67,0.69,0.00,https://fbref.com/en/players/7d937aa1/Antonin-Bobichon,7d937aa1,Ligue 2
66,Florian Bohnert,LUX,DF,Bastia,26-060,1997,14.9,2.15,1.21,1.61,0.47,0.07,1.54,2.21,69.7,0.67,1.28,0.40,0.87,1.07,3.22,1.95,0.00,https://fbref.com/en/players/e0dad30c/Florian-Bohnert,e0dad30c,Ligue 2
67,Rémy Boissier,FRA,MF,Dunkerque,29-320,1994,14.4,1.67,1.04,0.69,0.97,0.00,0.69,1.53,45.5,0.83,0.83,0.28,0.56,1.60,3.26,1.67,0.00,https://fbref.com/en/players/9d38f20c/Remy-Boissier,9d38f20c,Ligue 2
68,Malcom Bokélé,CMR,DF,Bordeaux,23-330,2000,8.7,0.69,0.46,0.69,0.00,0.00,0.34,0.69,50.0,0.34,0.92,0.34,0.57,1.49,2.18,4.94,0.00,https://fbref.com/en/players/51af19f7/Malcom-Bokele,51af19f7,Ligue 2
69,Charles Boli,FRA,"MF,DF",Pau FC,25-131,1998,3.0,2.33,1.33,1.33,0.67,0.33,1.00,3.00,33.3,2.00,0.67,0.00,0.67,1.00,3.33,1.67,0.00,https://fbref.com/en/players/bbdd999a/Charles-Boli,bbdd999a,Ligue 2
70,Diabé Bolumbu,FRA,DF,Caen,19-180,2004,1.8,0.56,0.00,0.00,0.56,0.00,0.56,1.11,50.0,0.56,1.67,0.56,1.11,2.22,2.78,2.78,0.00,https://fbref.com/en/players/d77644a7/Diabe-Bolumbu,d77644a7,Ligue 2
71,Kévin Boma,TOG,DF,Rodez Aveyron,21-049,2002,1.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,1.67,0.83,0.83,1.67,1.67,3.33,0.00,https://fbref.com/en/players/49cfaf2e/Kevin-Boma,49cfaf2e,Ligue 2
72,Alexandre Bonnet,FRA,MF,Quevilly-Rouen,37-083,1986,3.1,0.97,0.97,0.32,0.65,0.00,0.65,0.65,100.0,0.00,0.97,0.00,0.97,0.00,0.97,0.65,0.00,https://fbref.com/en/players/350188c1/Alexandre-Bonnet,350188c1,Ligue 2
73,Ugo Bonnet,FRA,FW,Valenciennes,30-113,1993,7.5,0.27,0.00,0.00,0.13,0.13,0.13,0.67,20.0,0.53,0.80,0.13,0.67,0.00,0.27,0.93,0.00,https://fbref.com/en/players/edfe36a7/Ugo-Bonnet,edfe36a7,Ligue 2
74,Kayne Bonnevie,FRA,GK,Quevilly-Rouen,22-170,2001,2.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/0df854bb/Kayne-Bonnevie,0df854bb,Ligue 2
75,Alexy Bosetti,FRA,MF,Annecy,30-260,1993,1.7,4.12,2.94,0.59,2.94,0.59,2.35,5.88,40.0,3.53,2.35,0.00,2.35,0.59,4.71,0.00,0.00,https://fbref.com/en/players/48d960c3/Alexy-Bosetti,48d960c3,Ligue 2
76,Kenji-Van Boto,MAD,DF,Pau FC,27-307,1996,12.1,1.74,0.99,0.91,0.74,0.08,0.66,1.32,50.0,0.66,0.91,0.50,0.41,1.07,2.81,1.82,0.00,https://fbref.com/en/players/c03b7266/Kenji-Van-Boto,c03b7266,Ligue 2
77,Zacharie Boucher,FRA,GK,Bastia,31-307,1992,2.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/249cdcff/Zacharie-Boucher,249cdcff,Ligue 2
78,Benjamin Bouchouari,MAR,MF,Saint-Étienne,22-056,2001,14.2,1.69,1.27,0.49,1.06,0.14,0.77,2.32,33.3,1.55,0.85,0.07,0.77,1.13,2.82,0.14,0.07,https://fbref.com/en/players/599f9013/Benjamin-Bouchouari,599f9013,Ligue 2
79,Sofiane Boudraa,FRA,"FW,MF",Valenciennes,20-192,2003,3.0,3.67,0.67,0.67,2.33,0.67,2.33,4.33,53.8,2.00,1.67,0.00,1.67,0.67,4.33,0.67,0.00,https://fbref.com/en/players/fa67443c/Sofiane-Boudraa,fa67443c,Ligue 2
80,Ismael Bouneb,FRA,MF,Valenciennes,17-215,2006,0.3,,0.00,,,,,,,,,,,0.00,,,,https://fbref.com/en/players/9921f617/Ismael-Bouneb,9921f617,Ligue 2
81,Ismaëlben Boura,FRA,DF,Troyes,23-147,2000,13.2,2.73,1.89,1.67,0.83,0.23,1.44,2.50,57.6,1.06,0.91,0.38,0.53,2.12,4.85,2.73,0.15,https://fbref.com/en/players/62e02107/Ismaelben-Boura,62e02107,Ligue 2
82,Khalid Boutaïb,MAR,FW,Pau FC,36-259,1987,12.5,1.60,0.80,0.48,0.88,0.24,0.48,1.76,27.3,1.28,1.12,0.24,0.88,0.48,2.08,1.60,0.00,https://fbref.com/en/players/6074b849/Khalid-Boutaib,6074b849,Ligue 2
83,Aymen Boutoutaou,FRA,"MF,FW",Valenciennes,22-324,2001,13.9,2.09,1.37,0.72,0.94,0.43,1.01,2.30,43.8,1.29,0.86,0.07,0.79,1.08,3.17,0.65,0.00,https://fbref.com/en/players/b5339db2/Aymen-Boutoutaou,b5339db2,Ligue 2
84,Frank Boya,CMR,"MF,DF",Amiens,27-191,1996,7.4,2.57,1.89,0.54,1.76,0.27,1.62,2.97,54.5,1.35,2.30,0.54,1.76,1.89,4.46,2.84,0.00,https://fbref.com/en/players/957e00ad/Frank-Boya,957e00ad,Ligue 2
85,Bilal Brahimi,FRA,"FW,MF",Caen,23-286,2000,9.2,0.87,0.54,0.22,0.54,0.11,0.43,0.65,66.7,0.22,0.33,0.00,0.33,0.22,1.09,0.22,0.00,https://fbref.com/en/players/ff2ae8b5/Bilal-Brahimi,ff2ae8b5,Ligue 2
86,Anthony Briançon,FRA,DF,Saint-Étienne,29-041,1994,16.4,1.04,0.43,0.79,0.24,0.00,0.67,1.10,61.1,0.43,1.52,1.22,0.30,1.22,2.26,4.94,0.00,https://fbref.com/en/players/16324e1d/Anthony-Briancon,16324e1d,Ligue 2
87,Andreas Bruus,DEN,FW,Troyes,24-357,1999,1.8,0.00,0.00,0.00,0.00,0.00,0.00,1.11,0.0,1.11,0.00,0.00,0.00,0.56,0.56,2.78,0.00,https://fbref.com/en/players/b088d5d3/Andreas-Bruus,b088d5d3,Ligue 2
88,Lucas Buadés,FRA,"DF,MF",Rodez Aveyron,26-011,1997,13.0,2.15,1.08,0.92,0.85,0.38,1.15,2.23,51.7,1.08,1.08,0.00,1.08,1.00,3.15,1.85,0.00,https://fbref.com/en/players/f9921b7f/Lucas-Buades,f9921b7f,Ligue 2
89,Jonathan Buatu Mananga,ANG,DF,Valenciennes,30-103,1993,15.6,1.92,1.28,1.60,0.32,0.00,1.22,1.41,86.4,0.19,1.28,0.71,0.58,1.73,3.65,4.55,0.00,https://fbref.com/en/players/39d8474f/Jonathan-Buatu-Mananga,39d8474f,Ligue 2
90,Nathan Buayi Kiala,FRA,"MF,DF",Auxerre,19-313,2004,0.4,2.50,2.50,0.00,2.50,0.00,0.00,0.00,,0.00,2.50,2.50,0.00,2.50,5.00,2.50,0.00,https://fbref.com/en/players/b603f46f/Nathan-Buayi-Kiala,b603f46f,Ligue 2
91,Warren Caddy,MAD,MF,Paris FC,26-274,1997,0.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/7e28a811/Warren-Caddy,7e28a811,Ligue 2
92,Warren Caddy,MAD,FW,Annecy,26-274,1997,6.8,0.74,0.74,0.29,0.29,0.15,0.44,0.59,75.0,0.15,0.00,0.00,0.00,0.00,0.74,0.29,0.00,https://fbref.com/en/players/7e28a811/Warren-Caddy,7e28a811,Ligue 2
93,Noah Cadiou,FRA,MF,Quevilly-Rouen,25-074,1998,12.9,2.71,1.47,1.16,1.32,0.23,1.09,1.55,70.0,0.47,1.40,0.16,1.24,1.47,4.19,0.62,0.00,https://fbref.com/en/players/696644d0/Noah-Cadiou,696644d0,Ligue 2
94,Mathieu Cafaro,FRA,"FW,MF",Saint-Étienne,26-289,1997,14.1,1.13,0.64,0.57,0.43,0.14,0.64,1.28,50.0,0.64,0.50,0.14,0.35,0.78,1.91,0.28,0.00,https://fbref.com/en/players/2a657da0/Mathieu-Cafaro,2a657da0,Ligue 2
95,Thomas Callens,FRA,GK,Annecy,25-124,1998,1.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/be90e307/Thomas-Callens,be90e307,Ligue 2
96,Adama Camara,FRA,MF,Paris FC,27-082,1996,11.0,2.82,1.91,1.18,1.45,0.18,1.36,2.36,57.7,1.00,1.82,0.27,1.55,1.64,4.45,0.64,0.00,https://fbref.com/en/players/1fce7c69/Adama-Camara,1fce7c69,Ligue 2
